,Flat Biccy,Susieq Shannon,Its A Lottery,Selmun Place,Aquababe,Shandiin Beach,Ourplaceoryours
07-12-2022 20:45:18.448369,"(3.4, 5.3, 4.85)","(3.2, 3.65, 3.4785714285714286)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.5, 9.56)","(5.0, 7.6, 7.279999999999999)","(26.0, 190.0, 97.77777777777777)"
07-12-2022 20:45:19.587629,"(3.4, 5.2, 4.825)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.0, 9.523076923076923)","(5.0, 7.6, 7.279999999999999)","(26.0, 180.0, 97.77777777777777)"
07-12-2022 20:45:20.693714,"(3.4, 5.2, 4.723809523809524)","(3.2, 3.7, 3.482258064516129)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.0, 9.72)","(5.0, 7.6, 7.25)","(26.0, 180.0, 124.0)"
07-12-2022 20:45:21.866543,"(3.4, 5.2, 4.723809523809524)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.0, 9.72)","(5.0, 7.4, 7.279999999999999)","(26.0, 170.0, 117.33333333333333)"
07-12-2022 20:45:23.061679,"(3.4, 5.2, 4.825)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.0, 9.72)","(5.0, 7.6, 7.300000000000001)","(26.0, 160.0, 117.33333333333333)"
07-12-2022 20:45:24.213983,"(3.4, 5.2, 4.825)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 11.0, 9.675)","(5.0, 7.4, 7.2)","(26.0, 160.0, 110.66666666666667)"
07-12-2022 20:45:25.565537,"(3.4, 5.2, 4.825)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.6)","(10.0, 17.0, 15.875)","(7.0, 10.5, 9.675)","(5.0, 7.6, 7.279999999999999)","(26.0, 150.0, 110.66666666666667)"
07-12-2022 20:45:26.757074,"(3.4, 5.1, 4.722222222222222)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.9, 5.95)","(10.0, 17.0, 15.875)","(7.0, 10.5, 9.675)","(5.0, 7.6, 7.300000000000001)","(26.0, 150.0, 80.0)"
07-12-2022 20:45:27.929460,"(3.4, 5.0, 4.715789473684211)","(3.2, 3.7, 3.4857142857142858)","(4.6, 6.4, 5.7)","(10.0, 17.0, 15.875)","(7.0, 10.5, 9.46)","(5.0, 7.4, 8.1)","(26.0, 140.0, 104.0)"
07-12-2022 20:45:29.259435,"(3.4, 5.0, 4.775)","(3.2, 3.7, 3.482258064516129)","(4.6, 5.9, 5.65)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 9.0, 8.1)","(26.0, 140.0, 97.33333333333333)"
07-12-2022 20:45:30.474010,"(3.4, 5.0, 4.775)","(3.2, 3.7, 3.482258064516129)","(4.6, 6.4, 5.575)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 9.0, 8.2)","(26.0, 130.0, 67.2)"
07-12-2022 20:45:31.814439,"(3.4, 5.0, 4.890909090909091)","(3.2, 3.7, 3.592857142857143)","(4.6, 5.8, 5.575)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 9.2, 8.1)","(26.0, 120.0, 75.0)"
07-12-2022 20:45:33.181385,"(3.4, 5.0, 4.890909090909091)","(3.2, 3.7, 3.592857142857143)","(4.6, 5.8, 5.533333333333333)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 9.0, 8.5)","(26.0, 120.0, 86.0)"
07-12-2022 20:45:34.521151,"(3.4, 5.0, 4.890909090909091)","(3.2, 3.7, 3.482258064516129)","(4.6, 5.8, 5.533333333333333)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 9.6, 7.9)","(26.0, 100.0, 73.07692307692308)"
07-12-2022 20:45:35.850102,"(3.4, 4.9, 4.6923076923076925)","(3.2, 3.7, 3.4844827586206897)","(4.6, 5.8, 5.56)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.0)","(26.0, 100.0, 82.0)"
07-12-2022 20:45:37.184711,"(3.4, 5.1, 5.044444444444444)","(3.2, 3.7, 3.4844827586206897)","(4.6, 5.8, 5.533333333333333)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.200000000000001)","(26.0, 95.0, 56.875)"
07-12-2022 20:45:38.491882,"(3.4, 5.1, 4.76)","(3.2, 3.7, 3.4857142857142858)","(4.6, 5.8, 5.533333333333333)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 7.85)","(26.0, 95.0, 70.6)"
07-12-2022 20:45:39.762819,"(3.4, 5.0, 4.723076923076923)","(3.2, 3.75, 3.6166666666666667)","(4.8, 5.8, 5.533333333333333)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.0, 8.1)","(31.0, 95.0, 70.6)"
07-12-2022 20:45:41.002304,"(3.4, 5.0, 4.866666666666666)","(3.2, 3.7, 3.6166666666666667)","(4.8, 5.8, 5.744827586206896)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.15)","(31.0, 95.0, 70.6)"
07-12-2022 20:45:42.242108,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.75, 3.49)","(4.8, 5.8, 5.768)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.15)","(31.0, 95.0, 74.0)"
07-12-2022 20:45:43.457446,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.75, 3.49)","(4.8, 5.8, 5.747826086956522)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.4, 7.85)","(31.0, 95.0, 82.0)"
07-12-2022 20:45:44.671056,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.75, 3.5021739130434786)","(4.8, 5.8, 5.747826086956522)","(10.0, 17.0, 15.875)","(7.0, 10.0, 9.55)","(5.0, 8.0, 8.1)","(31.0, 95.0, 82.0)"
07-12-2022 20:45:45.942828,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.8, 5.8, 5.7555555555555555)","(10.0, 17.0, 15.8)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.1)","(31.0, 95.0, 82.0)"
07-12-2022 20:45:47.087851,"(3.4, 4.9, 4.7)","(3.2, 3.7, 3.592857142857143)","(4.8, 5.8, 5.761290322580645)","(10.0, 17.0, 15.8)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.1)","(31.0, 95.0, 57.2)"
07-12-2022 20:45:48.187982,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.8, 5.8, 5.761290322580645)","(10.0, 17.0, 15.8)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.1)","(31.0, 95.0, 46.0)"
07-12-2022 20:45:49.345687,"(3.4, 4.9, 4.7846153846153845)","(3.2, 3.65, 3.61)","(4.8, 6.2, 6.08)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.1)","(31.0, 95.0, 46.0)"
07-12-2022 20:45:50.504512,"(3.4, 4.9, 4.7846153846153845)","(3.2, 3.65, 3.61)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.1)","(31.0, 95.0, 46.0)"
07-12-2022 20:45:51.742302,"(3.4, 4.9, 4.7846153846153845)","(3.2, 3.65, 3.496153846153846)","(4.8, 6.2, 6.327272727272728)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.15)","(31.0, 95.0, 47.75)"
07-12-2022 20:45:53.342218,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.75, 3.496153846153846)","(4.8, 6.4, 6.327272727272728)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.4, 7.7)","(31.0, 95.0, 47.75)"
07-12-2022 20:45:54.985424,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.75, 3.496153846153846)","(4.8, 6.4, 6.327272727272728)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 7.8, 7.85)","(31.0, 95.0, 47.75)"
07-12-2022 20:45:56.546370,"(3.4, 4.9, 4.771428571428571)","(3.2, 3.75, 3.5700000000000003)","(4.8, 6.4, 6.116666666666667)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.0, 7.9)","(31.0, 95.0, 46.0)"
07-12-2022 20:45:58.112378,"(3.4, 4.9, 4.771428571428571)","(3.2, 3.6, 3.5700000000000003)","(4.8, 6.2, 6.116666666666667)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.0, 7.9)","(31.0, 95.0, 46.0)"
07-12-2022 20:45:59.670927,"(3.4, 4.9, 4.771428571428571)","(3.2, 3.6, 3.592857142857143)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.666666666666666)","(7.0, 10.0, 9.55)","(5.0, 8.0, 7.672727272727273)","(31.0, 95.0, 46.0)"
07-12-2022 20:46:01.083594,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.592857142857143)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.7)","(7.0, 10.0, 9.55)","(5.0, 8.4, 7.8)","(31.0, 95.0, 46.0)"
07-12-2022 20:46:02.561140,"(3.4, 4.9, 4.7846153846153845)","(3.2, 3.7, 3.61)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.7)","(7.0, 10.0, 9.55)","(5.0, 8.4, 8.4)","(31.0, 95.0, 67.14285714285714)"
07-12-2022 20:46:04.092303,"(3.4, 4.9, 4.7846153846153845)","(3.2, 3.65, 3.61)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.75)","(7.0, 10.0, 9.55)","(5.0, 9.0, 8.0)","(31.0, 95.0, 67.14285714285714)"
07-12-2022 20:46:05.567700,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.65, 3.592857142857143)","(4.8, 6.2, 6.1454545454545455)","(10.0, 16.5, 15.75)","(7.0, 10.0, 9.55)","(5.0, 8.2, 7.8999999999999995)","(31.0, 95.0, 67.14285714285714)"
07-12-2022 20:46:06.892628,"(3.4, 4.9, 4.818181818181818)","(3.2, 3.7, 3.507142857142857)","(4.8, 6.2, 6.369230769230769)","(10.0, 16.5, 15.75)","(7.0, 10.0, 9.55)","(5.0, 8.2, 7.8999999999999995)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:08.263494,"(3.4, 4.6, 4.253846153846154)","(3.2, 3.75, 3.5820000000000003)","(4.8, 6.6, 6.449999999999999)","(10.0, 16.5, 16.65)","(7.0, 10.0, 9.55)","(5.0, 8.2, 7.832)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:09.642749,"(3.4, 4.6, 4.253846153846154)","(3.2, 3.75, 3.5500000000000003)","(4.8, 6.6, 6.225)","(10.0, 27.0, 17.6)","(7.0, 10.0, 9.55)","(5.0, 8.0, 7.65)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:11.207602,"(3.4, 4.6, 4.1909090909090905)","(3.2, 3.75, 3.5820000000000003)","(4.8, 6.6, 6.214285714285714)","(10.0, 26.0, 18.333333333333332)","(7.0, 10.0, 9.55)","(5.0, 7.8, 7.085714285714285)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:12.668926,"(3.4, 4.6, 4.1909090909090905)","(3.2, 3.75, 3.5820000000000003)","(4.8, 6.6, 6.214285714285714)","(10.0, 24.0, 16.75)","(7.0, 10.0, 9.55)","(5.0, 7.6, 7.3)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:14.437925,"(3.4, 4.6, 4.1909090909090905)","(3.2, 3.75, 3.5820000000000003)","(4.8, 6.6, 6.214285714285714)","(10.0, 23.0, 18.0)","(7.0, 10.0, 9.55)","(5.0, 7.6, 7.2727272727272725)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:15.778428,"(3.4, 4.6, 4.1909090909090905)","(3.2, 3.75, 3.5820000000000003)","(4.8, 6.6, 6.225)","(10.0, 23.0, 18.0)","(7.0, 10.0, 10.3)","(5.0, 7.6, 7.644444444444444)","(31.0, 95.0, 77.27272727272728)"
07-12-2022 20:46:17.614327,"(3.4, 4.6, 4.085714285714285)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 6.225)","(10.0, 23.0, 17.375)","(7.0, 12.5, 9.842857142857143)","(5.0, 8.4, 8.368421052631579)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:19.094060,"(3.4, 4.6, 4.253846153846154)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 6.225)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 9.7875)","(5.0, 8.4, 6.171428571428572)","(31.0, 95.0, 53.0)"
07-12-2022 20:46:20.504280,"(3.4, 4.6, 4.253846153846154)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 6.225)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 9.7875)","(5.0, 8.4, 7.75)","(31.0, 95.0, 53.0)"
07-12-2022 20:46:21.863439,"(3.4, 4.6, 4.233333333333333)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 5.775)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 9.7875)","(5.0, 8.2, 7.76)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:23.165779,"(3.4, 4.6, 4.159999999999999)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 5.72)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 9.7875)","(5.0, 8.4, 7.92)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:24.362342,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.6, 5.9)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 9.7875)","(5.0, 8.4, 7.905882352941177)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:25.572230,"(3.4, 4.6, 4.176923076923076)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 23.0, 16.4375)","(7.0, 12.5, 10.1)","(5.0, 8.4, 7.905882352941177)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:26.895284,"(3.4, 4.6, 4.176923076923076)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 23.0, 16.4375)","(7.0, 11.5, 9.540000000000001)","(5.0, 8.4, 7.84)","(31.0, 95.0, 44.6)"
07-12-2022 20:46:28.197483,"(3.4, 4.6, 4.159999999999999)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 23.0, 16.4375)","(7.0, 11.5, 10.7)","(5.0, 8.4, 7.714285714285714)","(31.0, 95.0, 44.888888888888886)"
07-12-2022 20:46:29.454472,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 23.0, 16.875)","(7.0, 12.0, 11.566666666666666)","(5.0, 8.4, 7.5600000000000005)","(31.0, 90.0, 56.0)"
07-12-2022 20:46:30.724562,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 21.0, 16.4)","(7.0, 12.0, 11.566666666666666)","(5.0, 8.4, 7.5600000000000005)","(31.0, 80.0, 45.714285714285715)"
07-12-2022 20:46:32.064209,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.0, 5.9)","(10.0, 20.0, 16.625)","(7.0, 12.0, 10.275)","(5.0, 8.4, 7.84)","(31.0, 80.0, 45.714285714285715)"
07-12-2022 20:46:33.382816,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.9)","(10.0, 20.0, 16.166666666666668)","(7.0, 11.5, 11.566666666666666)","(5.0, 8.4, 6.32)","(31.0, 80.0, 60.769230769230774)"
07-12-2022 20:46:34.690503,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.9)","(10.0, 19.5, 16.5)","(7.0, 12.0, 11.566666666666666)","(5.0, 8.4, 7.714285714285714)","(31.0, 80.0, 61.599999999999994)"
07-12-2022 20:46:35.943707,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.9)","(10.0, 19.5, 16.5)","(7.0, 12.0, 11.566666666666666)","(5.0, 8.4, 7.542857142857144)","(31.0, 80.0, 51.25)"
07-12-2022 20:46:37.167513,"(3.4, 4.6, 4.176923076923076)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.9)","(10.0, 19.5, 16.5)","(7.0, 12.0, 11.971428571428572)","(5.0, 8.4, 7.6000000000000005)","(31.0, 80.0, 51.25)"
07-12-2022 20:46:38.367979,"(3.4, 4.6, 4.176923076923076)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.9)","(10.0, 19.5, 16.5)","(7.0, 13.0, 11.971428571428572)","(5.0, 8.4, 7.95)","(31.0, 80.0, 51.25)"
07-12-2022 20:46:39.476805,"(3.4, 4.6, 4.176923076923076)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.0, 5.95)","(10.0, 19.5, 16.5)","(7.0, 13.0, 11.342857142857143)","(5.0, 8.4, 7.846153846153847)","(31.0, 80.0, 53.33333333333333)"
07-12-2022 20:46:40.677963,"(3.4, 4.6, 4.072)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 19.5, 16.5)","(7.0, 12.5, 10.6)","(5.0, 8.4, 7.846153846153847)","(31.0, 80.0, 52.22222222222222)"
07-12-2022 20:46:41.844215,"(3.4, 4.6, 4.18)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 19.5, 16.5)","(7.0, 12.0, 12.36)","(5.0, 8.4, 7.9)","(31.0, 80.0, 62.0)"
07-12-2022 20:46:42.997884,"(3.4, 4.6, 4.3)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 19.5, 16.5)","(7.0, 13.0, 12.36)","(5.0, 8.0, 7.846153846153847)","(31.0, 80.0, 62.0)"
07-12-2022 20:46:44.198054,"(3.4, 4.5, 4.25)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 19.5, 16.5)","(7.0, 13.0, 11.24)","(5.0, 8.4, 7.846153846153847)","(31.0, 80.0, 42.5)"
07-12-2022 20:46:45.336747,"(3.4, 4.4, 4.057142857142857)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 19.5, 16.5)","(7.0, 12.5, 12.36)","(5.0, 8.4, 7.699999999999999)","(31.0, 80.0, 58.57142857142857)"
07-12-2022 20:46:46.606894,"(3.4, 4.4, 4.2)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 18.5, 16.0)","(7.0, 13.0, 12.36)","(5.0, 7.8, 7.885714285714285)","(31.0, 80.0, 66.36363636363637)"
07-12-2022 20:46:48.081600,"(3.4, 4.4, 4.307692307692308)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 18.5, 16.1)","(7.0, 13.0, 11.0)","(5.0, 8.4, 8.127272727272727)","(31.0, 80.0, 48.0)"
07-12-2022 20:46:49.668455,"(3.4, 4.4, 4.307692307692308)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 18.5, 16.1)","(7.0, 13.0, 11.153846153846153)","(5.0, 8.4, 8.127272727272727)","(31.0, 80.0, 48.0)"
07-12-2022 20:46:50.961770,"(3.4, 4.4, 4.307692307692308)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 18.5, 16.1)","(7.0, 12.5, 10.9375)","(5.0, 8.4, 7.733333333333333)","(31.0, 80.0, 48.0)"
07-12-2022 20:46:52.292784,"(3.4, 4.4, 4.307692307692308)","(3.2, 3.75, 3.507142857142857)","(4.8, 6.4, 6.25)","(10.0, 18.5, 16.1)","(7.0, 12.5, 10.9375)","(5.0, 8.4, 7.733333333333333)","(31.0, 80.0, 42.75)"
07-12-2022 20:46:53.576610,"(3.4, 4.4, 4.2)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 5.95)","(10.0, 18.5, 16.1)","(7.0, 12.5, 10.75)","(5.0, 8.4, 7.733333333333333)","(31.0, 75.0, 42.85714285714286)"
07-12-2022 20:46:54.785483,"(3.4, 4.4, 4.2)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 6.1)","(10.0, 18.5, 16.1)","(7.0, 12.5, 10.75)","(5.0, 8.4, 7.733333333333333)","(31.0, 70.0, 42.85714285714286)"
07-12-2022 20:46:56.092549,"(3.4, 4.4, 4.2)","(3.2, 3.75, 3.5166666666666666)","(4.8, 6.4, 6.1)","(10.0, 18.5, 16.1)","(7.0, 12.5, 11.8)","(5.0, 8.4, 7.885714285714285)","(31.0, 70.0, 42.85714285714286)"
07-12-2022 20:46:57.385926,"(3.4, 4.4, 4.1230769230769235)","(3.2, 3.75, 3.41)","(4.8, 6.4, 6.1)","(10.0, 18.5, 16.1)","(7.0, 13.0, 11.8)","(5.0, 8.4, 7.733333333333333)","(31.0, 70.0, 42.85714285714286)"
07-12-2022 20:46:58.596232,"(3.4, 4.5, 4.153846153846154)","(3.2, 3.45, 3.41)","(4.8, 6.4, 6.5)","(10.0, 18.5, 16.1)","(7.0, 13.0, 11.8)","(5.0, 8.4, 7.95)","(31.0, 70.0, 42.85714285714286)"
07-12-2022 20:46:59.674353,"(3.4, 4.5, 4.363636363636363)","(3.2, 3.45, 3.41)","(4.8, 7.0, 6.5)","(10.0, 18.5, 16.1)","(7.0, 13.0, 11.8)","(5.0, 8.4, 7.95)","(31.0, 70.0, 44.285714285714285)"
07-12-2022 20:47:00.805501,"(3.4, 4.5, 4.363636363636363)","(3.2, 3.45, 3.4021739130434785)","(4.8, 7.0, 6.5)","(10.0, 18.5, 16.1)","(7.0, 13.0, 10.75)","(5.0, 8.4, 7.9)","(31.0, 70.0, 58.0)"
07-12-2022 20:47:01.988450,"(3.4, 4.5, 4.3)","(3.2, 3.75, 3.5)","(4.8, 7.0, 6.4)","(10.0, 18.5, 15.916666666666666)","(7.0, 13.0, 11.8)","(5.0, 8.0, 7.885714285714285)","(31.0, 70.0, 58.0)"
07-12-2022 20:47:03.242587,"(3.4, 4.4, 4.25)","(3.2, 3.7, 3.575)","(4.8, 6.8, 6.3)","(10.0, 18.0, 15.75)","(7.0, 13.0, 10.75)","(5.0, 8.4, 7.95)","(31.0, 70.0, 58.0)"
07-12-2022 20:47:04.550860,"(3.4, 4.4, 4.25)","(3.2, 3.65, 3.48125)","(4.8, 6.8, 6.3)","(10.0, 17.0, 15.875)","(7.0, 12.5, 10.75)","(5.0, 8.4, 8.025)","(31.0, 70.0, 52.0)"
07-12-2022 20:47:05.785831,"(3.4, 4.4, 4.25)","(3.2, 3.7, 3.6125000000000003)","(4.8, 6.8, 6.3)","(10.0, 17.0, 15.875)","(7.0, 12.5, 11.5)","(5.0, 8.4, 7.9)","(31.0, 70.0, 53.714285714285715)"
07-12-2022 20:47:07.089213,"(3.4, 4.4, 4.25)","(3.2, 3.65, 3.44)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.0, 11.5)","(5.0, 8.0, 7.885714285714285)","(31.0, 70.0, 57.25)"
07-12-2022 20:47:08.347059,"(3.4, 4.6, 4.3999999999999995)","(3.2, 3.65, 3.4318181818181817)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.0, 11.0)","(5.0, 8.4, 8.025)","(31.0, 70.0, 57.25)"
07-12-2022 20:47:09.792309,"(3.4, 4.6, 4.463636363636363)","(3.2, 3.65, 3.419230769230769)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.0, 10.807692307692308)","(5.0, 8.4, 7.9)","(31.0, 70.0, 56.5)"
07-12-2022 20:47:11.063978,"(3.4, 4.6, 4.248148148148148)","(3.2, 3.65, 3.419230769230769)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.5, 10.875)","(5.0, 8.0, 7.95)","(31.0, 70.0, 53.714285714285715)"
07-12-2022 20:47:12.379266,"(3.4, 4.6, 4.281818181818181)","(3.2, 3.65, 3.4318181818181817)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.5, 11.0)","(5.0, 8.4, 8.025)","(31.0, 70.0, 53.714285714285715)"
07-12-2022 20:47:13.801257,"(3.4, 4.5, 4.245454545454545)","(3.2, 3.65, 3.4318181818181817)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.0, 10.875)","(5.0, 8.4, 7.9)","(31.0, 70.0, 56.5)"
07-12-2022 20:47:15.172851,"(3.4, 4.5, 4.390909090909091)","(3.2, 3.65, 3.419230769230769)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.0, 7.9)","(31.0, 70.0, 52.57142857142857)"
07-12-2022 20:47:16.472584,"(3.4, 4.5, 4.390909090909091)","(3.2, 3.65, 3.5)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.875)","(7.0, 13.5, 10.875)","(5.0, 8.0, 8.025)","(31.0, 60.0, 48.0)"
07-12-2022 20:47:17.678949,"(3.4, 4.5, 4.390909090909091)","(3.2, 3.65, 3.5)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.4, 7.95)","(31.0, 55.0, 44.14285714285714)"
07-12-2022 20:47:18.926711,"(3.4, 4.6, 4.330769230769231)","(3.2, 3.65, 3.5)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.4, 7.9)","(31.0, 55.0, 42.0)"
07-12-2022 20:47:20.116110,"(3.4, 4.4, 4.25)","(3.2, 3.6, 3.4625)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.0, 8.466666666666667)","(31.0, 50.0, 45.0)"
07-12-2022 20:47:21.367902,"(3.4, 4.4, 4.24)","(3.2, 3.65, 3.5)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.6, 7.9)","(31.0, 48.0, 42.0)"
07-12-2022 20:47:22.676853,"(3.4, 4.4, 4.25)","(3.2, 3.6, 3.4699999999999998)","(4.8, 6.8, 6.32)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.807692307692308)","(5.0, 8.0, 8.3)","(31.0, 48.0, 40.0)"
07-12-2022 20:47:24.075480,"(3.4, 4.4, 4.25)","(3.2, 3.55, 3.5375)","(4.8, 6.8, 6.35)","(10.0, 17.0, 15.8)","(7.0, 13.5, 10.692307692307692)","(5.0, 8.6, 8.433333333333334)","(31.0, 46.0, 38.8)"
