,Trixie Kade,Bogan Valley,Hillys Howler,Hestons Mate,Betty Birdcage
10-01-2023 13:08:03.227389,"(1.35, 1.43, 1.4288235294117646)","(10.0, 22.0, 21.03448275862069)","(15.0, 28.0, 27.09090909090909)","(12.0, 17.5, 17.01851851851852)","(4.6, 6.2, 6.04)"
10-01-2023 13:08:04.193677,"(1.35, 1.43, 1.428021978021978)","(10.0, 22.0, 21.04)","(15.0, 28.0, 27.125)","(12.0, 17.5, 17.022727272727273)","(4.6, 6.2, 6.044444444444444)"
10-01-2023 13:08:05.175401,"(1.35, 1.43, 1.42875)","(10.0, 22.0, 21.04)","(15.0, 28.0, 27.125)","(12.0, 17.5, 17.203703703703702)","(4.6, 6.2, 6.061538461538462)"
10-01-2023 13:08:06.078408,"(1.35, 1.43, 1.4249295774647888)","(10.0, 22.0, 20.357142857142858)","(15.0, 34.0, 27.5)","(12.0, 17.5, 16.61111111111111)","(4.6, 6.2, 6.0826086956521745)"
10-01-2023 13:08:07.117700,"(1.35, 1.43, 1.4240983606557376)","(10.0, 22.0, 20.384615384615383)","(15.0, 32.0, 27.625)","(12.0, 17.5, 16.08823529411765)","(4.6, 6.2, 6.125)"
10-01-2023 13:08:08.153693,"(1.35, 1.43, 1.4221739130434783)","(10.0, 22.0, 20.384615384615383)","(15.0, 32.0, 27.625)","(12.0, 17.5, 16.08823529411765)","(4.6, 6.2, 6.122222222222223)"
10-01-2023 13:08:09.276819,"(1.35, 1.43, 1.4233333333333333)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 28.25)","(12.0, 17.5, 16.08823529411765)","(4.6, 6.2, 6.122222222222223)"
10-01-2023 13:08:10.207541,"(1.3, 1.43, 1.4233333333333333)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 28.25)","(12.0, 17.5, 16.08823529411765)","(4.6, 6.2, 6.122222222222223)"
10-01-2023 13:08:11.235372,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 28.25)","(12.0, 17.5, 16.08823529411765)","(4.6, 6.2, 6.122222222222223)"
10-01-2023 13:08:12.280323,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 28.25)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.2, 6.122222222222223)"
10-01-2023 13:08:13.350468,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 30.6875)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.2, 6.210526315789474)"
10-01-2023 13:08:14.232688,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.384615384615383)","(17.0, 32.0, 30.6875)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.4, 6.266666666666667)"
10-01-2023 13:08:15.337362,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 29.857142857142858)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.4, 6.2823529411764705)"
10-01-2023 13:08:16.302983,"(1.3, 1.43, 1.4205555555555556)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 29.857142857142858)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.4, 6.2)"
10-01-2023 13:08:17.264000,"(1.3, 1.43, 1.4158333333333333)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 29.0)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.4, 6.171428571428572)"
10-01-2023 13:08:18.257046,"(1.3, 1.43, 1.4158333333333333)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.08823529411765)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:19.185456,"(1.3, 1.43, 1.4158333333333333)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.456521739130434)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:20.045709,"(1.3, 1.43, 1.4158333333333333)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.456521739130434)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:21.212386,"(1.3, 1.43, 1.4234615384615383)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.642857142857142)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:22.326584,"(1.3, 1.43, 1.4234615384615383)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.642857142857142)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:23.321331,"(1.3, 1.44, 1.4388888888888889)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.236842105263158)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:24.142322,"(1.3, 1.44, 1.4366666666666665)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.236842105263158)","(4.8, 6.4, 6.163636363636364)"
10-01-2023 13:08:25.317521,"(1.3, 1.44, 1.439090909090909)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.236842105263158)","(4.8, 6.4, 6.2375)"
10-01-2023 13:08:26.412963,"(1.3, 1.44, 1.439090909090909)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.5)","(4.8, 6.4, 6.211111111111111)"
10-01-2023 13:08:27.375999,"(1.3, 1.44, 1.439090909090909)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.236842105263158)","(4.8, 6.4, 6.211111111111111)"
10-01-2023 13:08:28.416133,"(1.3, 1.45, 1.435)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.236842105263158)","(4.8, 6.4, 6.211111111111111)"
10-01-2023 13:08:29.386750,"(1.3, 1.43, 1.4109885931558934)","(12.0, 22.0, 20.09090909090909)","(17.0, 32.0, 28.11111111111111)","(12.0, 17.5, 16.7)","(4.8, 6.4, 6.2375)"
10-01-2023 13:08:30.253896,"(1.3, 1.43, 1.410916030534351)","(12.0, 22.0, 18.65909090909091)","(17.0, 32.0, 28.818181818181817)","(12.0, 17.5, 16.7)","(4.8, 6.4, 6.2375)"
10-01-2023 13:08:31.176779,"(1.3, 1.42, 1.415)","(12.0, 22.0, 18.634615384615383)","(17.0, 32.0, 28.666666666666668)","(12.0, 19.5, 19.5)","(4.8, 6.4, 6.242424242424242)"
10-01-2023 13:08:32.178547,"(1.3, 1.41, 1.40875)","(12.0, 22.0, 20.333333333333332)","(17.0, 32.0, 28.666666666666668)","(12.0, 21.0, 20.18181818181818)","(4.8, 6.4, 6.242424242424242)"
10-01-2023 13:08:33.057201,"(1.3, 1.41, 1.40875)","(12.0, 22.0, 20.529411764705884)","(18.0, 32.0, 28.666666666666668)","(12.0, 21.0, 20.18181818181818)","(4.8, 6.4, 6.242424242424242)"
10-01-2023 13:08:34.026804,"(1.3, 1.41, 1.40875)","(12.0, 22.0, 20.529411764705884)","(18.0, 32.0, 29.5)","(12.0, 21.0, 19.285714285714285)","(4.8, 6.4, 6.2555555555555555)"
10-01-2023 13:08:35.040680,"(1.3, 1.41, 1.4072413793103447)","(12.0, 22.0, 20.529411764705884)","(18.0, 32.0, 28.727272727272727)","(12.0, 21.0, 19.285714285714285)","(4.8, 6.4, 6.2555555555555555)"
10-01-2023 13:08:36.079697,"(1.3, 1.41, 1.4072413793103447)","(12.0, 22.0, 21.107142857142858)","(18.0, 32.0, 26.857142857142858)","(12.0, 21.0, 19.363636363636363)","(4.8, 6.4, 6.2555555555555555)"
10-01-2023 13:08:36.922446,"(1.3, 1.41, 1.4072413793103447)","(12.0, 22.0, 21.125)","(18.0, 32.0, 26.857142857142858)","(12.0, 21.0, 19.363636363636363)","(4.8, 6.4, 6.2555555555555555)"
10-01-2023 13:08:37.933328,"(1.3, 1.41, 1.4076923076923076)","(12.0, 22.0, 21.22222222222222)","(18.0, 32.0, 26.857142857142858)","(12.0, 21.0, 18.789473684210527)","(4.8, 6.4, 6.247058823529412)"
10-01-2023 13:08:38.994739,"(1.3, 1.42, 1.412)","(12.0, 22.0, 21.20689655172414)","(18.0, 32.0, 26.857142857142858)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.221052631578948)"
10-01-2023 13:08:39.876166,"(1.3, 1.42, 1.4135135135135135)","(12.0, 22.0, 21.14814814814815)","(18.0, 32.0, 28.733333333333334)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.221052631578948)"
10-01-2023 13:08:40.823852,"(1.3, 1.42, 1.4145454545454546)","(12.0, 22.0, 21.233333333333334)","(18.0, 32.0, 28.733333333333334)","(12.0, 20.0, 19.5)","(4.8, 6.4, 6.221052631578948)"
10-01-2023 13:08:41.869914,"(1.3, 1.42, 1.4155555555555555)","(12.0, 22.0, 21.258064516129032)","(18.0, 32.0, 28.9375)","(12.0, 19.5, 19.25)","(4.8, 6.4, 6.104347826086957)"
10-01-2023 13:08:42.885626,"(1.3, 1.42, 1.4145454545454546)","(12.0, 22.0, 21.258064516129032)","(18.0, 32.0, 28.18181818181818)","(12.0, 20.0, 19.583333333333332)","(4.8, 6.4, 6.086956521739131)"
10-01-2023 13:08:43.835732,"(1.3, 1.43, 1.4105053449951408)","(12.0, 22.0, 21.25)","(18.0, 32.0, 29.11764705882353)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.08)"
10-01-2023 13:08:44.827402,"(1.3, 1.43, 1.4105053449951408)","(12.0, 23.0, 22.6)","(18.0, 32.0, 28.333333333333332)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.08)"
10-01-2023 13:08:45.866499,"(1.3, 1.43, 1.410255905511811)","(12.0, 23.0, 22.846153846153847)","(18.0, 32.0, 28.333333333333332)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:46.814987,"(1.3, 1.42, 1.4085714285714286)","(12.0, 24.0, 22.57894736842105)","(18.0, 32.0, 28.333333333333332)","(12.0, 20.0, 19.75)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:47.731100,"(1.3, 1.42, 1.4117391304347826)","(12.0, 24.0, 22.5)","(18.0, 32.0, 28.333333333333332)","(12.0, 21.0, 18.375)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:48.863777,"(1.3, 1.42, 1.4094444444444443)","(12.0, 24.0, 22.5)","(18.0, 32.0, 26.5)","(12.0, 21.0, 19.6875)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:49.925667,"(1.3, 1.42, 1.4154545454545453)","(12.0, 24.0, 22.363636363636363)","(18.0, 32.0, 26.5)","(12.0, 21.0, 19.6875)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:50.816195,"(1.3, 1.42, 1.4141666666666666)","(12.0, 24.0, 22.5)","(18.0, 32.0, 26.5)","(12.0, 21.0, 19.95)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:51.871146,"(1.3, 1.41, 1.4097142857142857)","(12.0, 24.0, 22.615384615384617)","(18.0, 30.0, 29.285714285714285)","(12.0, 21.0, 19.95)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:53.058028,"(1.3, 1.41, 1.4096969696969697)","(12.0, 24.0, 22.615384615384617)","(18.0, 30.0, 29.375)","(12.0, 21.0, 19.95)","(4.8, 6.4, 6.124137931034483)"
10-01-2023 13:08:54.190272,"(1.3, 1.41, 1.4096969696969697)","(12.0, 24.0, 22.2)","(18.0, 30.0, 29.375)","(12.0, 21.0, 19.95)","(4.8, 6.4, 6.12)"
10-01-2023 13:08:55.143713,"(1.28, 1.41, 1.4096969696969697)","(13.0, 24.0, 22.8)","(19.0, 30.0, 29.375)","(13.0, 21.0, 19.95)","(5.0, 6.4, 6.12)"
10-01-2023 13:08:56.154016,"(1.28, 1.41, 1.4095652173913042)","(13.0, 24.0, 22.875)","(19.0, 30.0, 27.692307692307693)","(13.0, 21.0, 19.95)","(5.0, 6.4, 6.12)"
10-01-2023 13:08:57.090633,"(1.28, 1.41, 1.4095652173913042)","(13.0, 24.0, 22.875)","(19.0, 30.0, 27.692307692307693)","(13.0, 21.0, 19.90625)","(5.0, 6.4, 6.12)"
10-01-2023 13:08:58.023053,"(1.28, 1.41, 1.4096296296296296)","(13.0, 24.0, 23.5)","(19.0, 30.0, 27.692307692307693)","(13.0, 21.0, 19.5)","(5.0, 6.4, 6.16)"
10-01-2023 13:08:59.017504,"(1.28, 1.41, 1.4090035587188612)","(13.0, 24.0, 23.92)","(19.0, 29.0, 27.5)","(13.0, 21.0, 19.8)","(5.0, 6.4, 6.12)"
10-01-2023 13:09:00.014071,"(1.28, 1.42, 1.418978102189781)","(13.0, 24.0, 23.92)","(19.0, 28.0, 27.5)","(13.0, 21.0, 19.5)","(5.0, 6.4, 6.12)"
10-01-2023 13:09:00.947477,"(1.28, 1.43, 1.4108928571428572)","(13.0, 24.0, 23.25)","(19.0, 28.0, 26.333333333333332)","(13.0, 21.0, 19.22222222222222)","(5.0, 6.4, 6.1375)"
10-01-2023 13:09:01.853278,"(1.28, 1.43, 1.4110951008645531)","(13.0, 24.0, 23.153846153846153)","(19.0, 28.0, 26.5)","(13.0, 21.0, 19.727272727272727)","(5.0, 6.4, 6.1375)"
10-01-2023 13:09:02.860817,"(1.28, 1.43, 1.411229773462783)","(13.0, 24.0, 23.405405405405407)","(19.0, 27.0, 26.785714285714285)","(13.0, 21.0, 20.41176470588235)","(5.0, 6.4, 6.1375)"
10-01-2023 13:09:03.870240,"(1.28, 1.43, 1.4120433436532507)","(13.0, 24.0, 21.833333333333332)","(19.0, 27.0, 26.785714285714285)","(13.0, 21.0, 20.523809523809526)","(5.0, 6.4, 6.175)"
10-01-2023 13:09:04.767197,"(1.28, 1.43, 1.4266447368421051)","(13.0, 23.0, 21.32)","(19.0, 27.0, 26.785714285714285)","(13.0, 21.0, 20.523809523809526)","(5.0, 6.4, 6.2)"
10-01-2023 13:09:05.663568,"(1.28, 1.43, 1.4218032786885246)","(13.0, 22.0, 21.8)","(19.0, 27.0, 26.4375)","(13.0, 21.0, 20.017857142857142)","(5.0, 6.4, 6.223529411764706)"
10-01-2023 13:09:06.646927,"(1.28, 1.43, 1.4218032786885246)","(13.0, 22.0, 21.8)","(19.0, 27.0, 25.5)","(13.0, 21.0, 20.017857142857142)","(5.0, 6.4, 6.32)"
10-01-2023 13:09:07.577404,"(1.28, 1.43, 1.4218032786885246)","(13.0, 22.0, 21.8)","(19.0, 27.0, 26.076923076923077)","(13.0, 21.0, 20.017857142857142)","(5.0, 6.4, 6.32)"
10-01-2023 13:09:08.399597,"(1.28, 1.43, 1.4218032786885246)","(13.0, 23.0, 21.344827586206897)","(19.0, 28.0, 26.2)","(13.0, 21.0, 19.96551724137931)","(5.0, 6.4, 6.32)"
10-01-2023 13:09:09.354521,"(1.28, 1.43, 1.4218032786885246)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 26.5)","(13.0, 21.0, 19.96551724137931)","(5.0, 6.4, 6.29)"
10-01-2023 13:09:10.278707,"(1.28, 1.43, 1.4218032786885246)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.327272727272727)"
10-01-2023 13:09:11.133811,"(1.28, 1.43, 1.4216666666666666)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.327272727272727)"
10-01-2023 13:09:12.046466,"(1.28, 1.43, 1.4216666666666666)","(13.0, 22.0, 21.8)","(19.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.327272727272727)"
10-01-2023 13:09:12.928603,"(1.28, 1.43, 1.4179545454545455)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 26.894736842105264)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.327272727272727)"
10-01-2023 13:09:13.814511,"(1.28, 1.43, 1.4179545454545455)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 26.894736842105264)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.339130434782609)"
10-01-2023 13:09:14.750866,"(1.28, 1.43, 1.4179545454545455)","(13.0, 22.0, 21.846153846153847)","(19.0, 28.0, 26.894736842105264)","(13.0, 21.0, 19.928571428571427)","(5.0, 6.4, 6.339130434782609)"
10-01-2023 13:09:15.710348,"(1.28, 1.43, 1.4179545454545455)","(13.0, 23.0, 20.93103448275862)","(19.0, 28.0, 26.894736842105264)","(13.0, 21.0, 20.134615384615383)","(5.0, 6.4, 6.339130434782609)"
10-01-2023 13:09:16.568414,"(1.28, 1.43, 1.4179545454545455)","(13.0, 22.0, 21.285714285714285)","(19.0, 28.0, 27.08695652173913)","(13.0, 21.0, 20.134615384615383)","(5.0, 6.4, 6.339130434782609)"
10-01-2023 13:09:17.476100,"(1.28, 1.43, 1.4179545454545455)","(13.0, 22.0, 19.61111111111111)","(19.0, 28.0, 26.764705882352942)","(13.0, 21.0, 19.653846153846153)","(5.0, 6.4, 6.346153846153847)"
10-01-2023 13:09:18.460460,"(1.28, 1.43, 1.4216853932584268)","(13.0, 21.0, 18.569444444444443)","(19.0, 28.0, 26.833333333333332)","(13.0, 20.0, 19.653846153846153)","(5.0, 6.4, 6.346153846153847)"
10-01-2023 13:09:19.426965,"(1.28, 1.43, 1.4213953488372093)","(13.0, 21.0, 19.05)","(19.0, 28.0, 26.833333333333332)","(13.0, 20.0, 19.653846153846153)","(5.0, 6.4, 6.346153846153847)"
10-01-2023 13:09:20.258650,"(1.28, 1.43, 1.4213953488372093)","(13.0, 21.0, 18.5625)","(19.0, 28.0, 26.833333333333332)","(13.0, 20.0, 19.653846153846153)","(5.0, 6.4, 6.346153846153847)"
10-01-2023 13:09:21.380075,"(1.28, 1.43, 1.429047619047619)","(13.0, 21.0, 18.564102564102566)","(19.0, 28.0, 26.941176470588236)","(13.0, 20.0, 19.76923076923077)","(5.0, 6.4, 6.504)"
10-01-2023 13:09:22.429066,"(1.28, 1.43, 1.429047619047619)","(13.0, 21.0, 18.181818181818183)","(19.0, 28.0, 27.357142857142858)","(13.0, 20.0, 19.653846153846153)","(5.0, 6.6, 6.523809523809524)"
10-01-2023 13:09:23.366169,"(1.28, 1.43, 1.4176923076923076)","(13.0, 20.0, 18.181818181818183)","(19.0, 28.0, 27.357142857142858)","(13.0, 20.0, 19.653846153846153)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:24.371774,"(1.28, 1.43, 1.4132258064516128)","(13.0, 20.0, 18.546875)","(19.0, 28.0, 27.357142857142858)","(13.0, 20.0, 20.464285714285715)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:25.410415,"(1.28, 1.43, 1.415753424657534)","(13.0, 20.0, 18.546875)","(19.0, 28.0, 27.357142857142858)","(13.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:26.423977,"(1.3, 1.42, 1.4195454545454544)","(13.0, 20.0, 18.546875)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:27.313076,"(1.3, 1.43, 1.4159154929577464)","(13.0, 20.0, 18.546875)","(19.0, 28.0, 27.2)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:28.344492,"(1.3, 1.43, 1.4159154929577464)","(13.0, 20.0, 18.546875)","(19.0, 28.0, 27.2)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:29.451702,"(1.3, 1.43, 1.4159154929577464)","(13.0, 20.0, 18.625)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:30.348249,"(1.3, 1.43, 1.4159154929577464)","(13.0, 19.5, 18.625)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:31.296788,"(1.3, 1.43, 1.4159154929577464)","(13.0, 19.5, 18.59090909090909)","(19.0, 28.0, 27.727272727272727)","(14.0, 21.0, 20.204545454545453)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:32.298261,"(1.3, 1.43, 1.4159154929577464)","(13.0, 19.5, 18.566666666666666)","(19.0, 28.0, 27.727272727272727)","(14.0, 21.0, 20.44)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:33.297441,"(1.3, 1.43, 1.413606557377049)","(13.0, 19.5, 18.15)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.714285714285715)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:34.167200,"(1.3, 1.43, 1.4150746268656715)","(13.0, 19.0, 17.75)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.714285714285715)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:35.013193,"(1.3, 1.43, 1.4198666666666666)","(13.0, 19.0, 18.0)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.59090909090909)","(5.0, 6.6, 6.51304347826087)"
10-01-2023 13:09:35.972228,"(1.3, 1.43, 1.4198666666666666)","(13.0, 19.0, 18.785714285714285)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.763157894736842)","(5.0, 6.6, 6.457142857142857)"
10-01-2023 13:09:36.919898,"(1.3, 1.43, 1.4251020408163264)","(13.0, 19.0, 18.25)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.763157894736842)","(5.0, 6.6, 6.437837837837837)"
10-01-2023 13:09:37.773813,"(1.3, 1.43, 1.42358024691358)","(13.0, 19.0, 18.166666666666668)","(19.0, 28.0, 27.75)","(14.0, 21.0, 20.763157894736842)","(5.0, 6.6, 6.466666666666667)"
10-01-2023 13:09:38.692692,"(1.3, 1.43, 1.42358024691358)","(13.0, 18.5, 18.125)","(19.0, 28.0, 27.75)","(14.0, 22.0, 20.0)","(5.0, 6.6, 6.453846153846154)"
10-01-2023 13:09:39.612330,"(1.3, 1.43, 1.4234375)","(13.0, 18.0, 17.7)","(19.0, 28.0, 27.75)","(14.0, 22.0, 20.857142857142858)","(5.0, 6.6, 6.441666666666666)"
10-01-2023 13:09:40.532718,"(1.3, 1.44, 1.4257831325301205)","(13.0, 18.0, 17.2)","(19.0, 28.0, 27.75)","(14.0, 22.0, 20.857142857142858)","(5.0, 6.6, 6.441666666666666)"
10-01-2023 13:09:41.376657,"(1.3, 1.43, 1.4245588235294118)","(13.0, 17.5, 17.448275862068964)","(19.0, 29.0, 27.58823529411765)","(14.0, 22.0, 21.0)","(5.0, 6.6, 6.421276595744681)"
10-01-2023 13:09:42.292173,"(1.3, 1.43, 1.422037037037037)","(13.0, 17.5, 17.375)","(19.0, 29.0, 27.615384615384617)","(14.0, 22.0, 21.0)","(5.0, 6.6, 6.425)"
10-01-2023 13:09:43.233916,"(1.3, 1.43, 1.4234848484848484)","(13.0, 17.5, 16.91176470588235)","(19.0, 29.0, 27.615384615384617)","(14.0, 22.0, 21.103448275862068)","(5.0, 6.6, 6.388888888888888)"
10-01-2023 13:09:44.125213,"(1.3, 1.43, 1.4232812499999998)","(13.0, 17.5, 17.115384615384617)","(19.0, 29.0, 27.615384615384617)","(14.0, 22.0, 21.103448275862068)","(5.0, 6.6, 6.382857142857143)"
10-01-2023 13:09:45.037664,"(1.3, 1.43, 1.422950819672131)","(14.0, 17.5, 17.14)","(19.0, 29.0, 27.615384615384617)","(15.0, 22.0, 21.77777777777778)","(5.0, 6.6, 6.388888888888888)"
10-01-2023 13:09:45.901872,"(1.3, 1.43, 1.422892561983471)","(14.0, 17.5, 17.14)","(19.0, 29.0, 27.615384615384617)","(15.0, 21.0, 20.88888888888889)","(5.0, 6.6, 6.382857142857143)"
10-01-2023 13:09:46.849947,"(1.3, 1.43, 1.422892561983471)","(14.0, 17.5, 17.14)","(19.0, 29.0, 27.615384615384617)","(15.0, 22.0, 21.363636363636363)","(5.0, 6.6, 6.372972972972973)"
10-01-2023 13:09:47.717897,"(1.28, 1.43, 1.422892561983471)","(13.0, 17.5, 17.14)","(19.0, 29.0, 27.75)","(14.0, 22.0, 21.571428571428573)","(5.0, 6.6, 6.372972972972973)"
10-01-2023 13:09:48.581135,"(1.28, 1.43, 1.4221985815602836)","(13.0, 17.5, 17.125)","(19.0, 32.0, 28.470588235294116)","(14.0, 22.0, 21.333333333333332)","(5.0, 6.6, 6.404651162790698)"
10-01-2023 13:09:49.406904,"(1.28, 1.42, 1.4163636363636363)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 27.75)","(14.0, 22.0, 21.625)","(5.0, 6.6, 6.404651162790698)"
10-01-2023 13:09:50.298784,"(1.28, 1.43, 1.423780487804878)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 27.75)","(14.0, 22.0, 20.625)","(5.0, 6.6, 6.372972972972973)"
10-01-2023 13:09:51.227700,"(1.28, 1.43, 1.4249668874172186)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 27.75)","(14.0, 22.0, 20.580645161290324)","(5.0, 6.6, 6.352941176470588)"
10-01-2023 13:09:52.103551,"(1.28, 1.43, 1.420752688172043)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 27.75)","(14.0, 22.0, 20.580645161290324)","(5.0, 6.6, 6.276923076923077)"
10-01-2023 13:09:52.919733,"(1.28, 1.43, 1.4211340206185565)","(13.0, 17.5, 17.224137931034484)","(19.0, 30.0, 27.75)","(14.0, 22.0, 20.580645161290324)","(5.0, 6.6, 6.276923076923077)"
10-01-2023 13:09:53.838325,"(1.3, 1.43, 1.4211340206185565)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 28.5)","(15.0, 22.0, 20.77777777777778)","(5.0, 6.6, 6.246153846153846)"
10-01-2023 13:09:54.759770,"(1.3, 1.43, 1.4223214285714285)","(13.0, 17.5, 17.214285714285715)","(19.0, 30.0, 28.5)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.269230769230769)"
10-01-2023 13:09:55.605180,"(1.3, 1.43, 1.4223214285714285)","(13.0, 17.5, 17.224137931034484)","(19.0, 30.0, 28.846153846153847)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.269230769230769)"
10-01-2023 13:09:56.435078,"(1.3, 1.43, 1.4217307692307692)","(13.0, 17.5, 17.307692307692307)","(19.0, 30.0, 28.846153846153847)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.238095238095238)"
10-01-2023 13:09:57.347845,"(1.3, 1.43, 1.4217307692307692)","(13.0, 17.5, 17.34)","(19.0, 30.0, 29.785714285714285)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.30344827586207)"
10-01-2023 13:09:58.239912,"(1.3, 1.43, 1.422037037037037)","(13.0, 17.5, 17.34)","(19.0, 30.0, 29.785714285714285)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.30344827586207)"
10-01-2023 13:09:59.110390,"(1.3, 1.43, 1.422037037037037)","(13.0, 17.5, 17.307692307692307)","(19.0, 30.0, 29.785714285714285)","(15.0, 22.0, 20.580645161290324)","(5.0, 6.4, 6.30344827586207)"
