,Loved By You,Happy Hopetoun,Inside Out,Cruising Cloe,Donnington Girl,Miss Frozen
16-12-2022 15:27:56.976508,"(5.0, 13.0, 11.0)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 70.0, 59.8)","(7.5, 13.0, 9.266666666666667)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:27:57.915742,"(5.0, 13.0, 11.428571428571429)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 70.0, 59.8)","(7.5, 13.0, 9.266666666666667)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:27:58.927261,"(5.0, 13.0, 11.428571428571429)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 75.0, 63.8)","(7.5, 13.0, 9.266666666666667)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:27:59.887850,"(5.0, 13.0, 11.428571428571429)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 75.0, 63.8)","(7.5, 13.0, 9.266666666666667)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:28:00.814105,"(5.0, 13.0, 11.428571428571429)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 75.0, 63.8)","(7.5, 13.0, 11.0)","(1.26, 1.37, 1.334)"
16-12-2022 15:28:01.863491,"(5.0, 13.0, 11.428571428571429)","(17.0, 50.0, 33.5)","(31.0, 390.0, 76.8)","(17.0, 75.0, 37.66666666666667)","(7.5, 13.0, 14.4)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:28:02.845891,"(5.0, 13.0, 9.021052631578948)","(17.0, 50.0, 22.5)","(31.0, 390.0, 167.57142857142858)","(17.0, 75.0, 38.0)","(7.5, 15.5, 13.882352941176471)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:28:03.731774,"(5.0, 13.0, 9.563636363636364)","(17.0, 50.0, 22.5)","(31.0, 390.0, 167.57142857142858)","(17.0, 75.0, 38.0)","(7.5, 15.5, 13.882352941176471)","(1.26, 1.37, 1.3507142857142858)"
16-12-2022 15:28:04.766011,"(5.0, 12.5, 9.35)","(17.0, 50.0, 24.464285714285715)","(31.0, 390.0, 167.57142857142858)","(17.0, 75.0, 38.0)","(7.5, 15.0, 13.793103448275861)","(1.26, 1.4, 1.345084745762712)"
16-12-2022 15:28:05.731668,"(5.0, 12.5, 9.35)","(17.0, 50.0, 24.464285714285715)","(31.0, 390.0, 167.57142857142858)","(17.0, 75.0, 38.0)","(7.5, 15.5, 13.793103448275861)","(1.26, 1.4, 1.3578571428571429)"
16-12-2022 15:28:06.642187,"(5.0, 12.5, 9.166666666666666)","(17.0, 50.0, 37.672413793103445)","(31.0, 390.0, 226.10526315789474)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.336)"
16-12-2022 15:28:07.676634,"(5.0, 12.5, 9.166666666666666)","(17.0, 50.0, 26.53333333333333)","(31.0, 390.0, 226.10526315789474)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.353888888888889)"
16-12-2022 15:28:08.697427,"(5.0, 12.5, 9.166666666666666)","(17.0, 50.0, 26.53333333333333)","(31.0, 390.0, 226.10526315789474)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.353888888888889)"
16-12-2022 15:28:09.551280,"(5.0, 12.5, 9.233333333333333)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 226.10526315789474)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.353888888888889)"
16-12-2022 15:28:10.471842,"(5.0, 12.5, 9.233333333333333)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.353888888888889)"
16-12-2022 15:28:11.434594,"(5.0, 12.5, 9.233333333333333)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.3441176470588236)"
16-12-2022 15:28:12.394209,"(5.0, 12.5, 9.233333333333333)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.3441176470588236)"
16-12-2022 15:28:13.382767,"(5.0, 12.5, 9.233333333333333)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 75.0, 57.92307692307692)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.39, 1.3505263157894738)"
16-12-2022 15:28:14.367348,"(5.0, 12.0, 9.3)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 70.0, 62.60526315789474)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3505263157894738)"
16-12-2022 15:28:15.253100,"(5.0, 12.0, 9.157894736842104)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 62.60526315789474)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3505263157894738)"
16-12-2022 15:28:16.138310,"(5.0, 12.0, 9.157894736842104)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 62.60526315789474)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3505263157894738)"
16-12-2022 15:28:17.095155,"(5.0, 12.0, 9.157894736842104)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 62.60526315789474)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3411111111111111)"
16-12-2022 15:28:18.015616,"(5.0, 12.0, 9.157894736842104)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 62.60526315789474)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3383333333333334)"
16-12-2022 15:28:19.065044,"(5.0, 12.0, 9.23076923076923)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.3383333333333334)"
16-12-2022 15:28:20.078444,"(5.0, 12.0, 9.23076923076923)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.365)"
16-12-2022 15:28:20.968842,"(5.0, 12.0, 10.363636363636363)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.365)"
16-12-2022 15:28:21.937497,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.365)"
16-12-2022 15:28:22.913152,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.5, 13.235294117647058)","(1.26, 1.38, 1.365)"
16-12-2022 15:28:23.853238,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 260.25)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.38, 1.355)"
16-12-2022 15:28:24.903951,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 80.4)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.38, 1.365)"
16-12-2022 15:28:26.030363,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 80.4)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.38, 1.3791549295774648)"
16-12-2022 15:28:27.137549,"(5.0, 12.0, 10.8)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 80.4)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.38, 1.3339622641509434)"
16-12-2022 15:28:28.069147,"(5.0, 13.0, 12.789473684210526)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 153.23076923076923)","(17.0, 65.0, 55.108695652173914)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.3339622641509434)"
16-12-2022 15:28:29.062453,"(5.0, 12.0, 11.066666666666666)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 153.23076923076923)","(17.0, 65.0, 51.19565217391305)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.3691044776119403)"
16-12-2022 15:28:29.965675,"(5.0, 13.0, 11.714285714285715)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 138.75)","(17.0, 60.0, 51.19565217391305)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.3691044776119403)"
16-12-2022 15:28:30.970021,"(5.0, 13.0, 11.875)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 158.0769230769231)","(17.0, 60.0, 51.19565217391305)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.327843137254902)"
16-12-2022 15:28:32.090853,"(5.0, 13.0, 10.166666666666666)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 158.0769230769231)","(17.0, 60.0, 48.54545454545455)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.327843137254902)"
16-12-2022 15:28:33.151887,"(5.0, 13.0, 10.875)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 55.0, 47.28260869565217)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.332)"
16-12-2022 15:28:34.102172,"(5.0, 13.0, 11.380952380952381)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 55.0, 47.28260869565217)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.332)"
16-12-2022 15:28:35.124374,"(5.0, 13.0, 11.380952380952381)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 55.0, 47.28260869565217)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.332)"
16-12-2022 15:28:36.105221,"(5.0, 13.0, 11.692307692307692)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 43.3695652173913)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.4, 1.332)"
16-12-2022 15:28:37.092134,"(5.0, 13.0, 11.0)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3442857142857143)"
16-12-2022 15:28:38.119489,"(5.0, 13.0, 11.0)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3511111111111112)"
16-12-2022 15:28:39.115837,"(5.0, 12.5, 10.88)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3511111111111112)"
16-12-2022 15:28:40.155865,"(5.0, 12.5, 11.15)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3511111111111112)"
16-12-2022 15:28:41.231776,"(5.0, 12.5, 10.957142857142857)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.34)"
16-12-2022 15:28:42.264113,"(5.0, 12.5, 10.957142857142857)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.34)"
16-12-2022 15:28:43.276373,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3442857142857143)"
16-12-2022 15:28:44.350927,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3442857142857143)"
16-12-2022 15:28:45.444328,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3147058823529412)"
16-12-2022 15:28:46.499321,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.761904761904763)","(1.26, 1.39, 1.3366666666666667)"
16-12-2022 15:28:47.617921,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.1)","(1.26, 1.39, 1.3241176470588236)"
16-12-2022 15:28:48.657757,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.5)","(1.26, 1.39, 1.3241176470588236)"
16-12-2022 15:28:49.670091,"(5.0, 12.0, 10.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 165.0)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.5)","(1.26, 1.39, 1.3147058823529412)"
16-12-2022 15:28:50.720109,"(5.0, 17.0, 14.600000000000001)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 177.85714285714286)","(17.0, 50.0, 44.45454545454545)","(7.5, 15.0, 14.5)","(1.26, 1.39, 1.3147058823529412)"
16-12-2022 15:28:51.742149,"(5.0, 17.0, 12.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 210.0)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.39, 1.3185365853658537)"
16-12-2022 15:28:52.802158,"(5.0, 17.0, 12.68)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 210.0)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.38, 1.3250000000000002)"
16-12-2022 15:28:53.822126,"(5.0, 17.0, 13.4)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 210.0)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.37, 1.340967741935484)"
16-12-2022 15:28:54.868941,"(5.0, 17.0, 11.342857142857143)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 210.0)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.37, 1.3389655172413795)"
16-12-2022 15:28:56.013858,"(5.0, 16.5, 14.266666666666666)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 220.58823529411765)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.37, 1.3389655172413795)"
16-12-2022 15:28:57.262791,"(5.0, 16.0, 13.138461538461538)","(17.0, 50.0, 38.266666666666666)","(31.0, 390.0, 220.58823529411765)","(17.0, 50.0, 44.45454545454545)","(7.5, 14.5, 13.39655172413793)","(1.26, 1.37, 1.3325)"
