,Loved By You,Happy Hopetoun,Inside Out,Cruising Cloe,Donnington Girl,Miss Frozen
16-12-2022 15:31:06.900116,"(5.0, 12.5, 11.146666666666667)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 15.0, 13.363636363636363)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:07.964912,"(5.0, 12.5, 11.146666666666667)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 15.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:08.950056,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3013636363636365)"
16-12-2022 15:31:10.045127,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:11.148731,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:12.360918,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 13.0, 14.058823529411764)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:13.484448,"(5.0, 12.5, 11.146666666666667)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 15.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:14.575931,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.75)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:15.519619,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 33.25)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:16.554886,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 39.666666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 34.0)","(8.0, 13.0, 13.676470588235293)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:17.678598,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 39.666666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.30769230769231)","(8.0, 14.5, 13.676470588235293)","(1.26, 1.32, 1.3019117647058824)"
16-12-2022 15:31:18.847495,"(5.0, 12.5, 10.821052631578947)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.30769230769231)","(8.0, 14.5, 12.444444444444445)","(1.26, 1.32, 1.3110869565217391)"
16-12-2022 15:31:19.936129,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.30769230769231)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3110869565217391)"
16-12-2022 15:31:20.953596,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.30769230769231)","(8.0, 13.0, 12.444444444444445)","(1.26, 1.32, 1.3110869565217391)"
16-12-2022 15:31:21.943928,"(5.0, 11.5, 10.76923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 39.0)","(8.0, 13.0, 13.294117647058824)","(1.26, 1.32, 1.300945945945946)"
16-12-2022 15:31:22.968727,"(5.0, 12.0, 11.076923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.8)","(8.0, 14.0, 13.294117647058824)","(1.26, 1.32, 1.302857142857143)"
16-12-2022 15:31:23.932118,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 41.8)","(8.0, 14.0, 11.666666666666666)","(1.26, 1.32, 1.302857142857143)"
16-12-2022 15:31:24.964712,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.76923076923077)","(8.0, 12.0, 13.0)","(1.26, 1.32, 1.2966666666666666)"
16-12-2022 15:31:26.015290,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 42.76923076923077)","(8.0, 14.0, 13.0)","(1.26, 1.31, 1.2966666666666666)"
16-12-2022 15:31:26.982229,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.0, 13.0)","(1.26, 1.31, 1.2966666666666666)"
16-12-2022 15:31:27.861563,"(5.0, 12.0, 11.076923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.0, 12.764705882352942)","(1.26, 1.31, 1.2966666666666666)"
16-12-2022 15:31:28.878271,"(5.0, 12.0, 11.076923076923077)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.0, 12.153846153846153)","(1.26, 1.31, 1.2971428571428572)"
16-12-2022 15:31:29.857891,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 240.0)","(18.0, 46.0, 43.66666666666667)","(8.0, 12.5, 12.153846153846153)","(1.26, 1.31, 1.2971428571428572)"
16-12-2022 15:31:30.858233,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.416666666666664)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 12.5, 14.0)","(1.26, 1.31, 1.2805)"
16-12-2022 15:31:31.882647,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 15.0, 13.676470588235293)","(1.26, 1.29, 1.2741666666666667)"
16-12-2022 15:31:32.937261,"(5.0, 12.0, 11.2)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.5, 13.166666666666666)","(1.26, 1.29, 1.27575)"
16-12-2022 15:31:34.102328,"(5.0, 12.0, 10.879999999999999)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.5, 13.166666666666666)","(1.26, 1.29, 1.27575)"
16-12-2022 15:31:35.169216,"(5.0, 12.0, 10.879999999999999)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 14.5, 12.444444444444445)","(1.26, 1.29, 1.296875)"
16-12-2022 15:31:36.155016,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 13.0, 12.11111111111111)","(1.26, 1.32, 1.2974390243902438)"
16-12-2022 15:31:37.013416,"(5.0, 11.0, 10.461538461538462)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 43.66666666666667)","(8.0, 13.0, 12.11111111111111)","(1.26, 1.32, 1.289672131147541)"
16-12-2022 15:31:37.968283,"(5.0, 11.0, 10.72)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.11111111111111)","(1.26, 1.32, 1.2875438596491229)"
16-12-2022 15:31:38.934713,"(5.0, 11.0, 10.72)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.538461538461538)","(1.26, 1.32, 1.2713157894736842)"
16-12-2022 15:31:39.862880,"(5.0, 12.0, 10.729411764705882)","(18.0, 46.0, 44.099999999999994)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.538461538461538)","(1.26, 1.32, 1.2713157894736842)"
16-12-2022 15:31:40.700228,"(5.0, 12.0, 10.879999999999999)","(18.0, 65.0, 58.75)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.538461538461538)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:41.643908,"(5.0, 11.0, 10.461538461538462)","(18.0, 65.0, 33.18181818181818)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.25)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:42.561670,"(5.0, 11.0, 10.461538461538462)","(18.0, 65.0, 33.064516129032256)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.25)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:43.461439,"(5.0, 11.0, 10.461538461538462)","(18.0, 65.0, 33.064516129032256)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.25)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:44.356307,"(5.0, 11.0, 10.461538461538462)","(18.0, 60.0, 42.5)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.25)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:45.319520,"(5.0, 12.5, 10.76)","(18.0, 60.0, 44.173913043478265)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 12.25)","(1.26, 1.32, 1.2713513513513515)"
16-12-2022 15:31:46.263833,"(5.0, 12.5, 11.05)","(18.0, 60.0, 35.857142857142854)","(31.0, 380.0, 286.66666666666663)","(18.0, 46.0, 40.75)","(8.0, 13.0, 11.5)","(1.26, 1.32, 1.2915789473684212)"
16-12-2022 15:31:47.134448,"(5.0, 11.5, 10.528571428571428)","(18.0, 55.0, 51.5)","(31.0, 380.0, 240.0)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.5)","(1.26, 1.32, 1.2913333333333334)"
16-12-2022 15:31:48.062989,"(5.0, 11.5, 10.528571428571428)","(18.0, 55.0, 51.5)","(31.0, 380.0, 240.0)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.384615384615385)","(1.26, 1.32, 1.2913333333333334)"
16-12-2022 15:31:49.030270,"(5.0, 11.5, 10.933333333333334)","(18.0, 55.0, 51.5)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.384615384615385)","(1.26, 1.32, 1.2913333333333334)"
16-12-2022 15:31:49.931220,"(5.0, 12.5, 11.15)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.625)","(1.26, 1.32, 1.29340206185567)"
16-12-2022 15:31:50.813524,"(5.0, 12.5, 10.8125)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.625)","(1.26, 1.32, 1.2725)"
16-12-2022 15:31:51.764856,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 13.0, 11.916666666666668)","(1.26, 1.32, 1.2792105263157896)"
16-12-2022 15:31:52.717898,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 11.916666666666668)","(1.26, 1.32, 1.2792105263157896)"
16-12-2022 15:31:53.595240,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 11.916666666666668)","(1.26, 1.32, 1.2792105263157896)"
16-12-2022 15:31:54.442357,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 12.133333333333333)","(1.26, 1.32, 1.2792105263157896)"
16-12-2022 15:31:55.345573,"(5.0, 12.5, 11.15)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 12.133333333333333)","(1.26, 1.32, 1.2769444444444444)"
16-12-2022 15:31:56.213916,"(5.0, 12.5, 10.8125)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 12.133333333333333)","(1.26, 1.32, 1.2769444444444444)"
16-12-2022 15:31:57.110005,"(5.0, 12.5, 11.15)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.5, 12.133333333333333)","(1.26, 1.32, 1.2884848484848486)"
16-12-2022 15:31:57.970931,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 11.066666666666666)","(1.26, 1.32, 1.2940540540540542)"
16-12-2022 15:31:58.850393,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 10.6)","(1.26, 1.32, 1.2940540540540542)"
16-12-2022 15:31:59.721209,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.75)","(8.0, 12.0, 10.68235294117647)","(1.26, 1.32, 1.2940540540540542)"
16-12-2022 15:32:00.626150,"(5.0, 11.5, 10.727272727272728)","(18.0, 55.0, 49.75)","(31.0, 300.0, 233.33333333333334)","(18.0, 46.0, 40.23529411764706)","(8.0, 12.0, 10.981818181818182)","(1.26, 1.32, 1.291)"
16-12-2022 15:32:01.525231,"(5.0, 12.5, 11.547058823529412)","(18.0, 55.0, 44.5)","(31.0, 300.0, 250.0)","(18.0, 46.0, 35.5)","(8.0, 12.0, 10.981818181818182)","(1.26, 1.32, 1.2957142857142858)"
16-12-2022 15:32:02.420575,"(5.0, 11.5, 10.785714285714286)","(18.0, 55.0, 48.5)","(31.0, 300.0, 210.0)","(18.0, 46.0, 41.5)","(8.0, 11.5, 10.012500000000001)","(1.26, 1.3, 1.2957142857142858)"
16-12-2022 15:32:03.358877,"(5.0, 11.5, 11.1875)","(18.0, 55.0, 48.0)","(31.0, 300.0, 240.0)","(18.0, 46.0, 40.75)","(8.0, 11.5, 10.012500000000001)","(1.26, 1.3, 1.2915789473684212)"
16-12-2022 15:32:04.313733,"(5.0, 11.5, 11.1875)","(18.0, 55.0, 51.75)","(31.0, 300.0, 240.0)","(18.0, 46.0, 40.75)","(8.0, 11.5, 10.012500000000001)","(1.26, 1.3, 1.2957142857142858)"
16-12-2022 15:32:05.203646,"(5.0, 11.5, 11.1875)","(18.0, 55.0, 51.75)","(31.0, 300.0, 210.0)","(18.0, 46.0, 40.75)","(8.0, 11.5, 10.012500000000001)","(1.26, 1.3, 1.2915789473684212)"
16-12-2022 15:32:06.128757,"(5.0, 12.5, 12.192307692307693)","(18.0, 55.0, 51.75)","(31.0, 300.0, 240.0)","(18.0, 46.0, 41.5)","(8.0, 11.5, 10.672)","(1.26, 1.3, 1.290769230769231)"
16-12-2022 15:32:07.080704,"(5.0, 12.5, 11.75)","(18.0, 55.0, 51.75)","(31.0, 300.0, 240.0)","(18.0, 46.0, 41.333333333333336)","(8.0, 11.5, 10.6)","(1.26, 1.32, 1.2946666666666666)"
16-12-2022 15:32:07.997307,"(5.0, 12.5, 11.333333333333334)","(18.0, 55.0, 45.9)","(31.0, 300.0, 240.0)","(18.0, 46.0, 41.333333333333336)","(8.0, 11.5, 10.6)","(1.26, 1.32, 1.291891891891892)"
16-12-2022 15:32:08.875651,"(5.0, 12.5, 12.0)","(18.0, 55.0, 46.333333333333336)","(31.0, 300.0, 240.0)","(18.0, 46.0, 41.333333333333336)","(8.0, 11.5, 10.6)","(1.26, 1.32, 1.291891891891892)"
16-12-2022 15:32:09.804409,"(5.0, 13.5, 12.470588235294118)","(18.0, 55.0, 46.333333333333336)","(31.0, 300.0, 220.0)","(18.0, 46.0, 41.0)","(8.0, 11.5, 10.6)","(1.26, 1.32, 1.29375)"
16-12-2022 15:32:10.726975,"(5.0, 13.5, 12.3)","(18.0, 55.0, 49.07692307692308)","(31.0, 300.0, 220.0)","(18.0, 46.0, 43.0)","(8.0, 11.5, 10.75)","(1.26, 1.3, 1.287777777777778)"
16-12-2022 15:32:11.620097,"(5.0, 13.5, 13.0)","(18.0, 55.0, 49.55555555555556)","(31.0, 300.0, 220.0)","(18.0, 46.0, 43.0)","(8.0, 11.5, 10.75)","(1.26, 1.3, 1.2918518518518518)"
16-12-2022 15:32:12.502118,"(5.0, 13.5, 12.25)","(18.0, 50.0, 48.8)","(31.0, 300.0, 220.0)","(18.0, 46.0, 42.4)","(8.0, 11.5, 10.663636363636364)","(1.26, 1.32, 1.288888888888889)"
16-12-2022 15:32:13.430739,"(5.0, 13.5, 12.458333333333334)","(18.0, 50.0, 48.4)","(31.0, 300.0, 220.0)","(18.0, 46.0, 44.0)","(8.0, 11.5, 10.7)","(1.26, 1.32, 1.288888888888889)"
16-12-2022 15:32:14.361494,"(6.0, 13.5, 12.666666666666666)","(19.0, 50.0, 48.8)","(41.0, 300.0, 220.0)","(18.0, 46.0, 44.0)","(7.5, 11.5, 10.3)","(1.24, 1.32, 1.3169784172661871)"
16-12-2022 15:32:15.234015,"(6.0, 13.5, 12.666666666666666)","(19.0, 50.0, 48.4)","(41.0, 390.0, 165.0)","(18.0, 46.0, 44.0)","(7.5, 11.5, 10.3)","(1.24, 1.32, 1.3170000000000002)"
16-12-2022 15:32:16.137698,"(6.0, 13.5, 12.666666666666666)","(19.0, 50.0, 48.57142857142857)","(41.0, 380.0, 260.0)","(18.0, 46.0, 44.0)","(7.5, 11.5, 10.642857142857142)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:17.074566,"(6.0, 13.5, 12.607142857142858)","(19.0, 50.0, 37.142857142857146)","(41.0, 380.0, 260.0)","(18.0, 46.0, 43.75)","(7.5, 11.5, 10.633333333333333)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:17.976684,"(6.0, 13.5, 12.607142857142858)","(19.0, 50.0, 41.81818181818182)","(41.0, 380.0, 260.0)","(18.0, 46.0, 43.75)","(7.5, 11.0, 10.633333333333333)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:18.870637,"(6.0, 13.5, 12.607142857142858)","(19.0, 50.0, 41.42857142857143)","(41.0, 380.0, 260.0)","(18.0, 46.0, 41.0)","(7.5, 11.0, 10.8625)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:19.775915,"(6.0, 13.5, 12.11111111111111)","(19.0, 50.0, 40.90909090909091)","(41.0, 340.0, 240.0)","(18.0, 46.0, 41.8)","(7.5, 11.0, 10.8625)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:20.738245,"(6.0, 13.5, 12.607142857142858)","(19.0, 50.0, 41.666666666666664)","(41.0, 340.0, 240.0)","(18.0, 46.0, 43.0)","(7.5, 11.0, 10.8625)","(1.24, 1.32, 1.318421052631579)"
16-12-2022 15:32:21.616606,"(6.0, 13.5, 12.125)","(19.0, 50.0, 40.90909090909091)","(41.0, 340.0, 240.0)","(18.0, 46.0, 43.0)","(7.5, 11.0, 10.45)","(1.24, 1.32, 1.3292217898832686)"
16-12-2022 15:32:22.490688,"(6.0, 13.5, 11.473684210526315)","(19.0, 50.0, 40.625)","(41.0, 340.0, 240.0)","(18.0, 46.0, 43.0)","(7.5, 11.0, 10.352941176470589)","(1.24, 1.33, 1.29)"
16-12-2022 15:32:23.436171,"(6.0, 13.5, 11.36111111111111)","(19.0, 50.0, 40.625)","(41.0, 340.0, 306.6666666666667)","(18.0, 46.0, 43.333333333333336)","(7.5, 11.0, 10.257142857142856)","(1.24, 1.34, 1.315)"
16-12-2022 15:32:24.350614,"(6.0, 13.5, 12.1)","(19.0, 50.0, 40.625)","(41.0, 340.0, 306.6666666666667)","(18.0, 46.0, 43.333333333333336)","(7.5, 10.5, 10.0)","(1.24, 1.35, 1.3170000000000002)"
16-12-2022 15:32:25.222295,"(6.0, 13.5, 11.571428571428571)","(19.0, 50.0, 38.94736842105263)","(41.0, 340.0, 245.0)","(18.0, 46.0, 43.333333333333336)","(7.5, 10.5, 10.0)","(1.24, 1.35, 1.30875)"
16-12-2022 15:32:26.114906,"(6.0, 13.5, 12.0)","(19.0, 50.0, 38.333333333333336)","(41.0, 340.0, 245.0)","(18.0, 46.0, 43.09090909090909)","(7.5, 10.5, 10.0)","(1.24, 1.35, 1.30875)"
16-12-2022 15:32:27.065236,"(6.0, 13.5, 11.423076923076923)","(19.0, 50.0, 37.90909090909091)","(41.0, 340.0, 245.0)","(18.0, 46.0, 42.44444444444444)","(7.5, 10.5, 9.285714285714286)","(1.24, 1.35, 1.32)"
16-12-2022 15:32:27.974430,"(6.0, 13.5, 11.571428571428571)","(19.0, 50.0, 42.4)","(41.0, 340.0, 245.0)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.285714285714286)","(1.24, 1.33, 1.315263157894737)"
16-12-2022 15:32:28.856347,"(6.0, 12.0, 10.2)","(19.0, 50.0, 42.4)","(41.0, 340.0, 245.0)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.285714285714286)","(1.24, 1.33, 1.315263157894737)"
16-12-2022 15:32:29.799993,"(6.0, 12.0, 10.690909090909091)","(19.0, 50.0, 42.4)","(41.0, 340.0, 245.0)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.735)","(1.24, 1.33, 1.3248979591836736)"
16-12-2022 15:32:30.724719,"(6.0, 12.0, 10.447058823529412)","(19.0, 50.0, 42.4)","(41.0, 340.0, 245.0)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.65)","(1.24, 1.33, 1.327844827586207)"
16-12-2022 15:32:31.616269,"(6.0, 12.0, 10.984615384615385)","(19.0, 50.0, 42.421052631578945)","(41.0, 350.0, 183.33333333333334)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.65)","(1.24, 1.33, 1.3276851851851852)"
16-12-2022 15:32:32.515319,"(6.0, 12.0, 10.984615384615385)","(19.0, 50.0, 42.421052631578945)","(41.0, 350.0, 178.57142857142858)","(18.0, 46.0, 44.22222222222222)","(7.5, 10.5, 9.4875)","(1.24, 1.33, 1.347948717948718)"
16-12-2022 15:32:33.447805,"(6.0, 11.0, 10.68421052631579)","(19.0, 50.0, 40.18181818181818)","(41.0, 350.0, 178.57142857142858)","(18.0, 46.0, 42.8)","(7.5, 9.8, 9.18888888888889)","(1.24, 1.35, 1.342280701754386)"
16-12-2022 15:32:34.375491,"(6.0, 11.0, 10.68421052631579)","(19.0, 50.0, 40.18181818181818)","(41.0, 350.0, 178.57142857142858)","(18.0, 46.0, 42.8)","(7.5, 9.8, 8.953846153846154)","(1.24, 1.35, 1.3483333333333334)"
16-12-2022 15:32:35.227313,"(6.0, 11.0, 10.68421052631579)","(19.0, 50.0, 40.18181818181818)","(41.0, 350.0, 178.57142857142858)","(18.0, 46.0, 42.8)","(7.5, 9.8, 8.953846153846154)","(1.24, 1.35, 1.3447169811320756)"
16-12-2022 15:32:36.309739,"(6.0, 11.0, 10.68421052631579)","(19.0, 50.0, 40.18181818181818)","(41.0, 350.0, 183.33333333333334)","(18.0, 46.0, 42.8)","(7.5, 9.8, 9.05)","(1.24, 1.35, 1.3482978723404255)"
16-12-2022 15:32:37.466864,"(6.0, 11.0, 10.5)","(19.0, 50.0, 44.31578947368421)","(41.0, 350.0, 183.33333333333334)","(18.0, 46.0, 42.8)","(7.5, 9.8, 8.971428571428572)","(1.24, 1.35, 1.3462500000000002)"
16-12-2022 15:32:38.343172,"(6.0, 10.5, 10.464285714285714)","(19.0, 50.0, 44.31578947368421)","(41.0, 350.0, 183.33333333333334)","(18.0, 46.0, 42.8)","(7.5, 9.4, 9.200000000000001)","(1.24, 1.35, 1.2924158415841585)"
16-12-2022 15:32:39.284237,"(6.0, 12.0, 11.25)","(19.0, 50.0, 44.35294117647059)","(41.0, 350.0, 183.33333333333334)","(19.0, 46.0, 43.333333333333336)","(7.5, 10.0, 9.623529411764705)","(1.2, 1.31, 1.2925882352941176)"
16-12-2022 15:32:40.232401,"(6.0, 12.0, 11.3)","(19.0, 50.0, 44.35294117647059)","(41.0, 350.0, 183.33333333333334)","(19.0, 46.0, 43.333333333333336)","(7.5, 10.0, 9.6)","(1.2, 1.31, 1.2913836477987422)"
16-12-2022 15:32:41.159990,"(6.0, 12.0, 11.357142857142858)","(19.0, 50.0, 44.35294117647059)","(41.0, 350.0, 183.33333333333334)","(19.0, 46.0, 43.333333333333336)","(7.5, 10.0, 9.733333333333333)","(1.2, 1.31, 1.2973333333333334)"
16-12-2022 15:32:42.035337,"(6.0, 12.0, 11.1)","(19.0, 50.0, 40.4)","(41.0, 380.0, 226.66666666666669)","(19.0, 46.0, 41.55555555555556)","(7.5, 10.0, 9.8)","(1.2, 1.3, 1.2957142857142858)"
16-12-2022 15:32:43.006692,"(6.0, 12.0, 11.806451612903226)","(19.0, 50.0, 40.526315789473685)","(41.0, 380.0, 265.0)","(19.0, 46.0, 43.77777777777778)","(7.5, 10.0, 9.664285714285715)","(1.2, 1.3, 1.2971794871794873)"
16-12-2022 15:32:43.969505,"(6.0, 12.0, 11.25)","(19.0, 50.0, 40.526315789473685)","(41.0, 380.0, 265.0)","(19.0, 46.0, 43.77777777777778)","(7.5, 10.5, 9.669230769230769)","(1.2, 1.3, 1.2970666666666668)"
16-12-2022 15:32:44.825232,"(6.0, 12.0, 11.25)","(19.0, 50.0, 44.705882352941174)","(41.0, 380.0, 188.33333333333334)","(19.0, 46.0, 41.5)","(7.5, 10.5, 9.669230769230769)","(1.2, 1.3, 1.2873142857142859)"
16-12-2022 15:32:45.771714,"(6.0, 12.0, 11.727272727272727)","(19.0, 50.0, 44.705882352941174)","(41.0, 380.0, 188.33333333333334)","(19.0, 46.0, 43.333333333333336)","(7.5, 10.5, 9.78)","(1.2, 1.3, 1.2873142857142859)"
16-12-2022 15:32:46.700686,"(6.0, 12.0, 11.727272727272727)","(19.0, 50.0, 44.92307692307692)","(41.0, 380.0, 188.33333333333334)","(19.0, 46.0, 43.333333333333336)","(7.5, 10.5, 9.78)","(1.2, 1.3, 1.2873142857142859)"
