,Gutho,Sleepdance,Helens Dream,Johnny Deep,Chilli Moment,Golden Groove,My Moses,Invaness,Angama
05-01-2023 12:24:28.648292,"(31.0, 75.0, 49.0)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.5)","(6.5, 7.6, 7.56)","(41.0, 220.0, 120.0)"
05-01-2023 12:24:29.836080,"(31.0, 75.0, 49.0)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.5)","(6.5, 7.6, 7.56)","(41.0, 220.0, 120.0)"
05-01-2023 12:24:31.048082,"(31.0, 75.0, 49.0)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.5)","(6.5, 7.6, 7.56)","(41.0, 220.0, 120.0)"
05-01-2023 12:24:32.296525,"(31.0, 75.0, 47.666666666666664)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.5)","(6.5, 7.6, 7.56)","(41.0, 220.0, 120.0)"
05-01-2023 12:24:33.466432,"(31.0, 75.0, 47.666666666666664)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.928571428571429)","(6.5, 7.6, 7.56)","(41.0, 220.0, 120.0)"
05-01-2023 12:24:34.658020,"(31.0, 75.0, 47.666666666666664)","(11.0, 18.0, 15.5)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.6490909090909094)","(10.0, 16.5, 15.928571428571429)","(6.5, 7.6, 7.56)","(41.0, 220.0, 136.66666666666669)"
05-01-2023 12:24:35.844103,"(31.0, 75.0, 67.66666666666666)","(11.0, 18.0, 17.727272727272727)","(8.0, 8.6, 8.438461538461539)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 12.961538461538462)","(6.5, 7.6, 7.56)","(41.0, 220.0, 138.125)"
05-01-2023 12:24:37.037713,"(31.0, 75.0, 67.66666666666666)","(11.0, 18.0, 17.727272727272727)","(8.0, 8.6, 8.024)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 210.0, 173.75)"
05-01-2023 12:24:38.252587,"(31.0, 75.0, 67.66666666666666)","(11.0, 18.0, 17.727272727272727)","(8.0, 8.6, 8.024)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:39.353381,"(31.0, 75.0, 67.66666666666666)","(11.0, 18.0, 17.727272727272727)","(8.0, 8.6, 8.024)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:40.543316,"(31.0, 75.0, 67.66666666666666)","(11.0, 20.0, 19.347826086956523)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:41.605860,"(31.0, 75.0, 67.66666666666666)","(11.0, 20.0, 18.846153846153847)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:42.819412,"(31.0, 29.0, 28.25)","(11.0, 20.0, 18.846153846153847)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:43.997305,"(31.0, 75.0, 53.63636363636363)","(11.0, 20.0, 18.846153846153847)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:45.200984,"(31.0, 75.0, 60.588235294117645)","(11.0, 20.0, 18.846153846153847)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:46.481928,"(31.0, 75.0, 60.588235294117645)","(11.0, 20.0, 18.846153846153847)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 16.35185185185185)","(2.15, 2.66, 2.6366666666666667)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:47.748978,"(31.0, 75.0, 60.588235294117645)","(11.0, 17.0, 16.666666666666668)","(8.0, 8.6, 8.023076923076923)","(6.0, 9.2, 7.866666666666666)","(7.5, 17.0, 14.5)","(2.15, 2.66, 2.5914285714285716)","(10.0, 14.5, 13.25)","(6.5, 7.6, 7.56)","(41.0, 200.0, 134.375)"
05-01-2023 12:24:48.961576,"(31.0, 75.0, 60.588235294117645)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 14.5)","(2.15, 2.64, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 200.0, 152.0)"
05-01-2023 12:24:50.184335,"(31.0, 70.0, 63.714285714285715)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 14.5)","(2.15, 2.64, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:51.342913,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:52.540392,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:53.637881,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:54.753486,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:55.886730,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:56.982240,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:58.191968,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.027272727272727)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:24:59.437471,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.6, 8.24)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:25:00.681554,"(31.0, 65.0, 62.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.620000000000001)","(6.0, 9.2, 8.133333333333333)","(7.5, 17.0, 15.0)","(2.15, 2.62, 2.51)","(10.0, 14.5, 13.071428571428571)","(6.5, 7.6, 7.56)","(41.0, 190.0, 130.625)"
05-01-2023 12:25:02.038355,"(31.0, 65.0, 59.57142857142857)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.685714285714287)","(6.0, 9.2, 8.799999999999999)","(7.5, 17.0, 17.571428571428573)","(2.15, 2.62, 2.56)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.377777777777777)","(41.0, 190.0, 123.33333333333334)"
05-01-2023 12:25:03.360573,"(31.0, 60.0, 43.5)","(11.0, 17.0, 16.5)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.719999999999999)","(7.5, 19.0, 16.3)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.0, 13.166666666666666)","(6.5, 7.6, 7.415384615384615)","(41.0, 180.0, 123.33333333333334)"
05-01-2023 12:25:04.634900,"(31.0, 60.0, 43.5)","(11.0, 17.0, 16.5)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.719999999999999)","(7.5, 19.0, 16.545454545454547)","(2.15, 2.6, 2.55)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.6, 7.333333333333333)","(41.0, 180.0, 123.33333333333334)"
05-01-2023 12:25:05.873628,"(31.0, 60.0, 43.5)","(11.0, 17.0, 16.5)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.719999999999999)","(7.5, 19.0, 16.545454545454547)","(2.15, 2.6, 2.55)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.6, 7.333333333333333)","(41.0, 180.0, 123.33333333333334)"
05-01-2023 12:25:07.066932,"(31.0, 60.0, 43.5)","(11.0, 17.0, 16.5)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.719999999999999)","(7.5, 19.0, 16.545454545454547)","(2.15, 2.58, 2.5371428571428574)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.333333333333333)","(41.0, 180.0, 123.33333333333334)"
05-01-2023 12:25:08.282764,"(31.0, 60.0, 36.0)","(11.0, 17.0, 16.5)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.7)","(7.5, 18.5, 16.0)","(2.15, 2.58, 2.5371428571428574)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.333333333333333)","(41.0, 170.0, 123.125)"
05-01-2023 12:25:09.519898,"(31.0, 60.0, 36.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.7)","(7.5, 18.5, 16.0)","(2.15, 2.58, 2.5371428571428574)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.333333333333333)","(41.0, 160.0, 134.0)"
05-01-2023 12:25:10.752885,"(31.0, 60.0, 36.75)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.7)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.590909090909091)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 150.0, 115.625)"
05-01-2023 12:25:12.049754,"(31.0, 60.0, 36.75)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.7)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.591666666666667)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 150.0, 122.0)"
05-01-2023 12:25:13.346220,"(31.0, 60.0, 36.75)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.799999999999999)","(7.5, 18.0, 17.0)","(2.15, 2.6, 2.591803278688525)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 140.0, 110.0)"
05-01-2023 12:25:14.589564,"(31.0, 55.0, 48.5)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.799999999999999)","(7.5, 18.0, 17.0)","(2.15, 2.6, 2.591803278688525)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 140.0, 110.0)"
05-01-2023 12:25:15.787086,"(31.0, 55.0, 48.5)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.799999999999999)","(7.5, 18.0, 17.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 140.0, 110.0)"
05-01-2023 12:25:16.956709,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.799999999999999)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 140.0, 110.0)"
05-01-2023 12:25:18.103092,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.2, 8.533333333333333)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 140.0, 116.0)"
05-01-2023 12:25:19.266665,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 9.0, 7.72)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 130.0, 108.125)"
05-01-2023 12:25:20.367210,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.8, 7.72)","(7.5, 18.0, 16.5)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.055555555555555)","(6.5, 7.6, 7.4)","(41.0, 130.0, 108.125)"
05-01-2023 12:25:21.668011,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.8, 7.933333333333333)","(7.5, 18.0, 17.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.6, 7.4)","(41.0, 130.0, 108.125)"
05-01-2023 12:25:22.913855,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.454545454545453)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.766666666666667)","(7.5, 18.0, 16.18181818181818)","(2.15, 2.6, 2.598245614035088)","(10.0, 14.5, 15.833333333333332)","(6.5, 7.6, 7.4)","(41.0, 130.0, 90.71428571428571)"
05-01-2023 12:25:24.176639,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.454545454545453)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.766666666666667)","(7.5, 18.0, 16.18181818181818)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 14.75)","(6.5, 7.6, 7.4)","(41.0, 130.0, 90.71428571428571)"
05-01-2023 12:25:25.418965,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.742857142857143)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 13.875)","(6.5, 7.6, 7.4)","(41.0, 130.0, 81.42857142857143)"
05-01-2023 12:25:26.713505,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.742857142857143)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 120.0, 95.45454545454545)"
05-01-2023 12:25:28.017420,"(31.0, 55.0, 42.0)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.742857142857143)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 120.0, 95.45454545454545)"
05-01-2023 12:25:29.285534,"(31.0, 60.0, 33.42857142857143)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 120.0, 100.0)"
05-01-2023 12:25:30.583617,"(31.0, 60.0, 33.42857142857143)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 110.0, 92.85714285714286)"
05-01-2023 12:25:31.864018,"(31.0, 60.0, 33.42857142857143)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.598245614035088)","(10.0, 16.5, 14.458333333333334)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:33.126513,"(31.0, 60.0, 33.42857142857143)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.5933333333333333)","(10.0, 16.5, 14.458333333333334)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:34.314389,"(31.0, 55.0, 37.666666666666664)","(11.0, 17.0, 16.142857142857142)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.574666666666667)","(10.0, 16.5, 14.458333333333334)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:35.480452,"(31.0, 50.0, 39.5)","(11.0, 17.0, 16.454545454545453)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.574666666666667)","(10.0, 16.5, 14.458333333333334)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:36.591583,"(31.0, 48.0, 39.0)","(11.0, 16.5, 16.2)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.574666666666667)","(10.0, 16.5, 14.458333333333334)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:37.640978,"(31.0, 42.0, 38.0)","(11.0, 16.5, 16.2)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.574666666666667)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 100.0, 92.85714285714286)"
05-01-2023 12:25:38.734779,"(31.0, 42.0, 38.0)","(11.0, 16.5, 16.2)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.575076923076923)","(10.0, 16.5, 13.4375)","(6.5, 7.6, 7.4)","(41.0, 100.0, 93.75)"
05-01-2023 12:25:39.882109,"(31.0, 40.0, 34.666666666666664)","(11.0, 16.5, 16.2)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.58, 2.575076923076923)","(10.0, 16.5, 13.5)","(6.5, 7.6, 7.4)","(41.0, 100.0, 93.75)"
05-01-2023 12:25:41.098022,"(31.0, 40.0, 38.285714285714285)","(11.0, 16.5, 16.15)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.612)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.4)","(41.0, 100.0, 93.75)"
05-01-2023 12:25:42.321977,"(31.0, 42.0, 38.0)","(11.0, 16.5, 16.191176470588236)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.623076923076923)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.4)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:43.498083,"(31.0, 42.0, 38.44444444444444)","(11.0, 16.5, 16.191176470588236)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.623076923076923)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:44.686145,"(31.0, 42.0, 38.0)","(11.0, 16.5, 16.191176470588236)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.623076923076923)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:45.896430,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.855263157894736)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.651724137931035)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:47.089537,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.855263157894736)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.653571428571429)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:48.287402,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.819444444444445)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.654375)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:49.456267,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.734375)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:50.569317,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.734375)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:51.629038,"(31.0, 42.0, 38.0)","(11.0, 16.5, 15.734375)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.5)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:52.781727,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 12.833333333333334)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:53.906871,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.875)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:55.110404,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.7)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:56.242903,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.7)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:57.437926,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.7)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
05-01-2023 12:25:58.598143,"(31.0, 42.0, 38.0)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.8, 8.666666666666668)","(6.0, 8.6, 7.71111111111111)","(7.5, 18.0, 15.142857142857142)","(2.15, 2.66, 2.6533333333333333)","(10.0, 14.5, 13.7)","(6.5, 7.6, 7.533333333333333)","(41.0, 100.0, 91.66666666666667)"
