,Hut Six,Spot Of Rum,Fleet Feet Pete,Charming Spirit,Recalibrate
12-01-2023 15:11:36.313980,"(3.1, 4.9, 3.6944186046511627)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.9959999999999996)","(19.0, 60.0, 51.82692307692307)","(1.65, 2.22, 1.6503448275862067)"
12-01-2023 15:11:37.334621,"(3.1, 4.9, 3.6944186046511627)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.9959999999999996)","(19.0, 60.0, 51.82692307692307)","(1.65, 2.22, 1.6503448275862067)"
12-01-2023 15:11:38.218991,"(3.1, 4.9, 3.6944186046511627)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.9959999999999996)","(19.0, 60.0, 51.82692307692307)","(1.65, 2.22, 1.6503448275862067)"
12-01-2023 15:11:39.158981,"(3.1, 4.9, 3.6944186046511627)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.9959999999999996)","(19.0, 60.0, 51.82692307692307)","(1.65, 2.22, 1.6317894736842105)"
12-01-2023 15:11:40.187093,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:41.168101,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:42.196705,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:43.187035,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:44.157494,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:45.115293,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:45.974987,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:46.904954,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:47.758922,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:48.728154,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:49.721001,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:50.678403,"(3.1, 4.9, 3.5500000000000003)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 4.736363636363636)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:51.756116,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:52.662403,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:53.686779,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:54.732957,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:55.723975,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:56.778578,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:57.690782,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:58.606322,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:11:59.659350,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:00.724589,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:01.887324,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:02.956499,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:04.004709,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:05.075805,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:06.181233,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:07.220605,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:08.240495,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:09.325557,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:10.338919,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:11.336938,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:12.345484,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:13.274840,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.090909090909093)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:14.347578,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:15.216117,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:16.167414,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:17.199902,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:18.199556,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:19.250921,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:20.284016,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:21.313151,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:22.378096,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:23.281649,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:24.278655,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:25.295903,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:26.258353,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:27.248268,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:28.242074,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:29.170031,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:30.146857,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:31.164275,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:32.093545,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:33.099374,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:34.007897,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:35.020499,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:36.038547,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:36.993089,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:37.868736,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:38.958170,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:39.863507,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:40.773282,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:41.679736,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:42.569077,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:43.555518,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:44.508328,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:45.409343,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:46.353588,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 107.6923076923077)","(4.4, 7.6, 5.725)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.8, 1.6317894736842105)"
12-01-2023 15:12:47.382394,"(3.1, 4.8, 3.6954545454545458)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.725)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.8, 1.6433333333333333)"
12-01-2023 15:12:48.238743,"(3.1, 4.8, 3.99)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:49.141681,"(3.1, 4.8, 3.99)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:50.156445,"(3.1, 4.8, 3.99)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:51.040896,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:51.899402,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:52.783492,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:53.686889,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:54.626271,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:55.526100,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:56.392975,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:57.333037,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.310526315789474)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:58.315608,"(3.1, 4.8, 3.8021739130434784)","(41.0, 260.0, 137.77777777777777)","(4.4, 7.6, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:12:59.207568,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:00.168503,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:01.076558,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:01.925114,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:02.763327,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:03.712270,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:04.677778,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:05.564529,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:06.441834,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:07.401865,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:08.403338,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:09.306051,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:10.180322,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:11.055210,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:11.937727,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:12.792921,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:13.716803,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:14.672582,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:15.486115,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:16.403429,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:17.424272,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:18.367348,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:19.307532,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:20.265789,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:21.211325,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:22.186534,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:23.168652,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:23.989789,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:24.948807,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:25.869040,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:26.809651,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:27.781096,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:13:28.757259,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
