,Our Little Skipper,Spice Boy,Dipped In Silver,Cold Star Scooter,Boom Boom Boy,Mistique,Surfer Joe
12-01-2023 12:33:36.212437,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:37.379827,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:38.567413,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:39.683741,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:40.860584,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:41.967104,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:43.088903,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:44.268071,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:45.396118,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:46.558261,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:47.725125,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:48.897822,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:49.944553,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:51.029400,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:52.161372,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:53.294698,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:54.389724,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:55.545033,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:56.792174,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:57.898079,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:33:58.982576,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:00.173951,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:01.383398,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:02.518871,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:03.545595,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:04.713608,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:05.991676,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:07.173902,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:08.355753,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:09.713383,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:10.889045,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:12.270443,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:13.428624,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:14.635253,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:15.764551,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:16.950226,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:18.152348,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:19.262321,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:20.400834,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:21.595236,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.4)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:22.839492,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.5625)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.4575)","(6.0, 11.0, 10.066666666666666)"
12-01-2023 12:34:24.000878,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.5625)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:25.209164,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:26.472043,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:27.750528,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:28.972936,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:30.106024,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:31.228107,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:32.394222,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:33.544944,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:34.772033,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:36.052616,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:37.195317,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:38.380520,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:39.562796,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:40.759413,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:41.948286,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:43.148625,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:44.299755,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:45.356922,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:46.526555,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:47.670096,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:48.749174,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:49.892726,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:51.173519,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:52.379708,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:53.485019,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:54.664315,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:55.806457,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:56.909724,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:58.033671,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:34:59.225388,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:00.418691,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:01.531556,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:02.724975,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:03.847668,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:04.945927,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:06.123341,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:07.264250,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:08.429422,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:09.511748,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:10.672110,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:11.829756,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.295)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:12.948963,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:13.984219,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:15.085435,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:16.203765,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:17.212341,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:18.344131,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:19.533009,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:20.642569,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:21.745246,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:22.967187,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:24.217781,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:25.378296,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:26.519983,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:27.675137,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:28.829933,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:29.975616,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
12-01-2023 12:35:31.077889,"(31.0, 65.0, 54.0)","(61.0, 210.0, 164.28571428571428)","(3.3, 5.0, 4.125)","(4.8, 7.8, 6.35)","(31.0, 65.0, 54.0)","(1.8, 2.62, 2.3246153846153845)","(6.0, 11.0, 9.799999999999999)"
