,Our Little Skipper,Spice Boy,Dipped In Silver,Cold Star Scooter,Boom Boom Boy,Mistique,Surfer Joe
12-01-2023 12:47:30.232826,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.477777777777778)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:31.294983,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.477777777777778)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:32.362540,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.477777777777778)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:33.307937,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.477777777777778)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:34.397210,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.477777777777778)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:35.716086,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:36.842078,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:37.938569,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:39.125272,"(31.0, 48.0, 42.0)","(61.0, 110.0, 78.0)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 39.25)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:40.603712,"(31.0, 48.0, 42.0)","(61.0, 110.0, 75.45454545454545)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 55.0, 38.57142857142857)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:41.831023,"(31.0, 48.0, 42.0)","(61.0, 100.0, 75.45454545454545)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.44)","(31.0, 50.0, 38.57142857142857)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:43.060488,"(31.0, 48.0, 42.0)","(61.0, 100.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 50.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:44.135653,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:45.342642,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:46.423040,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:47.414890,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:48.627105,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:49.731328,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:51.059945,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:52.603678,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:53.998970,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.533333333333333)","(31.0, 48.0, 38.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:55.367523,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:56.665927,"(31.0, 48.0, 42.0)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:58.160006,"(31.0, 60.0, 47.2)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:47:59.469985,"(31.0, 60.0, 47.2)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:48:00.596837,"(31.0, 60.0, 47.2)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.498095238095238)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:48:01.875089,"(31.0, 60.0, 47.2)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6875)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.4485714285714284)","(6.0, 9.2, 8.222222222222221)"
12-01-2023 12:48:03.267123,"(31.0, 60.0, 47.2)","(61.0, 95.0, 70.5)","(3.3, 4.1, 3.6785714285714284)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.62, 2.5166666666666666)","(6.0, 9.2, 8.333333333333334)"
12-01-2023 12:48:04.539347,"(31.0, 60.0, 47.6)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:05.872178,"(31.0, 60.0, 47.6)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:07.253059,"(31.0, 60.0, 47.6)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.640000000000001)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:08.559422,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:09.810205,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:11.128778,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:12.165354,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:13.276138,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6785714285714284)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.333333333333334)"
12-01-2023 12:48:14.452912,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6399999999999997)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 9.0, 8.0)"
12-01-2023 12:48:15.665052,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6399999999999997)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.48)"
12-01-2023 12:48:16.860818,"(31.0, 60.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6399999999999997)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:18.058526,"(31.0, 60.0, 48.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6399999999999997)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:19.305350,"(31.0, 60.0, 48.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 4.0, 3.6399999999999997)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:20.493579,"(31.0, 60.0, 48.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 3.9, 3.7249999999999996)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 41.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:21.606105,"(31.0, 55.0, 45.0)","(61.0, 95.0, 90.72727272727272)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.733333333333333)","(31.0, 48.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:22.773104,"(31.0, 50.0, 42.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.733333333333333)","(31.0, 60.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:24.007352,"(31.0, 50.0, 46.36363636363636)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.733333333333333)","(31.0, 60.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 8.133333333333335)"
12-01-2023 12:48:25.202919,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.733333333333333)","(31.0, 60.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:26.252030,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.733333333333333)","(31.0, 60.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:27.486900,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.8)","(31.0, 60.0, 47.0)","(1.8, 2.6, 2.5166666666666666)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:28.751133,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.0, 7.92)","(31.0, 60.0, 84.66666666666666)","(1.8, 2.6, 2.5414285714285714)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:30.023366,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 8.1)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.5414285714285714)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:31.119916,"(31.0, 50.0, 46.66666666666667)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.533333333333333)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:32.346460,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.536)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:33.561666,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.536)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:34.707034,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.536)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:35.934329,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.536)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:37.116155,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.536)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:38.301387,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.5415384615384617)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:39.568923,"(31.0, 50.0, 46.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.7333333333333334)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.245)","(6.0, 8.8, 7.633333333333334)"
12-01-2023 12:48:40.752343,"(31.0, 50.0, 41.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.841666666666667)","(4.8, 8.2, 7.88)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.3, 2.486666666666667)","(6.0, 8.8, 8.48)"
12-01-2023 12:48:41.964571,"(31.0, 50.0, 41.0)","(61.0, 110.0, 104.36363636363637)","(3.3, 3.9, 3.841666666666667)","(4.8, 8.2, 7.88)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.4028571428571426)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:43.167260,"(31.0, 50.0, 44.0)","(61.0, 110.0, 80.0)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 84.66666666666666)","(1.8, 2.56, 2.4028571428571426)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:44.391794,"(31.0, 48.0, 46.0)","(61.0, 100.0, 83.33333333333334)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 100.5)","(1.8, 2.54, 2.473333333333333)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:45.607437,"(31.0, 50.0, 48.0)","(61.0, 110.0, 90.0)","(3.3, 3.9, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 101.55555555555556)","(1.8, 2.54, 2.473333333333333)","(6.0, 8.8, 7.911111111111111)"
12-01-2023 12:48:46.810814,"(31.0, 50.0, 48.0)","(61.0, 110.0, 90.0)","(3.3, 3.9, 3.6199999999999997)","(4.8, 8.2, 7.5600000000000005)","(31.0, 110.0, 96.54545454545455)","(1.8, 2.54, 2.473333333333333)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:47.872896,"(31.0, 50.0, 48.0)","(61.0, 110.0, 90.0)","(3.3, 3.9, 3.6199999999999997)","(4.8, 8.2, 7.5600000000000005)","(31.0, 120.0, 49.0)","(1.8, 2.54, 2.3666666666666667)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:49.132113,"(31.0, 50.0, 44.666666666666664)","(61.0, 110.0, 83.33333333333334)","(3.3, 3.9, 3.6199999999999997)","(4.8, 8.2, 7.5600000000000005)","(31.0, 75.0, 47.333333333333336)","(1.8, 2.54, 2.36125)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:50.379062,"(31.0, 50.0, 44.666666666666664)","(61.0, 100.0, 82.14285714285714)","(3.3, 3.9, 3.6199999999999997)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.32)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:51.474641,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.9, 3.6199999999999997)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.32)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:52.591688,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.675)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.32)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:53.760799,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.32)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:54.853630,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.32)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:55.974691,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.65)","(4.8, 8.2, 7.666666666666667)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.4872)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:57.145401,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.4010526315789473)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:48:58.251843,"(31.0, 50.0, 44.666666666666664)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.85, 3.65)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.4010526315789473)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:00.033503,"(31.0, 55.0, 48.0)","(61.0, 95.0, 82.14285714285714)","(3.3, 3.8, 3.7166666666666663)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.4066666666666667)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:01.464406,"(31.0, 55.0, 48.0)","(61.0, 95.0, 80.0)","(3.3, 3.8, 3.870833333333333)","(4.8, 8.2, 7.666666666666667)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.3036363636363633)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:02.742228,"(31.0, 55.0, 58.0)","(61.0, 95.0, 80.0)","(3.3, 4.1, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.3036363636363633)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:03.916630,"(31.0, 70.0, 58.0)","(61.0, 95.0, 80.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:05.113904,"(31.0, 70.0, 58.0)","(61.0, 95.0, 72.5)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:06.221981,"(31.0, 70.0, 58.0)","(61.0, 95.0, 72.5)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 47.333333333333336)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:07.454938,"(31.0, 70.0, 58.0)","(61.0, 95.0, 75.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:08.740865,"(31.0, 70.0, 58.0)","(61.0, 95.0, 75.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:09.979645,"(31.0, 70.0, 58.0)","(61.0, 95.0, 72.5)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.306)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:11.217454,"(31.0, 70.0, 58.0)","(61.0, 95.0, 72.5)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.3728571428571428)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:12.428550,"(31.0, 70.0, 58.0)","(61.0, 95.0, 72.5)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.5600000000000005)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.324)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:13.474786,"(31.0, 70.0, 58.0)","(61.0, 95.0, 65.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.514285714285714)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.324)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:14.638991,"(31.0, 70.0, 48.4)","(61.0, 95.0, 59.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.514285714285714)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.324)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:15.849112,"(31.0, 65.0, 49.5)","(61.0, 95.0, 59.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.514285714285714)","(31.0, 70.0, 53.0)","(1.8, 2.54, 2.324)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:17.068161,"(31.0, 65.0, 49.5)","(61.0, 95.0, 59.0)","(3.3, 4.0, 3.71875)","(4.8, 8.2, 7.514285714285714)","(31.0, 70.0, 49.6)","(1.8, 2.54, 2.318461538461538)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:18.289129,"(31.0, 60.0, 47.0)","(61.0, 90.0, 76.66666666666667)","(3.3, 4.0, 3.8153846153846156)","(4.8, 8.2, 7.514285714285714)","(31.0, 70.0, 50.5)","(1.8, 2.54, 2.4955555555555557)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:19.467328,"(31.0, 60.0, 47.0)","(61.0, 90.0, 67.5)","(3.3, 4.0, 3.8363636363636364)","(4.8, 8.2, 7.514285714285714)","(31.0, 65.0, 48.0)","(1.8, 2.52, 2.4955555555555557)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:20.870439,"(31.0, 60.0, 47.0)","(61.0, 85.0, 67.5)","(3.3, 4.0, 3.8363636363636364)","(4.8, 8.2, 7.514285714285714)","(31.0, 60.0, 48.0)","(1.8, 2.52, 2.4955555555555557)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:22.045077,"(31.0, 60.0, 47.0)","(61.0, 85.0, 67.5)","(3.3, 4.0, 3.8363636363636364)","(4.8, 8.2, 7.514285714285714)","(31.0, 60.0, 48.0)","(1.8, 2.52, 2.4955555555555557)","(6.0, 8.8, 7.733333333333333)"
12-01-2023 12:49:23.151156,"(31.0, 60.0, 47.0)","(61.0, 75.0, 62.5)","(3.3, 4.0, 3.8363636363636364)","(4.8, 8.2, 7.514285714285714)","(31.0, 60.0, 48.0)","(1.8, 2.52, 2.4955555555555557)","(6.0, 8.8, 7.733333333333333)"
