,Clarenden Envoy,Sir Lucas,Culture King,Im Jimmy James Nz,Regal Scribe,Assassinator
12-01-2023 14:11:00.969774,"(2.7, 3.6, 3.45)","(4.4, 4.8, 4.166666666666667)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.714285714285714)","(4.6, 6.6, 6.5)"
12-01-2023 14:11:02.217563,"(2.7, 3.6, 3.45)","(4.4, 4.7, 4.4750000000000005)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.457142857142856)"
12-01-2023 14:11:03.405846,"(2.7, 3.65, 3.5)","(4.4, 4.7, 4.302083333333333)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.509090909090909)"
12-01-2023 14:11:04.632079,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.355555555555555)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.509090909090909)"
12-01-2023 14:11:05.760195,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.355555555555555)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.509090909090909)"
12-01-2023 14:11:06.881029,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.509090909090909)"
12-01-2023 14:11:08.015379,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.509090909090909)"
12-01-2023 14:11:09.066394,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.457142857142856)"
12-01-2023 14:11:10.282476,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.375)"
12-01-2023 14:11:11.402362,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:12.501000,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:13.654234,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.310526315789473)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:14.824797,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.207142857142856)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:15.975592,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.207142857142856)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:17.111798,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.207142857142856)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:18.216480,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.207142857142856)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:19.146339,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:20.280087,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:21.276726,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 15.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:22.284153,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 17.03333333333333)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:23.356354,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:24.413151,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:25.702998,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:26.721395,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:27.854863,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:28.984393,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:30.129328,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.199999999999999)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:31.214293,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:32.369769,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:33.647039,"(2.7, 3.65, 3.5375)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:34.704034,"(2.7, 3.55, 3.4)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:35.727434,"(2.7, 3.6, 3.466666666666667)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:36.944918,"(2.7, 3.5, 3.2279069767441864)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:38.510415,"(2.7, 3.7, 3.56)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:39.604469,"(2.7, 3.65, 3.56)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:40.760198,"(2.7, 3.75, 3.2523809523809524)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:41.787972,"(2.7, 3.7, 3.6)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:42.893098,"(2.7, 3.55, 3.48)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:43.902789,"(2.7, 3.55, 3.48)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:44.973943,"(2.7, 3.5, 3.44)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:46.194820,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.284210526315789)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:47.312817,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.305882352941176)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:48.501506,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.305882352941176)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:49.670664,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.305882352941176)","(10.0, 17.5, 14.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.184615384615385)"
12-01-2023 14:11:50.917755,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.305882352941176)","(10.0, 17.5, 14.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:52.168858,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.2749999999999995)","(10.0, 17.5, 14.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:53.435894,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 14.75)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:54.489585,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:55.535411,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:56.564477,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:57.590820,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:58.718569,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:11:59.794183,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.583333333333332)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:12:00.929982,"(2.7, 3.5, 3.2666666666666666)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 14.25)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.4875)"
12-01-2023 14:12:02.106008,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.6875)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.333333333333333)"
12-01-2023 14:12:03.251133,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.6875)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.52)"
12-01-2023 14:12:04.347515,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.6875)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.52)"
12-01-2023 14:12:05.521555,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.2)","(11.0, 99999, 99990)","(4.2, 5.8, 5.4875)","(4.6, 6.6, 6.52)"
12-01-2023 14:12:06.684547,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 16.3)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.52)"
12-01-2023 14:12:07.898886,"(2.7, 3.5, 3.285714285714286)","(4.4, 4.6, 4.266666666666667)","(10.0, 17.5, 15.166666666666666)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.52)"
12-01-2023 14:12:09.128499,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.322222222222222)","(10.0, 17.0, 15.166666666666666)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.485714285714286)"
12-01-2023 14:12:10.350842,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.3)","(10.0, 17.0, 15.166666666666666)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.552941176470588)"
12-01-2023 14:12:11.607256,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.3)","(10.0, 17.0, 15.285714285714285)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.425)"
12-01-2023 14:12:12.860845,"(2.7, 3.5, 3.2800000000000002)","(4.4, 4.6, 4.27391304347826)","(10.0, 17.0, 15.285714285714285)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.546666666666666)"
12-01-2023 14:12:14.006127,"(2.7, 3.5, 3.2800000000000002)","(4.4, 4.6, 4.27391304347826)","(10.0, 17.0, 15.285714285714285)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.425)"
12-01-2023 14:12:15.196445,"(2.7, 3.5, 3.2800000000000002)","(4.4, 4.6, 4.27391304347826)","(10.0, 17.0, 15.285714285714285)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.546666666666666)"
12-01-2023 14:12:16.391105,"(2.7, 3.5, 3.2800000000000002)","(4.4, 4.6, 4.27391304347826)","(10.0, 17.0, 15.8)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.546666666666666)"
12-01-2023 14:12:17.389788,"(2.7, 3.5, 3.2800000000000002)","(4.4, 4.6, 4.35)","(10.0, 17.0, 15.8)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.366666666666666)"
12-01-2023 14:12:18.488912,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.377777777777777)","(10.0, 17.0, 14.833333333333334)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.483333333333333)"
12-01-2023 14:12:19.541097,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.377777777777777)","(10.0, 16.5, 14.166666666666666)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.483333333333333)"
12-01-2023 14:12:20.661141,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.377777777777777)","(10.0, 15.5, 12.642857142857142)","(11.0, 99999, 99990)","(4.2, 5.8, 5.675)","(4.6, 6.6, 6.529999999999999)"
12-01-2023 14:12:21.812788,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.377777777777777)","(10.0, 15.5, 13.5)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.529999999999999)"
12-01-2023 14:12:22.975771,"(2.7, 3.5, 3.263157894736842)","(4.4, 4.6, 4.377777777777777)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:24.127595,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:25.204971,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:26.219099,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:27.249418,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:28.391738,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:29.439604,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:30.498450,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.545454545454545)"
12-01-2023 14:12:31.548163,"(2.7, 3.5, 3.254545454545455)","(4.4, 4.6, 4.3999999999999995)","(10.0, 14.5, 12.357142857142858)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.6, 6.266666666666667)"
12-01-2023 14:12:32.657872,"(2.7, 3.5, 3.2666666666666666)","(4.2, 4.6, 4.421428571428571)","(10.0, 14.5, 13.428571428571429)","(11.0, 99999, 99990)","(4.2, 5.8, 5.728571428571429)","(4.6, 6.4, 6.266666666666667)"
12-01-2023 14:12:33.709629,"(2.7, 3.5, 3.2941176470588234)","(4.2, 4.6, 4.266666666666667)","(10.0, 14.5, 13.75)","(11.0, 99999, 99990)","(4.2, 5.8, 6.573584905660377)","(4.6, 6.4, 6.449999999999999)"
12-01-2023 14:12:34.809503,"(2.7, 3.45, 3.4010000000000002)","(4.2, 4.8, 4.640000000000001)","(10.0, 16.0, 13.777777777777779)","(11.0, 99999, 99990)","(4.2, 6.6, 6.171428571428572)","(4.6, 6.6, 6.449999999999999)"
12-01-2023 14:12:35.899889,"(2.7, 3.45, 3.193636363636364)","(4.2, 4.7, 4.652941176470589)","(10.0, 16.0, 13.777777777777779)","(11.0, 99999, 99990)","(4.2, 6.6, 6.1)","(4.6, 6.6, 6.225)"
12-01-2023 14:12:36.996388,"(2.7, 3.45, 3.193636363636364)","(4.2, 4.7, 4.6)","(10.0, 16.0, 13.5)","(11.0, 99999, 99990)","(4.2, 6.6, 6.1)","(4.6, 6.6, 6.514285714285714)"
12-01-2023 14:12:38.093160,"(2.7, 3.45, 3.193636363636364)","(4.2, 4.7, 4.6)","(10.0, 16.0, 13.5)","(11.0, 99999, 99990)","(4.2, 6.6, 7.1)","(4.6, 6.6, 6.5777777777777775)"
12-01-2023 14:12:39.049651,"(2.7, 3.45, 3.193636363636364)","(4.2, 4.7, 4.6)","(10.0, 16.0, 13.5)","(11.0, 99999, 99990)","(4.2, 8.6, 7.1)","(4.6, 6.6, 6.5777777777777775)"
12-01-2023 14:12:39.992961,"(2.7, 3.45, 3.047142857142857)","(4.2, 4.7, 4.6)","(10.0, 16.0, 14.125)","(11.0, 99999, 99990)","(4.2, 8.2, 6.727272727272727)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:41.023825,"(2.7, 3.45, 3.047142857142857)","(4.2, 4.7, 4.6)","(10.0, 16.0, 14.571428571428571)","(11.0, 99999, 99990)","(4.2, 8.0, 7.0)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:42.194432,"(2.7, 3.35, 3.165)","(4.2, 4.7, 4.6)","(10.0, 16.0, 14.571428571428571)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:43.393897,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.6)","(10.0, 16.0, 14.571428571428571)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:44.512733,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.613043478260869)","(10.0, 16.0, 14.571428571428571)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:45.551090,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.613043478260869)","(10.0, 16.0, 14.571428571428571)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:46.597330,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.613043478260869)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:47.574973,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.613043478260869)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:48.650802,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.613043478260869)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.771428571428571)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:49.592443,"(2.7, 3.35, 3.0416666666666665)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:50.633579,"(2.7, 3.35, 3.1550000000000002)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:51.574313,"(2.7, 3.35, 3.210714285714286)","(4.2, 4.7, 4.424137931034482)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:52.665588,"(2.7, 3.35, 3.210714285714286)","(4.2, 4.7, 4.424137931034482)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:53.726652,"(2.7, 3.35, 3.210714285714286)","(4.2, 4.7, 4.424137931034482)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:54.769390,"(2.7, 3.35, 3.210714285714286)","(4.2, 4.7, 4.424137931034482)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:55.766247,"(2.7, 3.35, 3.210714285714286)","(4.2, 4.7, 4.424137931034482)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:56.798398,"(2.7, 3.35, 3.1447368421052633)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:57.707201,"(2.7, 3.35, 3.1447368421052633)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:58.731483,"(2.7, 3.35, 3.09)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:12:59.696859,"(2.7, 3.35, 3.09)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:13:00.717765,"(2.7, 3.35, 3.09)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.503225806451613)"
12-01-2023 14:13:01.773152,"(2.7, 3.35, 3.09)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.377777777777777)"
12-01-2023 14:13:02.796070,"(2.7, 3.35, 3.09)","(4.2, 4.7, 4.416129032258064)","(10.0, 16.0, 14.181818181818182)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.377777777777777)"
12-01-2023 14:13:03.821880,"(2.7, 3.3, 3.1725)","(4.2, 4.7, 4.537037037037037)","(10.0, 16.0, 13.083333333333334)","(11.0, 99999, 99990)","(4.2, 7.8, 6.8)","(4.6, 6.6, 6.377777777777777)"
