,Cheval De Vaga,Pyms Royale,Time Scale,Cash Away,Hint Of Mint,Magniforce,Tadweer,Goddess Of Giving,My Dilemma
07-01-2023 16:52:53.734596,"(4.4, 5.7, 5.666666666666667)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:54.861536,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:55.989424,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:57.117024,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:58.220109,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.5375)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.867826086956522)","(12.0, 16.5, 15.5)"
07-01-2023 16:52:59.396330,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.56)","(10.0, 11.5, 11.055555555555555)","(31.0, 40.0, 39.0)","(21.0, 32.0, 31.833333333333332)","(3.7, 4.5, 4.456223175965666)","(4.4, 5.0, 4.8528301886792455)","(12.0, 16.5, 15.5)"
07-01-2023 16:53:00.541863,"(4.6, 5.7, 5.6686274509803924)","(61.0, 170.0, 150.0)","(4.4, 5.6, 5.517647058823529)","(10.0, 11.5, 11.408163265306122)","(31.0, 40.0, 39.42857142857143)","(21.0, 32.0, 32.44444444444444)","(3.7, 4.5, 4.459276018099548)","(4.4, 4.9, 4.680152671755725)","(12.0, 16.5, 15.807692307692308)"
07-01-2023 16:53:01.673326,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 150.0)","(4.4, 5.8, 5.7176470588235295)","(10.0, 11.5, 11.397727272727273)","(31.0, 40.0, 39.42857142857143)","(21.0, 34.0, 32.44444444444444)","(3.7, 4.5, 4.459276018099548)","(4.4, 4.7, 4.668674698795181)","(12.0, 16.5, 15.807692307692308)"
07-01-2023 16:53:02.859886,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 150.0)","(4.4, 5.9, 5.82)","(10.0, 11.5, 11.397727272727273)","(31.0, 40.0, 39.42857142857143)","(21.0, 34.0, 32.44444444444444)","(3.7, 4.5, 4.459276018099548)","(4.4, 4.7, 4.630232558139535)","(12.0, 16.5, 15.807692307692308)"
07-01-2023 16:53:04.013992,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 150.0)","(4.4, 5.9, 5.809375)","(10.0, 11.5, 11.397727272727273)","(31.0, 40.0, 39.2)","(21.0, 34.0, 32.44444444444444)","(3.7, 4.5, 4.459276018099548)","(4.4, 4.7, 4.527586206896552)","(12.0, 16.5, 15.807692307692308)"
07-01-2023 16:53:05.287530,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 150.0)","(4.4, 5.9, 5.755)","(10.0, 11.5, 10.58)","(31.0, 40.0, 36.22857142857143)","(21.0, 34.0, 34.705882352941174)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.527586206896552)","(12.0, 16.5, 14.922535211267606)"
07-01-2023 16:53:06.468837,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.58)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.705882352941174)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.527586206896552)","(12.0, 16.0, 15.055555555555555)"
07-01-2023 16:53:07.530531,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.61111111111111)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.705882352941174)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.527586206896552)","(12.0, 16.0, 15.052631578947368)"
07-01-2023 16:53:08.588003,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.61111111111111)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.810810810810814)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.527586206896552)","(12.0, 16.0, 15.049180327868852)"
07-01-2023 16:53:09.635579,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.61111111111111)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.810810810810814)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.521238938053098)","(12.0, 16.0, 15.049180327868852)"
07-01-2023 16:53:10.708218,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.61111111111111)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.810810810810814)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.521238938053098)","(12.0, 16.0, 15.049180327868852)"
07-01-2023 16:53:11.825212,"(4.6, 5.8, 5.647945205479452)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.728571428571429)","(10.0, 11.0, 10.61111111111111)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 34.810810810810814)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.227272727272727)"
07-01-2023 16:53:12.959830,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 15.5, 15.275)"
07-01-2023 16:53:14.060416,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.22857142857143)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.563513513513514)","(12.0, 16.0, 15.227272727272727)"
07-01-2023 16:53:15.224218,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:16.379281,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:17.534896,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:18.689409,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:19.809319,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.568965517241379)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:20.961401,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.732835820895523)","(10.0, 11.0, 10.285714285714286)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:22.155343,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.738235294117647)","(10.0, 11.0, 10.285714285714286)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.5409448818897635)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:23.287380,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 166.66666666666666)","(4.4, 5.9, 5.738235294117647)","(10.0, 11.0, 10.285714285714286)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.55555555555556)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.7, 4.616666666666666)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:24.380875,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.9, 5.836842105263158)","(10.0, 11.0, 10.681818181818182)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.55555555555556)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.7, 4.678787878787879)","(12.0, 16.0, 15.070422535211268)"
07-01-2023 16:53:25.450076,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.768421052631579)","(10.0, 11.0, 10.681818181818182)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.55555555555556)","(3.7, 4.5, 4.4642533936651585)","(4.4, 4.7, 4.675)","(12.0, 16.0, 15.192307692307692)"
07-01-2023 16:53:26.516438,"(4.6, 5.8, 5.671676300578034)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.741666666666667)","(10.0, 11.0, 10.681818181818182)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.55555555555556)","(3.7, 4.5, 4.4642533936651585)","(4.4, 4.7, 4.675)","(12.0, 15.5, 15.192307692307692)"
07-01-2023 16:53:27.590981,"(4.6, 5.8, 5.671676300578034)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.741666666666667)","(10.0, 11.0, 10.681818181818182)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.7, 4.7326530612244895)","(12.0, 15.5, 15.192307692307692)"
07-01-2023 16:53:28.655026,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.7176470588235295)","(10.0, 11.0, 10.681818181818182)","(31.0, 38.0, 36.205128205128204)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.8, 4.7326530612244895)","(12.0, 15.5, 15.192307692307692)"
07-01-2023 16:53:29.741135,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.7176470588235295)","(10.0, 11.0, 11.117647058823529)","(31.0, 38.0, 34.31578947368421)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.8, 4.699999999999999)","(12.0, 15.5, 15.192307692307692)"
07-01-2023 16:53:30.786244,"(4.6, 5.8, 5.665454545454545)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.7, 5.6625)","(10.0, 11.5, 11.117647058823529)","(31.0, 38.0, 34.31578947368421)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.8, 4.699999999999999)","(12.0, 15.5, 15.192307692307692)"
07-01-2023 16:53:31.868794,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.7176470588235295)","(10.0, 11.5, 10.777777777777779)","(31.0, 38.0, 33.333333333333336)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.462380952380952)","(4.4, 4.8, 4.522596153846154)","(12.0, 15.5, 15.333333333333334)"
07-01-2023 16:53:32.997281,"(4.6, 5.8, 5.662111801242236)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.8, 5.684444444444444)","(10.0, 11.5, 11.258620689655173)","(31.0, 38.0, 33.333333333333336)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.510416666666667)","(12.0, 15.5, 15.322222222222223)"
07-01-2023 16:53:34.101951,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.9, 5.8118644067796605)","(10.0, 11.5, 11.258620689655173)","(31.0, 38.0, 33.333333333333336)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.510416666666667)","(12.0, 15.5, 15.322222222222223)"
07-01-2023 16:53:35.149929,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.9, 5.815217391304348)","(10.0, 11.5, 11.258620689655173)","(31.0, 38.0, 33.333333333333336)","(21.0, 36.0, 33.411764705882355)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.510416666666667)","(12.0, 15.5, 15.322222222222223)"
07-01-2023 16:53:36.200653,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.9, 5.815217391304348)","(10.0, 11.5, 11.166666666666666)","(31.0, 38.0, 31.333333333333332)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.463285024154589)","(4.4, 4.6, 4.502916666666667)","(12.0, 15.5, 15.233333333333333)"
07-01-2023 16:53:37.312179,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 5.9, 5.885000000000001)","(10.0, 11.5, 11.166666666666666)","(31.0, 38.0, 31.333333333333332)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.503381642512077)","(12.0, 15.5, 15.233333333333333)"
07-01-2023 16:53:38.405647,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 32.61538461538461)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.502834008097166)","(12.0, 15.5, 15.233333333333333)"
07-01-2023 16:53:39.473651,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 32.61538461538461)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.502834008097166)","(12.0, 15.5, 15.233333333333333)"
07-01-2023 16:53:40.547648,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 32.61538461538461)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.463285024154589)","(4.4, 4.6, 4.455677655677656)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:41.545007,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 33.43478260869565)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.444268774703557)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:42.621232,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 33.43478260869565)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.4, 4.6, 4.444268774703557)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:43.767629,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 5.95)","(10.0, 11.5, 11.15)","(31.0, 38.0, 33.43478260869565)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.2, 4.6, 4.444268774703557)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:44.897592,"(4.6, 5.8, 5.654901960784313)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.0, 6.061538461538461)","(10.0, 11.5, 11.15)","(31.0, 38.0, 33.43478260869565)","(21.0, 36.0, 30.5)","(3.7, 4.5, 4.474431818181818)","(4.2, 4.6, 4.427947598253275)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:45.992775,"(4.6, 5.7, 5.644444444444444)","(61.0, 170.0, 167.14285714285714)","(4.4, 6.2, 6.114285714285715)","(10.0, 11.5, 11.15)","(31.0, 38.0, 36.4)","(21.0, 36.0, 30.0)","(3.7, 4.5, 4.463285024154589)","(4.2, 4.6, 4.427947598253275)","(12.0, 15.5, 15.25)"
07-01-2023 16:53:47.092760,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 160.0)","(4.6, 6.2, 6.347368421052632)","(10.0, 11.5, 11.666666666666666)","(31.0, 38.0, 36.4)","(26.0, 34.0, 30.0)","(3.8, 4.5, 4.461025641025641)","(4.2, 4.6, 4.446376811594203)","(13.0, 15.5, 15.378787878787879)"
07-01-2023 16:53:48.228737,"(4.8, 5.6, 5.583333333333333)","(71.0, 170.0, 155.0)","(4.6, 6.4, 6.2846153846153845)","(10.0, 12.0, 11.666666666666666)","(31.0, 38.0, 36.4)","(26.0, 34.0, 31.44)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.45)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:49.342780,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 155.0)","(4.6, 6.4, 6.2846153846153845)","(10.0, 12.0, 11.454545454545455)","(31.0, 38.0, 36.4)","(26.0, 34.0, 31.44)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.488095238095238)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:50.433999,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 155.0)","(4.6, 6.4, 6.2846153846153845)","(10.0, 12.0, 11.454545454545455)","(31.0, 38.0, 36.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:51.496332,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 160.0)","(4.6, 6.4, 6.2846153846153845)","(10.0, 12.0, 11.454545454545455)","(31.0, 38.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:52.561246,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 160.0)","(4.6, 6.2, 6.172413793103448)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:53.639310,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:54.739659,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:55.789750,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:56.974292,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.43936170212766)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:58.051119,"(4.8, 5.7, 5.653846153846154)","(71.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.454545454545455)","(31.0, 40.0, 38.0)","(26.0, 34.0, 31.714285714285715)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.473228346456693)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:53:59.200376,"(4.8, 5.7, 5.653846153846154)","(81.0, 170.0, 150.0)","(4.6, 6.4, 6.294117647058823)","(10.0, 12.0, 11.571428571428571)","(31.0, 40.0, 38.0)","(26.0, 32.0, 31.0)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.473228346456693)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:54:00.387205,"(4.8, 5.7, 5.653846153846154)","(81.0, 170.0, 135.0)","(4.6, 6.4, 6.31219512195122)","(10.0, 12.0, 11.571428571428571)","(31.0, 40.0, 38.0)","(26.0, 32.0, 31.0)","(3.8, 4.5, 4.463981042654028)","(4.2, 4.5, 4.473228346456693)","(13.0, 15.5, 15.326086956521738)"
07-01-2023 16:54:01.576939,"(4.8, 5.7, 5.653846153846154)","(81.0, 170.0, 135.0)","(4.6, 6.4, 6.232727272727273)","(10.0, 12.0, 11.571428571428571)","(31.0, 40.0, 38.0)","(26.0, 32.0, 29.5)","(3.8, 4.5, 4.445150501672241)","(4.2, 4.5, 4.442045454545455)","(13.0, 15.5, 15.26923076923077)"
07-01-2023 16:54:02.707132,"(4.8, 5.7, 5.638461538461538)","(81.0, 170.0, 146.66666666666666)","(4.6, 6.4, 6.191044776119403)","(10.0, 12.0, 11.647058823529411)","(31.0, 40.0, 37.42857142857143)","(26.0, 32.0, 29.77777777777778)","(3.8, 4.5, 4.445150501672241)","(4.2, 4.5, 4.455172413793104)","(13.0, 15.5, 15.26923076923077)"
07-01-2023 16:54:03.801026,"(4.8, 5.7, 5.638461538461538)","(81.0, 170.0, 135.0)","(4.6, 6.4, 6.191044776119403)","(10.0, 12.0, 11.833333333333334)","(31.0, 40.0, 39.0)","(26.0, 32.0, 31.0)","(3.8, 4.5, 4.44875)","(4.2, 4.5, 4.464864864864865)","(13.0, 15.5, 15.201492537313433)"
07-01-2023 16:54:04.922306,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.833333333333334)","(31.0, 40.0, 39.0)","(26.0, 32.0, 31.0)","(3.8, 4.5, 4.44875)","(4.2, 4.5, 4.464864864864865)","(13.0, 15.5, 15.201492537313433)"
07-01-2023 16:54:06.074201,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.833333333333334)","(31.0, 40.0, 39.0)","(26.0, 32.0, 31.0)","(3.8, 4.5, 4.44875)","(4.2, 4.5, 4.464864864864865)","(13.0, 15.5, 15.201492537313433)"
07-01-2023 16:54:07.197084,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.866666666666667)","(31.0, 40.0, 39.0)","(26.0, 32.0, 29.5)","(3.8, 4.5, 4.44875)","(4.2, 4.5, 4.446610169491525)","(13.0, 15.5, 15.1)"
07-01-2023 16:54:08.362373,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.866666666666667)","(31.0, 40.0, 39.0)","(26.0, 32.0, 29.5)","(3.8, 4.5, 4.44875)","(4.2, 4.6, 4.446610169491525)","(13.0, 15.5, 15.1)"
07-01-2023 16:54:09.494093,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.866666666666667)","(31.0, 40.0, 39.0)","(26.0, 32.0, 35.3125)","(3.8, 4.5, 4.44875)","(4.2, 4.6, 4.446218487394958)","(13.0, 15.5, 15.1)"
07-01-2023 16:54:10.553102,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.866666666666667)","(31.0, 40.0, 39.0)","(26.0, 36.0, 30.555555555555557)","(3.8, 4.5, 4.438805970149254)","(4.2, 4.6, 4.446218487394958)","(13.0, 15.5, 15.1)"
07-01-2023 16:54:11.608373,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.242696629213484)","(10.0, 12.0, 11.866666666666667)","(31.0, 40.0, 39.0)","(26.0, 36.0, 30.555555555555557)","(3.8, 4.5, 4.438805970149254)","(4.2, 4.6, 4.446218487394958)","(13.0, 15.5, 15.1)"
07-01-2023 16:54:12.838964,"(4.8, 5.7, 5.6692307692307695)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.2444444444444445)","(10.0, 12.0, 11.875)","(31.0, 40.0, 39.0)","(26.0, 36.0, 30.833333333333332)","(3.8, 4.5, 4.439259259259259)","(4.2, 4.6, 4.4475)","(13.0, 15.5, 15.107843137254902)"
07-01-2023 16:54:14.032222,"(4.8, 5.7, 5.67)","(81.0, 170.0, 140.0)","(4.6, 6.4, 6.2444444444444445)","(10.0, 12.0, 11.875)","(31.0, 40.0, 39.0)","(26.0, 32.0, 30.833333333333332)","(3.8, 4.5, 4.439259259259259)","(4.2, 4.6, 4.4475)","(13.0, 15.5, 15.107843137254902)"
