,Cheval De Vaga,Pyms Royale,Time Scale,Cash Away,Hint Of Mint,Magniforce,Tadweer,Goddess Of Giving,My Dilemma
07-01-2023 16:55:52.902876,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.083870967741936)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.574137931034483)","(12.0, 15.5, 15.14179104477612)"
07-01-2023 16:55:53.990803,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.574137931034483)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:55:55.061026,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.574137931034483)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:55:56.162559,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.599331848552338)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:55:57.354787,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.5696875)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:55:58.506510,"(4.8, 5.7, 5.68476821192053)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.5696875)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:55:59.599290,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.088135593220339)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.259322033898305)","(4.2, 4.6, 4.5696875)","(12.0, 15.5, 15.112903225806452)"
07-01-2023 16:56:00.722056,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.08125)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569206349206349)","(12.0, 15.5, 14.954545454545455)"
07-01-2023 16:56:01.819487,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.08125)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 15.5, 14.448979591836734)"
07-01-2023 16:56:02.814640,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.08125)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 14.5, 14.448979591836734)"
07-01-2023 16:56:03.860601,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.08125)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 14.5, 14.448979591836734)"
07-01-2023 16:56:04.908352,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.095890410958904)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 14.5, 14.448979591836734)"
07-01-2023 16:56:05.935186,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.095890410958904)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 14.5, 14.448979591836734)"
07-01-2023 16:56:06.950227,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.095890410958904)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.241379310344826)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.569303797468354)","(12.0, 14.5, 14.448979591836734)"
07-01-2023 16:56:08.023991,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.095890410958904)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 34.0, 33.75)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.5613545816733065)","(12.0, 15.0, 14.714285714285714)"
07-01-2023 16:56:09.066569,"(4.8, 5.8, 5.699999999999999)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.095890410958904)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 34.0, 33.75)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.5613545816733065)","(12.0, 15.0, 14.475)"
07-01-2023 16:56:10.093780,"(4.8, 5.7, 5.699180327868852)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.779411764705882)","(31.0, 50.0, 47.2)","(26.0, 34.0, 33.75)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.5613545816733065)","(12.0, 14.5, 14.475)"
07-01-2023 16:56:11.137298,"(4.8, 5.7, 5.699180327868852)","(71.0, 170.0, 150.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.693877551020408)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.28)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.568144499178982)","(12.0, 14.5, 14.316666666666666)"
07-01-2023 16:56:12.146397,"(4.8, 5.7, 5.699180327868852)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.693877551020408)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.28)","(3.8, 4.3, 4.283333333333333)","(4.2, 4.6, 4.567774086378737)","(12.0, 14.5, 14.303571428571429)"
07-01-2023 16:56:13.162462,"(4.8, 5.7, 5.674757281553398)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.673913043478262)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.03703703703704)","(3.8, 4.3, 4.281578947368421)","(4.2, 4.6, 4.560407569141193)","(12.0, 14.5, 14.303571428571429)"
07-01-2023 16:56:14.174459,"(4.8, 5.7, 5.678151260504202)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.673913043478262)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.03703703703704)","(3.8, 4.3, 4.243956043956044)","(4.2, 4.6, 4.560407569141193)","(12.0, 14.5, 14.284313725490197)"
07-01-2023 16:56:15.282931,"(4.8, 5.7, 5.678151260504202)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.673913043478262)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.03703703703704)","(3.8, 4.4, 4.242553191489362)","(4.2, 4.6, 4.560407569141193)","(12.0, 14.5, 14.284313725490197)"
07-01-2023 16:56:16.358950,"(4.8, 5.7, 5.672340425531915)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.116483516483517)","(10.0, 13.0, 12.673913043478262)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.03703703703704)","(3.8, 4.4, 4.242553191489362)","(4.2, 4.6, 4.560850439882698)","(12.0, 14.5, 14.284313725490197)"
07-01-2023 16:56:17.427227,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.1127659574468085)","(10.0, 13.0, 12.673913043478262)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.560761346998536)","(12.0, 14.5, 14.132352941176471)"
07-01-2023 16:56:18.492789,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.560761346998536)","(12.0, 14.5, 13.869565217391305)"
07-01-2023 16:56:19.567529,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.796511627906977)"
07-01-2023 16:56:20.705839,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.775641025641026)"
07-01-2023 16:56:21.886879,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.76027397260274)"
07-01-2023 16:56:22.945729,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:23.989533,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:25.086955,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:26.199173,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.654545454545454)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:27.344629,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.8)","(31.0, 50.0, 47.2)","(26.0, 36.0, 35.054545454545455)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:28.417356,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.149295774647888)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:29.517738,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:30.573921,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:31.591275,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.785714285714286)"
07-01-2023 16:56:32.677312,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.61)"
07-01-2023 16:56:33.719899,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.86144578313253)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.61)"
07-01-2023 16:56:34.970685,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.837078651685394)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.61)"
07-01-2023 16:56:36.014542,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 12.837078651685394)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.242105263157895)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.61)"
07-01-2023 16:56:37.060665,"(4.8, 5.7, 5.68440366972477)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.0, 13.208333333333334)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.759493670886076)"
07-01-2023 16:56:38.138226,"(4.8, 5.5, 5.470114942528736)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 13.5, 13.84)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.241237113402062)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.759493670886076)"
07-01-2023 16:56:39.200174,"(4.8, 5.5, 5.431372549019608)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 14.0, 13.904761904761905)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.720588235294118)"
07-01-2023 16:56:40.262610,"(4.8, 5.4, 5.343859649122807)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 14.0, 13.904761904761905)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.672413793103448)"
07-01-2023 16:56:41.282422,"(4.8, 5.4, 5.343859649122807)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 14.5, 14.3)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.672413793103448)"
07-01-2023 16:56:42.318824,"(4.8, 5.4, 5.343859649122807)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 14.5, 14.3)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561481481481481)","(12.0, 14.0, 13.672413793103448)"
07-01-2023 16:56:43.572169,"(4.8, 5.4, 5.333333333333333)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 15.0, 14.836065573770492)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561299852289513)","(12.0, 14.0, 13.672413793103448)"
07-01-2023 16:56:44.819803,"(4.8, 5.4, 5.333333333333333)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 15.0, 14.836065573770492)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561299852289513)","(12.0, 14.0, 13.672413793103448)"
07-01-2023 16:56:45.952071,"(4.8, 5.4, 5.333333333333333)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.155555555555556)","(10.0, 15.0, 14.836065573770492)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.561299852289513)","(12.0, 14.0, 13.634615384615385)"
07-01-2023 16:56:46.992260,"(4.8, 5.4, 5.326229508196722)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.152631578947369)","(10.0, 15.0, 14.836065573770492)","(31.0, 50.0, 47.2)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:48.256630,"(4.8, 5.4, 5.326229508196722)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.152631578947369)","(10.0, 15.0, 14.836065573770492)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:49.624907,"(4.8, 5.4, 5.326229508196722)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.152631578947369)","(10.0, 15.0, 14.848484848484848)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.244943820224719)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:50.746720,"(4.8, 5.4, 5.326229508196722)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.152631578947369)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.241237113402062)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:51.929399,"(4.8, 5.4, 5.351612903225806)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.241237113402062)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:53.064636,"(4.8, 5.4, 5.351612903225806)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.249019607843137)","(4.2, 4.6, 4.559754224270353)","(12.0, 14.0, 13.6875)"
07-01-2023 16:56:54.094883,"(4.8, 5.4, 5.351612903225806)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.249019607843137)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.6875)"
07-01-2023 16:56:55.177109,"(4.8, 5.4, 5.351612903225806)","(71.0, 170.0, 155.0)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.249019607843137)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.6875)"
07-01-2023 16:56:56.194564,"(4.8, 5.4, 5.351612903225806)","(71.0, 170.0, 168.0)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.0, 14.545454545454545)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.249019607843137)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.6875)"
07-01-2023 16:56:57.202506,"(4.8, 5.4, 5.321052631578947)","(71.0, 170.0, 168.46153846153845)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.321428571428571)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.264912280701755)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:58.316165,"(4.8, 5.4, 5.327710843373494)","(71.0, 170.0, 168.46153846153845)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.236842105263158)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.264912280701755)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:56:59.356214,"(4.8, 5.3, 5.276666666666666)","(71.0, 170.0, 168.46153846153845)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.225)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.264912280701755)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:57:00.411495,"(4.8, 5.3, 5.291304347826086)","(71.0, 170.0, 168.46153846153845)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.333333333333334)","(31.0, 50.0, 46.266666666666666)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.264912280701755)","(4.2, 4.6, 4.555571428571429)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:57:01.551537,"(4.8, 5.3, 5.291304347826086)","(71.0, 170.0, 168.46153846153845)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.25)","(31.0, 48.0, 46.8)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.264912280701755)","(4.2, 4.6, 4.559298780487804)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:57:02.698551,"(4.8, 5.3, 5.291304347826086)","(71.0, 170.0, 167.5)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.25)","(31.0, 48.0, 46.8)","(26.0, 36.0, 34.96)","(3.8, 4.4, 4.267213114754099)","(4.2, 4.6, 4.555276381909548)","(12.0, 14.0, 13.62962962962963)"
07-01-2023 16:57:03.764029,"(4.8, 5.4, 5.3420289855072465)","(71.0, 170.0, 167.5)","(4.8, 6.2, 6.1414634146341465)","(10.0, 15.5, 15.25)","(31.0, 48.0, 46.8)","(26.0, 36.0, 35.6078431372549)","(3.8, 4.4, 4.267213114754099)","(4.2, 4.6, 4.555276381909548)","(12.0, 14.0, 13.445652173913043)"
07-01-2023 16:57:04.884732,"(4.8, 5.4, 5.322077922077922)","(71.0, 170.0, 168.75)","(4.8, 6.2, 6.136470588235294)","(10.0, 15.5, 15.030303030303031)","(31.0, 46.0, 43.166666666666664)","(26.0, 36.0, 35.6078431372549)","(3.8, 4.4, 4.267213114754099)","(4.2, 4.6, 4.555276381909548)","(12.0, 13.5, 13.445652173913043)"
07-01-2023 16:57:06.046354,"(4.8, 5.4, 5.325)","(71.0, 170.0, 195.55555555555554)","(4.8, 6.2, 6.136470588235294)","(10.0, 15.5, 15.030303030303031)","(31.0, 46.0, 43.04347826086956)","(26.0, 36.0, 35.629629629629626)","(3.8, 4.4, 4.2942307692307695)","(4.2, 4.6, 4.555276381909548)","(12.0, 13.5, 13.418367346938776)"
07-01-2023 16:57:07.119114,"(4.8, 5.4, 5.329411764705882)","(71.0, 200.0, 195.55555555555554)","(4.8, 6.2, 6.136470588235294)","(10.0, 15.5, 15.030303030303031)","(31.0, 46.0, 43.0)","(26.0, 36.0, 35.629629629629626)","(3.8, 4.4, 4.2942307692307695)","(4.2, 4.6, 4.555276381909548)","(12.0, 13.5, 13.418367346938776)"
07-01-2023 16:57:08.283082,"(4.8, 5.4, 5.329411764705882)","(71.0, 200.0, 195.55555555555554)","(4.8, 6.2, 6.136470588235294)","(10.0, 15.5, 15.030303030303031)","(31.0, 46.0, 43.0)","(26.0, 36.0, 35.629629629629626)","(3.8, 4.4, 4.2942307692307695)","(4.2, 4.6, 4.555276381909548)","(12.0, 13.5, 13.418367346938776)"
07-01-2023 16:57:09.474710,"(4.8, 5.4, 5.329411764705882)","(71.0, 200.0, 195.55555555555554)","(4.8, 6.2, 6.134883720930232)","(10.0, 15.5, 15.030303030303031)","(31.0, 46.0, 43.0)","(26.0, 36.0, 35.629629629629626)","(3.8, 4.4, 4.241935483870968)","(4.2, 4.6, 4.555276381909548)","(12.0, 13.5, 13.347457627118644)"
07-01-2023 16:57:10.665231,"(4.8, 5.4, 5.332894736842105)","(71.0, 200.0, 195.55555555555554)","(4.8, 6.2, 6.1370786516853935)","(10.0, 15.5, 14.368421052631579)","(31.0, 46.0, 43.0)","(26.0, 36.0, 35.629629629629626)","(3.8, 4.3, 4.249056603773585)","(4.2, 4.6, 4.555276381909548)","(12.0, 14.0, 13.347457627118644)"
07-01-2023 16:57:11.769811,"(4.8, 5.4, 5.339682539682539)","(71.0, 200.0, 195.55555555555554)","(4.8, 6.2, 6.1370786516853935)","(10.0, 14.5, 14.0)","(31.0, 46.0, 43.142857142857146)","(26.0, 36.0, 36.11538461538461)","(3.8, 4.3, 4.284722222222222)","(4.2, 4.6, 4.5572799999999996)","(12.0, 14.0, 13.4031007751938)"
