,Alfie Solomon,Unique Mundine,Shared Colour,Never Sweet,Pleasure Cruise,Opal Key,Sugar Hit Lenny
07-12-2022 21:04:35.451300,"(4.0, 7.4, 5.4625)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 6.612500000000001)","(3.6, 5.5, 4.3)","(7.0, 14.0, 13.58095238095238)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:36.653898,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 6.612500000000001)","(3.6, 5.5, 4.18)","(7.0, 14.0, 13.58095238095238)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:37.809111,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 7.187096774193549)","(3.6, 5.5, 4.02)","(7.0, 14.0, 13.58095238095238)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:39.136213,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 7.187096774193549)","(3.6, 5.5, 4.02)","(7.0, 14.0, 13.58095238095238)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:40.324140,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 7.187096774193549)","(3.6, 5.5, 4.02)","(7.0, 14.0, 12.104545454545455)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:41.566315,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:42.809735,"(4.0, 7.4, 6.4)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:44.131135,"(4.0, 7.4, 7.127272727272727)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(4.8, 7.4, 7.187096774193549)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(18.0, 36.0, 22.4)"
07-12-2022 21:04:45.442446,"(4.0, 7.4, 7.127272727272727)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.229411764705882)","(7.0, 12.5, 12.104545454545455)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:46.656314,"(4.0, 7.4, 6.284615384615385)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:47.866026,"(4.0, 7.4, 6.284615384615385)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:49.015199,"(4.0, 7.4, 6.127272727272727)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 12.104545454545455)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:50.189000,"(4.0, 7.4, 6.127272727272727)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 7.187096774193549)","(3.6, 5.5, 4.02)","(7.0, 12.5, 12.104545454545455)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:51.386923,"(4.0, 7.4, 7.059090909090909)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.229411764705882)","(7.0, 12.5, 11.4875)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:52.548110,"(4.0, 7.4, 7.059090909090909)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.229411764705882)","(7.0, 12.5, 11.5625)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:53.876064,"(4.0, 7.4, 7.059090909090909)","(3.9, 4.5, 4.2)","(9.0, 14.0, 11.1875)","(5.0, 7.4, 6.612500000000001)","(3.6, 5.5, 4.1)","(7.0, 12.5, 11.5625)","(19.0, 36.0, 22.4)"
07-12-2022 21:04:55.140666,"(4.0, 7.4, 6.081818181818182)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.187096774193549)","(3.6, 5.5, 4.45)","(7.0, 12.5, 11.5625)","(19.0, 36.0, 26.1)"
07-12-2022 21:04:56.373632,"(4.0, 7.4, 6.769565217391305)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.915384615384616)","(3.6, 5.5, 4.3)","(7.0, 12.5, 11.5625)","(19.0, 36.0, 24.705882352941178)"
07-12-2022 21:04:57.634849,"(4.0, 7.4, 6.466666666666667)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.050000000000001)","(3.6, 5.5, 4.18)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 27.272727272727273)"
07-12-2022 21:04:58.842951,"(4.0, 7.4, 6.466666666666667)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.050000000000001)","(3.6, 5.5, 4.315)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 27.272727272727273)"
07-12-2022 21:05:00.159947,"(4.0, 7.4, 6.466666666666667)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.915384615384616)","(3.6, 5.4, 4.575)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 27.272727272727273)"
07-12-2022 21:05:01.337023,"(4.0, 7.4, 6.466666666666667)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.187096774193549)","(3.6, 5.3, 4.475)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:02.447759,"(4.0, 7.4, 6.172727272727273)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.214705882352941)","(3.6, 5.3, 5.033333333333333)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:03.572035,"(4.0, 7.4, 6.172727272727273)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 7.214705882352941)","(3.6, 5.3, 4.575)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:04.754517,"(4.0, 7.4, 6.172727272727273)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.65)","(3.6, 5.4, 5.046428571428572)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:06.034315,"(4.0, 7.4, 7.050000000000001)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.65)","(3.6, 5.4, 5.046428571428572)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:07.287521,"(4.0, 7.4, 7.050000000000001)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 4.800000000000001)","(7.0, 12.5, 12.142857142857142)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:08.559173,"(4.0, 7.4, 6.361538461538462)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.11875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 5.042307692307693)","(7.0, 12.5, 14.05)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:09.706358,"(4.0, 7.4, 6.361538461538462)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 5.1416666666666675)","(7.0, 14.5, 14.05)","(19.0, 36.0, 26.1)"
07-12-2022 21:05:10.946646,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.182758620689656)","(3.6, 5.4, 5.1416666666666675)","(7.0, 14.5, 14.05)","(19.0, 36.0, 26.1)"
07-12-2022 21:05:12.306349,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.65)","(3.6, 5.4, 4.8375)","(7.0, 14.5, 13.578947368421051)","(19.0, 36.0, 24.705882352941178)"
07-12-2022 21:05:13.549334,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.938461538461539)","(3.6, 5.4, 4.675000000000001)","(7.0, 14.0, 13.578947368421051)","(19.0, 36.0, 24.705882352941178)"
07-12-2022 21:05:14.725046,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.938461538461539)","(3.6, 5.4, 4.675000000000001)","(7.0, 14.0, 13.0)","(19.0, 36.0, 24.705882352941178)"
07-12-2022 21:05:15.843477,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.65)","(3.6, 5.4, 4.675000000000001)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:16.930535,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.182758620689656)","(3.6, 5.4, 4.675000000000001)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:18.186597,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.177777777777778)","(3.6, 5.4, 4.875)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:19.343368,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.177777777777778)","(3.6, 5.4, 4.875)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:20.589587,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.177777777777778)","(3.6, 5.4, 4.875)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:21.827604,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.2125)","(3.6, 5.4, 4.65)","(7.0, 14.0, 12.8)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:23.115248,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 4.85625)","(7.0, 14.0, 13.25)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:24.389295,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 4.7)","(7.0, 14.0, 13.375)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:25.649143,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.6875)","(3.6, 5.4, 4.7)","(7.0, 14.0, 13.375)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:26.899997,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.177777777777778)","(3.6, 5.4, 4.7)","(7.0, 14.0, 13.625)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:28.033090,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.177777777777778)","(3.6, 5.4, 4.7)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:29.162358,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.961538461538462)","(3.6, 5.4, 4.9125)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:30.363787,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.961538461538462)","(3.6, 5.4, 5.140000000000001)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:31.455998,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.241666666666667)","(3.6, 5.4, 5.140000000000001)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:32.612514,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.180769230769231)","(3.6, 5.4, 5.01)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:33.826911,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.180769230769231)","(3.6, 5.4, 4.85625)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:34.994905,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.725)","(3.6, 5.4, 4.85625)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:36.389775,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 6.984615384615385)","(3.6, 5.4, 4.85625)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:37.594664,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 4.2)","(9.0, 14.0, 10.2875)","(5.0, 7.4, 7.180769230769231)","(3.6, 5.4, 4.65)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:38.887840,"(4.0, 7.4, 5.955555555555556)","(3.9, 4.5, 3.96)","(9.0, 14.0, 11.55)","(5.0, 7.4, 6.86)","(3.6, 5.4, 5.053846153846154)","(7.0, 14.0, 13.5)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:40.276130,"(4.0, 7.4, 6.533333333333333)","(3.9, 4.5, 3.96)","(9.0, 13.5, 11.725)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 4.85625)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:41.522118,"(4.0, 7.4, 6.533333333333333)","(3.9, 4.5, 3.96)","(9.0, 13.0, 12.368421052631579)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 5.11)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:42.764706,"(4.0, 7.4, 6.533333333333333)","(3.9, 4.5, 3.710204081632653)","(9.0, 13.0, 10.454545454545455)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 5.2681818181818185)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:44.069643,"(4.0, 7.4, 6.263636363636364)","(3.9, 4.5, 3.710204081632653)","(9.0, 13.0, 10.395348837209303)","(5.0, 7.4, 7.225806451612904)","(3.6, 5.4, 5.2681818181818185)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:45.268976,"(4.0, 7.4, 6.263636363636364)","(3.9, 4.5, 3.710204081632653)","(9.0, 13.0, 10.395348837209303)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 4.875)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:46.488935,"(4.0, 7.4, 7.082926829268294)","(3.9, 4.5, 4.066666666666666)","(9.0, 13.0, 10.395348837209303)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 5.01)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 21.428571428571427)"
07-12-2022 21:05:47.877457,"(4.0, 7.4, 6.263636363636364)","(3.9, 4.3, 4.066666666666666)","(9.0, 13.0, 10.395348837209303)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 5.170588235294118)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 21.428571428571427)"
07-12-2022 21:05:49.107714,"(4.0, 7.4, 6.6647058823529415)","(3.9, 4.3, 4.066666666666666)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.225806451612904)","(3.6, 5.4, 5.170588235294118)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:50.316219,"(4.0, 7.4, 6.6647058823529415)","(3.9, 4.3, 3.9)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 4.95)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:51.487715,"(4.0, 7.4, 6.9)","(3.9, 4.4, 3.942857142857143)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.007692307692308)","(3.6, 5.4, 4.95)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:52.758922,"(4.0, 7.4, 6.438461538461539)","(3.9, 4.4, 3.8181818181818183)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.007692307692308)","(3.6, 5.4, 5.07)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:54.027857,"(4.0, 7.4, 6.3090909090909095)","(3.9, 4.4, 3.723076923076923)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.7625)","(3.6, 5.4, 5.07)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:55.253555,"(4.0, 7.4, 6.578571428571429)","(3.9, 4.4, 3.723076923076923)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.800000000000001)","(3.6, 5.4, 5.025)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:56.485692,"(4.0, 7.4, 6.578571428571429)","(3.9, 4.4, 3.723076923076923)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.800000000000001)","(3.6, 5.4, 5.025)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:57.857805,"(4.0, 7.4, 6.578571428571429)","(3.9, 4.4, 3.6842105263157894)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.800000000000001)","(3.6, 5.4, 5.025)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:05:59.093544,"(4.0, 7.4, 6.578571428571429)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 5.222727272727273)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:00.552105,"(4.0, 7.4, 6.300000000000001)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 5.222727272727273)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:01.895945,"(4.0, 7.4, 6.300000000000001)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.007692307692308)","(3.6, 5.4, 5.16)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:03.270133,"(4.0, 7.4, 7.080555555555556)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.007692307692308)","(3.6, 5.4, 5.16)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:04.725510,"(4.0, 7.4, 6.300000000000001)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 5.222727272727273)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:06.321832,"(4.0, 7.4, 7.080555555555556)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 5.222727272727273)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:07.796465,"(4.0, 7.4, 7.080555555555556)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 5.16)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:09.090527,"(4.0, 7.4, 7.080555555555556)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 5.16)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:10.399526,"(4.0, 7.4, 6.553846153846154)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.800000000000001)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:11.607455,"(4.0, 7.4, 6.553846153846154)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.800000000000001)","(7.0, 14.0, 13.615384615384615)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:12.862808,"(4.0, 7.4, 6.025)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 14.0, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:14.111955,"(4.0, 7.4, 7.110526315789474)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:15.338278,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:16.656117,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.800000000000001)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:17.925292,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:19.301172,"(4.0, 7.4, 7.110526315789474)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:20.689621,"(4.0, 7.4, 7.110526315789474)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:22.049406,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.6872727272727275)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.800000000000001)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:23.494192,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:24.724956,"(4.0, 7.4, 6.35)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:25.948654,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:27.144187,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 5.222727272727273)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:28.288910,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.95)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:29.532623,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.95)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:30.739382,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.631372549019608)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.95)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:31.933827,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.925806451612903)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 7.175000000000001)","(3.6, 5.4, 4.800000000000001)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:33.175412,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.646153846153846)","(9.0, 13.0, 9.137931034482758)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
07-12-2022 21:06:34.343994,"(4.0, 7.4, 7.076470588235295)","(3.9, 4.4, 3.646153846153846)","(9.0, 13.0, 9.75)","(5.0, 7.4, 6.875)","(3.6, 5.4, 4.9875)","(7.0, 12.5, 12.346153846153847)","(19.0, 36.0, 22.4)"
