,Counterfeit,Taken Back,Rock On Cowboy,Liam Skye,Bodee Bodee,Mind On My Money,Muffin Nuts
16-12-2022 11:19:00.211133,"(16.0, 27.0, 25.857142857142858)","(13.0, 17.0, 15.958333333333334)","(13.0, 18.0, 17.76923076923077)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.56)","(1.55, 1.81, 1.7840909090909092)"
16-12-2022 11:19:01.116480,"(16.0, 27.0, 25.857142857142858)","(13.0, 17.0, 15.421052631578947)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.8, 1.7840909090909092)"
16-12-2022 11:19:02.007675,"(16.0, 27.0, 25.857142857142858)","(13.0, 17.0, 15.421052631578947)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.8, 1.7840909090909092)"
16-12-2022 11:19:02.903306,"(16.0, 27.0, 26.0)","(13.0, 17.0, 15.421052631578947)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.8, 1.791025641025641)"
16-12-2022 11:19:03.786193,"(16.0, 27.0, 26.0)","(13.0, 17.0, 15.421052631578947)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.8, 1.791025641025641)"
16-12-2022 11:19:04.688613,"(16.0, 27.0, 24.333333333333332)","(13.0, 17.0, 15.421052631578947)","(13.0, 18.5, 16.833333333333332)","(26.0, 75.0, 61.5)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.526315789473684)","(1.55, 1.8, 1.7780701754385966)"
16-12-2022 11:19:05.582231,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.375)","(13.0, 18.5, 16.833333333333332)","(26.0, 75.0, 73.61111111111111)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.563157894736842)","(1.55, 1.8, 1.7722222222222221)"
16-12-2022 11:19:06.489326,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.375)","(13.0, 18.5, 16.833333333333332)","(26.0, 75.0, 73.61111111111111)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.568888888888889)","(1.55, 1.8, 1.7493548387096773)"
16-12-2022 11:19:07.374377,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.375)","(13.0, 18.5, 16.833333333333332)","(26.0, 75.0, 73.61111111111111)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.568888888888889)","(1.55, 1.75, 1.7786666666666666)"
16-12-2022 11:19:08.282732,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.482758620689655)","(13.0, 18.0, 17.0)","(26.0, 75.0, 73.4375)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.568888888888889)","(1.55, 1.78, 1.7784615384615385)"
16-12-2022 11:19:09.167251,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.482758620689655)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.568888888888889)","(1.55, 1.78, 1.7784615384615385)"
16-12-2022 11:19:10.074736,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.482758620689655)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.4, 8.733333333333334)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.78, 1.7797260273972604)"
16-12-2022 11:19:10.955434,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.09090909090909)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.0, 8.6)","(6.5, 7.6, 7.564102564102564)","(1.55, 1.78, 1.7797260273972604)"
16-12-2022 11:19:11.851547,"(16.0, 27.0, 26.0)","(13.0, 17.0, 16.09090909090909)","(13.0, 18.0, 17.0)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.0, 8.6)","(6.5, 7.6, 7.561111111111111)","(1.55, 1.78, 1.7754545454545454)"
16-12-2022 11:19:12.745042,"(16.0, 27.0, 26.0)","(13.0, 17.0, 15.88888888888889)","(13.0, 18.5, 16.72222222222222)","(26.0, 75.0, 72.91666666666667)","(7.0, 9.0, 8.6)","(6.5, 7.6, 7.561111111111111)","(1.55, 1.8, 1.7723529411764707)"
16-12-2022 11:19:13.641635,"(16.0, 27.0, 26.0)","(13.0, 16.5, 16.366666666666667)","(13.0, 18.0, 17.25)","(31.0, 75.0, 72.91666666666667)","(7.0, 9.0, 8.6)","(6.5, 7.6, 7.561111111111111)","(1.55, 1.79, 1.7723529411764707)"
16-12-2022 11:19:14.521032,"(16.0, 27.0, 26.0)","(12.0, 16.5, 16.366666666666667)","(13.0, 18.0, 17.25)","(31.0, 75.0, 72.91666666666667)","(7.0, 9.0, 8.6)","(6.5, 7.6, 7.561111111111111)","(1.55, 1.79, 1.7889473684210526)"
16-12-2022 11:19:15.410570,"(16.0, 27.0, 26.636363636363637)","(12.0, 17.0, 15.75)","(13.0, 18.0, 17.25)","(31.0, 75.0, 73.4375)","(7.0, 9.0, 8.6)","(6.5, 8.0, 7.914285714285715)","(1.55, 1.81, 1.7834782608695652)"
16-12-2022 11:19:16.293353,"(16.0, 27.0, 26.636363636363637)","(12.0, 17.0, 15.214285714285714)","(13.0, 18.0, 16.875)","(31.0, 75.0, 73.4375)","(7.0, 9.0, 8.6)","(6.5, 8.0, 7.9)","(1.55, 1.79, 1.7834782608695652)"
16-12-2022 11:19:17.196161,"(16.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.8)","(31.0, 75.0, 73.4375)","(7.0, 9.0, 8.6)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.79, 1.776122448979592)"
16-12-2022 11:19:18.091559,"(16.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.8)","(31.0, 75.0, 73.4375)","(7.0, 9.0, 8.6)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.79, 1.7645454545454546)"
16-12-2022 11:19:19.001776,"(16.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.8)","(31.0, 75.0, 73.4375)","(7.0, 9.0, 8.9)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.7538461538461538)"
16-12-2022 11:19:19.903429,"(16.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.666666666666668)","(31.0, 75.0, 73.4375)","(7.0, 8.8, 8.533333333333333)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.7483076923076923)"
16-12-2022 11:19:20.803913,"(15.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.666666666666668)","(26.0, 75.0, 73.4375)","(7.0, 9.6, 8.857142857142858)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.77, 1.7483076923076923)"
16-12-2022 11:19:21.693825,"(15.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.636363636363637)","(26.0, 75.0, 73.4375)","(7.0, 9.6, 8.857142857142858)","(6.5, 8.0, 7.914285714285715)","(1.55, 1.77, 1.7537931034482759)"
16-12-2022 11:19:22.576600,"(15.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.75)","(13.0, 17.0, 16.636363636363637)","(26.0, 75.0, 73.4375)","(7.0, 9.6, 8.857142857142858)","(6.5, 8.0, 7.914285714285715)","(1.55, 1.77, 1.7543076923076923)"
16-12-2022 11:19:23.481790,"(15.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.6875)","(13.0, 16.5, 15.9375)","(26.0, 75.0, 73.4375)","(7.0, 9.6, 9.272727272727273)","(6.5, 8.0, 7.914285714285715)","(1.55, 1.76, 1.7529166666666667)"
16-12-2022 11:19:24.353082,"(15.0, 26.0, 25.727272727272727)","(12.0, 16.0, 15.625)","(13.0, 16.5, 15.725806451612904)","(26.0, 75.0, 73.4375)","(7.0, 9.8, 9.167741935483871)","(6.5, 8.0, 7.914285714285715)","(1.55, 1.76, 1.7529166666666667)"
16-12-2022 11:19:25.242969,"(15.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.785714285714285)","(13.0, 17.0, 16.92)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.572972972972973)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.7706060606060605)"
16-12-2022 11:19:26.131102,"(15.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.92)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.605555555555556)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.79, 1.7706060606060605)"
16-12-2022 11:19:27.026832,"(15.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.92)","(26.0, 75.0, 73.80952380952381)","(7.0, 10.0, 9.527272727272727)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.79, 1.7747619047619048)"
16-12-2022 11:19:27.913084,"(15.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.92)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.715151515151515)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.79, 1.7690243902439025)"
16-12-2022 11:19:28.794952,"(15.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.92)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.392727272727273)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.7690243902439025)"
16-12-2022 11:19:29.699073,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.41176470588235)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.392727272727273)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.772857142857143)"
16-12-2022 11:19:30.592419,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.09090909090909)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.420338983050849)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.772857142857143)"
16-12-2022 11:19:31.498072,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.09090909090909)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.420338983050849)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.772857142857143)"
16-12-2022 11:19:32.387956,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.09090909090909)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.456140350877194)","(6.5, 8.0, 7.923076923076923)","(1.55, 1.78, 1.772857142857143)"
16-12-2022 11:19:33.301220,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 16.09090909090909)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.456140350877194)","(6.5, 8.0, 7.930232558139535)","(1.55, 1.78, 1.7671428571428571)"
16-12-2022 11:19:34.187055,"(16.0, 26.0, 25.666666666666668)","(12.0, 16.0, 15.8)","(13.0, 17.0, 15.974358974358974)","(26.0, 75.0, 73.80952380952381)","(7.0, 9.8, 9.220689655172414)","(6.5, 8.0, 7.930232558139535)","(1.55, 1.78, 1.7671428571428571)"
16-12-2022 11:19:35.084186,"(16.0, 26.0, 25.09090909090909)","(12.0, 16.0, 15.666666666666666)","(13.0, 17.0, 15.666666666666666)","(26.0, 75.0, 67.25)","(7.0, 9.8, 9.32)","(6.5, 8.0, 7.875)","(1.55, 1.78, 1.7628)"
16-12-2022 11:19:35.979404,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.89655172413793)","(13.0, 18.5, 16.653846153846153)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.8, 9.35)","(6.5, 8.0, 7.931818181818182)","(1.55, 1.77, 1.76)"
16-12-2022 11:19:36.856413,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.89655172413793)","(13.0, 18.5, 16.653846153846153)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.8, 9.600000000000001)","(6.5, 8.0, 7.931818181818182)","(1.55, 1.77, 1.76)"
16-12-2022 11:19:37.753642,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.879999999999999)","(13.0, 18.5, 16.653846153846153)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.8, 9.200000000000001)","(6.5, 8.4, 7.884848484848485)","(1.55, 1.77, 1.752)"
16-12-2022 11:19:38.647722,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.879999999999999)","(13.0, 17.0, 15.875)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.8, 9.466666666666667)","(6.5, 8.4, 8.28888888888889)","(1.55, 1.77, 1.752)"
16-12-2022 11:19:39.534061,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.879999999999999)","(13.0, 17.0, 15.875)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.6, 9.485714285714286)","(6.5, 8.2, 8.0)","(1.55, 1.77, 1.752)"
16-12-2022 11:19:40.434086,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.285714285714286)","(13.0, 17.0, 15.875)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.6, 9.485714285714286)","(6.5, 8.2, 8.0)","(1.55, 1.77, 1.752)"
16-12-2022 11:19:41.316654,"(16.0, 26.0, 25.647058823529413)","(12.0, 16.0, 15.615384615384615)","(13.0, 17.0, 15.875)","(26.0, 75.0, 72.22222222222223)","(7.0, 9.6, 9.3)","(6.5, 8.2, 8.0)","(1.55, 1.77, 1.752)"
16-12-2022 11:19:42.231858,"(16.0, 26.0, 25.647058823529413)","(11.0, 16.0, 15.615384615384615)","(13.0, 17.0, 15.875)","(31.0, 75.0, 72.22222222222223)","(7.0, 9.6, 9.3)","(6.0, 8.2, 8.019354838709678)","(1.55, 1.77, 1.7533333333333334)"
16-12-2022 11:19:43.104566,"(16.0, 26.0, 25.647058823529413)","(11.0, 16.0, 15.615384615384615)","(13.0, 17.0, 15.875)","(31.0, 75.0, 72.22222222222223)","(7.0, 9.6, 9.45)","(6.0, 8.2, 8.019354838709678)","(1.55, 1.77, 1.7533333333333334)"
16-12-2022 11:19:44.010297,"(16.0, 26.0, 25.647058823529413)","(11.0, 16.0, 15.615384615384615)","(13.0, 17.0, 15.875)","(31.0, 75.0, 72.22222222222223)","(7.0, 9.8, 9.533333333333333)","(6.0, 8.2, 8.062068965517241)","(1.55, 1.77, 1.7595652173913043)"
16-12-2022 11:19:44.898752,"(16.0, 26.0, 24.5)","(11.0, 16.0, 15.615384615384615)","(13.0, 17.0, 15.875)","(31.0, 75.0, 60.5)","(7.0, 9.8, 9.533333333333333)","(6.0, 8.2, 7.892307692307692)","(1.55, 1.77, 1.7566666666666666)"
16-12-2022 11:19:45.779255,"(16.0, 26.0, 25.666666666666668)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.5, 17.40909090909091)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.8, 9.533333333333333)","(6.0, 8.2, 8.00952380952381)","(1.55, 1.77, 1.7566666666666666)"
16-12-2022 11:19:46.722923,"(16.0, 26.0, 25.666666666666668)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.5, 17.40909090909091)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.8, 9.534693877551021)","(6.0, 8.2, 7.884848484848485)","(1.55, 1.77, 1.7566666666666666)"
16-12-2022 11:19:47.633017,"(16.0, 26.0, 25.217391304347828)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.0, 17.736842105263158)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.345454545454546)","(6.0, 8.2, 7.884848484848485)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:48.513539,"(16.0, 26.0, 25.217391304347828)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.0, 17.736842105263158)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.444444444444445)","(6.0, 8.2, 7.884848484848485)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:49.389442,"(16.0, 26.0, 25.217391304347828)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.0, 17.6)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.444444444444445)","(6.0, 8.2, 8.04)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:50.276999,"(16.0, 26.0, 25.217391304347828)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.0, 17.6)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.444444444444445)","(6.0, 8.2, 8.04)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:51.168404,"(16.0, 26.0, 25.684210526315788)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.0, 17.6)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.444444444444445)","(6.0, 8.2, 8.04)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:52.074475,"(16.0, 26.0, 25.684210526315788)","(11.0, 16.0, 15.416666666666666)","(13.0, 18.5, 17.53846153846154)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.8, 9.148148148148149)","(6.0, 8.2, 7.8)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:52.970232,"(16.0, 27.0, 26.77777777777778)","(11.0, 16.0, 15.351851851851851)","(13.0, 18.5, 17.764705882352942)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.266666666666666)","(6.0, 8.2, 7.8999999999999995)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:53.868737,"(16.0, 27.0, 26.77777777777778)","(11.0, 16.0, 15.435483870967742)","(13.0, 18.5, 17.53846153846154)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.6, 9.266666666666666)","(6.0, 8.2, 7.8999999999999995)","(1.55, 1.77, 1.7547058823529411)"
16-12-2022 11:19:54.770965,"(16.0, 26.0, 25.318181818181817)","(11.0, 16.0, 15.435483870967742)","(13.0, 18.0, 17.833333333333332)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.2, 9.042105263157893)","(6.0, 8.2, 7.8999999999999995)","(1.55, 1.77, 1.7526666666666666)"
16-12-2022 11:19:55.666785,"(16.0, 26.0, 25.285714285714285)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.0, 17.88235294117647)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.042105263157893)","(6.0, 8.2, 8.10909090909091)","(1.55, 1.77, 1.7526666666666666)"
16-12-2022 11:19:56.556899,"(16.0, 26.0, 25.285714285714285)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.0, 17.88235294117647)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.042105263157893)","(6.0, 8.2, 8.097777777777777)","(1.55, 1.77, 1.7526666666666666)"
16-12-2022 11:19:57.443760,"(16.0, 26.0, 25.285714285714285)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.0, 17.88235294117647)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.042105263157893)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.77, 1.7526666666666666)"
16-12-2022 11:19:58.315252,"(16.0, 25.0, 24.88235294117647)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.0, 17.88235294117647)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.075)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.77, 1.7526666666666666)"
16-12-2022 11:19:59.211379,"(16.0, 26.0, 25.625)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.0, 17.88235294117647)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.075)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.75, 1.7448275862068965)"
16-12-2022 11:20:00.100382,"(16.0, 26.0, 25.625)","(11.0, 16.0, 15.23913043478261)","(13.0, 18.5, 18.16216216216216)","(31.0, 85.0, 74.70588235294117)","(7.0, 9.2, 9.075)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.75, 1.7502631578947367)"
16-12-2022 11:20:00.994320,"(16.0, 26.0, 25.625)","(11.0, 16.0, 14.289473684210526)","(13.0, 18.5, 18.16216216216216)","(31.0, 80.0, 75.71428571428572)","(7.0, 9.2, 9.069565217391304)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.77, 1.7492857142857143)"
16-12-2022 11:20:01.872529,"(16.0, 26.0, 25.625)","(11.0, 16.0, 14.289473684210526)","(13.0, 18.5, 18.16216216216216)","(31.0, 80.0, 75.71428571428572)","(7.0, 9.2, 9.10909090909091)","(6.0, 8.4, 8.097777777777777)","(1.55, 1.76, 1.7492857142857143)"
16-12-2022 11:20:02.783981,"(16.0, 26.0, 25.625)","(11.0, 16.0, 14.152173913043478)","(13.0, 18.5, 18.16216216216216)","(31.0, 80.0, 75.71428571428572)","(7.0, 9.2, 9.10909090909091)","(6.0, 8.4, 8.128)","(1.55, 1.76, 1.7508333333333332)"
16-12-2022 11:20:03.673338,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.0, 14.152173913043478)","(13.0, 18.5, 17.666666666666668)","(31.0, 75.0, 73.07692307692308)","(7.0, 9.2, 9.10909090909091)","(6.0, 8.4, 8.128)","(1.55, 1.76, 1.7508333333333332)"
16-12-2022 11:20:04.591719,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.0, 14.152173913043478)","(13.0, 18.5, 17.071428571428573)","(31.0, 75.0, 73.07692307692308)","(7.0, 8.8, 8.587096774193549)","(6.0, 8.4, 8.269767441860466)","(1.55, 1.76, 1.7458064516129033)"
16-12-2022 11:20:05.481439,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 15.875)","(13.0, 18.5, 17.5)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.2, 9.066666666666666)","(6.0, 8.4, 8.367441860465117)","(1.55, 1.77, 1.7458064516129033)"
16-12-2022 11:20:06.381645,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.0, 17.75)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.0, 8.781818181818181)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.7591304347826087)"
16-12-2022 11:20:07.272301,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.0, 17.75)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.0, 8.714285714285714)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.7452173913043478)"
16-12-2022 11:20:08.180218,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.5, 17.5)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.2, 8.909090909090908)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.76, 1.7452173913043478)"
16-12-2022 11:20:09.069890,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.5, 17.5)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.2, 8.909090909090908)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.76, 1.7452173913043478)"
16-12-2022 11:20:09.966746,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.5, 17.5)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.2, 8.909090909090908)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.76, 1.7452173913043478)"
16-12-2022 11:20:10.864330,"(16.0, 28.0, 26.043478260869566)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.0, 17.571428571428573)","(31.0, 75.0, 73.6842105263158)","(7.0, 8.2, 8.192307692307692)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.76, 1.7475)"
16-12-2022 11:20:11.750956,"(16.0, 28.0, 25.63157894736842)","(11.0, 16.5, 16.09090909090909)","(13.0, 18.0, 17.571428571428573)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.2, 8.81081081081081)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.7475)"
16-12-2022 11:20:12.643879,"(16.0, 28.0, 25.083333333333332)","(11.0, 14.5, 14.45)","(13.0, 18.0, 17.571428571428573)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.0, 8.925925925925926)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.7595454545454545)"
16-12-2022 11:20:13.551896,"(16.0, 28.0, 25.083333333333332)","(11.0, 16.5, 16.178571428571427)","(13.0, 18.0, 17.571428571428573)","(31.0, 75.0, 73.6842105263158)","(7.0, 9.0, 8.925925925925926)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.7595454545454545)"
16-12-2022 11:20:14.448253,"(16.0, 28.0, 25.083333333333332)","(11.0, 16.5, 16.21875)","(13.0, 18.0, 17.571428571428573)","(31.0, 75.0, 73.33333333333334)","(7.0, 9.0, 8.925925925925926)","(6.0, 8.6, 8.563636363636363)","(1.55, 1.77, 1.756857142857143)"
16-12-2022 11:20:15.356351,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.666666666666666)","(13.0, 18.0, 17.555555555555557)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.74074074074074)","(6.0, 8.8, 9.393103448275863)","(1.55, 1.77, 1.756857142857143)"
16-12-2022 11:20:16.235658,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.6)","(13.0, 16.5, 16.35)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.74074074074074)","(6.0, 9.6, 9.218181818181819)","(1.55, 1.77, 1.756857142857143)"
16-12-2022 11:20:17.123406,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.6)","(13.0, 18.0, 17.555555555555557)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.6, 8.535714285714285)","(6.0, 9.6, 9.399999999999999)","(1.55, 1.76, 1.7544444444444445)"
16-12-2022 11:20:18.031584,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.970588235294118)","(13.0, 18.0, 17.555555555555557)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.74074074074074)","(6.0, 9.4, 9.135483870967741)","(1.55, 1.76, 1.7544444444444445)"
16-12-2022 11:20:18.915726,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.857142857142858)","(13.0, 18.0, 17.454545454545453)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.75)","(6.0, 9.2, 9.166666666666666)","(1.55, 1.76, 1.7544444444444445)"
16-12-2022 11:20:19.810769,"(16.0, 28.0, 27.09090909090909)","(11.0, 16.5, 15.857142857142858)","(13.0, 16.0, 15.025641025641026)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.75)","(6.0, 9.2, 9.1)","(1.55, 1.76, 1.7544444444444445)"
16-12-2022 11:20:20.690835,"(16.0, 29.0, 27.0)","(11.0, 16.5, 15.857142857142858)","(13.0, 16.0, 15.025641025641026)","(31.0, 75.0, 71.42857142857143)","(7.0, 8.8, 8.74074074074074)","(6.0, 9.2, 9.1)","(1.55, 1.76, 1.7544444444444445)"
