,Placid Hero,Elite Randy,Abby Doll,Moonlight Jack,No Joke,Nancy Baker,Distal,Storm Shelter
11,"[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 49, 899138), 12.0, 55.0]"
12,"[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 51, 64922), 12.0, 55.0]"
13,"[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 52, 203857), 12.0, 55.0]"
14,"[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 53, 343072), 12.0, 55.0]"
15,"[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 54, 483865), 12.0, 55.0]"
16,"[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 55, 623679), 12.0, 55.0]"
17,"[datetime.datetime(2022, 11, 28, 16, 33, 56, 759727), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 56, 760726), 12.0, 55.0]"
18,"[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 57, 905199), 12.0, 55.0]"
19,"[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 33, 59, 77329), 12.0, 55.0]"
20,"[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 0, 247607), 12.0, 55.0]"
21,"[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 1, 394049), 12.0, 55.0]"
22,"[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 2, 572741), 12.0, 55.0]"
23,"[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 3, 727505), 12.0, 55.0]"
24,"[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 4, 921508), 12.0, 55.0]"
25,"[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 6, 47904), 12.0, 55.0]"
26,"[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 7, 175631), 12.0, 55.0]"
27,"[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 8, 316995), 12.0, 55.0]"
28,"[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 9, 456860), 12.0, 55.0]"
29,"[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 10, 598919), 12.0, 55.0]"
30,"[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 11, 755257), 12.0, 55.0]"
31,"[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 12, 928570), 12.0, 55.0]"
32,"[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 14, 59770), 12.0, 55.0]"
33,"[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 15, 210290), 12.0, 55.0]"
34,"[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 16, 357698), 12.0, 55.0]"
35,"[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 17, 489807), 12.0, 55.0]"
36,"[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 18, 624808), 12.0, 55.0]"
37,"[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 19, 756814), 12.0, 55.0]"
38,"[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 20, 890345), 12.0, 55.0]"
39,"[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 3.5, 4.7]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 6.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 4.6, 6.4]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 12.0, 48.0]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 51.0, 440.0]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 16, 34, 22, 31340), 12.0, 55.0]"
