,Aloha Chrome,Rays Regal,Irish Royalty,Boy Charlemagne,Murloc Bay,Cut Across Shorty,J Ds Rude Boy,Gunnin For Gold,El Bromista,Zeus War,Bronze One
09-01-2023 10:04:07.511032,"(21.0, 85.0, 67.33333333333334)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.611111111111111)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:08.791265,"(21.0, 85.0, 67.33333333333334)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.611111111111111)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:10.149614,"(21.0, 85.0, 67.33333333333334)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.611111111111111)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:11.530029,"(21.0, 90.0, 70.66666666666666)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.611111111111111)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:12.859083,"(21.0, 85.0, 47.14285714285714)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.895833333333333)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:14.172665,"(21.0, 85.0, 47.14285714285714)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.065)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.895833333333333)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:15.419513,"(21.0, 85.0, 47.14285714285714)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.1526315789473687)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:16.734937,"(21.0, 85.0, 47.14285714285714)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.1526315789473687)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:18.112759,"(21.0, 85.0, 49.66666666666667)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.2, 3.238888888888889)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:19.426609,"(21.0, 85.0, 49.66666666666667)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.238888888888889)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:20.731127,"(21.0, 85.0, 58.5)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.238888888888889)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:21.905945,"(21.0, 85.0, 58.5)","(41.0, 200.0, 146.0)","(8.0, 10.5, 9.964864864864865)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.238888888888889)","(6.5, 8.4, 8.120000000000001)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 155.0)"
09-01-2023 10:04:23.136106,"(21.0, 85.0, 58.5)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.19)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:24.443026,"(21.0, 85.0, 58.5)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.19)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.9393939393939394)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:25.777709,"(21.0, 85.0, 58.5)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.19)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:27.151307,"(21.0, 85.0, 58.5)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.2409090909090907)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:28.443005,"(21.0, 85.0, 63.0)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.225)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:29.736100,"(21.0, 42.0, 39.0)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.225)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:31.027024,"(21.0, 42.0, 39.0)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.35, 3.2)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:32.327395,"(21.0, 42.0, 39.0)","(41.0, 200.0, 92.0)","(8.0, 10.5, 10.1)","(9.0, 17.5, 15.166666666666666)","(31.0, 210.0, 110.0)","(16.0, 34.0, 31.333333333333332)","(2.6, 3.25, 3.273076923076923)","(6.5, 8.4, 8.17142857142857)","(4.2, 5.0, 4.875)","(10.0, 15.0, 14.333333333333334)","(41.0, 220.0, 116.66666666666666)"
09-01-2023 10:04:33.689015,"(21.0, 42.0, 39.0)","(41.0, 200.0, 178.4)","(8.0, 10.5, 10.1625)","(9.0, 17.5, 15.25)","(31.0, 210.0, 90.0)","(16.0, 34.0, 30.0)","(2.6, 3.35, 3.3045454545454547)","(6.5, 8.4, 8.75)","(4.2, 5.0, 4.95)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:35.029076,"(21.0, 42.0, 39.0)","(41.0, 200.0, 143.33333333333331)","(8.0, 10.5, 9.975000000000001)","(9.0, 17.5, 15.9)","(31.0, 210.0, 148.66666666666669)","(16.0, 34.0, 30.0)","(2.6, 3.35, 3.0307692307692307)","(6.5, 9.0, 8.75)","(4.2, 5.0, 4.833333333333333)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:36.274382,"(21.0, 42.0, 39.0)","(41.0, 200.0, 152.0)","(8.0, 10.5, 10.1625)","(9.0, 17.5, 15.25)","(31.0, 210.0, 157.71428571428572)","(16.0, 34.0, 26.5)","(2.6, 3.05, 3.2333333333333334)","(6.5, 9.0, 8.75)","(4.2, 5.0, 4.933333333333334)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:37.574416,"(21.0, 42.0, 39.0)","(41.0, 200.0, 152.0)","(8.0, 10.5, 10.1625)","(9.0, 17.5, 15.25)","(31.0, 210.0, 148.66666666666669)","(15.0, 34.0, 31.5)","(2.6, 3.35, 3.2409090909090907)","(6.5, 9.0, 8.75)","(4.0, 5.0, 4.925)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:38.887544,"(21.0, 42.0, 38.5)","(41.0, 200.0, 116.0)","(8.0, 10.5, 10.1625)","(10.0, 17.5, 15.25)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.35, 3.1812500000000004)","(6.5, 9.0, 8.75)","(4.0, 5.0, 4.982142857142857)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:40.271897,"(21.0, 42.0, 39.4)","(41.0, 200.0, 133.60000000000002)","(8.0, 10.5, 9.975000000000001)","(10.0, 17.5, 15.25)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.2, 3.1500000000000004)","(6.5, 9.0, 8.533333333333333)","(4.0, 5.0, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:41.603226,"(21.0, 42.0, 39.4)","(41.0, 200.0, 152.57142857142858)","(8.0, 10.5, 9.975000000000001)","(10.0, 17.5, 15.25)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.2, 3.1500000000000004)","(6.5, 8.8, 8.533333333333333)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:42.916917,"(21.0, 42.0, 38.0)","(41.0, 200.0, 153.14285714285714)","(8.0, 10.5, 9.975000000000001)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 30.5)","(2.6, 3.2, 3.1500000000000004)","(6.5, 8.8, 8.304761904761905)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:44.156113,"(21.0, 42.0, 38.0)","(41.0, 200.0, 118.0)","(8.0, 10.5, 9.975000000000001)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.2, 3.1500000000000004)","(6.5, 8.8, 8.304761904761905)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:45.483649,"(21.0, 42.0, 38.0)","(41.0, 200.0, 118.0)","(8.0, 10.5, 9.975000000000001)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.1, 3.056481481481481)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:46.950190,"(21.0, 42.0, 38.0)","(41.0, 200.0, 135.2)","(8.0, 10.5, 9.975000000000001)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 149.0)","(15.0, 34.0, 30.5)","(2.6, 3.1, 3.056481481481481)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:48.258690,"(21.0, 42.0, 38.0)","(41.0, 200.0, 135.2)","(8.0, 10.5, 10.015384615384615)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.1, 3.013157894736842)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:49.533215,"(21.0, 42.0, 39.66666666666667)","(41.0, 200.0, 135.2)","(8.0, 10.5, 10.015384615384615)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.033720930232558)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 140.0)"
09-01-2023 10:04:50.847164,"(21.0, 42.0, 39.4)","(41.0, 200.0, 135.2)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 32.0)","(2.6, 3.05, 3.033720930232558)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 156.0)"
09-01-2023 10:04:52.143442,"(21.0, 42.0, 39.4)","(41.0, 200.0, 135.2)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.05, 3.0295)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 156.0)"
09-01-2023 10:04:53.558928,"(21.0, 42.0, 39.4)","(41.0, 200.0, 153.71428571428572)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.1, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 156.0)"
09-01-2023 10:04:54.904604,"(21.0, 42.0, 39.4)","(41.0, 200.0, 136.0)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:56.273922,"(21.0, 42.0, 38.0)","(41.0, 200.0, 136.0)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 13.222222222222221)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 26.5)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:57.655708,"(21.0, 42.0, 38.0)","(41.0, 200.0, 146.66666666666669)","(8.0, 10.5, 10.18888888888889)","(10.0, 14.0, 17.0)","(31.0, 210.0, 157.71428571428572)","(15.0, 34.0, 30.5)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:04:59.107051,"(21.0, 42.0, 38.0)","(41.0, 200.0, 146.66666666666669)","(8.0, 10.5, 10.18888888888889)","(10.0, 19.0, 16.576923076923077)","(31.0, 210.0, 158.0)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.75)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:00.577005,"(21.0, 42.0, 38.0)","(41.0, 200.0, 93.33333333333334)","(8.0, 10.5, 10.284615384615385)","(10.0, 18.5, 14.571428571428571)","(31.0, 210.0, 149.66666666666669)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.9, 4.699999999999999)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:01.902064,"(21.0, 42.0, 38.0)","(41.0, 200.0, 93.33333333333334)","(8.0, 10.5, 10.284615384615385)","(10.0, 18.5, 14.11111111111111)","(31.0, 210.0, 149.66666666666669)","(15.0, 34.0, 26.5)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.290909090909091)","(4.0, 4.8, 4.699999999999999)","(10.0, 15.0, 13.8)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:03.265141,"(21.0, 42.0, 39.66666666666667)","(41.0, 200.0, 93.33333333333334)","(8.0, 10.5, 10.284615384615385)","(10.0, 18.0, 15.5)","(31.0, 210.0, 199.94444444444443)","(15.0, 34.0, 29.0)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.8, 8.4)","(4.0, 4.8, 4.699999999999999)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:04.677740,"(21.0, 42.0, 39.4)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.284615384615385)","(10.0, 17.5, 15.25)","(31.0, 210.0, 170.0)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.6, 8.4)","(4.0, 4.8, 4.699999999999999)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:06.190882,"(21.0, 42.0, 39.4)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.284615384615385)","(10.0, 17.5, 15.25)","(31.0, 210.0, 165.5)","(15.0, 34.0, 29.0)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.6, 8.4)","(4.0, 4.8, 4.699999999999999)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:07.618481,"(21.0, 42.0, 39.4)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.284615384615385)","(10.0, 17.5, 15.25)","(31.0, 210.0, 139.60000000000002)","(15.0, 34.0, 29.0)","(2.6, 3.05, 3.0424324324324323)","(6.5, 8.6, 8.4)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:09.044745,"(21.0, 42.0, 38.0)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.36)","(10.0, 17.5, 15.25)","(31.0, 210.0, 139.60000000000002)","(15.0, 34.0, 30.5)","(2.6, 3.05, 3.0445945945945945)","(6.5, 8.6, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:10.458870,"(21.0, 42.0, 38.0)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.32)","(10.0, 17.5, 15.25)","(31.0, 210.0, 139.60000000000002)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.0445945945945945)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:11.863601,"(21.0, 42.0, 38.0)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.18888888888889)","(10.0, 17.5, 13.9)","(31.0, 210.0, 139.60000000000002)","(15.0, 34.0, 29.0)","(2.6, 3.05, 3.0445945945945945)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:13.409953,"(21.0, 42.0, 38.0)","(41.0, 200.0, 136.8)","(8.0, 10.5, 10.18888888888889)","(10.0, 16.0, 13.9)","(31.0, 210.0, 174.8)","(15.0, 34.0, 29.0)","(2.6, 3.05, 3.0409090909090906)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:14.939204,"(21.0, 42.0, 38.0)","(41.0, 200.0, 154.85714285714286)","(8.0, 10.5, 10.18888888888889)","(10.0, 16.0, 13.9)","(31.0, 210.0, 140.39999999999998)","(15.0, 34.0, 31.833333333333332)","(2.6, 3.05, 3.0409090909090906)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:16.422321,"(21.0, 42.0, 38.0)","(41.0, 200.0, 148.0)","(8.0, 10.5, 10.32)","(10.0, 16.0, 13.9)","(31.0, 210.0, 140.39999999999998)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.05, 3.0409090909090906)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 110.0)"
09-01-2023 10:05:17.841640,"(21.0, 42.0, 38.0)","(41.0, 200.0, 96.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 13.9)","(31.0, 210.0, 170.8888888888889)","(15.0, 34.0, 31.92857142857143)","(2.6, 3.05, 3.0409090909090906)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 137.5)"
09-01-2023 10:05:19.325172,"(21.0, 42.0, 38.0)","(41.0, 200.0, 96.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 14.6)","(31.0, 210.0, 118.0)","(15.0, 34.0, 29.333333333333336)","(2.6, 3.05, 3.070253164556962)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 165.0)"
09-01-2023 10:05:20.752583,"(21.0, 42.0, 39.6)","(41.0, 200.0, 137.6)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 14.6)","(31.0, 200.0, 118.0)","(15.0, 34.0, 31.0)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.076190476190476)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 165.0)"
09-01-2023 10:05:22.153763,"(21.0, 42.0, 39.6)","(41.0, 200.0, 137.6)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 14.6)","(31.0, 200.0, 118.0)","(15.0, 34.0, 32.166666666666664)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 172.85714285714286)"
09-01-2023 10:05:23.650993,"(21.0, 42.0, 39.6)","(41.0, 200.0, 123.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 14.6)","(31.0, 200.0, 118.0)","(15.0, 34.0, 32.0)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 172.85714285714286)"
09-01-2023 10:05:25.070618,"(21.0, 42.0, 39.6)","(41.0, 200.0, 123.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 16.0, 15.0)","(31.0, 200.0, 113.0)","(15.0, 34.0, 31.25)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 172.85714285714286)"
09-01-2023 10:05:26.519533,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 15.5, 15.0)","(31.0, 190.0, 113.0)","(15.0, 34.0, 32.333333333333336)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 140.0)"
09-01-2023 10:05:27.948645,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 15.5, 15.0)","(31.0, 190.0, 113.0)","(15.0, 34.0, 32.333333333333336)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.727272727272727)","(10.0, 15.0, 13.875)","(41.0, 220.0, 124.0)"
09-01-2023 10:05:29.356842,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.310526315789474)","(10.0, 15.5, 15.0)","(31.0, 190.0, 113.0)","(15.0, 34.0, 31.75)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.8, 4.417391304347826)","(10.0, 15.0, 13.875)","(41.0, 220.0, 160.0)"
09-01-2023 10:05:30.772797,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.343478260869565)","(10.0, 15.5, 15.0)","(31.0, 190.0, 113.0)","(15.0, 34.0, 31.75)","(2.6, 3.1, 3.070253164556962)","(6.5, 8.4, 8.064)","(4.0, 4.6, 4.417391304347826)","(10.0, 15.0, 13.875)","(41.0, 210.0, 160.0)"
09-01-2023 10:05:32.219540,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.343478260869565)","(10.0, 15.5, 15.0)","(31.0, 190.0, 113.0)","(15.0, 34.0, 31.0)","(2.6, 3.1, 3.0323943661971833)","(6.5, 8.4, 8.064)","(4.0, 4.6, 4.417391304347826)","(10.0, 15.0, 13.875)","(41.0, 210.0, 160.0)"
09-01-2023 10:05:33.647188,"(21.0, 42.0, 39.6)","(41.0, 200.0, 120.0)","(8.0, 10.5, 10.343478260869565)","(10.0, 15.5, 14.833333333333334)","(31.0, 190.0, 113.0)","(15.0, 34.0, 30.0)","(2.6, 3.1, 3.036)","(6.5, 8.4, 8.064)","(4.0, 4.6, 4.4818181818181815)","(10.0, 15.0, 13.875)","(41.0, 210.0, 160.0)"
