,Zulu Zephyr,Royal Carmilla,Paua Of Abby,Tarawi Lock Star,Zorros Sword
12-01-2023 18:44:03.753272,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.333333333333336)","(4.0, 4.4, 4.25)","(21.0, 50.0, 36.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:04.621500,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.15384615384615)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 36.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:05.445149,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 36.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:06.436387,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 36.0)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:07.279101,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:08.217405,"(1.7, 2.0, 1.9817857142857143)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:09.456799,"(1.7, 2.0, 1.9740677966101694)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:10.374946,"(1.7, 2.0, 1.9740677966101694)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:11.208386,"(1.7, 2.0, 1.9740677966101694)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:12.035891,"(1.7, 2.0, 1.9740677966101694)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.7)"
12-01-2023 18:44:13.028805,"(1.7, 2.0, 1.9740677966101694)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.721739130434782)"
12-01-2023 18:44:13.941680,"(1.7, 1.99, 1.9814285714285713)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.23448275862069)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.747826086956522)"
12-01-2023 18:44:14.801791,"(1.7, 1.98, 1.9617777777777778)","(21.0, 40.0, 38.588235294117645)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:15.717220,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:16.785847,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:17.740871,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:18.654031,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.666666666666664)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:19.580772,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.84210526315789)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:20.442753,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.84210526315789)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:21.330785,"(1.7, 1.98, 1.9616326530612245)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 44.84210526315789)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:22.285922,"(1.7, 1.98, 1.9647457627118643)","(21.0, 40.0, 36.705882352941174)","(4.0, 4.4, 4.25)","(21.0, 50.0, 45.54545454545455)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:23.175021,"(1.7, 1.98, 1.9647457627118643)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.4, 4.25)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.761904761904762)"
12-01-2023 18:44:24.028868,"(1.7, 2.0, 1.9925)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.3, 4.2384615384615385)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.77)"
12-01-2023 18:44:24.896667,"(1.7, 1.99, 1.9737931034482759)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.3, 4.222727272727273)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.779999999999999)"
12-01-2023 18:44:25.848256,"(1.7, 1.99, 1.9737931034482759)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.3, 4.174074074074074)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.779999999999999)"
12-01-2023 18:44:26.836830,"(1.7, 1.99, 1.9737931034482759)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.3, 4.164516129032258)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.779999999999999)"
12-01-2023 18:44:27.811891,"(1.7, 1.99, 1.9737931034482759)","(21.0, 40.0, 37.925925925925924)","(4.0, 4.3, 4.164516129032258)","(21.0, 50.0, 42.5625)","(3.4, 4.8, 4.779999999999999)"
12-01-2023 18:44:28.882451,"(1.7, 1.99, 1.9737931034482759)","(21.0, 40.0, 38.0)","(4.0, 4.3, 4.171428571428572)","(21.0, 50.0, 42.78787878787879)","(3.4, 4.8, 4.7823529411764705)"
12-01-2023 18:44:29.887565,"(1.65, 1.99, 1.9722641509433962)","(21.0, 40.0, 38.0)","(3.9, 4.2, 4.166666666666667)","(21.0, 50.0, 42.78787878787879)","(3.5, 4.8, 4.7823529411764705)"
12-01-2023 18:44:30.953708,"(1.65, 1.99, 1.975079365079365)","(21.0, 40.0, 38.0)","(3.9, 4.2, 4.144444444444444)","(21.0, 50.0, 42.78787878787879)","(3.5, 4.8, 4.7846153846153845)"
12-01-2023 18:44:32.074500,"(1.65, 1.99, 1.975079365079365)","(21.0, 40.0, 38.0)","(3.9, 4.2, 4.128571428571428)","(21.0, 50.0, 44.5)","(3.5, 4.8, 4.785)"
12-01-2023 18:44:33.167420,"(1.65, 1.99, 1.9826470588235294)","(21.0, 40.0, 37.0)","(3.9, 4.2, 4.12)","(21.0, 48.0, 44.166666666666664)","(3.5, 4.8, 4.786046511627907)"
12-01-2023 18:44:34.217175,"(1.65, 1.99, 1.9771794871794872)","(21.0, 40.0, 37.0)","(3.9, 4.2, 4.12)","(21.0, 50.0, 44.166666666666664)","(3.5, 4.8, 4.782857142857143)"
12-01-2023 18:44:35.163121,"(1.65, 1.99, 1.9773684210526317)","(21.0, 46.0, 44.0)","(3.9, 4.2, 4.113043478260869)","(21.0, 48.0, 45.5)","(3.5, 4.8, 4.779310344827586)"
12-01-2023 18:44:36.124130,"(1.65, 2.0, 1.9755384615384615)","(21.0, 46.0, 42.25)","(3.9, 4.2, 4.094736842105263)","(21.0, 48.0, 45.5)","(3.5, 4.8, 4.779310344827586)"
12-01-2023 18:44:37.086424,"(1.65, 2.0, 1.9755384615384615)","(21.0, 46.0, 38.714285714285715)","(3.9, 4.2, 4.094736842105263)","(21.0, 48.0, 43.6)","(3.5, 4.8, 4.779310344827586)"
12-01-2023 18:44:38.280113,"(1.65, 2.0, 1.9755384615384615)","(21.0, 46.0, 38.25806451612903)","(3.9, 4.2, 4.094736842105263)","(21.0, 48.0, 43.6)","(3.5, 4.8, 4.779310344827586)"
12-01-2023 18:44:39.285957,"(1.65, 2.0, 1.9755384615384615)","(21.0, 46.0, 38.25806451612903)","(3.9, 4.2, 4.094736842105263)","(21.0, 48.0, 43.6)","(3.5, 4.8, 4.779310344827586)"
12-01-2023 18:44:40.311192,"(1.65, 2.0, 1.9730508474576272)","(21.0, 46.0, 38.25806451612903)","(3.9, 4.2, 4.066666666666666)","(21.0, 48.0, 43.6)","(3.5, 4.8, 4.696296296296296)"
12-01-2023 18:44:41.289357,"(1.65, 2.0, 1.9817241379310344)","(21.0, 46.0, 38.5)","(3.9, 4.2, 4.066666666666666)","(21.0, 48.0, 43.6)","(3.5, 4.7, 4.696296296296296)"
12-01-2023 18:44:42.354838,"(1.65, 2.0, 1.9817241379310344)","(21.0, 46.0, 38.5)","(3.9, 4.2, 4.14)","(21.0, 48.0, 43.6)","(3.5, 4.7, 4.781818181818181)"
12-01-2023 18:44:43.359132,"(1.65, 1.99, 1.976)","(21.0, 46.0, 38.25806451612903)","(3.9, 4.2, 4.14)","(21.0, 48.0, 43.6)","(3.5, 4.8, 4.7823529411764705)"
12-01-2023 18:44:44.398162,"(1.65, 1.96, 1.9459459459459458)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.280952380952381)","(21.0, 48.0, 44.17391304347826)","(3.5, 4.8, 4.78125)"
12-01-2023 18:44:45.407935,"(1.65, 1.96, 1.946222222222222)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.273333333333333)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.8, 4.783783783783783)"
12-01-2023 18:44:46.280567,"(1.65, 1.96, 1.946222222222222)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.278947368421052)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.8, 4.783783783783783)"
12-01-2023 18:44:47.362678,"(1.65, 1.96, 1.9465217391304348)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.241666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.8, 4.78125)"
12-01-2023 18:44:48.361451,"(1.65, 1.96, 1.9465217391304348)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.2749999999999995)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.8, 4.783333333333333)"
12-01-2023 18:44:49.337732,"(1.65, 1.96, 1.9465217391304348)","(21.0, 46.0, 39.14285714285714)","(3.9, 4.3, 4.233333333333333)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.8, 4.875)"
12-01-2023 18:44:50.253317,"(1.65, 1.96, 1.947142857142857)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.242857142857143)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.875)"
12-01-2023 18:44:51.075529,"(1.65, 1.96, 1.9526027397260273)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.8545454545454545)"
12-01-2023 18:44:52.140127,"(1.65, 1.96, 1.9526027397260273)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.868421052631579)"
12-01-2023 18:44:53.167207,"(1.65, 1.96, 1.9529113924050632)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.868421052631579)"
12-01-2023 18:44:54.140388,"(1.65, 1.96, 1.9529113924050632)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.94375)"
12-01-2023 18:44:55.079206,"(1.65, 1.96, 1.95)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.94375)"
12-01-2023 18:44:55.989776,"(1.65, 1.96, 1.95)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.157142857142857)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.94375)"
12-01-2023 18:44:56.919794,"(1.65, 1.96, 1.95)","(21.0, 46.0, 38.888888888888886)","(3.9, 4.3, 4.136363636363636)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.94375)"
12-01-2023 18:44:57.787364,"(1.65, 1.96, 1.9430303030303029)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.136363636363636)","(21.0, 48.0, 44.857142857142854)","(3.5, 5.0, 4.94375)"
12-01-2023 18:44:58.752155,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.861904761904762)"
12-01-2023 18:44:59.726457,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.861904761904762)"
12-01-2023 18:45:00.663174,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.861904761904762)"
12-01-2023 18:45:01.601291,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.854166666666667)"
12-01-2023 18:45:02.416470,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.854166666666667)"
12-01-2023 18:45:03.409422,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.854166666666667)"
12-01-2023 18:45:04.465083,"(1.65, 1.96, 1.9547619047619047)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.166666666666666)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:05.368712,"(1.65, 1.96, 1.9455555555555555)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.156)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:06.203738,"(1.65, 1.96, 1.9520833333333334)","(21.0, 46.0, 40.074074074074076)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:07.177672,"(1.65, 1.96, 1.9527777777777777)","(21.0, 46.0, 40.4)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:08.211700,"(1.65, 1.96, 1.9527777777777777)","(21.0, 46.0, 40.4)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:09.145865,"(1.65, 1.96, 1.9428571428571428)","(21.0, 46.0, 40.4)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:10.029159,"(1.65, 1.95, 1.9472093023255814)","(21.0, 46.0, 40.90909090909091)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:10.930577,"(1.65, 1.95, 1.9404225352112676)","(21.0, 46.0, 41.69230769230769)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:11.950379,"(1.65, 1.95, 1.9404225352112676)","(21.0, 46.0, 41.69230769230769)","(3.9, 4.3, 4.128571428571428)","(21.0, 48.0, 44.857142857142854)","(3.5, 4.9, 4.888888888888889)"
12-01-2023 18:45:12.906349,"(1.65, 1.95, 1.941604938271605)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.139393939393939)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.8909090909090915)"
12-01-2023 18:45:13.736800,"(1.65, 1.95, 1.941604938271605)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.139393939393939)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.8909090909090915)"
12-01-2023 18:45:14.620719,"(1.65, 1.95, 1.9386666666666665)","(21.0, 46.0, 40.18181818181818)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:15.626081,"(1.65, 1.95, 1.9412820512820512)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:16.565498,"(1.65, 1.95, 1.9412820512820512)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:17.391522,"(1.65, 1.95, 1.9412820512820512)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:18.308494,"(1.65, 1.95, 1.9412820512820512)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.333333333333336)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:19.349695,"(1.65, 1.95, 1.9412820512820512)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.333333333333336)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:20.232721,"(1.65, 1.95, 1.9422727272727272)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:21.024308,"(1.65, 1.95, 1.9422727272727272)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.893750000000001)"
12-01-2023 18:45:21.980313,"(1.65, 1.95, 1.9422727272727272)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 4.9, 4.976470588235294)"
12-01-2023 18:45:23.036489,"(1.65, 1.95, 1.9422727272727272)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.131746031746031)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.0, 4.969230769230769)"
12-01-2023 18:45:24.145651,"(1.65, 1.95, 1.943125)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.131746031746031)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.0, 4.95)"
12-01-2023 18:45:25.194398,"(1.65, 1.95, 1.943125)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.131746031746031)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.0, 4.95)"
12-01-2023 18:45:26.191550,"(1.65, 1.95, 1.943125)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.131746031746031)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.0, 5.058333333333334)"
12-01-2023 18:45:27.263161,"(1.65, 1.95, 1.943125)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.131746031746031)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.1, 5.046666666666667)"
12-01-2023 18:45:28.324921,"(1.65, 1.93, 1.9273333333333333)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.146376811594203)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.1, 5.069230769230769)"
12-01-2023 18:45:29.327745,"(1.65, 1.93, 1.9226829268292682)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.146376811594203)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.1, 5.05)"
12-01-2023 18:45:30.206362,"(1.65, 1.93, 1.9209859154929576)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.146376811594203)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.1, 5.021621621621621)"
12-01-2023 18:45:31.158781,"(1.65, 1.91, 1.9057142857142857)","(21.0, 46.0, 40.666666666666664)","(3.9, 4.3, 4.153061224489796)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.2, 5.108333333333333)"
12-01-2023 18:45:32.186478,"(1.65, 1.89, 1.8865217391304347)","(21.0, 46.0, 40.810810810810814)","(3.9, 4.3, 4.156)","(21.0, 48.0, 43.935483870967744)","(3.5, 5.2, 5.0653061224489795)"
12-01-2023 18:45:33.213477,"(1.65, 1.91, 1.894)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.3, 4.156)","(21.0, 48.0, 43.935483870967744)","(3.6, 5.2, 5.140909090909091)"
12-01-2023 18:45:34.083322,"(1.65, 1.91, 1.8954545454545453)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.3, 4.156)","(21.0, 48.0, 43.935483870967744)","(3.6, 5.2, 5.126666666666666)"
12-01-2023 18:45:34.986123,"(1.65, 1.91, 1.9024999999999999)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.3, 4.156)","(21.0, 48.0, 43.935483870967744)","(3.6, 5.2, 5.126666666666666)"
12-01-2023 18:45:35.954674,"(1.65, 1.89, 1.8777272727272727)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.4, 4.2620689655172415)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.211111111111111)"
12-01-2023 18:45:36.943078,"(1.65, 1.89, 1.87875)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.4, 4.251851851851852)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.247368421052632)"
12-01-2023 18:45:37.977811,"(1.65, 1.89, 1.8806896551724137)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.4, 4.248275862068966)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.247368421052632)"
12-01-2023 18:45:38.831666,"(1.65, 1.89, 1.8806896551724137)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.4, 4.248275862068966)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.247368421052632)"
12-01-2023 18:45:39.744889,"(1.65, 1.89, 1.8780000000000001)","(21.0, 46.0, 40.666666666666664)","(3.8, 4.4, 4.248275862068966)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.175)"
12-01-2023 18:45:40.769095,"(1.65, 1.9, 1.8927999999999998)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.2, 5.1571428571428575)"
12-01-2023 18:45:41.729417,"(1.65, 1.9, 1.8930769230769229)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.2, 5.214285714285714)"
12-01-2023 18:45:42.672486,"(1.65, 1.9, 1.8930769230769229)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.25)"
12-01-2023 18:45:43.535997,"(1.65, 1.9, 1.8930769230769229)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:44.453043,"(1.65, 1.9, 1.8930769230769229)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.25)"
12-01-2023 18:45:45.456358,"(1.65, 1.9, 1.89)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:46.370696,"(1.65, 1.9, 1.89)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.230769230769231)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.25)"
12-01-2023 18:45:47.264609,"(1.65, 1.9, 1.89)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.242857142857143)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:48.204191,"(1.65, 1.9, 1.89)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.242857142857143)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.25)"
12-01-2023 18:45:49.123122,"(1.65, 1.89, 1.8868421052631579)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.242857142857143)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:50.096970,"(1.65, 1.89, 1.8853846153846152)","(21.0, 46.0, 40.37837837837838)","(3.8, 4.4, 4.225925925925926)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:51.001604,"(1.65, 1.89, 1.8853846153846152)","(21.0, 46.0, 39.5)","(3.8, 4.4, 4.253125)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:51.885710,"(1.65, 1.9, 1.888235294117647)","(21.0, 46.0, 39.5)","(3.8, 4.4, 4.253125)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.214285714285714)"
12-01-2023 18:45:52.840880,"(1.65, 1.9, 1.8894736842105262)","(21.0, 46.0, 39.5)","(3.8, 4.4, 4.253125)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:53.743918,"(1.65, 1.9, 1.8894736842105262)","(21.0, 46.0, 39.5)","(3.8, 4.4, 4.253125)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:54.689509,"(1.65, 1.9, 1.888235294117647)","(21.0, 46.0, 39.5)","(3.8, 4.4, 4.253125)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:55.564851,"(1.65, 1.9, 1.8833333333333333)","(21.0, 46.0, 40.18181818181818)","(3.8, 4.3, 4.221739130434782)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:56.423149,"(1.65, 1.9, 1.8866666666666665)","(21.0, 44.0, 39.285714285714285)","(3.8, 4.3, 4.222448979591836)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:57.408258,"(1.65, 1.9, 1.8866666666666665)","(21.0, 44.0, 39.285714285714285)","(3.8, 4.3, 4.211111111111111)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
12-01-2023 18:45:58.330024,"(1.65, 1.91, 1.8957142857142857)","(21.0, 44.0, 39.2)","(3.8, 4.3, 4.211111111111111)","(21.0, 48.0, 44.0)","(3.6, 5.3, 5.253846153846154)"
