,Water Into Wine,Midas Prince,Black Syrah,Prospectus,Sword Of War,Duke Of Bedford,Supreme Thunder,Orpheline
08-12-2022 14:41:43.585749,"(8.0, 10.0, 9.75294117647059)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.066666666666666)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:44.813768,"(8.0, 10.0, 9.75294117647059)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.066666666666666)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:46.013190,"(8.0, 10.0, 9.75294117647059)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.066666666666666)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:47.200148,"(8.0, 10.0, 9.75294117647059)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.066666666666666)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:48.487121,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:49.769465,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:50.999254,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:52.163408,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:53.399996,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:54.639271,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:56.001975,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:57.492213,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.433333333333333)","(51.0, 340.0, 238.75)"
08-12-2022 14:41:58.879586,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.52, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:00.306644,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:01.631482,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.133333333333334)","(8.0, 99999, 99990)","(20.0, 40.0, 39.25)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:02.971334,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:04.289964,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:05.650617,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.977777777777778)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:07.039842,"(8.0, 10.0, 9.8)","(6.5, 9.2, 9.438461538461539)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:08.368114,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.438461538461539)","(15.0, 19.5, 18.785714285714285)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:09.672682,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.206249999999999)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:10.831133,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.206249999999999)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:12.126517,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.206249999999999)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:13.476674,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.206249999999999)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.5)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 238.75)"
08-12-2022 14:42:14.849277,"(8.0, 10.0, 9.8)","(6.5, 10.5, 9.6)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 40.0, 33.42857142857143)","(2.1, 2.5, 2.4384615384615382)","(51.0, 340.0, 255.71428571428572)"
08-12-2022 14:42:16.165765,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.09090909090909)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:17.306851,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.09090909090909)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:18.442656,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:19.543778,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:20.752040,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:22.013333,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 5.12)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:23.345237,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.933333333333334)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 188.1818181818182)"
08-12-2022 14:42:24.669941,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:25.968429,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:27.304138,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4384615384615382)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:28.636771,"(8.0, 10.0, 9.8)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.5, 2.4857142857142858)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:29.947107,"(8.0, 10.0, 9.776)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.52, 2.564)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:31.205576,"(8.0, 10.0, 9.776)","(6.5, 10.0, 9.1)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.588235294117645)","(2.1, 2.6, 2.56)","(51.0, 330.0, 255.71428571428572)"
08-12-2022 14:42:32.446015,"(8.0, 10.0, 9.776)","(6.5, 9.8, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.7, 2.5417391304347827)","(51.0, 330.0, 226.25)"
08-12-2022 14:42:33.717301,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.7, 2.5272727272727273)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:34.927158,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.68, 2.5272727272727273)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:36.154239,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.85714285714286)","(2.1, 2.68, 2.5272727272727273)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:37.310246,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 34.0)","(2.1, 2.68, 2.5272727272727273)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:38.381850,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 34.0)","(2.1, 2.68, 2.5272727272727273)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:39.512240,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.68, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:40.669325,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:41.921414,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:43.151248,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:44.561992,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.55)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:45.996315,"(8.0, 10.0, 9.776)","(6.5, 9.6, 8.525)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 33.0)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:47.404314,"(8.0, 10.0, 9.776)","(6.5, 9.4, 8.6)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:48.846732,"(8.0, 10.0, 9.776)","(6.5, 9.2, 8.6)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:50.208501,"(8.0, 10.0, 9.776)","(6.5, 9.2, 8.6)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.859259259259259)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.498666666666667)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:51.557125,"(8.0, 10.0, 9.776)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.487142857142857)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:52.869644,"(8.0, 10.0, 9.8)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.487142857142857)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:54.267886,"(8.0, 10.0, 9.776)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.44)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:55.659518,"(8.0, 10.0, 9.776)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.66, 2.5300000000000002)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:57.085757,"(8.0, 10.0, 9.384615384615383)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.45454545454545)","(2.1, 2.64, 2.5300000000000002)","(51.0, 320.0, 170.0)"
08-12-2022 14:42:58.449451,"(8.0, 10.0, 9.384615384615383)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.5300000000000002)","(51.0, 320.0, 226.25)"
08-12-2022 14:42:59.777020,"(8.0, 10.0, 9.384615384615383)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.5300000000000002)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:00.987238,"(8.0, 10.0, 9.384615384615383)","(6.5, 9.2, 8.266666666666666)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.5300000000000002)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:02.169626,"(8.0, 10.0, 9.294117647058824)","(6.5, 9.0, 8.228571428571428)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.5300000000000002)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:03.352389,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.957894736842105)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4383333333333335)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:04.531609,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4346666666666668)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:05.745449,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4346666666666668)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:07.020612,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4346666666666668)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:08.277882,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4346666666666668)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:09.558660,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.4346666666666668)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:10.693549,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.64, 2.445)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:11.833945,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.62, 2.445)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:13.003599,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:14.297749,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:15.683898,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:17.008245,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.0)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:18.322235,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 34.57142857142857)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:19.623478,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.81818181818181)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:20.909210,"(8.0, 10.0, 9.4)","(6.5, 9.0, 7.68)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 226.25)"
08-12-2022 14:43:22.185202,"(8.0, 10.0, 9.4)","(6.5, 9.0, 8.266666666666667)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 320.0, 241.42857142857142)"
08-12-2022 14:43:23.461638,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.266666666666667)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 179.09090909090907)"
08-12-2022 14:43:24.801724,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.114285714285714)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 179.09090909090907)"
08-12-2022 14:43:26.011424,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.114285714285714)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 179.09090909090907)"
08-12-2022 14:43:27.221780,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.114285714285714)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 220.0)"
08-12-2022 14:43:28.390826,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.114285714285714)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 220.0)"
08-12-2022 14:43:29.480119,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.114285714285714)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.666666666666664)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 220.0)"
08-12-2022 14:43:30.697348,"(8.0, 10.0, 9.4)","(6.5, 8.8, 8.218181818181819)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 35.8)","(2.1, 2.62, 2.4366666666666665)","(51.0, 310.0, 220.0)"
08-12-2022 14:43:31.815454,"(8.0, 10.0, 9.4)","(6.5, 8.6, 8.0)","(15.0, 19.5, 18.346153846153847)","(3.9, 5.2, 4.866666666666666)","(8.0, 99999, 99990)","(20.0, 38.0, 36.30769230769231)","(2.1, 2.62, 2.445)","(51.0, 310.0, 220.0)"
