,River Patrol Nz,Baccarat,Final Bow,Paddy Mach,Live For Peace,Got The Goods
14-12-2022 12:32:02.788925,"(10.0, 99999, 99990)","(3.8, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.95, 2.16, 2.1)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:03.813256,"(10.0, 99999, 99990)","(4.0, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.16, 2.1)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:04.991914,"(10.0, 99999, 99990)","(4.0, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.14, 2.0636363636363635)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:06.117382,"(10.0, 99999, 99990)","(4.0, 7.0, 6.95)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.14, 2.033333333333333)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:07.264887,"(10.0, 99999, 99990)","(4.0, 7.4, 7.185714285714286)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.14, 2.090909090909091)","(10.0, 13.0, 12.666666666666666)","(9.0, 99999, 99990)"
14-12-2022 12:32:08.390163,"(10.0, 99999, 99990)","(4.0, 7.4, 7.066666666666666)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.090909090909091)","(10.0, 13.0, 12.666666666666666)","(9.0, 99999, 99990)"
14-12-2022 12:32:09.467288,"(10.0, 99999, 99990)","(4.0, 7.6, 7.56)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.666666666666666)","(9.0, 99999, 99990)"
14-12-2022 12:32:10.454436,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.666666666666666)","(9.0, 99999, 99990)"
14-12-2022 12:32:11.399440,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.666666666666666)","(9.0, 99999, 99990)"
14-12-2022 12:32:12.544427,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:13.658367,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:14.710655,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:15.892206,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:16.960614,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:17.965149,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:19.050738,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:20.082011,"(10.0, 99999, 99990)","(4.0, 7.6, 7.44375)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.06)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:21.094092,"(10.0, 99999, 99990)","(4.0, 7.6, 7.409523809523809)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.0393103448275864)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:22.184524,"(10.0, 99999, 99990)","(4.0, 7.6, 7.409523809523809)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.0393103448275864)","(10.0, 13.0, 12.571428571428571)","(9.0, 99999, 99990)"
14-12-2022 12:32:23.221279,"(10.0, 99999, 99990)","(4.0, 7.6, 7.409523809523809)","(6.5, 10.0, 9.16923076923077)","(1.9, 2.1, 2.0393103448275864)","(10.0, 13.0, 12.53125)","(9.0, 99999, 99990)"
14-12-2022 12:32:24.266608,"(10.0, 99999, 99990)","(4.0, 7.6, 7.409523809523809)","(6.5, 10.0, 9.712)","(1.9, 2.1, 2.036969696969697)","(10.0, 13.0, 12.53125)","(9.0, 99999, 99990)"
14-12-2022 12:32:25.324659,"(10.0, 99999, 99990)","(4.0, 7.6, 7.4399999999999995)","(6.5, 9.8, 9.56)","(1.9, 2.1, 2.036969696969697)","(10.0, 13.0, 12.53125)","(9.0, 99999, 99990)"
14-12-2022 12:32:26.392781,"(10.0, 99999, 99990)","(4.0, 7.6, 7.3517241379310345)","(6.5, 9.8, 9.455172413793104)","(1.9, 2.1, 2.036969696969697)","(10.0, 13.0, 12.53125)","(9.0, 99999, 99990)"
14-12-2022 12:32:27.524722,"(10.0, 99999, 99990)","(4.0, 7.4, 7.28)","(6.5, 9.8, 9.505882352941176)","(1.9, 2.1, 2.022962962962963)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:28.576697,"(10.0, 99999, 99990)","(4.0, 7.4, 7.28)","(6.5, 9.8, 9.505882352941176)","(1.9, 2.1, 2.022962962962963)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:29.695764,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.505882352941176)","(1.9, 2.1, 2.022962962962963)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:30.851591,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.211764705882354)","(1.9, 2.1, 2.022962962962963)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:32.052206,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.022962962962963)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:33.274830,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.030666666666667)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:34.438332,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.030666666666667)","(10.0, 13.0, 12.545454545454545)","(9.0, 99999, 99990)"
14-12-2022 12:32:35.750295,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.030666666666667)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:36.951383,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:38.217367,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:39.614995,"(10.0, 99999, 99990)","(4.0, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.9, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(9.0, 99999, 99990)"
14-12-2022 12:32:40.943380,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.85, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:42.132498,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.85, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:43.401861,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.85, 2.1, 2.025714285714286)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:44.521460,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 9.329411764705883)","(1.85, 2.1, 2.068888888888889)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:45.709043,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 9.56)","(1.85, 2.08, 2.068888888888889)","(10.0, 13.0, 11.555555555555555)","(8.5, 99999, 99990)"
14-12-2022 12:32:46.935108,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 9.8, 10.346153846153847)","(1.85, 2.08, 2.067878787878788)","(10.0, 13.0, 11.4)","(8.5, 99999, 99990)"
14-12-2022 12:32:48.103094,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.5, 10.555555555555555)","(1.85, 2.08, 2.067878787878788)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:49.246259,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 10.076923076923077)","(1.85, 2.08, 2.067878787878788)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:50.327500,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 10.076923076923077)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:51.517772,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 10.076923076923077)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:52.745652,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 9.75)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:53.901371,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.75)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:55.115627,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.75)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 11.615384615384615)","(8.5, 99999, 99990)"
14-12-2022 12:32:56.269319,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 10.346153846153847)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:57.320889,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 10.555555555555555)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:58.418253,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 11.0, 10.076923076923077)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.55)","(8.5, 99999, 99990)"
14-12-2022 12:32:59.608796,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 10.166666666666666)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:00.836666,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:02.109695,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(10.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:03.251253,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:04.469010,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:05.760786,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:06.883684,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:08.147460,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:09.254232,"(9.0, 99999, 99990)","(4.2, 7.4, 7.321739130434783)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:10.495803,"(9.0, 99999, 99990)","(4.2, 7.4, 7.228571428571429)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:11.722356,"(9.0, 99999, 99990)","(4.2, 7.4, 7.311111111111112)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:12.942740,"(9.0, 99999, 99990)","(4.2, 7.4, 7.311111111111112)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:14.177096,"(9.0, 99999, 99990)","(4.2, 7.4, 7.311111111111112)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:15.515709,"(9.0, 99999, 99990)","(4.2, 7.4, 7.566666666666666)","(6.5, 10.5, 9.875)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:16.827382,"(9.0, 99999, 99990)","(4.2, 7.6, 7.699999999999999)","(6.5, 10.5, 10.05)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:18.139628,"(9.0, 99999, 99990)","(4.2, 8.2, 7.583333333333333)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:19.371824,"(9.0, 99999, 99990)","(4.2, 8.0, 7.583333333333333)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:20.641902,"(9.0, 99999, 99990)","(4.2, 8.0, 7.793103448275862)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:21.743588,"(9.0, 99999, 99990)","(4.2, 8.0, 7.793103448275862)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:22.984357,"(9.0, 99999, 99990)","(4.2, 8.0, 7.793103448275862)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:24.033399,"(9.0, 99999, 99990)","(4.2, 8.0, 7.793103448275862)","(6.5, 10.5, 9.552631578947368)","(1.85, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(8.5, 99999, 99990)"
14-12-2022 12:33:25.411516,"(9.0, 99999, 99990)","(4.8, 8.0, 7.722222222222222)","(6.5, 11.5, 9.3125)","(1.8, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(7.5, 99999, 99990)"
14-12-2022 12:33:26.884280,"(9.0, 99999, 99990)","(4.8, 8.0, 7.722222222222222)","(6.5, 11.5, 9.666666666666666)","(1.8, 2.08, 2.0589473684210526)","(9.0, 13.0, 12.653846153846153)","(7.5, 99999, 99990)"
14-12-2022 12:33:28.275510,"(9.0, 99999, 99990)","(4.8, 8.0, 7.8)","(6.5, 11.0, 9.285714285714286)","(1.8, 2.08, 2.0313636363636363)","(9.0, 13.0, 12.3)","(7.5, 99999, 99990)"
14-12-2022 12:33:29.573845,"(9.0, 99999, 99990)","(4.8, 8.0, 7.9)","(6.5, 11.0, 9.285714285714286)","(1.8, 2.06, 2.0313636363636363)","(9.0, 12.5, 12.4375)","(7.5, 99999, 99990)"
14-12-2022 12:33:30.758534,"(9.0, 99999, 99990)","(4.8, 8.0, 7.9)","(6.5, 11.0, 9.285714285714286)","(1.8, 2.06, 2.0313636363636363)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:31.953122,"(9.0, 99999, 99990)","(4.8, 8.0, 7.8)","(6.5, 11.0, 9.285714285714286)","(1.8, 2.06, 2.016551724137931)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:33.174009,"(9.0, 99999, 99990)","(4.8, 8.0, 7.8)","(6.5, 11.0, 10.263636363636364)","(1.8, 2.06, 2.0396774193548386)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:34.307207,"(9.0, 99999, 99990)","(4.8, 8.0, 7.8)","(6.5, 10.5, 9.854545454545454)","(1.8, 2.06, 2.0396774193548386)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:35.543840,"(9.0, 99999, 99990)","(4.8, 8.0, 7.914285714285715)","(6.5, 10.0, 9.166666666666666)","(1.8, 2.06, 2.0683333333333334)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:36.538146,"(9.0, 99999, 99990)","(4.8, 8.0, 7.914285714285715)","(6.5, 10.0, 9.166666666666666)","(1.8, 2.1, 2.0342857142857143)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:37.702060,"(9.0, 99999, 99990)","(4.8, 8.0, 7.914285714285715)","(6.5, 10.0, 9.25)","(1.8, 2.1, 2.0342857142857143)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:38.931836,"(9.0, 99999, 99990)","(4.8, 8.0, 7.914285714285715)","(6.5, 10.0, 9.25)","(1.8, 2.1, 2.0366666666666666)","(9.0, 13.0, 12.25)","(7.5, 99999, 99990)"
14-12-2022 12:33:40.297402,"(9.0, 99999, 99990)","(4.6, 8.0, 7.6)","(6.5, 10.0, 9.788235294117648)","(1.8, 2.1, 2.057777777777778)","(9.0, 13.0, 12.25)","(8.0, 99999, 99990)"
14-12-2022 12:33:41.565582,"(9.0, 99999, 99990)","(4.6, 8.0, 7.6)","(6.5, 10.0, 9.788235294117648)","(1.8, 2.1, 2.057777777777778)","(9.0, 13.0, 12.25)","(8.0, 99999, 99990)"
14-12-2022 12:33:42.868866,"(9.0, 99999, 99990)","(4.6, 8.0, 7.6)","(6.5, 10.0, 9.788235294117648)","(1.8, 2.1, 2.057777777777778)","(9.0, 13.0, 12.25)","(8.0, 99999, 99990)"
14-12-2022 12:33:44.150801,"(9.0, 99999, 99990)","(4.6, 8.0, 7.733333333333333)","(6.5, 10.0, 9.52)","(1.8, 2.1, 2.0442424242424244)","(9.0, 13.0, 12.25)","(8.0, 99999, 99990)"
14-12-2022 12:33:45.521029,"(9.0, 99999, 99990)","(4.6, 8.0, 7.428571428571429)","(6.5, 10.5, 9.719999999999999)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.033333333333333)","(8.0, 99999, 99990)"
14-12-2022 12:33:46.957482,"(8.5, 99999, 99990)","(4.8, 8.0, 7.428571428571429)","(6.5, 10.5, 9.719999999999999)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.3)","(7.5, 99999, 99990)"
14-12-2022 12:33:48.108023,"(8.5, 99999, 99990)","(4.8, 8.0, 7.428571428571429)","(6.5, 10.5, 9.719999999999999)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.7)","(7.5, 99999, 99990)"
14-12-2022 12:33:49.266032,"(8.5, 99999, 99990)","(4.8, 8.0, 7.851851851851852)","(6.5, 10.5, 9.719999999999999)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.7)","(7.5, 99999, 99990)"
14-12-2022 12:33:50.407622,"(8.5, 99999, 99990)","(4.8, 8.0, 7.866666666666667)","(6.5, 10.5, 9.85)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.7)","(7.5, 99999, 99990)"
14-12-2022 12:33:51.663771,"(8.5, 99999, 99990)","(4.8, 8.0, 7.866666666666667)","(6.5, 10.5, 9.85)","(1.8, 2.1, 2.0525)","(9.0, 12.5, 11.7)","(7.5, 99999, 99990)"
14-12-2022 12:33:52.814775,"(8.5, 99999, 99990)","(4.8, 8.0, 7.571428571428572)","(6.5, 10.5, 9.766666666666667)","(1.8, 2.1, 2.048888888888889)","(9.0, 12.5, 11.7)","(7.5, 99999, 99990)"
14-12-2022 12:33:53.991098,"(8.5, 99999, 99990)","(4.8, 8.0, 7.571428571428572)","(6.5, 10.5, 9.766666666666667)","(1.8, 2.1, 2.048888888888889)","(9.0, 12.5, 11.166666666666666)","(7.5, 99999, 99990)"
14-12-2022 12:33:55.208510,"(8.5, 99999, 99990)","(4.8, 8.0, 7.571428571428572)","(6.5, 10.5, 10.175)","(1.8, 2.1, 2.048888888888889)","(9.0, 12.5, 11.5)","(7.5, 99999, 99990)"
14-12-2022 12:33:56.360859,"(8.5, 99999, 99990)","(4.8, 8.0, 7.8)","(6.5, 10.5, 9.766666666666667)","(1.8, 2.1, 2.0525)","(9.0, 12.0, 10.928571428571429)","(7.5, 99999, 99990)"
14-12-2022 12:33:57.617014,"(8.5, 99999, 99990)","(4.8, 8.0, 7.933333333333334)","(6.5, 10.5, 10.066666666666666)","(1.8, 2.1, 2.157777777777778)","(9.0, 12.0, 11.1)","(7.5, 99999, 99990)"
14-12-2022 12:33:58.838560,"(8.5, 99999, 99990)","(4.8, 8.0, 7.769230769230769)","(6.5, 10.5, 10.066666666666666)","(1.8, 2.16, 2.157777777777778)","(9.0, 12.0, 9.332203389830507)","(7.5, 99999, 99990)"
14-12-2022 12:34:00.040536,"(8.5, 99999, 99990)","(4.8, 8.0, 7.769230769230769)","(6.5, 10.5, 10.066666666666666)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.312068965517241)","(7.5, 99999, 99990)"
14-12-2022 12:34:01.260032,"(8.5, 99999, 99990)","(4.8, 8.0, 7.769230769230769)","(6.5, 10.5, 10.147058823529411)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.312068965517241)","(7.5, 99999, 99990)"
14-12-2022 12:34:02.387685,"(8.5, 99999, 99990)","(4.8, 8.0, 7.882352941176471)","(6.5, 10.5, 9.75)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.312068965517241)","(7.5, 99999, 99990)"
14-12-2022 12:34:03.571474,"(8.5, 99999, 99990)","(5.0, 8.0, 7.882352941176471)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.312068965517241)","(7.5, 99999, 99990)"
14-12-2022 12:34:04.837147,"(8.5, 99999, 99990)","(5.0, 8.0, 7.550000000000001)","(7.0, 10.5, 9.373333333333333)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.8)","(7.5, 99999, 99990)"
14-12-2022 12:34:06.089899,"(8.5, 99999, 99990)","(5.0, 8.0, 7.550000000000001)","(7.0, 10.5, 9.373333333333333)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.0, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:07.420845,"(8.5, 99999, 99990)","(5.0, 8.0, 7.862857142857143)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.157777777777778)","(9.0, 10.5, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:08.719708,"(8.5, 99999, 99990)","(5.0, 8.0, 7.314285714285714)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.158709677419355)","(9.0, 10.5, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:09.967809,"(8.5, 99999, 99990)","(5.0, 8.0, 7.314285714285714)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:11.185857,"(8.5, 99999, 99990)","(5.0, 8.0, 7.861538461538462)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:12.480899,"(8.5, 99999, 99990)","(5.0, 8.0, 7.861538461538462)","(7.0, 10.5, 9.75)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46)","(7.5, 99999, 99990)"
14-12-2022 12:34:13.853579,"(8.5, 99999, 99990)","(5.0, 8.0, 7.861538461538462)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.546666666666667)","(7.5, 99999, 99990)"
14-12-2022 12:34:15.306549,"(8.5, 99999, 99990)","(5.0, 8.0, 7.861538461538462)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.544262295081968)","(7.5, 99999, 99990)"
14-12-2022 12:34:17.008764,"(8.5, 99999, 99990)","(5.5, 8.0, 7.861538461538462)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.544262295081968)","(7.5, 99999, 99990)"
14-12-2022 12:34:18.447016,"(8.5, 99999, 99990)","(5.5, 8.0, 7.742857142857143)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.47719298245614)","(7.5, 99999, 99990)"
