,Happy Charlie,Run To Daylight,Spunman,Hot Fudge Sonde,Noid,Humpty Grumpty,Allen Can Do It,Debit Card
07-01-2023 13:41:12.373765,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.333333333333334)","(12.0, 50.0, 49.2)","(4.4, 5.0, 4.832)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.1)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:13.530022,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.333333333333334)","(12.0, 50.0, 49.2)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.1)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:14.747760,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.333333333333334)","(12.0, 50.0, 49.2)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.1)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:15.920688,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.366666666666667)","(12.0, 50.0, 49.2)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.1)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:17.049370,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.366666666666667)","(12.0, 50.0, 47.46666666666667)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.1)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:18.369783,"(31.0, 220.0, 92.0)","(11.0, 12.5, 12.91304347826087)","(12.0, 48.0, 47.5)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:19.564939,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 47.5)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 19.5, 22.083333333333336)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:20.796782,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 47.5)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 25.0, 22.9)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:21.923108,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 25.0, 22.9)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:23.093441,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 25.0, 22.9)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:24.245719,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 25.0, 22.9)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:25.544974,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 25.0, 21.818181818181817)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:26.748703,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.818181818181817)","(10.0, 12.0, 11.186046511627907)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:27.855735,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 46.666666666666664)","(4.4, 5.0, 4.866666666666667)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.818181818181817)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:28.896144,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 44.666666666666664)","(4.4, 5.0, 4.832)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.818181818181817)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:30.067054,"(31.0, 220.0, 92.0)","(11.0, 14.0, 12.91304347826087)","(12.0, 48.0, 42.5)","(4.4, 5.0, 4.832)","(19.0, 24.0, 21.666666666666668)","(13.0, 24.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:31.157957,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.029411764705882)","(12.0, 46.0, 42.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:32.177858,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.029411764705882)","(12.0, 46.0, 42.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:33.199642,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.029411764705882)","(12.0, 46.0, 42.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:34.327342,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.85714285714286)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:35.351200,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.85714285714286)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:36.373606,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 44.0, 39.42857142857143)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:37.487194,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.85714285714286)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:38.537611,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.85714285714286)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:39.622289,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.85714285714286)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.11111111111111)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:40.695128,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 40.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:41.755606,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 46.0, 38.57142857142857)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.973076923076923)"
07-01-2023 13:41:42.929844,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.647058823529411)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 21.666666666666668)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.8)","(1.7, 2.02, 1.9770422535211267)"
07-01-2023 13:41:44.142295,"(31.0, 220.0, 92.0)","(11.0, 13.0, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:45.287311,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:46.465577,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:47.587902,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:48.737699,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:49.873520,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:51.057899,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 44.0, 35.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:52.326044,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 42.0, 34.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:53.472608,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.2)","(12.0, 42.0, 37.714285714285715)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.571428571428573)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.75)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:54.606172,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 37.714285714285715)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:55.626908,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 37.09090909090909)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:56.880038,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 37.09090909090909)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9861111111111112)"
07-01-2023 13:41:58.091387,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 21.0, 19.555555555555557)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9883116883116883)"
07-01-2023 13:41:59.329582,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 20.0, 19.555555555555557)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9883116883116883)"
07-01-2023 13:42:00.532315,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 20.0, 19.555555555555557)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9883116883116883)"
07-01-2023 13:42:01.712229,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.88888888888889)","(13.0, 20.0, 19.555555555555557)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9883116883116883)"
07-01-2023 13:42:02.921188,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.846153846153847)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.666666666666668)","(13.0, 20.0, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:04.037635,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.5)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.666666666666664)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:05.174002,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.714285714285714)","(12.0, 40.0, 32.5)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 22.666666666666664)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:06.479093,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.833333333333334)","(12.0, 40.0, 32.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.25)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:07.732693,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.25)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:08.924251,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.25)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:10.042839,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.25)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:11.198614,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 5.0, 4.854054054054054)","(19.0, 24.0, 20.25)","(13.0, 19.5, 19.166666666666668)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:12.352205,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 5.0, 4.800000000000001)","(19.0, 24.0, 20.5)","(13.0, 19.5, 21.0)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9943157894736843)"
07-01-2023 13:42:13.446858,"(31.0, 220.0, 92.0)","(11.0, 13.5, 12.833333333333334)","(12.0, 38.0, 32.0)","(4.4, 4.9, 4.800000000000001)","(19.0, 24.0, 20.5)","(13.0, 24.0, 21.5)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:14.627759,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 38.0, 32.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 24.0, 21.5)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:15.791319,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 38.0, 32.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 24.0, 21.5)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:16.844638,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 38.0, 32.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 24.0, 21.5)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:18.064200,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 38.0, 32.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 24.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:19.251499,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:20.377976,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:21.474899,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.5)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:22.577760,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:23.621029,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 21.666666666666668)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:24.826047,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.727272727272727)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:26.034903,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.727272727272727)","(13.0, 23.0, 21.88888888888889)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:27.204760,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 23.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:28.247849,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:29.294693,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 36.0, 31.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:30.482285,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9891139240506328)"
07-01-2023 13:42:31.629342,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.997196261682243)"
07-01-2023 13:42:32.842574,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.997196261682243)"
07-01-2023 13:42:34.028129,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.997196261682243)"
07-01-2023 13:42:35.184924,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 21.11111111111111)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.997196261682243)"
07-01-2023 13:42:36.306199,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.766666666666667)","(19.0, 24.0, 22.833333333333336)","(13.0, 22.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9995744680851064)"
07-01-2023 13:42:37.453421,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.766666666666667)","(19.0, 24.0, 22.833333333333336)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.0, 1.9995744680851064)"
07-01-2023 13:42:38.747190,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.766666666666667)","(19.0, 24.0, 22.833333333333336)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.0, 1.9995744680851064)"
07-01-2023 13:42:40.263565,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 30.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 22.833333333333336)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.0, 1.997196261682243)"
07-01-2023 13:42:41.643662,"(31.0, 220.0, 92.0)","(11.0, 13.5, 13.0)","(12.0, 34.0, 29.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.0)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 2.0009375)"
07-01-2023 13:42:43.079080,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 32.0, 29.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.0)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9968354430379747)"
07-01-2023 13:42:44.313321,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 32.0, 29.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.0)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9968354430379747)"
07-01-2023 13:42:45.535366,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 32.0, 29.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.0)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9968354430379747)"
07-01-2023 13:42:46.881752,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 32.0, 29.0)","(4.4, 4.9, 4.757142857142857)","(19.0, 24.0, 20.0)","(13.0, 21.0, 20.333333333333332)","(10.0, 12.0, 11.818181818181818)","(1.7, 2.02, 1.9968354430379747)"
07-01-2023 13:42:48.076418,"(31.0, 220.0, 92.0)","(11.0, 13.0, 12.8)","(12.0, 32.0, 28.0)","(4.4, 4.9, 4.7823529411764705)","(19.0, 24.0, 20.333333333333332)","(13.0, 21.0, 20.444444444444443)","(10.0, 12.0, 11.333333333333334)","(1.7, 2.02, 1.9968354430379747)"
