,Pocket Rox,Komachi,Dance Of Thunder,Hot Seat,Numpty,Bronski,Nerrivik,Rogers Day,Strawberry Moon,Fiji,More Than Discreet,Sheeza Tilly,Masina
06-01-2023 15:32:45.778149,"(26.0, 32.0, 31.53191489361702)","(3.1, 3.85, 3.843915343915344)","(9.0, 11.5, 11.349315068493151)","(81.0, 120.0, 119.68354430379748)","(5.5, 6.2, 6.221505376344086)","(81.0, 120.0, 101.94444444444444)","(31.0, 40.0, 38.1)","(14.0, 14.0, 13.826530612244898)","(4.6, 5.3, 5.242926829268293)","(11.0, 12.5, 12.360995850622407)","(21.0, 24.0, 23.240506329113924)","(21.0, 32.0, 30.814814814814813)","(101.0, 660.0, 586.6666666666666)"
06-01-2023 15:32:47.362067,"(26.0, 32.0, 31.50943396226415)","(3.1, 3.85, 3.8446759259259258)","(9.0, 11.5, 11.346153846153847)","(81.0, 120.0, 119.6875)","(5.5, 6.4, 6.1984615384615385)","(81.0, 120.0, 102.89473684210526)","(31.0, 40.0, 37.36363636363637)","(14.0, 14.0, 13.81981981981982)","(4.6, 5.3, 5.2508333333333335)","(11.0, 12.5, 12.36491935483871)","(21.0, 24.0, 23.27710843373494)","(21.0, 32.0, 30.87719298245614)","(101.0, 660.0, 586.6666666666666)"
06-01-2023 15:32:48.929259,"(26.0, 32.0, 31.50943396226415)","(3.1, 3.85, 3.846172248803828)","(9.0, 11.5, 11.744791666666666)","(81.0, 120.0, 119.6875)","(6.0, 6.2, 6.197546012269939)","(81.0, 120.0, 100.95238095238095)","(31.0, 38.0, 37.30434782608695)","(14.0, 14.0, 13.841269841269842)","(4.6, 5.3, 5.2652777777777775)","(11.0, 12.5, 12.363453815261044)","(21.0, 24.0, 23.318181818181817)","(21.0, 32.0, 30.933333333333334)","(101.0, 660.0, 586.6666666666666)"
06-01-2023 15:32:50.462080,"(26.0, 32.0, 31.3953488372093)","(3.1, 3.85, 3.846059113300493)","(9.0, 12.0, 11.447368421052632)","(81.0, 120.0, 118.52941176470588)","(6.0, 6.2, 6.196531791907515)","(81.0, 120.0, 101.81818181818181)","(31.0, 38.0, 37.333333333333336)","(14.0, 14.0, 13.945544554455445)","(4.6, 5.3, 5.22621359223301)","(11.0, 12.5, 12.344036697247706)","(21.0, 24.0, 23.2)","(21.0, 32.0, 31.153846153846153)","(101.0, 660.0, 586.6666666666666)"
06-01-2023 15:32:52.304256,"(26.0, 32.0, 31.434782608695652)","(3.2, 3.85, 3.8463963963963965)","(9.0, 11.5, 11.454545454545455)","(81.0, 120.0, 110.0)","(6.0, 6.2, 6.30625)","(81.0, 120.0, 102.6086956521739)","(31.0, 38.0, 37.38461538461539)","(13.0, 14.0, 13.94811320754717)","(4.6, 5.3, 5.234188034188034)","(11.0, 12.5, 12.317460317460318)","(21.0, 24.0, 23.240506329113924)","(26.0, 32.0, 31.306122448979593)","(101.0, 660.0, 586.6666666666666)"
06-01-2023 15:32:54.144104,"(26.0, 32.0, 6678.666666666666)","(3.2, 3.85, 9563.482608695653)","(9.0, 11.5, 9229.884615384615)","(81.0, 120.0, 5069.0)","(6.0, 6.4, 5002.3)","(81.0, 120.0, 8586.857142857143)","(31.0, 38.0, 6680.666666666666)","(13.0, 14.0, 6670.0)","(4.6, 5.3, 7999.46)","(11.0, 12.5, 9748.3625)","(21.0, 24.0, 7505.75)","(26.0, 36.0, 7507.5)","(101.0, 800.0, 5399.0)"
06-01-2023 15:32:56.071709,"(26.0, 40.0, 32.5)","(3.2, 4.1, 3.982142857142857)","(9.0, 12.5, 9.323529411764707)","(81.0, 140.0, 130.1818181818182)","(6.0, 6.6, 6.586046511627907)","(81.0, 120.0, 65.45454545454547)","(31.0, 46.0, 38.33333333333333)","(13.0, 14.0, 12.732558139534884)","(4.6, 5.3, 4.153968253968254)","(11.0, 12.5, 8.511363636363637)","(21.0, 29.0, 23.75)","(26.0, 36.0, 28.125)","(101.0, 800.0, 789.6381578947368)"
06-01-2023 15:32:58.107964,"(26.0, 40.0, 24.545454545454547)","(3.2, 4.1, 3.982142857142857)","(9.0, 12.5, 8.652173913043478)","(81.0, 140.0, 86.4)","(6.0, 6.6, 4.4799999999999995)","(81.0, 120.0, 49.0)","(31.0, 42.0, 28.0)","(13.0, 13.5, 12.732558139534884)","(4.6, 4.7, 3.3073122529644268)","(11.0, 12.5, 8.5)","(21.0, 23.0, 17.857142857142858)","(26.0, 29.0, 21.363636363636363)","(101.0, 400.0, 342.30769230769226)"
06-01-2023 15:33:00.079918,"(26.0, 30.0, 24.545454545454547)","(3.2, 4.1, 4.033333333333333)","(9.0, 11.0, 9.8)","(81.0, 100.0, 86.4)","(6.0, 6.4, 5.153846153846153)","(81.0, 100.0, 49.0)","(31.0, 36.0, 28.0)","(13.0, 13.5, 12.75)","(4.6, 4.7, 3.5565217391304347)","(11.0, 12.0, 10.625)","(21.0, 23.0, 17.857142857142858)","(26.0, 29.0, 21.363636363636363)","(101.0, 400.0, 342.30769230769226)"
06-01-2023 15:33:01.897417,"(26.0, 30.0, 24.545454545454547)","(3.2, 4.1, 4.086363636363637)","(9.0, 11.0, 9.8)","(81.0, 100.0, 86.4)","(6.0, 6.4, 5.32)","(81.0, 100.0, 86.4)","(31.0, 36.0, 28.0)","(13.0, 13.5, 9.675)","(4.6, 4.6, 3.0013513513513512)","(11.0, 11.5, 10.625)","(21.0, 23.0, 17.857142857142858)","(26.0, 29.0, 21.363636363636363)","(101.0, 400.0, 342.30769230769226)"
06-01-2023 15:33:03.510939,"(26.0, 30.0, 24.545454545454547)","(3.2, 4.2, 4.086363636363637)","(9.0, 11.0, 9.8)","(81.0, 100.0, 86.4)","(6.0, 6.4, 5.2)","(81.0, 100.0, 68.0)","(31.0, 36.0, 28.0)","(13.0, 13.5, 9.675)","(4.6, 3.25, 3.183333333333333)","(11.0, 11.5, 10.625)","(21.0, 23.0, 17.857142857142858)","(26.0, 29.0, 21.363636363636363)","(101.0, 400.0, 342.30769230769226)"
