,A Good Yarn,Pride Of Limassol,Wanaroo,Alfoil,Chosen Miss,Bella Babe,Friday At Five,Danerich Dan,Almira Gulch,Breaker Of Chains,Make An Effort,Filips Star
16-12-2022 15:45:56.156021,"(7.0, 8.6, 8.564444444444444)","(18.0, 24.0, 23.357142857142858)","(8.5, 11.5, 11.06875)","(18.0, 27.0, 25.470588235294116)","(3.3, 3.6, 3.587150837988827)","(6.0, 9.0, 8.866666666666667)","(19.0, 27.0, 26.35593220338983)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 212.5)","(41.0, 75.0, 70.98039215686275)","(3.7, 4.2, 4.148623853211009)"
16-12-2022 15:45:58.003905,"(7.0, 8.6, 8.571428571428571)","(18.0, 24.0, 23.357142857142858)","(8.5, 11.5, 11.06875)","(18.0, 27.0, 25.470588235294116)","(3.3, 3.6, 3.548148148148148)","(6.0, 9.0, 8.826315789473686)","(19.0, 27.0, 26.35593220338983)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 223.75)","(41.0, 75.0, 66.8)","(3.7, 4.2, 4.148623853211009)"
16-12-2022 15:45:59.857438,"(7.0, 8.6, 8.592)","(18.0, 24.0, 23.25)","(8.5, 11.5, 11.06875)","(18.0, 27.0, 25.736842105263158)","(3.3, 3.55, 3.5237499999999997)","(6.0, 9.0, 8.826315789473686)","(19.0, 27.0, 26.50943396226415)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 223.75)","(41.0, 75.0, 65.88888888888889)","(3.7, 4.2, 4.148623853211009)"
16-12-2022 15:46:01.601887,"(7.0, 8.6, 8.592)","(18.0, 24.0, 23.25)","(8.5, 11.5, 10.737903225806452)","(18.0, 27.0, 26.17241379310345)","(3.3, 3.55, 3.5623456790123456)","(6.0, 9.0, 8.8375)","(19.0, 27.0, 26.21212121212121)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 223.75)","(41.0, 75.0, 65.88888888888889)","(3.7, 4.2, 4.148623853211009)"
16-12-2022 15:46:03.327934,"(7.0, 8.6, 8.544)","(18.0, 24.0, 22.558139534883722)","(8.5, 11.0, 10.729166666666666)","(18.0, 27.0, 26.17241379310345)","(3.3, 3.6, 3.572857142857143)","(6.0, 9.0, 8.894594594594595)","(19.0, 27.0, 26.223880597014926)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 303.3333333333333)","(101.0, 280.0, 223.75)","(41.0, 75.0, 65.88888888888889)","(3.7, 4.2, 4.153941908713693)"
16-12-2022 15:46:05.042845,"(7.0, 8.6, 8.72857142857143)","(18.0, 23.0, 23.2)","(8.5, 11.0, 10.64627659574468)","(18.0, 27.0, 26.235294117647058)","(3.3, 3.6, 3.5142241379310346)","(6.0, 9.0, 8.894594594594595)","(19.0, 27.0, 25.37962962962963)","(31.0, 50.0, 47.702127659574465)","(101.0, 390.0, 364.2857142857143)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.153941908713693)"
16-12-2022 15:46:07.184709,"(7.0, 8.8, 8.7125)","(18.0, 24.0, 24.384615384615383)","(8.5, 11.0, 10.64627659574468)","(18.0, 27.0, 26.235294117647058)","(3.3, 3.55, 3.5226141078838173)","(6.0, 9.0, 8.937254901960785)","(19.0, 26.0, 25.27777777777778)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 345.0)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.153941908713693)"
16-12-2022 15:46:09.410112,"(7.0, 8.8, 8.514285714285714)","(18.0, 25.0, 24.428571428571427)","(8.5, 11.0, 10.645502645502646)","(18.0, 27.0, 26.103448275862068)","(3.3, 3.55, 3.5074193548387096)","(6.0, 9.0, 8.968181818181819)","(19.0, 26.0, 25.29090909090909)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 345.0)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.157307692307692)"
16-12-2022 15:46:11.452529,"(7.0, 8.6, 8.529411764705882)","(18.0, 25.0, 24.272727272727273)","(8.5, 11.0, 10.647849462365592)","(18.0, 27.0, 26.235294117647058)","(3.3, 3.55, 3.496)","(6.0, 9.0, 9.041379310344828)","(19.0, 26.0, 25.29090909090909)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 345.0)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.153214285714285)"
16-12-2022 15:46:14.409863,"(7.0, 8.6, 8.529411764705882)","(18.0, 25.0, 24.428571428571427)","(8.5, 11.0, 10.647849462365592)","(18.0, 27.0, 26.235294117647058)","(3.3, 3.55, 3.5168989547038327)","(6.0, 9.2, 9.041379310344828)","(19.0, 26.0, 25.29090909090909)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 345.0)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.153214285714285)"
16-12-2022 15:46:16.699261,"(7.0, 8.6, 8.529411764705882)","(18.0, 25.0, 24.181818181818183)","(8.5, 11.0, 10.647849462365592)","(18.0, 27.0, 26.4)","(3.3, 3.55, 3.513008130081301)","(6.0, 9.2, 9.033333333333333)","(19.0, 26.0, 25.285714285714285)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 367.5)","(101.0, 280.0, 250.83333333333331)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.152363636363637)"
16-12-2022 15:46:18.472708,"(7.0, 8.6, 8.538983050847458)","(18.0, 25.0, 23.641509433962263)","(8.5, 11.0, 10.647849462365592)","(18.0, 27.0, 26.4)","(3.3, 3.55, 3.511111111111111)","(6.0, 9.2, 9.033333333333333)","(19.0, 26.0, 25.285714285714285)","(31.0, 50.0, 47.904761904761905)","(101.0, 390.0, 367.5)","(101.0, 280.0, 295.55555555555554)","(41.0, 75.0, 68.97058823529412)","(3.7, 4.2, 4.159365079365079)"
16-12-2022 15:46:20.214829,"(7.0, 8.6, 8.512195121951219)","(18.0, 25.0, 23.47761194029851)","(8.5, 11.0, 10.67412935323383)","(18.0, 27.0, 26.52)","(3.3, 3.55, 3.5107758620689653)","(6.0, 9.2, 9.06)","(19.0, 26.0, 25.257142857142856)","(31.0, 50.0, 47.743589743589745)","(101.0, 390.0, 367.5)","(101.0, 320.0, 287.77777777777777)","(41.0, 75.0, 68.78787878787878)","(3.7, 4.2, 4.153581661891117)"
16-12-2022 15:46:22.079063,"(7.0, 8.6, 8.643037974683544)","(18.0, 25.0, 23.38095238095238)","(8.5, 11.0, 10.669117647058824)","(18.0, 27.0, 26.428571428571427)","(3.3, 3.55, 3.512755102040816)","(6.0, 9.2, 9.06)","(19.0, 26.0, 25.257142857142856)","(31.0, 50.0, 47.0625)","(101.0, 390.0, 754.2857142857142)","(101.0, 310.0, 268.3333333333333)","(41.0, 75.0, 68.78787878787878)","(3.7, 4.2, 4.153581661891117)"
16-12-2022 15:46:25.165260,"(7.0, 8.8, 8.62439024390244)","(18.0, 24.0, 23.45)","(8.5, 11.0, 10.669117647058824)","(18.0, 27.0, 26.53846153846154)","(3.3, 3.55, 3.518181818181818)","(6.0, 9.2, 9.16)","(19.0, 26.0, 25.257142857142856)","(31.0, 48.0, 47.0625)","(101.0, 820.0, 690.0)","(101.0, 290.0, 250.0)","(41.0, 75.0, 68.78787878787878)","(3.7, 4.2, 4.153581661891117)"
16-12-2022 15:46:27.206191,"(7.0, 8.8, 8.323809523809524)","(18.0, 24.0, 23.52173913043478)","(8.5, 11.0, 10.763358778625955)","(18.0, 27.0, 26.4)","(3.3, 3.55, 3.5747967479674796)","(6.0, 9.2, 9.45)","(19.0, 26.0, 26.566666666666666)","(31.0, 48.0, 47.0625)","(101.0, 820.0, 473.33333333333337)","(101.0, 270.0, 258.0)","(41.0, 75.0, 65.88888888888889)","(3.7, 4.1, 4.0438073394495415)"
16-12-2022 15:46:29.275881,"(7.0, 8.4, 8.330370370370371)","(18.0, 24.0, 23.52173913043478)","(8.5, 11.0, 10.763358778625955)","(18.0, 27.0, 26.333333333333332)","(3.3, 3.6, 3.5585585585585586)","(6.0, 9.6, 9.542857142857143)","(19.0, 27.0, 26.80952380952381)","(31.0, 48.0, 47.0625)","(101.0, 820.0, 427.5)","(101.0, 270.0, 244.28571428571428)","(41.0, 75.0, 65.74074074074075)","(3.7, 4.1, 4.043832599118943)"
16-12-2022 15:46:30.953589,"(7.0, 8.4, 8.176146788990826)","(18.0, 24.0, 23.52173913043478)","(8.5, 11.0, 10.78368794326241)","(18.0, 27.0, 27.695652173913043)","(3.3, 3.6, 3.570689655172414)","(6.0, 9.6, 9.552173913043479)","(19.0, 27.0, 27.58823529411765)","(31.0, 48.0, 47.0625)","(101.0, 810.0, 427.5)","(101.0, 270.0, 244.28571428571428)","(41.0, 75.0, 62.28813559322034)","(3.7, 4.1, 4.040277777777778)"
16-12-2022 15:46:32.588661,"(7.0, 8.2, 8.176146788990826)","(18.0, 24.0, 23.115384615384617)","(8.5, 11.0, 10.78368794326241)","(18.0, 28.0, 27.666666666666668)","(3.3, 3.6, 3.574242424242424)","(6.0, 9.6, 9.552173913043479)","(19.0, 28.0, 27.043478260869566)","(31.0, 48.0, 47.0625)","(101.0, 810.0, 427.5)","(101.0, 270.0, 244.28571428571428)","(41.0, 75.0, 61.111111111111114)","(3.7, 4.1, 4.035950413223141)"
16-12-2022 15:46:34.105826,"(7.0, 8.2, 8.261437908496733)","(18.0, 24.0, 23.1875)","(8.5, 11.0, 10.78368794326241)","(18.0, 28.0, 27.666666666666668)","(3.3, 3.6, 3.5325396825396824)","(6.0, 9.6, 9.562068965517241)","(19.0, 28.0, 27.151515151515152)","(31.0, 48.0, 47.0625)","(101.0, 810.0, 466.66666666666663)","(101.0, 270.0, 244.28571428571428)","(41.0, 75.0, 61.111111111111114)","(3.7, 4.1, 4.035876288659794)"
16-12-2022 15:46:35.584885,"(7.0, 8.4, 8.261437908496733)","(18.0, 24.0, 23.166666666666668)","(8.5, 11.0, 10.764516129032257)","(18.0, 28.0, 28.0)","(3.3, 3.6, 3.546875)","(6.0, 9.6, 9.683076923076923)","(19.0, 28.0, 26.454545454545453)","(31.0, 48.0, 47.11764705882353)","(101.0, 800.0, 545.0)","(101.0, 270.0, 231.66666666666666)","(41.0, 75.0, 61.42857142857143)","(3.7, 4.1, 4.046009389671362)"
16-12-2022 15:46:37.080230,"(7.0, 8.6, 8.290756302521007)","(18.0, 24.0, 23.24390243902439)","(8.5, 11.0, 10.762987012987013)","(18.0, 30.0, 27.9375)","(3.3, 3.55, 3.548)","(6.0, 9.8, 9.70144927536232)","(19.0, 27.0, 26.72972972972973)","(31.0, 48.0, 47.11764705882353)","(101.0, 790.0, 463.33333333333337)","(101.0, 290.0, 250.0)","(41.0, 70.0, 61.42857142857143)","(3.7, 4.1, 4.0325513196480935)"
16-12-2022 15:46:38.807464,"(7.0, 8.6, 8.467924528301888)","(18.0, 24.0, 23.24390243902439)","(8.5, 11.0, 10.762987012987013)","(18.0, 30.0, 27.9375)","(3.3, 3.55, 3.5366412213740457)","(6.0, 9.8, 9.674074074074074)","(19.0, 27.0, 26.391304347826086)","(31.0, 48.0, 47.11764705882353)","(101.0, 790.0, 463.33333333333337)","(101.0, 280.0, 250.0)","(41.0, 70.0, 61.42857142857143)","(3.7, 4.1, 4.029447852760736)"
16-12-2022 15:46:40.459059,"(7.0, 8.6, 8.235555555555555)","(18.0, 24.0, 24.26086956521739)","(8.5, 11.0, 10.762987012987013)","(18.0, 30.0, 27.869565217391305)","(3.3, 3.6, 3.5652542372881353)","(6.0, 9.8, 10.068627450980392)","(19.0, 27.0, 27.0)","(31.0, 48.0, 47.11764705882353)","(101.0, 790.0, 463.33333333333337)","(101.0, 280.0, 250.0)","(41.0, 70.0, 61.1764705882353)","(3.7, 3.95, 3.9385036496350367)"
16-12-2022 15:46:42.406844,"(7.0, 8.4, 8.07239263803681)","(18.0, 25.0, 24.26086956521739)","(8.5, 11.0, 10.77364864864865)","(18.0, 28.0, 27.869565217391305)","(3.3, 3.6, 3.5724137931034483)","(6.0, 10.5, 10.075)","(19.0, 28.0, 27.0)","(31.0, 48.0, 47.05555555555556)","(101.0, 790.0, 460.0)","(101.0, 280.0, 250.0)","(41.0, 70.0, 61.1764705882353)","(3.7, 3.95, 3.936153846153846)"
16-12-2022 15:46:44.187927,"(7.0, 8.2, 8.044444444444444)","(18.0, 25.0, 24.29268292682927)","(8.5, 11.0, 10.781456953642383)","(18.0, 28.0, 28.333333333333332)","(3.3, 3.6, 3.5708333333333333)","(6.0, 10.5, 9.988235294117647)","(19.0, 28.0, 27.047619047619047)","(31.0, 48.0, 47.11764705882353)","(101.0, 780.0, 460.0)","(101.0, 280.0, 272.22222222222223)","(41.0, 70.0, 61.21212121212121)","(3.7, 3.95, 3.936511627906977)"
16-12-2022 15:46:45.687708,"(7.0, 8.2, 7.973076923076923)","(18.0, 25.0, 24.571428571428573)","(8.5, 11.0, 10.781456953642383)","(18.0, 29.0, 28.333333333333332)","(3.3, 3.6, 3.579614325068871)","(6.0, 10.0, 10.063291139240507)","(19.0, 28.0, 26.88888888888889)","(31.0, 48.0, 47.11764705882353)","(101.0, 780.0, 420.0)","(101.0, 280.0, 272.22222222222223)","(41.0, 70.0, 62.35294117647059)","(3.7, 3.95, 3.9406735751295336)"
16-12-2022 15:46:47.073304,"(7.0, 8.0, 7.973076923076923)","(18.0, 25.0, 24.571428571428573)","(8.5, 11.0, 10.801418439716311)","(18.0, 29.0, 28.272727272727273)","(3.3, 3.6, 3.5811377245508984)","(6.0, 10.5, 9.962105263157895)","(19.0, 28.0, 27.4)","(31.0, 48.0, 47.15151515151515)","(101.0, 780.0, 415.0)","(101.0, 280.0, 272.22222222222223)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.943611111111111)"
16-12-2022 15:46:48.869907,"(7.0, 8.0, 7.988135593220339)","(18.0, 25.0, 24.63157894736842)","(8.5, 11.0, 10.80952380952381)","(18.0, 29.0, 28.272727272727273)","(3.3, 3.6, 3.560625)","(6.0, 10.5, 9.964705882352941)","(19.0, 28.0, 27.571428571428573)","(31.0, 48.0, 47.15151515151515)","(101.0, 760.0, 450.0)","(101.0, 280.0, 250.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.944102564102564)"
16-12-2022 15:46:50.650500,"(7.0, 8.0, 8.095145631067961)","(18.0, 25.0, 24.8)","(8.5, 11.0, 10.80281690140845)","(18.0, 29.0, 28.272727272727273)","(3.3, 3.6, 3.5814159292035397)","(6.0, 10.0, 9.968421052631578)","(19.0, 28.0, 27.571428571428573)","(31.0, 48.0, 47.26315789473684)","(101.0, 750.0, 450.0)","(101.0, 280.0, 250.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9435393258426967)"
16-12-2022 15:46:52.126376,"(7.0, 8.2, 8.14225352112676)","(18.0, 25.0, 24.78787878787879)","(9.0, 11.0, 10.80281690140845)","(19.0, 29.0, 28.272727272727273)","(3.3, 3.6, 3.582972972972973)","(6.5, 10.0, 9.944827586206896)","(20.0, 28.0, 26.548387096774192)","(31.0, 48.0, 47.371428571428574)","(101.0, 750.0, 388.0)","(101.0, 280.0, 250.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9438172043010753)"
16-12-2022 15:46:53.471910,"(7.0, 8.2, 8.14225352112676)","(18.0, 25.0, 24.78787878787879)","(9.0, 11.0, 10.81578947368421)","(19.0, 29.0, 28.272727272727273)","(3.3, 3.6, 3.5688118811881187)","(6.5, 10.0, 9.944827586206896)","(20.0, 27.0, 27.414634146341463)","(31.0, 48.0, 47.54838709677419)","(101.0, 740.0, 388.0)","(101.0, 280.0, 250.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9426229508196724)"
16-12-2022 15:46:54.949931,"(7.0, 8.2, 8.145333333333333)","(18.0, 24.0, 23.76923076923077)","(9.0, 11.0, 10.8125)","(19.0, 29.0, 25.217391304347824)","(3.3, 3.6, 3.5787878787878786)","(6.5, 10.0, 9.956923076923077)","(20.0, 28.0, 27.3)","(31.0, 48.0, 47.57575757575758)","(101.0, 740.0, 446.66666666666663)","(101.0, 280.0, 268.57142857142856)","(41.0, 70.0, 65.1923076923077)","(3.7, 3.95, 3.9446009389671364)"
16-12-2022 15:46:56.352636,"(7.0, 8.2, 8.11496062992126)","(18.0, 24.0, 23.790697674418606)","(9.0, 11.0, 10.812)","(19.0, 26.0, 27.5)","(3.3, 3.6, 3.5803846153846153)","(6.5, 10.0, 10.04861111111111)","(20.0, 28.0, 27.210526315789473)","(31.0, 48.0, 47.54838709677419)","(101.0, 740.0, 564.0)","(101.0, 290.0, 280.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9390697674418607)"
16-12-2022 15:46:57.757287,"(7.0, 8.2, 8.158333333333333)","(18.0, 24.0, 23.85)","(9.0, 11.0, 10.686666666666667)","(19.0, 28.0, 27.5)","(3.3, 3.6, 3.5803846153846153)","(6.5, 10.5, 10.168367346938776)","(20.0, 28.0, 27.470588235294116)","(31.0, 48.0, 48.666666666666664)","(101.0, 740.0, 622.5)","(101.0, 290.0, 268.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9370044052863435)"
16-12-2022 15:46:59.056221,"(7.0, 8.2, 8.158333333333333)","(18.0, 24.0, 23.839506172839506)","(9.0, 11.0, 10.686666666666667)","(19.0, 28.0, 27.5)","(3.3, 3.6, 3.5653543307086615)","(6.5, 10.5, 10.098765432098766)","(20.0, 28.0, 27.470588235294116)","(31.0, 50.0, 48.666666666666664)","(101.0, 730.0, 552.0)","(101.0, 340.0, 315.45454545454544)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9363425925925926)"
16-12-2022 15:47:00.406562,"(7.0, 8.2, 8.106493506493505)","(18.0, 25.0, 24.657894736842106)","(9.0, 11.0, 10.686666666666667)","(19.0, 28.0, 27.714285714285715)","(3.3, 3.6, 3.575)","(6.5, 10.5, 10.095238095238095)","(20.0, 28.0, 27.470588235294116)","(31.0, 50.0, 48.666666666666664)","(101.0, 720.0, 607.5)","(101.0, 330.0, 303.3333333333333)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.9319105691056913)"
16-12-2022 15:47:01.888516,"(7.0, 8.2, 8.091111111111111)","(18.0, 25.0, 24.60919540229885)","(9.0, 11.0, 10.744565217391305)","(19.0, 28.0, 27.555555555555557)","(3.3, 3.6, 3.5733695652173916)","(6.5, 10.5, 10.095238095238095)","(20.0, 28.0, 27.470588235294116)","(31.0, 50.0, 48.666666666666664)","(101.0, 710.0, 443.33333333333337)","(101.0, 330.0, 283.3333333333333)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.925404530744337)"
16-12-2022 15:47:03.405903,"(7.0, 8.2, 8.083333333333332)","(18.0, 25.0, 22.6984126984127)","(9.0, 11.0, 10.744565217391305)","(19.0, 29.0, 27.555555555555557)","(3.3, 3.6, 3.5646341463414632)","(6.5, 10.5, 10.080246913580247)","(20.0, 28.0, 26.8)","(31.0, 50.0, 48.666666666666664)","(101.0, 710.0, 642.8571428571429)","(101.0, 330.0, 290.0)","(41.0, 70.0, 62.42424242424242)","(3.7, 3.95, 3.928136200716846)"
16-12-2022 15:47:04.976187,"(7.0, 8.2, 8.115294117647059)","(18.0, 23.0, 22.683760683760685)","(9.0, 11.0, 10.771844660194175)","(19.0, 29.0, 28.1875)","(3.3, 3.6, 3.5908045977011493)","(6.5, 10.5, 10.16)","(20.0, 28.0, 26.727272727272727)","(31.0, 50.0, 47.90909090909091)","(101.0, 780.0, 400.0)","(101.0, 330.0, 276.6666666666667)","(41.0, 70.0, 65.1923076923077)","(3.7, 3.95, 3.9472772277227723)"
16-12-2022 15:47:06.501005,"(7.0, 8.2, 8.115294117647059)","(18.0, 23.0, 22.683760683760685)","(9.0, 11.0, 10.732954545454545)","(19.0, 29.0, 28.1875)","(3.3, 3.6, 3.5973988439306357)","(6.5, 10.5, 10.185185185185185)","(20.0, 28.0, 26.5)","(31.0, 50.0, 47.90909090909091)","(101.0, 670.0, 426.6666666666667)","(101.0, 330.0, 290.0)","(41.0, 70.0, 65.1923076923077)","(3.7, 3.95, 3.93868778280543)"
16-12-2022 15:47:07.824687,"(7.0, 8.2, 8.115294117647059)","(18.0, 23.0, 22.683760683760685)","(9.0, 11.0, 10.732954545454545)","(19.0, 29.0, 28.38095238095238)","(3.3, 3.6, 3.5973988439306357)","(6.5, 10.5, 10.02871287128713)","(20.0, 27.0, 26.5)","(31.0, 50.0, 47.44827586206897)","(101.0, 660.0, 368.3333333333333)","(101.0, 330.0, 290.0)","(41.0, 70.0, 65.1923076923077)","(3.7, 3.95, 3.9472222222222224)"
16-12-2022 15:47:09.084911,"(7.0, 8.2, 8.140983606557377)","(18.0, 23.0, 22.683760683760685)","(9.0, 11.0, 10.755208333333334)","(19.0, 29.0, 28.458333333333332)","(3.3, 3.6, 3.587128712871287)","(6.5, 10.5, 9.954166666666667)","(20.0, 27.0, 26.6)","(31.0, 48.0, 47.483870967741936)","(101.0, 660.0, 368.3333333333333)","(101.0, 330.0, 290.0)","(41.0, 70.0, 65.1923076923077)","(3.7, 3.95, 3.959163987138264)"
16-12-2022 15:47:10.341944,"(7.0, 8.2, 8.182978723404254)","(18.0, 23.0, 22.70175438596491)","(9.0, 11.0, 10.755208333333334)","(19.0, 29.0, 28.133333333333333)","(3.3, 3.6, 3.5830396475770927)","(6.5, 10.0, 9.967096774193548)","(20.0, 27.0, 26.6)","(31.0, 48.0, 48.6)","(101.0, 660.0, 360.0)","(101.0, 330.0, 300.0)","(41.0, 70.0, 65.1923076923077)","(3.7, 4.0, 3.9624260355029586)"
16-12-2022 15:47:11.612973,"(7.0, 8.2, 8.18695652173913)","(18.0, 23.0, 22.70175438596491)","(9.0, 11.0, 10.71304347826087)","(20.0, 29.0, 27.733333333333334)","(3.2, 3.6, 3.5926136363636365)","(7.0, 10.5, 9.967096774193548)","(20.0, 27.0, 26.6)","(41.0, 50.0, 46.958333333333336)","(101.0, 660.0, 360.0)","(101.0, 330.0, 312.85714285714283)","(51.0, 70.0, 65.1923076923077)","(3.6, 4.0, 3.9604761904761907)"
16-12-2022 15:47:12.930796,"(7.0, 8.2, 8.187878787878788)","(18.0, 23.0, 22.699115044247787)","(9.0, 11.0, 10.71551724137931)","(20.0, 28.0, 27.6)","(3.2, 3.6, 3.5941176470588236)","(7.0, 10.5, 9.96923076923077)","(20.0, 27.0, 27.57142857142857)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 360.0)","(101.0, 330.0, 312.85714285714283)","(51.0, 70.0, 65.1923076923077)","(3.6, 4.0, 3.9610000000000003)"
16-12-2022 15:47:14.219603,"(7.0, 8.2, 8.188118811881187)","(18.0, 23.0, 22.71818181818182)","(9.0, 11.0, 10.637837837837838)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.570157068062827)","(7.0, 10.0, 9.96923076923077)","(20.0, 28.0, 25.735632183908045)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 517.5)","(101.0, 330.0, 326.0)","(51.0, 70.0, 67.39583333333333)","(3.6, 4.0, 3.9617307692307695)"
16-12-2022 15:47:15.439104,"(7.0, 8.2, 8.197916666666666)","(18.0, 23.0, 22.71818181818182)","(9.0, 11.0, 10.637837837837838)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.5684652278177458)","(7.0, 10.0, 9.96923076923077)","(20.0, 27.0, 25.571428571428573)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 517.5)","(101.0, 330.0, 326.6666666666667)","(51.0, 70.0, 67.59615384615384)","(3.6, 4.0, 3.9640794223826714)"
16-12-2022 15:47:16.705610,"(7.0, 8.2, 8.197916666666666)","(18.0, 23.0, 22.71818181818182)","(9.0, 11.0, 10.65989847715736)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.56728855721393)","(7.0, 10.0, 9.96923076923077)","(20.0, 27.0, 25.571428571428573)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 517.5)","(101.0, 330.0, 326.6666666666667)","(51.0, 70.0, 67.59615384615384)","(3.6, 4.0, 3.9640794223826714)"
16-12-2022 15:47:18.085465,"(7.0, 8.2, 8.197916666666666)","(18.0, 23.0, 22.547619047619047)","(9.0, 11.0, 10.65989847715736)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.56728855721393)","(7.5, 10.0, 9.972727272727273)","(20.0, 27.0, 25.571428571428573)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 517.5)","(101.0, 330.0, 326.6666666666667)","(51.0, 70.0, 67.59615384615384)","(3.6, 4.0, 3.9648409893992933)"
16-12-2022 15:47:19.387672,"(7.0, 8.2, 8.197916666666666)","(18.0, 23.0, 22.704918032786885)","(9.0, 11.0, 10.658163265306122)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.5695906432748536)","(7.5, 10.0, 9.967567567567567)","(20.0, 27.0, 25.51063829787234)","(41.0, 48.0, 46.958333333333336)","(101.0, 660.0, 517.5)","(101.0, 330.0, 326.6666666666667)","(51.0, 70.0, 67.59615384615384)","(3.6, 4.0, 4.015469613259668)"
16-12-2022 15:47:20.617222,"(7.0, 8.2, 8.169642857142856)","(18.0, 23.0, 22.583756345177665)","(9.0, 11.0, 10.322085889570552)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.5695906432748536)","(7.5, 10.0, 9.971428571428572)","(20.0, 27.0, 25.571428571428573)","(41.0, 48.0, 46.92)","(101.0, 660.0, 524.2857142857143)","(101.0, 330.0, 321.8181818181818)","(51.0, 70.0, 67.60416666666667)","(3.6, 4.1, 4.022305764411027)"
16-12-2022 15:47:21.878630,"(7.0, 8.4, 8.191812865497075)","(18.0, 23.0, 22.583756345177665)","(9.0, 10.5, 10.322085889570552)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.5844827586206898)","(7.5, 10.0, 9.971428571428572)","(20.0, 27.0, 25.571428571428573)","(41.0, 48.0, 46.92)","(101.0, 660.0, 524.2857142857143)","(101.0, 330.0, 321.8181818181818)","(51.0, 70.0, 67.60416666666667)","(3.6, 4.1, 4.026014319809069)"
16-12-2022 15:47:23.188153,"(7.0, 8.4, 8.191812865497075)","(18.0, 23.0, 22.622119815668203)","(9.0, 10.5, 10.317610062893081)","(20.0, 28.0, 27.5)","(3.2, 3.6, 3.5844827586206898)","(7.5, 10.0, 9.845569620253166)","(20.0, 27.0, 25.380281690140844)","(41.0, 48.0, 46.96153846153846)","(101.0, 660.0, 524.2857142857143)","(101.0, 330.0, 321.8181818181818)","(51.0, 70.0, 67.7)","(3.5, 4.1, 4.033618843683083)"
16-12-2022 15:47:24.418470,"(7.0, 8.4, 8.22549019607843)","(18.0, 23.0, 22.02)","(9.0, 10.5, 10.361486486486486)","(20.0, 28.0, 27.692307692307693)","(3.2, 3.6, 3.5844444444444443)","(7.5, 10.5, 10.033333333333333)","(20.0, 26.0, 25.333333333333332)","(41.0, 48.0, 46.851063829787236)","(101.0, 660.0, 524.2857142857143)","(101.0, 330.0, 321.8181818181818)","(51.0, 70.0, 67.7)","(3.5, 4.1, 4.040726577437859)"
