,A Good Yarn,Pride Of Limassol,Wanaroo,Alfoil,Chosen Miss,Bella Babe,Friday At Five,Danerich Dan,Almira Gulch,Breaker Of Chains,Make An Effort,Filips Star
16-12-2022 15:48:23.135535,"(7.0, 8.2, 8.068181818181818)","(18.0, 23.0, 22.364583333333332)","(9.0, 12.0, 11.730392156862745)","(20.0, 30.0, 29.1)","(3.2, 3.55, 3.5356666666666667)","(8.0, 11.5, 11.276923076923078)","(21.0, 29.0, 28.81818181818182)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 447.5)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.75, 3.6904129793510325)"
16-12-2022 15:48:24.339551,"(7.0, 8.2, 8.08)","(18.0, 23.0, 22.364583333333332)","(9.0, 12.0, 11.730392156862745)","(20.0, 30.0, 29.1)","(3.2, 3.55, 3.492687074829932)","(8.0, 11.5, 11.18705035971223)","(21.0, 29.0, 28.708333333333332)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 447.5)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.75, 3.709347826086957)"
16-12-2022 15:48:25.548876,"(7.0, 8.2, 8.13006993006993)","(18.0, 23.0, 22.863013698630137)","(9.0, 12.0, 11.730392156862745)","(20.0, 30.0, 29.0)","(3.2, 3.5, 3.4925862068965516)","(8.0, 11.5, 11.184782608695652)","(21.0, 29.0, 28.488372093023255)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 447.5)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.75, 3.755113636363636)"
16-12-2022 15:48:26.797026,"(7.0, 8.4, 8.243356643356643)","(18.0, 23.0, 22.903225806451612)","(9.0, 12.0, 11.680232558139535)","(20.0, 29.0, 29.013698630136986)","(3.2, 3.5, 3.492293906810036)","(8.0, 11.5, 11.15748031496063)","(21.0, 29.0, 28.488372093023255)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 385.0)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.8, 3.7504065040650407)"
16-12-2022 15:48:28.034958,"(7.0, 8.4, 8.24025974025974)","(18.0, 23.0, 22.894117647058824)","(9.0, 12.0, 11.647435897435898)","(20.0, 30.0, 28.956521739130434)","(3.2, 3.5, 3.492293906810036)","(8.0, 11.5, 11.15267175572519)","(21.0, 29.0, 28.08695652173913)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 385.0)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.8, 3.7504065040650407)"
16-12-2022 15:48:29.265244,"(7.0, 8.4, 8.241333333333333)","(19.0, 23.0, 22.85)","(10.0, 12.0, 11.647435897435898)","(21.0, 30.0, 28.825)","(3.2, 3.5, 3.4782312925170067)","(8.0, 11.5, 11.15267175572519)","(21.0, 29.0, 28.08695652173913)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 412.5)","(101.0, 330.0, 301.57894736842104)","(51.0, 65.0, 62.142857142857146)","(3.4, 3.8, 3.76023166023166)"
16-12-2022 15:48:30.491818,"(7.0, 8.4, 8.381578947368421)","(19.0, 24.0, 23.195652173913043)","(10.0, 12.0, 11.730392156862745)","(21.0, 30.0, 28.875)","(3.2, 3.45, 3.447192513368984)","(8.0, 11.5, 11.15267175572519)","(21.0, 29.0, 26.846153846153847)","(41.0, 55.0, 52.05882352941177)","(101.0, 660.0, 540.0)","(101.0, 330.0, 305.45454545454544)","(51.0, 65.0, 66.0)","(3.4, 3.8, 3.8014184397163118)"
16-12-2022 15:48:31.768834,"(7.0, 8.4, 8.222317596566523)","(19.0, 24.0, 23.145833333333332)","(10.0, 12.0, 11.642424242424243)","(21.0, 29.0, 30.36842105263158)","(3.2, 3.45, 3.4495652173913047)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.09375)","(3.4, 3.85, 3.8014184397163118)"
16-12-2022 15:48:33.028268,"(7.0, 8.4, 8.220717131474103)","(19.0, 24.0, 23.145833333333332)","(10.0, 12.0, 11.64080459770115)","(21.0, 32.0, 30.363636363636363)","(3.2, 3.45, 3.4468493150684933)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.06060606060606)","(3.4, 3.85, 3.8012455516014234)"
16-12-2022 15:48:34.301736,"(7.0, 8.4, 8.22007722007722)","(19.0, 24.0, 23.11111111111111)","(10.0, 12.0, 11.6301775147929)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.441105769230769)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.06060606060606)","(3.4, 3.85, 3.801232394366197)"
16-12-2022 15:48:35.495535,"(7.0, 8.4, 8.22007722007722)","(19.0, 24.0, 23.11111111111111)","(10.0, 12.0, 11.6301775147929)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.4466417910447764)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.06060606060606)","(3.4, 3.85, 3.801232394366197)"
16-12-2022 15:48:36.745506,"(7.0, 8.4, 8.22007722007722)","(19.0, 23.0, 22.87142857142857)","(10.0, 12.0, 11.6301775147929)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.446456692913386)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.06060606060606)","(3.4, 3.85, 3.8077743902439023)"
16-12-2022 15:48:38.013765,"(7.0, 8.4, 8.204651162790697)","(19.0, 23.0, 22.87142857142857)","(10.0, 12.0, 11.66931216931217)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.446456692913386)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.846153846153847)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 66.06060606060606)","(3.4, 3.85, 3.8077743902439023)"
16-12-2022 15:48:39.266404,"(7.0, 8.4, 8.204651162790697)","(19.0, 23.0, 22.892857142857142)","(10.0, 12.0, 11.66931216931217)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.4019736842105264)","(8.0, 11.5, 11.132450331125828)","(21.0, 27.0, 26.866666666666667)","(41.0, 55.0, 51.59090909090909)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 70.0, 61.851851851851855)","(3.4, 3.85, 3.806656346749226)"
16-12-2022 15:48:40.490958,"(7.0, 8.4, 8.225)","(19.0, 23.0, 22.892857142857142)","(10.0, 12.0, 11.66931216931217)","(21.0, 32.0, 30.358974358974358)","(3.2, 3.45, 3.4019736842105264)","(8.0, 11.5, 11.136054421768707)","(21.0, 27.0, 26.866666666666667)","(41.0, 55.0, 51.627906976744185)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 65.0, 61.851851851851855)","(3.4, 3.85, 3.816047297297297)"
16-12-2022 15:48:41.737346,"(7.0, 8.4, 8.231275720164609)","(19.0, 23.0, 22.892857142857142)","(10.0, 12.0, 11.673913043478262)","(21.0, 32.0, 30.419753086419753)","(3.2, 3.4, 3.4278097982708937)","(8.0, 11.5, 11.091911764705882)","(21.0, 27.0, 26.862068965517242)","(41.0, 55.0, 51.627906976744185)","(101.0, 660.0, 540.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 65.0, 61.851851851851855)","(3.4, 3.85, 3.816047297297297)"
16-12-2022 15:48:42.990823,"(7.0, 8.4, 8.231275720164609)","(19.0, 23.0, 22.86904761904762)","(10.0, 12.0, 11.657142857142857)","(21.0, 32.0, 30.419753086419753)","(3.2, 3.45, 3.423076923076923)","(8.0, 11.5, 11.091911764705882)","(21.0, 27.0, 26.862068965517242)","(41.0, 55.0, 51.627906976744185)","(101.0, 660.0, 516.0)","(101.0, 330.0, 311.05263157894734)","(51.0, 65.0, 61.785714285714285)","(3.4, 3.85, 3.81405325443787)"
16-12-2022 15:48:44.220927,"(7.0, 8.4, 8.224034334763948)","(19.0, 23.0, 22.839080459770116)","(10.0, 12.0, 11.647058823529411)","(21.0, 32.0, 30.419753086419753)","(3.2, 3.45, 3.423076923076923)","(8.0, 11.5, 11.069767441860465)","(21.0, 27.0, 26.862068965517242)","(41.0, 55.0, 51.627906976744185)","(101.0, 660.0, 516.0)","(101.0, 330.0, 305.45454545454544)","(51.0, 65.0, 61.785714285714285)","(3.4, 3.85, 3.811182108626198)"
16-12-2022 15:48:45.432578,"(7.0, 8.4, 8.224034334763948)","(19.0, 23.0, 22.839080459770116)","(10.0, 12.0, 11.640718562874252)","(21.0, 32.0, 30.419753086419753)","(3.2, 3.45, 3.425)","(8.0, 11.5, 11.048780487804878)","(21.0, 27.0, 26.862068965517242)","(41.0, 55.0, 51.54761904761905)","(101.0, 660.0, 516.0)","(101.0, 330.0, 305.45454545454544)","(51.0, 65.0, 61.666666666666664)","(3.4, 3.85, 3.811290322580645)"
16-12-2022 15:48:46.672609,"(7.0, 8.4, 8.224034334763948)","(19.0, 23.0, 22.839080459770116)","(10.0, 12.0, 11.640718562874252)","(21.0, 32.0, 29.842105263157894)","(3.2, 3.45, 3.452036199095023)","(8.0, 11.5, 11.570796460176991)","(21.0, 27.0, 26.782608695652172)","(41.0, 55.0, 51.54761904761905)","(101.0, 660.0, 516.0)","(101.0, 330.0, 309.2307692307692)","(51.0, 65.0, 61.40625)","(3.4, 3.85, 3.7965174129353234)"
16-12-2022 15:48:47.874375,"(7.0, 8.2, 8.16258064516129)","(19.0, 24.0, 23.026315789473685)","(10.0, 12.0, 11.594594594594595)","(21.0, 30.0, 29.842105263157894)","(3.2, 3.5, 3.460188679245283)","(8.0, 12.0, 11.56081081081081)","(21.0, 28.0, 26.65909090909091)","(41.0, 55.0, 51.54761904761905)","(101.0, 660.0, 516.0)","(101.0, 330.0, 309.2307692307692)","(51.0, 65.0, 61.40625)","(3.4, 3.8, 3.780536912751678)"
16-12-2022 15:48:49.099781,"(7.0, 8.2, 8.140397350993377)","(19.0, 24.0, 23.06024096385542)","(10.0, 12.0, 11.594594594594595)","(21.0, 30.0, 30.22641509433962)","(3.2, 3.5, 3.461203319502075)","(8.0, 12.0, 11.5703125)","(21.0, 28.0, 26.65909090909091)","(41.0, 55.0, 51.54761904761905)","(101.0, 660.0, 516.0)","(101.0, 330.0, 309.2307692307692)","(51.0, 65.0, 61.40625)","(3.4, 3.8, 3.777519379844961)"
16-12-2022 15:48:50.331223,"(7.0, 8.2, 8.140397350993377)","(19.0, 23.0, 22.830188679245282)","(10.0, 12.0, 11.591836734693878)","(21.0, 32.0, 30.5)","(3.2, 3.5, 3.4645161290322584)","(8.0, 12.0, 11.568702290076336)","(21.0, 28.0, 26.644444444444446)","(41.0, 55.0, 51.54761904761905)","(101.0, 660.0, 516.0)","(101.0, 330.0, 309.2307692307692)","(51.0, 65.0, 61.40625)","(3.4, 3.8, 3.7755725190839695)"
16-12-2022 15:48:51.557147,"(7.0, 8.2, 8.145205479452054)","(19.0, 23.0, 22.69291338582677)","(10.0, 12.0, 11.591836734693878)","(21.0, 32.0, 30.54054054054054)","(3.2, 3.5, 3.4648760330578514)","(8.0, 12.0, 11.565384615384616)","(21.0, 28.0, 27.414634146341463)","(41.0, 55.0, 51.22641509433962)","(101.0, 660.0, 581.5384615384615)","(101.0, 330.0, 306.5217391304348)","(51.0, 65.0, 61.40625)","(3.4, 3.8, 3.7755725190839695)"
16-12-2022 15:48:52.775606,"(7.0, 8.2, 8.145205479452054)","(18.0, 23.0, 22.69291338582677)","(10.0, 12.0, 11.731481481481481)","(21.0, 32.0, 30.666666666666668)","(3.2, 3.5, 3.431060606060606)","(8.0, 12.0, 11.576086956521738)","(21.0, 28.0, 27.34285714285714)","(41.0, 55.0, 51.42857142857143)","(101.0, 660.0, 581.5384615384615)","(101.0, 330.0, 292.10526315789474)","(51.0, 65.0, 61.44736842105263)","(3.5, 3.8, 3.79390756302521)"
16-12-2022 15:48:53.990331,"(7.0, 8.2, 8.152380952380952)","(18.0, 23.0, 22.704545454545453)","(10.0, 12.0, 11.76984126984127)","(21.0, 32.0, 30.727272727272727)","(3.2, 3.45, 3.4207284768211923)","(8.0, 12.0, 11.491803278688524)","(21.0, 28.0, 27.533333333333335)","(41.0, 55.0, 51.55172413793103)","(101.0, 660.0, 581.5384615384615)","(101.0, 330.0, 292.10526315789474)","(51.0, 65.0, 61.625)","(3.5, 3.8, 3.8065543071161048)"
16-12-2022 15:48:55.184439,"(7.0, 8.2, 8.155801104972376)","(18.0, 23.0, 22.715328467153284)","(10.0, 12.0, 11.76984126984127)","(21.0, 32.0, 30.88)","(3.2, 3.45, 3.407876712328767)","(8.0, 11.5, 11.494152046783626)","(21.0, 28.0, 27.61111111111111)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.4)","(3.5, 3.85, 3.812459546925566)"
16-12-2022 15:48:56.438823,"(7.0, 8.2, 8.174074074074074)","(18.0, 23.0, 22.729166666666668)","(10.0, 12.0, 11.792857142857143)","(21.0, 32.0, 30.943396226415093)","(3.2, 3.45, 3.4065714285714286)","(8.0, 11.5, 11.494152046783626)","(21.0, 28.0, 27.641025641025642)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.4)","(3.5, 3.85, 3.812459546925566)"
16-12-2022 15:48:57.707273,"(7.0, 8.2, 8.166129032258064)","(18.0, 23.0, 22.729166666666668)","(10.0, 12.0, 11.79136690647482)","(21.0, 32.0, 30.943396226415093)","(3.2, 3.45, 3.3894970414201184)","(8.0, 11.5, 11.494117647058824)","(21.0, 28.0, 27.641025641025642)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.4)","(3.5, 3.85, 3.815373134328358)"
16-12-2022 15:48:58.892253,"(7.0, 8.2, 8.164406779661016)","(18.0, 23.0, 22.727272727272727)","(10.0, 12.0, 11.814102564102564)","(21.0, 32.0, 30.943396226415093)","(3.1, 3.4, 3.3851006711409397)","(8.0, 11.5, 11.49497487437186)","(21.0, 28.0, 27.595238095238095)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.18181818181818)","(3.5, 3.85, 3.806716417910448)"
16-12-2022 15:49:00.132091,"(7.0, 8.2, 8.153846153846153)","(18.0, 23.0, 22.8062015503876)","(10.0, 12.0, 11.814102564102564)","(21.0, 32.0, 30.943396226415093)","(3.1, 3.4, 3.3846153846153846)","(8.0, 11.5, 11.49497487437186)","(21.0, 28.0, 27.595238095238095)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.06896551724138)","(3.5, 3.85, 3.806716417910448)"
16-12-2022 15:49:01.371104,"(7.0, 8.2, 8.153846153846153)","(18.0, 23.0, 22.8062015503876)","(10.0, 12.0, 11.80625)","(21.0, 32.0, 31.11111111111111)","(3.1, 3.4, 3.3891338582677166)","(8.0, 11.5, 11.482843137254902)","(21.0, 28.0, 27.49019607843137)","(41.0, 55.0, 51.721311475409834)","(101.0, 660.0, 412.5)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.06896551724138)","(3.5, 3.85, 3.8143302180685357)"
16-12-2022 15:49:02.636269,"(7.0, 8.2, 8.148936170212766)","(18.0, 23.0, 22.73856209150327)","(10.0, 12.0, 11.809248554913294)","(21.0, 32.0, 31.17241379310345)","(3.1, 3.4, 3.386842105263158)","(8.0, 11.5, 11.464285714285714)","(21.0, 28.0, 27.49019607843137)","(41.0, 55.0, 51.55172413793103)","(101.0, 660.0, 490.0)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.06896551724138)","(3.5, 3.85, 3.858457711442786)"
16-12-2022 15:49:03.846644,"(7.0, 8.2, 8.15090909090909)","(18.0, 23.0, 22.73856209150327)","(10.0, 12.0, 11.809248554913294)","(21.0, 32.0, 31.17241379310345)","(3.1, 3.4, 3.353105590062112)","(8.0, 11.5, 11.409638554216867)","(21.0, 28.0, 27.527272727272727)","(41.0, 55.0, 51.36363636363637)","(101.0, 650.0, 490.0)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.166666666666664)","(3.5, 3.9, 4.0740740740740735)"
16-12-2022 15:49:05.097590,"(7.0, 8.0, 7.967391304347826)","(18.0, 23.0, 22.73856209150327)","(10.0, 12.0, 11.809248554913294)","(21.0, 32.0, 31.17241379310345)","(3.1, 3.4, 3.3377162629757784)","(8.0, 11.5, 11.404661016949152)","(21.0, 28.0, 27.527272727272727)","(41.0, 55.0, 51.271186440677965)","(101.0, 650.0, 490.0)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.166666666666664)","(3.5, 4.1, 4.083493077742279)"
16-12-2022 15:49:06.370125,"(7.0, 8.0, 7.967391304347826)","(18.0, 23.0, 22.729032258064517)","(10.0, 12.0, 11.809248554913294)","(21.0, 32.0, 31.17241379310345)","(3.1, 3.35, 3.3483333333333336)","(8.0, 11.5, 11.407407407407408)","(21.0, 28.0, 27.527272727272727)","(41.0, 55.0, 51.333333333333336)","(101.0, 650.0, 490.0)","(101.0, 330.0, 294.0)","(51.0, 65.0, 62.01754385964912)","(3.5, 4.1, 4.083735571878279)"
16-12-2022 15:49:07.588630,"(7.0, 8.0, 7.965909090909091)","(18.0, 23.0, 22.729032258064517)","(10.0, 12.0, 11.84375)","(21.0, 32.0, 31.096774193548388)","(3.1, 3.35, 3.3472093023255813)","(8.0, 11.5, 11.465909090909092)","(21.0, 28.0, 26.92105263157895)","(41.0, 55.0, 51.25)","(101.0, 650.0, 436.6666666666667)","(101.0, 330.0, 294.0)","(51.0, 65.0, 61.916666666666664)","(3.5, 4.1, 4.084037075180226)"
16-12-2022 15:49:08.793775,"(7.0, 7.8, 7.7183431952662716)","(18.0, 23.0, 22.671875)","(10.0, 12.0, 11.849726775956285)","(21.0, 32.0, 31.096774193548388)","(3.1, 3.35, 3.2916167664670657)","(8.0, 11.5, 11.464622641509434)","(21.0, 27.0, 27.490909090909092)","(41.0, 55.0, 51.25)","(101.0, 650.0, 436.6666666666667)","(101.0, 330.0, 294.0)","(51.0, 65.0, 61.54545454545455)","(3.5, 4.1, 4.089711417816813)"
16-12-2022 15:49:10.052622,"(7.0, 7.8, 7.693333333333333)","(18.0, 23.0, 22.671875)","(10.0, 12.0, 11.770042194092827)","(21.0, 32.0, 30.814814814814813)","(3.1, 3.3, 3.240794979079498)","(8.0, 11.5, 11.464622641509434)","(21.0, 28.0, 27.375)","(41.0, 55.0, 51.333333333333336)","(101.0, 650.0, 433.3333333333333)","(101.0, 330.0, 294.0)","(51.0, 65.0, 61.54545454545455)","(3.5, 4.1, 4.343382352941177)"
16-12-2022 15:49:11.280466,"(7.0, 7.6, 7.572332015810276)","(18.0, 23.0, 22.676923076923078)","(10.0, 12.0, 11.744131455399062)","(21.0, 32.0, 28.93069306930693)","(3.1, 3.25, 3.2383057090239413)","(8.0, 11.5, 11.4625)","(21.0, 28.0, 27.375)","(41.0, 55.0, 51.333333333333336)","(101.0, 640.0, 373.3333333333333)","(101.0, 330.0, 294.0)","(51.0, 65.0, 61.19718309859155)","(3.5, 4.4, 4.362264150943396)"
16-12-2022 15:49:12.522064,"(7.0, 7.6, 7.572332015810276)","(18.0, 23.0, 22.676923076923078)","(10.0, 12.0, 11.744131455399062)","(21.0, 29.0, 28.927083333333332)","(3.1, 3.25, 3.2380255941499088)","(8.0, 11.5, 11.402173913043478)","(21.0, 28.0, 27.375)","(41.0, 55.0, 51.333333333333336)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 294.0)","(51.0, 65.0, 57.875)","(3.5, 4.4, 4.422549019607843)"
16-12-2022 15:49:13.836150,"(7.0, 7.6, 7.5724409448818895)","(18.0, 23.0, 22.733333333333334)","(10.0, 12.0, 11.744131455399062)","(21.0, 29.0, 29.529411764705884)","(3.1, 3.25, 3.176578947368421)","(8.0, 11.5, 11.4625)","(21.0, 28.0, 25.903225806451612)","(41.0, 55.0, 51.333333333333336)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 294.0)","(51.0, 65.0, 57.875)","(3.5, 4.5, 4.446014492753624)"
16-12-2022 15:49:15.049384,"(7.0, 7.8, 7.617391304347826)","(18.0, 23.0, 22.733333333333334)","(10.0, 12.0, 11.744131455399062)","(21.0, 32.0, 29.490909090909092)","(3.1, 3.2, 3.161965811965812)","(8.0, 11.5, 11.4625)","(21.0, 26.0, 26.741935483870968)","(41.0, 55.0, 51.333333333333336)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 294.0)","(51.0, 65.0, 57.875)","(3.5, 4.5, 4.444405594405595)"
16-12-2022 15:49:16.324766,"(7.0, 7.8, 7.6130081300813)","(18.0, 23.0, 22.733333333333334)","(10.0, 12.0, 11.744131455399062)","(21.0, 32.0, 29.235294117647058)","(3.1, 3.2, 3.152)","(8.0, 11.5, 11.45343137254902)","(21.0, 27.0, 26.807692307692307)","(41.0, 55.0, 51.333333333333336)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 294.0)","(51.0, 65.0, 57.4)","(3.5, 4.5, 4.448376623376624)"
16-12-2022 15:49:17.622721,"(7.0, 7.8, 7.688235294117646)","(18.0, 23.0, 22.52482269503546)","(10.0, 12.0, 11.735981308411215)","(21.0, 30.0, 29.235294117647058)","(3.1, 3.2, 3.1858024691358025)","(8.0, 11.5, 11.375)","(21.0, 27.0, 26.807692307692307)","(41.0, 55.0, 51.333333333333336)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 294.0)","(51.0, 65.0, 57.4)","(3.5, 4.5, 4.451076923076923)"
16-12-2022 15:49:18.868080,"(7.0, 7.8, 7.686315789473684)","(18.0, 23.0, 22.50735294117647)","(10.0, 12.0, 11.77843137254902)","(21.0, 30.0, 29.49019607843137)","(3.1, 3.2, 3.1890946502057615)","(8.0, 11.5, 11.50900900900901)","(21.0, 27.0, 25.477124183006534)","(41.0, 55.0, 51.81159420289855)","(101.0, 590.0, 367.14285714285717)","(101.0, 330.0, 320.5263157894737)","(51.0, 65.0, 60.476190476190474)","(3.6, 4.5, 4.4576)"
16-12-2022 15:49:20.038261,"(7.0, 7.8, 7.6968152866242034)","(18.0, 23.0, 22.50735294117647)","(10.0, 12.0, 11.77843137254902)","(21.0, 30.0, 29.387096774193548)","(3.1, 3.2, 3.1872093023255816)","(8.0, 12.0, 11.392241379310345)","(21.0, 26.0, 25.477124183006534)","(41.0, 55.0, 51.81159420289855)","(101.0, 590.0, 395.0)","(101.0, 330.0, 308.0)","(51.0, 65.0, 60.5)","(3.6, 4.5, 4.426643598615917)"
16-12-2022 15:49:21.301577,"(7.0, 7.8, 7.64095744680851)","(18.0, 23.0, 22.41509433962264)","(10.0, 12.0, 11.788617886178862)","(21.0, 32.0, 30.258064516129032)","(3.1, 3.2, 3.18)","(8.0, 11.5, 11.34732824427481)","(21.0, 26.0, 25.533333333333335)","(41.0, 55.0, 51.81159420289855)","(101.0, 590.0, 402.5)","(101.0, 320.0, 294.2857142857143)","(51.0, 65.0, 60.5)","(3.6, 4.5, 4.424827586206897)"
16-12-2022 15:49:22.515592,"(7.0, 7.8, 7.625641025641025)","(18.0, 23.0, 22.511811023622048)","(10.0, 12.0, 11.793388429752067)","(21.0, 32.0, 30.20253164556962)","(3.1, 3.2, 3.1796912114014253)","(8.0, 11.5, 11.271255060728745)","(21.0, 26.0, 25.447154471544714)","(41.0, 55.0, 51.81159420289855)","(101.0, 590.0, 384.2857142857143)","(101.0, 320.0, 294.2857142857143)","(51.0, 65.0, 57.8)","(3.6, 4.5, 4.423076923076923)"
16-12-2022 15:49:23.742682,"(7.0, 7.8, 7.643161094224924)","(18.0, 23.0, 22.275)","(10.0, 12.0, 11.788617886178862)","(21.0, 32.0, 30.439560439560438)","(3.1, 3.2, 3.1725852272727275)","(8.0, 11.5, 11.298214285714286)","(21.0, 26.0, 25.503649635036496)","(41.0, 55.0, 52.10526315789474)","(101.0, 590.0, 390.0)","(101.0, 320.0, 310.5263157894737)","(51.0, 65.0, 60.5)","(3.6, 4.5, 4.423015873015873)"
16-12-2022 15:49:24.953750,"(7.0, 7.8, 7.677142857142857)","(18.0, 23.0, 22.360294117647058)","(10.0, 12.0, 11.824644549763033)","(21.0, 32.0, 30.439560439560438)","(3.1, 3.2, 3.171808510638298)","(8.0, 11.5, 11.298214285714286)","(21.0, 26.0, 25.503649635036496)","(41.0, 55.0, 52.10526315789474)","(101.0, 590.0, 425.7142857142857)","(101.0, 320.0, 311.0)","(51.0, 65.0, 60.5)","(3.6, 4.5, 4.4212686567164186)"
16-12-2022 15:49:26.205766,"(7.0, 7.8, 7.681603773584905)","(18.0, 23.0, 22.358778625954198)","(10.0, 12.0, 11.824644549763033)","(21.0, 32.0, 30.634615384615383)","(3.1, 3.2, 3.195138888888889)","(8.0, 11.5, 11.319488817891374)","(21.0, 26.0, 25.55263157894737)","(41.0, 55.0, 52.38095238095238)","(101.0, 590.0, 505.625)","(101.0, 320.0, 311.42857142857144)","(51.0, 65.0, 60.90909090909091)","(3.6, 4.5, 4.379452054794521)"
16-12-2022 15:49:27.424844,"(7.0, 7.8, 7.693868921775898)","(18.0, 23.0, 22.44736842105263)","(10.0, 12.0, 11.847736625514404)","(21.0, 32.0, 30.634615384615383)","(3.1, 3.2, 3.213588850174216)","(8.0, 11.5, 11.318910256410255)","(21.0, 26.0, 25.496296296296297)","(41.0, 55.0, 52.592592592592595)","(101.0, 590.0, 494.7058823529412)","(101.0, 320.0, 311.42857142857144)","(51.0, 65.0, 60.90909090909091)","(3.6, 4.4, 4.349387755102041)"
16-12-2022 15:49:28.693256,"(7.0, 7.8, 7.69364406779661)","(18.0, 23.0, 22.28676470588235)","(10.0, 12.0, 11.85813953488372)","(21.0, 32.0, 30.672897196261683)","(3.1, 3.25, 3.213197026022305)","(8.0, 11.5, 11.324013157894736)","(21.0, 26.0, 25.496296296296297)","(41.0, 55.0, 52.6)","(101.0, 590.0, 494.7058823529412)","(101.0, 320.0, 311.5)","(51.0, 65.0, 61.568627450980394)","(3.6, 4.4, 4.3497925311203325)"
16-12-2022 15:49:29.926901,"(7.0, 7.8, 7.69364406779661)","(18.0, 23.0, 22.335616438356166)","(10.0, 12.0, 11.819502074688797)","(21.0, 32.0, 30.837209302325583)","(3.1, 3.25, 3.2125475285171103)","(8.0, 11.5, 11.324013157894736)","(21.0, 26.0, 25.48872180451128)","(41.0, 55.0, 52.6)","(101.0, 590.0, 494.7058823529412)","(101.0, 320.0, 311.5)","(51.0, 65.0, 61.568627450980394)","(3.6, 4.4, 4.346332046332046)"
