,Buckle Up Kenzie,Classy Lady,Cape Fernando,Quick Joey Small,Buckle Up Elise,Quest For More,Vintage Fame
14,"[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 51, 3332), 4.6, 8.0]"
15,"[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 52, 150136), 4.6, 8.0]"
16,"[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 53, 279535), 4.6, 8.0]"
17,"[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 54, 405640), 4.6, 8.0]"
18,"[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 55, 524812), 4.6, 8.0]"
19,"[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 56, 654603), 4.6, 8.0]"
20,"[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 57, 781071), 4.6, 8.0]"
21,"[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 13, 58, 906195), 4.6, 8.0]"
22,"[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 0, 25612), 4.6, 8.0]"
23,"[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 1, 155254), 4.6, 8.0]"
24,"[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 2, 275059), 4.6, 8.0]"
25,"[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 3, 414415), 4.6, 8.0]"
26,"[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 4, 536819), 4.6, 8.0]"
27,"[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 5, 663409), 4.6, 8.0]"
28,"[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 6, 776042), 4.6, 8.0]"
29,"[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 7, 908538), 4.6, 8.0]"
30,"[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 9, 24155), 4.6, 8.0]"
31,"[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 10, 154647), 4.6, 8.0]"
32,"[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 11, 286166), 4.6, 8.0]"
33,"[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 12, 406571), 4.6, 8.0]"
34,"[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 13, 528706), 4.6, 8.0]"
35,"[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 14, 677472), 4.6, 8.0]"
36,"[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 15, 825456), 4.6, 8.0]"
37,"[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 16, 966034), 4.6, 8.0]"
38,"[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 18, 113051), 4.6, 8.0]"
39,"[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 19, 255031), 4.6, 8.0]"
40,"[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 20, 375813), 4.6, 8.0]"
41,"[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 21, 490815), 4.6, 8.0]"
42,"[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 22, 616226), 4.6, 8.0]"
43,"[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 23, 729827), 4.6, 8.0]"
44,"[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 24, 875742), 4.6, 8.0]"
45,"[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 4.0, 8.6]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 20, 14, 25, 986145), 4.6, 8.0]"
