,Buckle Up Kenzie,Classy Lady,Cape Fernando,Quick Joey Small,Buckle Up Elise,Quest For More,Vintage Fame
495,"[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 52, 470089), 4.6, 8.0]"
496,"[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 53, 595750), 4.6, 8.0]"
497,"[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 54, 711912), 4.6, 8.0]"
498,"[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 55, 833799), 4.6, 8.0]"
499,"[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 56, 949924), 4.6, 8.0]"
500,"[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 58, 71400), 4.6, 8.0]"
501,"[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 22, 59, 186573), 4.6, 8.0]"
502,"[datetime.datetime(2022, 11, 28, 20, 23, 0, 307533), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 0, 308533), 4.6, 8.0]"
503,"[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 1, 417394), 4.6, 8.0]"
504,"[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 2, 540417), 4.6, 8.0]"
505,"[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 3, 651501), 4.6, 8.0]"
506,"[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 4, 769250), 4.6, 8.0]"
507,"[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 5, 877836), 4.6, 8.0]"
508,"[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 6, 999922), 4.6, 8.0]"
509,"[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 8, 125693), 4.6, 8.0]"
510,"[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 9, 250237), 4.6, 8.0]"
511,"[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 10, 368097), 4.6, 8.0]"
512,"[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 11, 486069), 4.6, 8.0]"
513,"[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 12, 597843), 4.6, 8.0]"
514,"[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 13, 708880), 4.6, 8.0]"
515,"[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 14, 823181), 4.6, 8.0]"
516,"[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 3.8, 4.4]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 15, 937605), 4.6, 8.0]"
517,"[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 17, 58284), 4.6, 8.0]"
518,"[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 18, 268295), 4.6, 8.0]"
519,"[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 19, 460865), 4.6, 8.0]"
520,"[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 20, 602634), 4.6, 8.0]"
521,"[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 21, 766119), 4.6, 8.0]"
522,"[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 22, 906788), 4.6, 8.0]"
523,"[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 4.0, 6.0]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 24, 59024), 4.6, 8.0]"
524,"[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 4.0, 5.9]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 25, 204250), 4.6, 8.0]"
525,"[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 3.8, 5.1]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 26, 349785), 4.6, 8.0]"
526,"[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 3.8, 5.1]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 27, 499416), 4.6, 8.0]"
527,"[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 28, 653929), 4.6, 8.0]"
528,"[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 29, 816614), 4.6, 8.0]"
529,"[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 30, 993651), 4.6, 8.0]"
530,"[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 32, 111216), 4.6, 8.0]"
531,"[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 33, 236055), 4.6, 7.8]"
532,"[datetime.datetime(2022, 11, 28, 20, 23, 34, 393579), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 393579), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 393579), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 394580), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 394580), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 394580), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 34, 394580), 4.6, 7.8]"
533,"[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 35, 552130), 4.6, 7.8]"
534,"[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 36, 711570), 4.6, 7.8]"
535,"[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 37, 885687), 4.6, 7.8]"
536,"[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 61.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 7.5, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 39, 50481), 4.6, 7.8]"
537,"[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 40, 185459), 4.6, 7.8]"
538,"[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 41, 306197), 4.6, 7.8]"
539,"[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 42, 421812), 4.6, 7.8]"
540,"[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 4.4, 7.2]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 81.0, 460.0]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 20, 23, 43, 546518), 4.6, 7.8]"
