,Krafty Boy,The Dancer,Tom The Curious,Mach Daddy,Smooth Overarm Nz,Pippo Nien,Dark Terror,Dukkah,Terryrama,Eagle Commander
07-12-2022 19:04:15.350122,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:16.916498,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:18.396211,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:19.730616,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:21.124162,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:22.560967,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:23.969065,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:25.412250,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 25.5)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:26.918956,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.622222222222222)"
07-12-2022 19:04:28.434245,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:29.787251,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:31.190024,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:32.592753,"(51.0, 240.0, 142.0)","(61.0, 290.0, 170.0)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 43.45454545454545)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:34.087755,"(51.0, 240.0, 142.0)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:35.611318,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:37.117533,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:38.587182,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:40.055302,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 18.0)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:41.462984,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:42.828439,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 146.0)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:44.166841,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 146.0)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:45.485291,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 146.0)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 25.75)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:46.895883,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:48.334441,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:49.757051,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:51.147811,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:52.619993,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:54.051164,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:55.472653,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.95)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:56.929278,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 7.274418604651164)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.32)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:58.391923,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:04:59.857127,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:05:01.227191,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:05:02.574689,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:05:04.092310,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:05:05.546620,"(51.0, 240.0, 78.33333333333334)","(61.0, 290.0, 180.9090909090909)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.6571428571428575)","(2.45, 99999, 99990)","(20.0, 50.0, 38.16666666666667)","(15.0, 30.0, 21.5)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.6)","(7.5, 9.6, 8.0)"
07-12-2022 19:05:07.024965,"(51.0, 240.0, 110.66666666666667)","(61.0, 290.0, 222.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.15)","(2.45, 99999, 99990)","(20.0, 50.0, 29.38888888888889)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.2, 5.457142857142857)","(7.5, 9.6, 8.2)"
07-12-2022 19:05:08.587810,"(51.0, 230.0, 107.33333333333334)","(61.0, 280.0, 222.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.2)","(2.45, 99999, 99990)","(20.0, 48.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.0, 5.457142857142857)","(7.5, 9.4, 7.833333333333333)"
07-12-2022 19:05:10.301122,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.2)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 6.0, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:11.949058,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.2)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:13.766852,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.2)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:15.371157,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:16.925035,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:18.498419,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 207.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 23.4)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 7.833333333333333)"
07-12-2022 19:05:20.260200,"(51.0, 210.0, 100.66666666666666)","(61.0, 260.0, 200.0)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.0, 8.0)"
07-12-2022 19:05:21.954989,"(51.0, 210.0, 100.66666666666666)","(61.0, 250.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.0)"
07-12-2022 19:05:23.625013,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.0)"
07-12-2022 19:05:25.361652,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.866666666666667)","(2.45, 99999, 99990)","(20.0, 46.0, 35.5)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.0)"
07-12-2022 19:05:26.999142,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.0)"
07-12-2022 19:05:28.615556,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 8.8, 8.0)"
07-12-2022 19:05:30.237177,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:31.780188,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:33.392229,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:34.953895,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:36.606505,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:38.185011,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:39.751161,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:41.261586,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:42.885852,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
07-12-2022 19:05:44.442571,"(51.0, 210.0, 100.66666666666666)","(61.0, 240.0, 192.5)","(15.0, 30.0, 14.571428571428571)","(4.8, 7.4, 6.742857142857143)","(2.45, 99999, 99990)","(20.0, 46.0, 37.142857142857146)","(15.0, 30.0, 16.285714285714285)","(10.0, 12.5, 11.166666666666666)","(4.2, 5.9, 5.385714285714286)","(7.5, 9.8, 8.04)"
