,Charming Lass,Marben Val,Always A Show,Aussie Chevy,Subzero Ash,She Flys,Summer Lilly,Indian Wells
11-01-2023 13:14:25.596575,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.0)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.25)","(5.5, 7.2, 7.0)"
11-01-2023 13:14:26.658720,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.25)","(5.5, 7.2, 7.0)"
11-01-2023 13:14:27.789875,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.25)","(5.5, 7.2, 7.0)"
11-01-2023 13:14:28.949169,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.25)","(5.5, 7.2, 7.0)"
11-01-2023 13:14:30.155901,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.2, 7.036363636363636)"
11-01-2023 13:14:31.281014,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.4, 6.973333333333334)"
11-01-2023 13:14:32.410107,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.4, 6.973333333333334)"
11-01-2023 13:14:33.496757,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.058823529411764)","(5.5, 7.4, 6.911111111111111)"
11-01-2023 13:14:34.734923,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.071428571428573)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0125)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 31.24137931034483)","(5.5, 7.4, 7.057142857142857)"
11-01-2023 13:14:35.923548,"(7.5, 12.0, 11.142857142857142)","(16.0, 22.0, 21.3125)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.25)","(5.5, 7.4, 7.1)"
11-01-2023 13:14:37.128377,"(7.5, 12.0, 11.142857142857142)","(16.0, 22.0, 18.25)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 6.0)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.24)","(5.5, 7.4, 7.1)"
11-01-2023 13:14:38.325416,"(7.5, 12.0, 11.142857142857142)","(16.0, 22.0, 17.725)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 5.933333333333334)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.4)","(5.5, 7.4, 7.1)"
11-01-2023 13:14:39.429314,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 18.433333333333334)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 5.7555555555555555)","(14.0, 25.0, 24.11111111111111)","(21.0, 36.0, 30.96)","(5.5, 7.4, 7.300000000000001)"
11-01-2023 13:14:40.480205,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.951612903225808)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 5.951724137931035)","(14.0, 25.0, 24.11111111111111)","(21.0, 34.0, 30.8)","(5.5, 7.4, 7.300000000000001)"
11-01-2023 13:14:41.682988,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.951612903225808)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.2, 5.828571428571428)","(14.0, 25.0, 24.11111111111111)","(21.0, 34.0, 30.8)","(5.5, 7.4, 7.228571428571429)"
11-01-2023 13:14:42.901539,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.951612903225808)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.055555555555555)","(4.8, 6.0, 5.742857142857143)","(14.0, 25.0, 24.11111111111111)","(21.0, 34.0, 30.8)","(5.5, 7.4, 7.355555555555555)"
11-01-2023 13:14:43.986727,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.951612903225808)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.133333333333334)","(4.8, 6.0, 5.723076923076923)","(14.0, 25.0, 23.363636363636363)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.4)"
11-01-2023 13:14:45.131056,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 17.951612903225808)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.133333333333334)","(4.8, 6.0, 5.7176470588235295)","(14.0, 25.0, 24.142857142857142)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.107692307692307)"
11-01-2023 13:14:46.293569,"(7.5, 12.0, 11.142857142857142)","(16.0, 21.0, 18.61111111111111)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.133333333333334)","(4.8, 6.0, 5.6454545454545455)","(14.0, 25.0, 23.875)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.2)"
11-01-2023 13:14:47.483759,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.61111111111111)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 6.0, 5.6454545454545455)","(14.0, 25.0, 23.5)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.228571428571429)"
11-01-2023 13:14:48.626290,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 6.0, 5.6454545454545455)","(14.0, 25.0, 23.5)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.228571428571429)"
11-01-2023 13:14:49.777062,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 6.0, 5.6454545454545455)","(14.0, 25.0, 23.5)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.228571428571429)"
11-01-2023 13:14:50.947767,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 6.0, 5.760000000000001)","(14.0, 25.0, 23.5)","(21.0, 34.0, 30.16)","(5.5, 7.8, 7.228571428571429)"
11-01-2023 13:14:52.097329,"(7.5, 12.0, 11.142857142857142)","(16.0, 20.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 5.9, 5.760000000000001)","(14.0, 25.0, 23.5)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.378947368421052)"
11-01-2023 13:14:53.320324,"(7.5, 12.0, 11.25)","(16.0, 20.0, 18.75)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 5.9, 5.7)","(14.0, 25.0, 24.307692307692307)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.378947368421052)"
11-01-2023 13:14:54.472091,"(7.5, 12.5, 11.5)","(16.0, 20.0, 18.5)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 5.9, 5.6875)","(14.0, 25.0, 24.25)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.378947368421052)"
11-01-2023 13:14:55.568503,"(7.5, 12.5, 11.2)","(16.0, 20.0, 18.5)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.04)","(4.8, 5.9, 5.730769230769231)","(14.0, 25.0, 24.294117647058822)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.378947368421052)"
11-01-2023 13:14:56.653344,"(7.5, 12.5, 11.6875)","(16.0, 20.0, 18.714285714285715)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 6.007692307692308)","(4.8, 5.8, 5.583333333333333)","(14.0, 25.0, 24.555555555555557)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.463157894736842)"
11-01-2023 13:14:57.717785,"(7.5, 12.5, 11.6875)","(16.0, 20.0, 18.714285714285715)","(2.7, 3.25, 3.24375)","(5.0, 6.6, 5.977777777777778)","(4.8, 5.8, 5.6049999999999995)","(14.0, 25.0, 27.23076923076923)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.32)"
11-01-2023 13:14:58.981492,"(7.5, 12.5, 11.735294117647058)","(16.0, 21.0, 18.678571428571427)","(2.7, 3.25, 3.243333333333333)","(5.0, 6.6, 5.977777777777778)","(4.8, 5.8, 5.644)","(14.0, 28.0, 26.620689655172413)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.32)"
11-01-2023 13:15:00.027212,"(7.5, 12.5, 12.071428571428571)","(16.0, 21.0, 18.59259259259259)","(2.7, 3.25, 3.243333333333333)","(5.0, 6.6, 5.977777777777778)","(4.8, 5.8, 5.644)","(14.0, 28.0, 26.81818181818182)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.022222222222222)"
11-01-2023 13:15:01.122173,"(7.5, 12.5, 12.071428571428571)","(16.0, 21.0, 18.586206896551722)","(2.7, 3.25, 3.243333333333333)","(5.0, 6.6, 5.987500000000001)","(4.8, 5.8, 5.644)","(14.0, 27.0, 25.5)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.216666666666667)"
11-01-2023 13:15:02.131337,"(7.5, 12.5, 11.166666666666666)","(16.0, 21.0, 17.620689655172413)","(2.7, 3.25, 3.243333333333333)","(5.0, 6.6, 5.987500000000001)","(4.8, 5.8, 5.644)","(14.0, 27.0, 26.75)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.216666666666667)"
11-01-2023 13:15:03.154177,"(7.5, 12.5, 11.375)","(16.0, 21.0, 18.03030303030303)","(2.7, 3.25, 3.243333333333333)","(5.0, 6.6, 5.956)","(4.8, 5.8, 5.602857142857143)","(14.0, 27.0, 26.75)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.495652173913044)"
11-01-2023 13:15:04.192009,"(8.0, 11.5, 11.285714285714286)","(16.0, 20.0, 18.61111111111111)","(2.7, 3.35, 3.24375)","(5.0, 6.6, 5.956)","(4.8, 5.8, 5.602857142857143)","(14.0, 27.0, 26.095238095238095)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.24)"
11-01-2023 13:15:05.195834,"(8.0, 11.5, 11.285714285714286)","(16.0, 20.0, 18.6875)","(2.7, 3.35, 3.256666666666667)","(5.0, 6.6, 5.956)","(4.8, 5.8, 5.602857142857143)","(14.0, 28.0, 26.75)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:06.245158,"(8.0, 11.5, 11.0)","(16.0, 20.0, 18.666666666666668)","(2.7, 3.35, 3.213636363636364)","(5.0, 6.6, 5.9714285714285715)","(4.8, 5.8, 5.602857142857143)","(14.0, 28.0, 26.75)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:07.313193,"(8.0, 11.5, 11.071428571428571)","(16.0, 20.0, 18.65)","(2.7, 3.35, 3.2425)","(5.0, 6.4, 5.955555555555556)","(4.8, 5.8, 5.602857142857143)","(14.0, 27.0, 26.423076923076923)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:08.410253,"(8.0, 11.5, 10.833333333333334)","(16.0, 20.0, 18.65)","(2.7, 3.35, 3.2066666666666666)","(5.0, 6.4, 5.955555555555556)","(4.8, 5.8, 5.602857142857143)","(14.0, 27.0, 26.423076923076923)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:09.424088,"(8.0, 11.5, 10.766666666666667)","(16.0, 20.0, 18.65)","(2.7, 3.35, 3.203968253968254)","(5.0, 6.4, 5.955555555555556)","(4.8, 5.8, 5.602857142857143)","(14.0, 27.0, 26.863636363636363)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:10.481505,"(8.0, 11.5, 10.766666666666667)","(16.0, 20.0, 17.75)","(2.7, 3.35, 3.203968253968254)","(5.0, 6.4, 5.955555555555556)","(4.8, 5.8, 5.6274999999999995)","(14.0, 27.0, 26.25)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.333333333333333)"
11-01-2023 13:15:11.521426,"(8.0, 13.0, 12.407894736842104)","(16.0, 20.0, 18.59375)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 5.943478260869566)","(4.8, 5.8, 5.6274999999999995)","(14.0, 27.0, 26.689655172413794)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.24)"
11-01-2023 13:15:12.563674,"(8.0, 13.0, 11.842857142857143)","(16.0, 20.0, 17.666666666666668)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 6.128)","(4.8, 5.8, 5.6274999999999995)","(14.0, 27.0, 25.333333333333332)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 6.925)"
11-01-2023 13:15:13.621448,"(8.0, 13.0, 12.068965517241379)","(16.0, 20.0, 18.125)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 6.110344827586207)","(4.8, 5.8, 5.615909090909091)","(14.0, 27.0, 25.5)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.495652173913044)"
11-01-2023 13:15:14.702142,"(8.0, 13.0, 12.076923076923077)","(16.0, 20.0, 18.125)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 6.0181818181818185)","(4.8, 5.8, 5.615909090909091)","(14.0, 27.0, 25.333333333333332)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.495652173913044)"
11-01-2023 13:15:15.849632,"(8.0, 13.0, 12.076923076923077)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 5.922727272727273)","(4.8, 5.8, 5.6274999999999995)","(14.0, 27.0, 26.363636363636363)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.530769230769231)"
11-01-2023 13:15:16.943095,"(8.0, 12.0, 11.944444444444445)","(16.0, 21.0, 18.083333333333332)","(2.7, 3.35, 3.2147058823529413)","(5.0, 6.4, 5.922727272727273)","(4.8, 5.8, 5.653333333333333)","(14.0, 27.0, 26.6)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.290909090909091)"
11-01-2023 13:15:18.064480,"(8.0, 13.0, 11.363636363636363)","(16.0, 21.0, 18.586206896551722)","(2.7, 3.35, 3.213157894736842)","(5.0, 6.4, 5.922727272727273)","(4.8, 5.8, 5.7153846153846155)","(14.0, 27.0, 26.4375)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.418181818181818)"
11-01-2023 13:15:19.097846,"(8.0, 13.0, 11.56)","(16.0, 20.0, 18.571428571428573)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.4, 5.922727272727273)","(4.8, 5.8, 5.7153846153846155)","(14.0, 27.0, 26.6)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:20.109916,"(8.0, 13.0, 11.56)","(16.0, 20.0, 18.153846153846153)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.4, 5.922727272727273)","(4.8, 6.0, 5.947826086956522)","(14.0, 27.0, 26.4375)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:21.144073,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.166666666666668)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.4, 5.969230769230769)","(4.8, 6.0, 5.95)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 29.74074074074074)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:22.177234,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.307692307692307)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.2, 5.969230769230769)","(4.8, 6.0, 5.929411764705883)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:23.206062,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.307692307692307)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.2, 5.945)","(4.8, 6.0, 5.955)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:24.264382,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.307692307692307)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.2, 5.9)","(4.8, 6.0, 5.955)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:25.291131,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.307692307692307)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.2, 5.8769230769230765)","(4.8, 6.0, 5.955)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 30.166666666666668)","(5.5, 7.8, 7.369230769230769)"
11-01-2023 13:15:26.272877,"(8.0, 13.0, 11.666666666666666)","(16.0, 20.0, 18.25)","(2.7, 3.35, 3.2473684210526317)","(5.0, 6.2, 5.8769230769230765)","(4.8, 6.0, 5.955)","(14.0, 27.0, 26.228571428571428)","(21.0, 34.0, 29.45)","(5.5, 7.8, 7.4818181818181815)"
11-01-2023 13:15:27.322596,"(8.0, 12.5, 11.357142857142858)","(16.0, 20.0, 18.153846153846153)","(2.7, 3.4, 3.399107142857143)","(5.0, 6.2, 5.941379310344828)","(4.8, 6.0, 5.9526315789473685)","(14.0, 27.0, 26.228571428571428)","(21.0, 32.0, 29.31578947368421)","(5.5, 7.8, 7.316129032258065)"
11-01-2023 13:15:28.407198,"(8.0, 12.5, 11.288461538461538)","(16.0, 20.0, 18.153846153846153)","(2.7, 3.5, 3.495394736842105)","(5.0, 6.2, 6.006451612903226)","(4.8, 6.0, 5.94375)","(15.0, 27.0, 26.228571428571428)","(21.0, 32.0, 29.31578947368421)","(5.5, 7.8, 7.316129032258065)"
11-01-2023 13:15:29.546886,"(8.0, 12.5, 11.416666666666666)","(16.0, 20.0, 18.153846153846153)","(2.7, 3.5, 3.495394736842105)","(5.0, 6.2, 6.0125)","(4.8, 6.0, 5.9)","(15.0, 27.0, 26.228571428571428)","(21.0, 32.0, 27.133333333333333)","(5.5, 7.8, 7.415384615384616)"
11-01-2023 13:15:30.698372,"(8.0, 12.5, 11.416666666666666)","(16.0, 20.0, 18.153846153846153)","(2.7, 3.5, 3.4954545454545456)","(5.0, 6.0, 5.923076923076923)","(4.8, 6.0, 5.9)","(15.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.133333333333333)","(5.5, 7.8, 7.4)"
11-01-2023 13:15:31.706782,"(8.0, 12.5, 11.613636363636363)","(16.0, 20.0, 18.28125)","(2.7, 3.5, 3.4954545454545456)","(5.0, 6.0, 5.88)","(4.8, 6.0, 5.9)","(15.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.105263157894736)","(5.5, 7.8, 7.3478260869565215)"
11-01-2023 13:15:32.845733,"(8.0, 12.5, 11.613636363636363)","(16.0, 20.0, 19.2)","(2.7, 3.5, 3.494206008583691)","(5.0, 6.0, 6.094736842105263)","(4.8, 6.0, 5.858823529411765)","(15.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.105263157894736)","(5.5, 7.8, 7.222222222222222)"
11-01-2023 13:15:33.847638,"(8.0, 12.5, 11.613636363636363)","(16.0, 20.0, 19.2)","(2.7, 3.5, 3.494206008583691)","(5.0, 6.2, 6.094736842105263)","(4.8, 6.0, 5.86875)","(15.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.06896551724138)","(5.5, 7.8, 7.3478260869565215)"
11-01-2023 13:15:34.922763,"(8.5, 12.5, 11.54)","(16.0, 20.0, 19.076923076923077)","(2.9, 3.45, 3.4494011976047907)","(5.0, 6.2, 5.992592592592593)","(4.8, 6.0, 5.9)","(16.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.06896551724138)","(5.5, 7.8, 7.304761904761905)"
11-01-2023 13:15:36.017918,"(8.5, 12.5, 11.642857142857142)","(16.0, 20.0, 19.75)","(2.9, 3.45, 3.4494011976047907)","(5.0, 6.2, 5.992592592592593)","(4.8, 6.0, 5.9)","(16.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.06896551724138)","(5.5, 7.8, 7.416)"
11-01-2023 13:15:37.133759,"(8.5, 12.5, 11.72)","(16.0, 20.0, 19.75)","(2.9, 3.45, 3.4494011976047907)","(5.0, 6.2, 5.992592592592593)","(4.8, 6.0, 5.9)","(16.0, 27.0, 26.228571428571428)","(21.0, 29.0, 27.06896551724138)","(5.5, 7.8, 7.416)"
11-01-2023 13:15:38.191956,"(8.5, 12.5, 11.72)","(15.0, 20.0, 19.75)","(2.8, 3.45, 3.4494011976047907)","(5.0, 6.2, 5.944444444444445)","(4.6, 6.0, 5.84)","(16.0, 27.0, 26.228571428571428)","(21.0, 29.0, 26.72972972972973)","(5.5, 7.8, 7.495238095238095)"
11-01-2023 13:15:39.223680,"(8.5, 12.5, 11.72)","(15.0, 20.0, 19.75)","(2.8, 3.55, 3.408536585365854)","(5.0, 6.0, 6.016666666666667)","(4.6, 6.0, 5.84)","(16.0, 27.0, 25.923076923076923)","(21.0, 29.0, 26.72972972972973)","(5.5, 7.8, 7.472727272727273)"
11-01-2023 13:15:40.216239,"(8.5, 12.5, 11.72)","(15.0, 20.0, 19.75)","(2.8, 3.45, 3.440909090909091)","(5.0, 6.2, 5.9125000000000005)","(4.6, 6.0, 5.883333333333334)","(16.0, 26.0, 26.27027027027027)","(21.0, 29.0, 26.375)","(5.5, 7.8, 7.503703703703704)"
11-01-2023 13:15:41.254131,"(8.5, 12.0, 11.571428571428571)","(15.0, 20.0, 19.846153846153847)","(2.8, 3.45, 3.375)","(5.0, 6.2, 6.013513513513514)","(4.6, 5.9, 5.9375)","(16.0, 27.0, 25.975609756097562)","(21.0, 29.0, 25.25)","(5.5, 7.8, 7.466666666666667)"
11-01-2023 13:15:42.308861,"(8.5, 12.0, 11.52)","(15.0, 19.0, 18.75)","(2.8, 3.4, 3.296153846153846)","(5.0, 6.2, 5.866666666666667)","(4.6, 6.0, 6.131818181818182)","(16.0, 27.0, 25.928571428571427)","(21.0, 26.0, 25.470588235294116)","(5.5, 7.8, 7.68)"
11-01-2023 13:15:43.384416,"(8.5, 12.0, 11.5)","(15.0, 18.0, 17.692307692307693)","(2.8, 3.35, 3.325)","(5.0, 5.9, 5.95)","(4.6, 6.2, 6.013333333333334)","(16.0, 26.0, 25.928571428571427)","(21.0, 29.0, 26.352941176470587)","(5.5, 7.8, 7.578947368421052)"
11-01-2023 13:15:44.469226,"(8.5, 12.0, 11.5)","(15.0, 18.0, 17.982758620689655)","(2.8, 3.35, 3.3285714285714287)","(5.0, 6.0, 5.95)","(4.6, 6.2, 6.0285714285714285)","(16.0, 26.0, 25.975609756097562)","(21.0, 28.0, 26.933333333333334)","(5.5, 7.8, 7.333333333333333)"
11-01-2023 13:15:45.531513,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.5531914893617)","(2.8, 3.35, 3.2642857142857142)","(5.0, 6.0, 5.95)","(4.6, 6.2, 6.036363636363636)","(16.0, 27.0, 25.928571428571427)","(21.0, 28.0, 26.444444444444443)","(5.5, 7.8, 7.333333333333333)"
11-01-2023 13:15:46.501610,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.071428571428573)","(2.8, 3.35, 3.2642857142857142)","(5.0, 6.0, 5.95)","(4.6, 6.2, 6.115151515151515)","(16.0, 26.0, 25.928571428571427)","(21.0, 28.0, 26.285714285714285)","(5.5, 7.8, 7.333333333333333)"
11-01-2023 13:15:47.497394,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.133333333333333)","(2.8, 3.35, 3.2714285714285714)","(5.0, 6.0, 5.95)","(4.6, 6.6, 6.175757575757576)","(16.0, 26.0, 25.975609756097562)","(21.0, 28.0, 25.0)","(5.5, 7.8, 7.472727272727273)"
11-01-2023 13:15:48.510483,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.066666666666666)","(2.8, 3.3, 3.225)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.15)","(16.0, 27.0, 25.975609756097562)","(21.0, 27.0, 25.071428571428573)","(5.5, 7.8, 7.472727272727273)"
11-01-2023 13:15:49.586723,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.09090909090909)","(2.8, 3.3, 3.2533333333333334)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.183333333333334)","(16.0, 27.0, 25.975609756097562)","(21.0, 27.0, 25.071428571428573)","(5.5, 7.8, 7.552)"
11-01-2023 13:15:50.713257,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.27777777777778)","(2.8, 3.3, 3.23)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.2)","(16.0, 27.0, 26.25)","(21.0, 27.0, 25.137931034482758)","(5.5, 7.6, 7.530769230769231)"
11-01-2023 13:15:51.790143,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.27777777777778)","(2.8, 3.3, 3.23)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.22608695652174)","(16.0, 27.0, 25.862068965517242)","(21.0, 27.0, 25.285714285714285)","(5.5, 7.6, 7.530769230769231)"
11-01-2023 13:15:52.876100,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.27777777777778)","(2.8, 3.3, 3.25625)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.22608695652174)","(18.0, 26.0, 25.58823529411765)","(21.0, 27.0, 25.434782608695652)","(5.5, 7.6, 7.530769230769231)"
11-01-2023 13:15:53.964621,"(8.5, 12.0, 11.428571428571429)","(15.0, 19.0, 18.27777777777778)","(2.8, 3.3, 3.2666666666666666)","(5.0, 6.0, 5.95)","(4.6, 6.4, 6.22608695652174)","(18.0, 26.0, 25.58823529411765)","(21.0, 27.0, 25.434782608695652)","(5.5, 7.6, 7.530769230769231)"
