,Big Time Brielle,Allegro Smudge,Adobe Don,Big Time Ring,Big Time May,Elite Bubble
16-12-2022 13:53:48.409556,"(3.1, 9.4, 7.66)","(1.7, 2.02, 1.7106249999999998)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:49.375863,"(3.1, 9.4, 7.66)","(1.7, 2.02, 1.9057142857142857)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.916666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:50.222899,"(3.1, 9.4, 6.723076923076924)","(1.7, 2.02, 1.9057142857142857)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 11.6375)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:51.131263,"(3.1, 9.4, 7.821739130434784)","(1.7, 2.02, 1.9057142857142857)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:52.042670,"(3.1, 9.4, 7.821739130434784)","(1.7, 2.02, 1.7293749999999999)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:53.009537,"(3.1, 9.4, 7.821739130434784)","(1.7, 2.02, 1.7293749999999999)","(9.0, 42.0, 14.666666666666664)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:53.923430,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:54.778067,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:55.630136,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:56.478609,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:57.394901,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:58.344707,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 30.28571428571428)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:53:59.284574,"(3.1, 9.4, 7.24375)","(1.7, 2.0, 1.7514285714285713)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:00.207832,"(3.1, 9.4, 8.627659574468087)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:01.087491,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:01.968638,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:02.863805,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.06, 1.731875)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:03.838647,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:04.777143,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:05.695177,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:06.559550,"(3.1, 9.4, 4.257142857142857)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:07.480669,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:08.328761,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:09.208192,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:10.142952,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:11.088453,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.04, 1.72375)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:12.023329,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7293749999999999)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:12.908177,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7293749999999999)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:13.759614,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:14.710911,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:15.615479,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 24.0)","(6.5, 12.5, 8.95)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:16.521044,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 24.0)","(6.5, 12.5, 10.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:17.479314,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:18.423389,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.02, 1.7240909090909091)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:19.348935,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.7462499999999999)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:20.351337,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:21.202782,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 160.0, 63.33333333333333)"
16-12-2022 13:54:22.082774,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:22.986124,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:23.872749,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:24.761789,"(3.1, 9.4, 7.300000000000001)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 28.583333333333336)","(6.5, 12.5, 10.233333333333334)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:25.688464,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 24.0)","(6.5, 13.5, 9.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:26.682482,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:27.624377,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:28.470338,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.0, 1.728125)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:29.334728,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:30.283738,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:31.264288,"(3.1, 9.4, 7.790909090909091)","(1.7, 2.08, 1.895)","(9.0, 42.0, 24.0)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:32.279943,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:33.169662,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:34.171545,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:35.154799,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:36.103289,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:37.056579,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.895)","(9.0, 42.0, 28.583333333333336)","(6.5, 13.0, 10.566666666666666)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:37.995043,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.75625)","(9.0, 42.0, 28.666666666666664)","(6.5, 13.0, 12.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:38.958482,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.08, 1.75625)","(9.0, 42.0, 28.666666666666664)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:39.981593,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.731875)","(9.0, 42.0, 28.666666666666664)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:40.930975,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.731875)","(9.0, 42.0, 28.666666666666664)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:41.925074,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.731875)","(9.0, 42.0, 28.666666666666664)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:42.897841,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.7259090909090908)","(9.0, 42.0, 28.875)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:43.840014,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.7259090909090908)","(9.0, 42.0, 28.875)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:44.722026,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.7259090909090908)","(9.0, 42.0, 28.875)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:45.672218,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.7259090909090908)","(9.0, 42.0, 28.875)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:46.725456,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.06, 1.7259090909090908)","(9.0, 42.0, 28.875)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:47.731486,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.04, 1.7571428571428571)","(9.0, 42.0, 29.083333333333336)","(6.5, 13.0, 12.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:48.592246,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.04, 1.7571428571428571)","(9.0, 42.0, 29.083333333333336)","(6.5, 13.0, 12.166666666666668)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:49.505696,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.04, 1.7571428571428571)","(9.0, 42.0, 29.083333333333336)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:50.443907,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.04, 1.7571428571428571)","(9.0, 42.0, 29.083333333333336)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:51.363713,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.04, 1.7571428571428571)","(9.0, 65.0, 53.0)","(6.5, 13.0, 10.6)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:52.304272,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.791666666666664)","(6.5, 12.5, 7.288888888888889)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:53.234749,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.791666666666664)","(6.5, 12.5, 7.288888888888889)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:54.217352,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.791666666666664)","(6.5, 12.5, 7.288888888888889)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:55.184435,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.791666666666664)","(6.5, 12.5, 7.288888888888889)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:56.078638,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.791666666666664)","(6.5, 12.5, 7.288888888888889)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:57.053082,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 12.0, 7.35)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:57.962297,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 12.0, 7.35)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:58.923133,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 11.5, 7.144444444444445)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:54:59.893091,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 11.5, 7.144444444444445)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:00.803088,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 11.5, 7.144444444444445)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:01.794539,"(3.1, 9.4, 7.206250000000001)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 33.0)","(6.5, 11.5, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:02.768115,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.08, 1.895)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:03.715195,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:04.613505,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:05.532529,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:06.502749,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:07.553608,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 6.735294117647059)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:08.526206,"(3.1, 9.4, 6.871428571428572)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:09.488515,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:10.671501,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:11.838804,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:12.940614,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:13.909826,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.731875)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:14.963141,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7571428571428571)","(9.0, 48.0, 32.083333333333336)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:15.971713,"(3.1, 9.4, 7.1875)","(1.7, 2.04, 1.7571428571428571)","(9.0, 48.0, 32.083333333333336)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:16.953764,"(3.1, 9.4, 7.1875)","(1.7, 2.04, 1.7571428571428571)","(9.0, 48.0, 32.083333333333336)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:17.962337,"(3.1, 9.4, 7.1875)","(1.7, 2.04, 1.7571428571428571)","(9.0, 48.0, 32.083333333333336)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:18.926175,"(3.1, 9.4, 7.1875)","(1.7, 2.04, 1.7571428571428571)","(9.0, 48.0, 32.083333333333336)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:19.905340,"(3.1, 9.4, 7.1875)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 65.625)"
16-12-2022 13:55:20.846996,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 150.0, 36.81818181818181)"
16-12-2022 13:55:21.941137,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:23.062154,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:24.128861,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:25.386151,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 13.0, 7.055555555555555)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:26.476664,"(3.1, 9.4, 8.066666666666666)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 12.5, 7.055555555555555)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:27.617327,"(3.1, 9.4, 5.466666666666667)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 12.5, 7.055555555555555)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:28.649246,"(3.1, 9.4, 5.466666666666667)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 32.166666666666664)","(6.5, 12.5, 7.055555555555555)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:29.748955,"(3.1, 9.4, 5.466666666666667)","(1.7, 2.02, 1.7542857142857142)","(9.0, 48.0, 26.666666666666664)","(6.5, 12.5, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:30.819257,"(3.1, 9.4, 5.466666666666667)","(1.7, 2.08, 1.895)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
16-12-2022 13:55:31.879924,"(3.1, 9.4, 5.466666666666667)","(1.7, 2.08, 1.895)","(9.0, 48.0, 26.666666666666664)","(6.5, 13.0, 10.5)","(20.0, 150.0, 84.0)","(16.0, 95.0, 36.81818181818181)"
