,Big Time Brielle,Allegro Smudge,Adobe Don,Big Time Ring,Big Time May,Elite Bubble
16-12-2022 13:50:32.939576,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:33.876915,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:34.831015,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:35.688654,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:36.569726,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:37.406506,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:38.280121,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:39.205369,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:40.107712,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:40.982515,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:41.872577,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:42.714346,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:43.594639,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:44.501278,"(3.1, 9.4, 7.9)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:45.436328,"(3.1, 9.4, 7.9)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:46.337687,"(3.1, 9.4, 7.9)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:47.278618,"(3.1, 9.4, 7.9)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:48.327959,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:49.190368,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:50.024862,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 8.440000000000001)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:51.109744,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 13.0, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:52.082898,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:53.089560,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:54.098960,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:55.021357,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:55.926877,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:56.860790,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:57.752072,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 10.133333333333333)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:58.631336,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:50:59.517640,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:00.430049,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:01.418681,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:02.307647,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:03.204074,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:04.242761,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:05.138216,"(3.1, 9.4, 7.9)","(1.7, 2.02, 1.7457692307692307)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:06.066513,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:07.048696,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:08.089113,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:09.061861,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:09.929855,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:10.881207,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:11.879955,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:12.902955,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:13.918007,"(3.1, 9.4, 7.9)","(1.7, 2.0, 1.7583333333333333)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:14.864697,"(3.1, 9.4, 7.9)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:15.778267,"(3.1, 9.4, 7.9)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:16.765547,"(3.1, 9.4, 7.9)","(1.7, 2.08, 1.8333333333333333)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:17.680951,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:18.635689,"(3.1, 9.4, 7.9)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.33333333333333)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:19.561074,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:20.475763,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:21.403593,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:22.267574,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:23.307903,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:24.305047,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:25.309216,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:26.222651,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:27.156422,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 28.416666666666664)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:28.186778,"(3.1, 9.4, 7.09375)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 31.8125)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:29.159021,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 31.625000000000004)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:30.141890,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:31.200960,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:32.166591,"(3.1, 9.4, 8.547727272727274)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:33.128818,"(3.1, 9.4, 6.742857142857144)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:34.094605,"(3.1, 9.4, 6.742857142857144)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:35.125110,"(3.1, 9.4, 6.742857142857144)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:36.130834,"(3.1, 9.4, 6.742857142857144)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:37.074361,"(3.1, 9.4, 6.764285714285714)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:38.107403,"(3.1, 9.4, 6.764285714285714)","(1.7, 2.04, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:39.144193,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:40.186727,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.1, 1.7608695652173914)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:41.277993,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:42.191194,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:43.168073,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:44.195334,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:45.216676,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:46.269458,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:47.265316,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.7503846153846154)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
16-12-2022 13:51:48.489940,"(3.1, 9.4, 7.695454545454545)","(1.7, 2.06, 1.765)","(9.0, 42.0, 25.5)","(6.5, 12.5, 11.854545454545455)","(20.0, 150.0, 84.0)","(16.0, 200.0, 142.03125)"
