,Sozins Princess,Goldstar Ange,Free For All,Sapporo Bale,Homebush Sparkle,Champagne,Mitcham Zorro,Mysterious Lady
12-01-2023 14:23:10.032904,"(10.0, 36.0, 30.409090909090907)","(3.5, 3.55, 3.3803571428571426)","(6.5, 99999, 99990)","(8.5, 13.0, 12.733333333333334)","(10.0, 15.0, 14.777777777777779)","(4.0, 5.3, 4.794444444444444)","(6.5, 7.2, 6.927272727272728)","(7.0, 11.5, 10.366666666666667)"
12-01-2023 14:23:11.385266,"(10.0, 36.0, 30.409090909090907)","(3.3, 3.55, 3.3803571428571426)","(6.5, 99999, 99990)","(8.5, 13.0, 12.6)","(10.0, 15.0, 14.375)","(4.0, 5.3, 4.794444444444444)","(6.5, 7.2, 6.927272727272728)","(7.0, 11.5, 10.366666666666667)"
12-01-2023 14:23:12.687130,"(10.0, 36.0, 34.016129032258064)","(3.3, 3.55, 3.3803571428571426)","(6.5, 99999, 99990)","(8.5, 13.0, 12.6)","(10.0, 15.0, 14.2)","(4.0, 5.3, 4.794444444444444)","(6.5, 7.2, 6.720000000000001)","(7.0, 11.5, 10.366666666666667)"
12-01-2023 14:23:14.010183,"(11.0, 36.0, 33.36206896551724)","(3.4, 3.55, 3.3803571428571426)","(7.0, 99999, 99990)","(8.5, 13.0, 12.6)","(10.0, 15.0, 14.428571428571429)","(4.0, 5.3, 4.794444444444444)","(6.0, 7.2, 6.91764705882353)","(7.5, 11.5, 10.366666666666667)"
12-01-2023 14:23:15.265175,"(11.0, 34.0, 33.36206896551724)","(3.4, 3.55, 3.3803571428571426)","(7.0, 99999, 99990)","(8.5, 13.0, 12.822222222222223)","(10.0, 15.0, 14.4)","(4.0, 5.3, 4.8307692307692305)","(6.0, 7.2, 6.852173913043479)","(7.5, 11.5, 10.10909090909091)"
12-01-2023 14:23:16.520915,"(11.0, 34.0, 33.36206896551724)","(3.4, 3.55, 3.3803571428571426)","(7.0, 99999, 99990)","(8.5, 13.0, 12.885714285714286)","(10.0, 15.0, 14.0)","(4.0, 5.2, 5.0)","(6.0, 7.2, 6.892307692307693)","(7.5, 11.5, 10.82)"
12-01-2023 14:23:17.802611,"(11.0, 34.0, 33.36206896551724)","(3.4, 3.55, 3.334090909090909)","(7.0, 99999, 99990)","(8.5, 13.0, 11.846153846153847)","(10.0, 15.0, 14.0)","(4.0, 5.2, 5.066666666666666)","(6.0, 7.2, 6.892307692307693)","(7.5, 11.5, 10.82)"
12-01-2023 14:23:19.076273,"(11.0, 34.0, 33.28846153846154)","(3.4, 3.55, 3.334090909090909)","(7.0, 99999, 99990)","(8.5, 14.0, 12.285714285714285)","(10.0, 15.0, 14.0)","(4.0, 5.2, 5.05)","(6.0, 7.2, 6.771428571428571)","(7.5, 11.5, 11.16)"
12-01-2023 14:23:20.327695,"(11.0, 34.0, 33.28846153846154)","(3.4, 3.55, 3.334090909090909)","(7.0, 99999, 99990)","(8.5, 14.0, 12.285714285714285)","(10.0, 15.0, 14.0)","(4.0, 5.2, 5.05)","(6.0, 7.2, 6.794594594594594)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:21.529112,"(11.0, 34.0, 33.28846153846154)","(3.4, 3.55, 3.334090909090909)","(7.0, 99999, 99990)","(8.5, 14.0, 12.363636363636363)","(10.0, 15.0, 14.0)","(4.0, 5.2, 5.05)","(6.0, 7.2, 6.758823529411765)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:22.960787,"(11.0, 34.0, 33.28846153846154)","(3.4, 3.55, 3.326470588235294)","(7.0, 99999, 99990)","(8.5, 14.0, 12.363636363636363)","(10.0, 15.0, 14.0)","(4.0, 5.2, 4.933333333333334)","(6.0, 7.2, 6.834782608695652)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:24.435593,"(11.0, 34.0, 32.0)","(3.4, 3.45, 3.3625000000000003)","(7.0, 99999, 99990)","(8.5, 14.0, 12.363636363636363)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 6.905263157894737)","(7.5, 11.5, 11.273333333333333)"
12-01-2023 14:23:25.931820,"(11.0, 34.0, 32.0)","(3.4, 3.45, 3.3625000000000003)","(7.0, 99999, 99990)","(8.5, 14.0, 12.363636363636363)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 6.976)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:27.304602,"(11.0, 34.0, 32.0)","(3.4, 3.45, 3.3625000000000003)","(7.0, 99999, 99990)","(8.5, 14.0, 12.26086956521739)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 6.976)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:28.803570,"(11.0, 34.0, 32.90625)","(3.4, 3.45, 3.2852941176470587)","(7.0, 99999, 99990)","(8.5, 14.0, 11.736842105263158)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 6.956521739130435)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:30.230942,"(11.0, 34.0, 32.90625)","(3.4, 3.45, 3.2852941176470587)","(7.0, 99999, 99990)","(8.5, 13.0, 11.736842105263158)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 6.956521739130435)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:31.715635,"(11.0, 34.0, 29.75)","(3.3, 3.45, 3.2852941176470587)","(7.5, 99999, 99990)","(8.5, 13.0, 11.65)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.2, 7.359999999999999)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:33.067034,"(11.0, 34.0, 29.75)","(3.3, 3.45, 3.2852941176470587)","(7.5, 99999, 99990)","(8.5, 13.0, 11.5)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 7.6, 7.8)","(7.5, 11.5, 11.23846153846154)"
12-01-2023 14:23:34.344606,"(11.0, 34.0, 32.111111111111114)","(3.3, 3.45, 3.2852941176470587)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.666666666666666)","(4.0, 5.2, 4.989473684210527)","(6.0, 8.0, 8.114285714285714)","(7.5, 11.5, 11.357142857142858)"
12-01-2023 14:23:35.537480,"(11.0, 34.0, 29.875)","(3.3, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.89655172413793)","(4.0, 5.2, 4.989473684210527)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 11.36046511627907)"
12-01-2023 14:23:36.859850,"(11.0, 34.0, 31.25)","(3.3, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.879999999999999)","(4.0, 5.2, 5.062068965517241)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 11.36046511627907)"
12-01-2023 14:23:38.190862,"(11.0, 34.0, 31.25)","(3.3, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.2, 5.02)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 11.36046511627907)"
12-01-2023 14:23:39.356776,"(11.0, 34.0, 31.25)","(3.3, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 5.02)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 11.36046511627907)"
12-01-2023 14:23:40.648192,"(11.0, 34.0, 31.25)","(3.3, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 4.975862068965517)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 11.36046511627907)"
12-01-2023 14:23:42.006818,"(12.0, 34.0, 31.25)","(3.2, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 4.975862068965517)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 10.833333333333334)"
12-01-2023 14:23:43.325691,"(12.0, 34.0, 31.25)","(3.2, 3.45, 3.397761194029851)","(7.5, 99999, 99990)","(8.5, 13.0, 11.75)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 4.975862068965517)","(6.0, 8.2, 8.114285714285714)","(7.5, 11.5, 10.833333333333334)"
12-01-2023 14:23:44.751210,"(12.0, 34.0, 29.285714285714285)","(3.2, 3.45, 3.32741935483871)","(7.5, 99999, 99990)","(8.5, 13.0, 12.021739130434783)","(10.0, 15.0, 14.166666666666666)","(4.0, 5.1, 4.9875)","(6.0, 8.2, 7.821052631578947)","(7.5, 11.5, 11.1)"
12-01-2023 14:23:46.063148,"(12.0, 34.0, 27.6)","(3.2, 3.45, 3.32741935483871)","(7.5, 99999, 99990)","(8.5, 13.0, 12.021739130434783)","(10.0, 15.0, 14.166666666666666)","(4.0, 5.1, 4.9875)","(6.0, 8.2, 7.742857142857142)","(7.5, 11.5, 11.1)"
12-01-2023 14:23:47.322764,"(12.0, 34.0, 32.22222222222222)","(3.2, 3.45, 3.325)","(7.5, 99999, 99990)","(8.5, 13.0, 12.021739130434783)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 4.9875)","(6.0, 8.2, 7.742857142857142)","(7.5, 11.5, 10.833333333333334)"
12-01-2023 14:23:48.590292,"(12.0, 34.0, 32.0)","(3.2, 3.45, 3.325)","(7.5, 99999, 99990)","(8.5, 13.0, 12.142857142857142)","(10.0, 15.0, 14.333333333333334)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.763636363636364)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:23:49.886836,"(12.0, 34.0, 20.666666666666668)","(3.2, 3.45, 3.328787878787879)","(7.5, 99999, 99990)","(8.5, 13.0, 12.28)","(10.0, 15.0, 14.166666666666666)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:23:51.216047,"(12.0, 34.0, 20.666666666666668)","(3.2, 3.45, 3.328787878787879)","(7.5, 99999, 99990)","(8.5, 13.0, 12.28)","(10.0, 15.0, 14.6875)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.942857142857142)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:23:52.516382,"(12.0, 34.0, 20.666666666666668)","(3.2, 3.45, 3.334)","(7.5, 99999, 99990)","(8.5, 13.0, 12.28)","(10.0, 15.0, 15.142857142857142)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:23:53.764561,"(12.0, 34.0, 27.846153846153847)","(3.2, 3.4, 3.2447368421052634)","(7.5, 99999, 99990)","(8.5, 13.0, 12.157894736842106)","(10.0, 16.0, 17.192307692307693)","(4.0, 5.1, 5.0027027027027025)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.351851851851851)"
12-01-2023 14:23:55.070497,"(12.0, 34.0, 29.921052631578945)","(3.2, 3.35, 3.2333333333333334)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.5, 16.342105263157894)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.3)"
12-01-2023 14:23:56.511244,"(12.0, 34.0, 29.921052631578945)","(3.2, 3.35, 3.2333333333333334)","(7.5, 99999, 99990)","(8.5, 13.0, 12.333333333333334)","(10.0, 19.5, 16.342105263157894)","(4.0, 5.1, 4.99090909090909)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.366666666666667)"
12-01-2023 14:23:57.828965,"(12.0, 34.0, 29.15625)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.333333333333334)","(10.0, 19.5, 18.0)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.366666666666667)"
12-01-2023 14:23:59.194251,"(12.0, 34.0, 28.833333333333336)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.5, 17.75)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.366666666666667)"
12-01-2023 14:24:00.744318,"(12.0, 34.0, 29.0)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.5, 18.4)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.942857142857142)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:02.129584,"(12.0, 34.0, 29.833333333333336)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.0, 16.846153846153847)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:03.653801,"(12.0, 34.0, 31.0)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.0, 17.8)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:05.015938,"(12.0, 34.0, 31.0)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.0, 18.25)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:06.353854,"(12.0, 34.0, 29.46875)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.238095238095237)","(10.0, 19.0, 18.25)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:07.637940,"(12.0, 34.0, 30.184210526315788)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.478260869565217)","(10.0, 19.0, 18.0)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:09.065211,"(12.0, 34.0, 29.46875)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(10.0, 19.0, 18.666666666666668)","(4.0, 5.1, 4.949999999999999)","(6.0, 8.2, 7.942857142857142)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:10.253911,"(12.0, 34.0, 29.46875)","(3.2, 3.35, 3.241379310344828)","(7.5, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(10.0, 19.0, 18.785714285714285)","(4.0, 5.1, 5.003571428571428)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:11.402118,"(12.0, 34.0, 29.46875)","(3.2, 3.35, 3.24)","(7.5, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(10.0, 19.0, 18.689655172413794)","(4.0, 5.1, 5.028947368421052)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:12.713460,"(12.0, 34.0, 29.46875)","(3.2, 3.35, 3.2750000000000004)","(7.5, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(10.0, 19.0, 18.785714285714285)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:13.999135,"(12.0, 34.0, 30.375)","(3.2, 3.35, 3.2750000000000004)","(7.5, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(10.0, 19.0, 18.375)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(7.5, 11.5, 11.264705882352942)"
12-01-2023 14:24:15.239947,"(12.0, 34.0, 30.375)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(11.0, 19.0, 18.375)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(8.0, 11.5, 11.264705882352942)"
12-01-2023 14:24:16.386588,"(12.0, 34.0, 30.375)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(11.0, 22.0, 19.86111111111111)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.942857142857142)","(8.0, 11.5, 11.264705882352942)"
12-01-2023 14:24:17.662783,"(12.0, 34.0, 24.333333333333336)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.0, 12.636363636363637)","(11.0, 21.0, 19.666666666666668)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:19.014786,"(12.0, 34.0, 28.924999999999997)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.0, 13.351851851851851)","(11.0, 21.0, 19.4)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:20.206926,"(12.0, 34.0, 29.386363636363637)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.5, 13.351851851851851)","(11.0, 21.0, 19.4)","(4.0, 5.1, 5.015625)","(6.0, 8.2, 7.694736842105263)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:21.438337,"(12.0, 34.0, 30.616666666666667)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 21.0, 19.653846153846153)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.942857142857142)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:22.655533,"(12.0, 34.0, 30.616666666666667)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 20.0, 18.954545454545453)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.6)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:23.961565,"(12.0, 34.0, 30.616666666666667)","(3.0, 3.35, 3.2750000000000004)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.0)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.6)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:25.658400,"(12.0, 34.0, 30.616666666666667)","(3.0, 3.35, 3.2607142857142857)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.0)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.872727272727272)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:27.039302,"(12.0, 34.0, 30.616666666666667)","(3.0, 3.35, 3.2653846153846153)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.0)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.872727272727272)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:28.613405,"(12.0, 34.0, 30.258064516129032)","(3.0, 3.35, 3.4482954545454545)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.184210526315788)","(4.0, 5.1, 5.055555555555555)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:29.981047,"(12.0, 34.0, 33.39583333333333)","(3.0, 3.45, 3.4831578947368422)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.25)","(4.0, 5.1, 5.029999999999999)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:31.111106,"(12.0, 34.0, 33.39583333333333)","(3.0, 3.5, 3.4611111111111112)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.25)","(4.0, 5.1, 5.029999999999999)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:32.444845,"(12.0, 34.0, 33.39583333333333)","(3.0, 3.5, 3.4611111111111112)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.25)","(4.0, 5.1, 5.029999999999999)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.366666666666667)"
12-01-2023 14:24:33.728686,"(12.0, 34.0, 33.39583333333333)","(3.0, 3.5, 3.4391304347826086)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.25)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:34.826671,"(12.0, 34.0, 24.666666666666668)","(3.0, 3.5, 3.4391304347826086)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.25)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:35.951659,"(12.0, 34.0, 27.0)","(3.0, 3.5, 3.4391304347826086)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:37.155724,"(12.0, 34.0, 27.0)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:38.392247,"(12.0, 34.0, 23.81818181818182)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:39.638440,"(12.0, 34.0, 23.81818181818182)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:40.873008,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:42.105006,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:43.289607,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:44.435925,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(8.5, 13.5, 13.112903225806452)","(11.0, 19.5, 19.115384615384617)","(4.0, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:45.799215,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.1, 5.016)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:47.040711,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.1, 5.016)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:48.255230,"(12.0, 34.0, 30.387096774193548)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.1, 5.066129032258064)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.18)"
12-01-2023 14:24:49.529152,"(12.0, 34.0, 30.5)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.1, 5.066129032258064)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:50.669342,"(12.0, 34.0, 30.5)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.1, 5.123529411764706)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:51.924858,"(12.0, 34.0, 30.5)","(3.0, 3.55, 3.4)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.2, 5.123529411764706)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:53.222402,"(12.0, 34.0, 30.5)","(3.0, 3.5, 3.3973684210526316)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.2, 5.123529411764706)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:54.383285,"(12.0, 34.0, 30.5)","(3.0, 3.5, 3.3973684210526316)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.115384615384617)","(4.2, 5.2, 5.192857142857143)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:55.534773,"(12.0, 34.0, 30.5)","(3.0, 3.5, 3.3973684210526316)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.32608695652174)","(4.2, 5.2, 5.228571428571429)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:56.681603,"(12.0, 34.0, 30.5)","(3.0, 3.4, 3.323076923076923)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.25)","(4.2, 5.3, 5.233333333333333)","(6.0, 8.2, 7.8)","(8.0, 11.5, 11.224137931034482)"
12-01-2023 14:24:57.860477,"(12.0, 34.0, 30.5)","(3.0, 3.4, 3.323076923076923)","(8.0, 99999, 99990)","(9.0, 13.5, 13.112903225806452)","(12.0, 19.5, 19.18)","(4.2, 5.3, 5.233333333333333)","(6.0, 8.2, 7.514285714285714)","(8.0, 11.5, 11.224137931034482)"
