,Winsome Ruby,Great Fantasy Nz,Aru And Me,Irene Rose,Make Mine Muscle,Quick Quaker,Kabayo King,Orlandos Gift,Our Spitfire Nz,Magic Owens,Super Angus,Farbio
10,"[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 12, 146335), 61.0, 230.0]"
11,"[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 13, 403951), 61.0, 230.0]"
12,"[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 14, 673298), 61.0, 230.0]"
13,"[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 15, 942894), 61.0, 230.0]"
14,"[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 17, 227696), 61.0, 230.0]"
15,"[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 18, 582708), 61.0, 230.0]"
16,"[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 19, 871600), 61.0, 230.0]"
17,"[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 21, 163043), 61.0, 230.0]"
18,"[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 22, 442173), 61.0, 230.0]"
19,"[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 23, 733669), 61.0, 230.0]"
20,"[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 25, 21524), 61.0, 230.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 26, 339901), 61.0, 230.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 27, 628505), 61.0, 230.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 28, 907809), 61.0, 230.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 30, 188091), 61.0, 230.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 31, 453892), 61.0, 230.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 19.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 5.5, 9.4]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 7.5, 13.5]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 5.0, 8.6]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 3.0, 4.7]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 12.0, 99999]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 61.0, 220.0]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 29, 32, 768573), 61.0, 230.0]"
