,Clares Fool,Teachers Pet,Schooby,Galvarino,Fortes In Fide,Make Mine Joe,Studleigh Will,Betting Baron,Delightful Rainbow
08-12-2022 13:34:20.162969,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:21.545975,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:22.903278,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:24.266364,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:25.713574,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:26.981474,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:28.261594,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:29.561373,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:30.823147,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:32.102539,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:33.339719,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.7125)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:34.623166,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:35.999782,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:37.372859,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:38.811134,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:40.309672,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:41.935909,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:43.268465,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:44.562723,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:45.815890,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:46.963164,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:48.296733,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:49.660691,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:51.018581,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:52.280171,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:53.586089,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:54.915490,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:56.226647,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:57.500361,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:58.690784,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:34:59.820389,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:00.986187,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:02.461172,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:03.666068,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:04.884643,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:06.294171,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:07.589738,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:08.875455,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:10.099473,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:11.249226,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:12.346248,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:13.479637,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:14.604416,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:15.683719,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:16.787167,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:17.898636,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:19.068452,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:20.259439,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:21.389948,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:22.536884,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:23.732807,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:24.862028,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:26.088248,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:27.425057,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:28.653464,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:29.861019,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:31.115533,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:32.375028,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:33.606665,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:34.827045,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
08-12-2022 13:35:36.231584,"(2.5, 4.2, 3.16)","(5.0, 7.8, 6.4)","(13.0, 18.0, 13.0)","(8.5, 12.5, 10.040000000000001)","(21.0, 38.0, 28.0)","(61.0, 130.0, 117.5)","(3.8, 5.1, 4.609090909090909)","(7.5, 13.0, 10.733333333333333)","(16.0, 30.0, 23.4)"
