,Clares Fool,Teachers Pet,Schooby,Galvarino,Fortes In Fide,Make Mine Joe,Studleigh Will,Betting Baron,Delightful Rainbow
08-12-2022 13:44:46.103729,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(9.0, 17.5, 15.75)","(20.0, 30.0, 24.666666666666668)","(61.0, 130.0, 112.85714285714286)","(3.9, 4.8, 3.975)","(7.5, 11.5, 10.55)","(18.0, 27.0, 24.807692307692307)"
08-12-2022 13:44:47.264575,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(9.0, 17.5, 15.75)","(20.0, 30.0, 24.666666666666668)","(61.0, 130.0, 112.85714285714286)","(3.9, 4.8, 3.975)","(7.5, 11.5, 10.55)","(18.0, 27.0, 24.807692307692307)"
08-12-2022 13:44:48.459587,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(9.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(3.9, 4.8, 4.0)","(7.5, 11.5, 10.55)","(18.0, 27.0, 24.807692307692307)"
08-12-2022 13:44:49.667874,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(9.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(3.9, 4.9, 4.0)","(7.5, 11.5, 10.55)","(18.0, 27.0, 23.25)"
08-12-2022 13:44:50.814622,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 3.975)","(7.5, 11.5, 10.55)","(18.0, 27.0, 23.25)"
08-12-2022 13:44:51.975211,"(2.6, 3.9, 3.712941176470588)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.8, 3.975)","(7.5, 11.5, 10.55)","(18.0, 27.0, 24.807692307692307)"
08-12-2022 13:44:53.167446,"(2.6, 3.9, 3.712941176470588)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.8, 4.14)","(7.5, 11.5, 10.55)","(18.0, 27.0, 25.76086956521739)"
08-12-2022 13:44:54.397426,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 5.1, 4.35)","(7.5, 11.5, 10.55)","(18.0, 27.0, 25.76086956521739)"
08-12-2022 13:44:55.627153,"(2.6, 3.9, 3.252)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.8, 3.9833333333333334)","(7.5, 11.5, 10.55)","(18.0, 27.0, 24.583333333333336)"
08-12-2022 13:44:56.831818,"(2.6, 3.9, 3.712941176470588)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.55)","(18.0, 26.0, 22.714285714285715)"
08-12-2022 13:44:58.130167,"(2.6, 3.9, 3.7974193548387096)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:44:59.432905,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:00.670083,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:01.868736,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 4.3)","(7.5, 11.5, 10.55)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:03.066813,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.3)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:04.406749,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.45)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:05.734304,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 5.0, 4.4)","(7.5, 11.5, 10.55)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:07.026452,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 3.9833333333333334)","(7.5, 11.5, 10.55)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:08.346620,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.9833333333333334)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:09.655161,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.9, 3.9833333333333334)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 24.318181818181817)"
08-12-2022 13:45:11.007940,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 27.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.9833333333333334)","(7.5, 11.5, 10.075)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:12.310712,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:13.607903,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.7, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:14.904054,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:16.173552,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.4)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 23.75)"
08-12-2022 13:45:17.479109,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 3.9833333333333334)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:18.790814,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 22.714285714285715)"
08-12-2022 13:45:20.111932,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.233333333333333)","(18.0, 25.0, 22.916666666666664)"
08-12-2022 13:45:21.397711,"(2.6, 3.9, 3.6163636363636362)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 125.0)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.233333333333333)","(18.0, 24.0, 23.40909090909091)"
08-12-2022 13:45:22.714665,"(2.6, 3.9, 3.6163636363636362)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 125.0)","(4.0, 4.9, 3.976923076923077)","(7.5, 11.5, 10.233333333333333)","(18.0, 24.0, 22.5)"
08-12-2022 13:45:24.028878,"(2.6, 3.9, 3.6163636363636362)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 23.0, 22.083333333333332)"
08-12-2022 13:45:25.345812,"(2.6, 3.9, 3.6163636363636362)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.7, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 23.0, 19.5)"
08-12-2022 13:45:26.649741,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.7, 4.3)","(7.5, 11.5, 10.233333333333333)","(18.0, 22.0, 20.166666666666668)"
08-12-2022 13:45:28.012629,"(2.6, 3.9, 3.12)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.233333333333333)","(7.5, 11.5, 10.233333333333333)","(18.0, 22.0, 21.166666666666668)"
08-12-2022 13:45:29.380432,"(2.6, 3.9, 3.355)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.9, 4.25)","(7.5, 11.5, 10.4)","(18.0, 22.0, 21.545454545454547)"
08-12-2022 13:45:30.662989,"(2.6, 3.85, 3.335)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 23.0)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.6, 4.25)","(7.5, 12.0, 10.55)","(18.0, 22.0, 21.545454545454547)"
08-12-2022 13:45:31.966105,"(2.6, 3.85, 3.5875)","(5.0, 7.4, 6.666666666666667)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 29.0, 22.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.6, 4.25)","(7.5, 11.5, 9.772727272727272)","(18.0, 22.0, 21.0)"
08-12-2022 13:45:33.324130,"(2.6, 3.85, 2.941176470588235)","(5.0, 7.4, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.923076923076923)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.6, 4.2)","(7.5, 11.5, 9.9)","(18.0, 22.0, 19.4)"
08-12-2022 13:45:34.642166,"(2.6, 3.75, 3.23)","(5.0, 7.2, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 27.0, 26.391304347826086)","(61.0, 130.0, 125.0)","(4.0, 4.8, 4.3)","(7.5, 10.5, 9.9)","(18.0, 21.0, 20.0)"
08-12-2022 13:45:35.973316,"(2.6, 3.65, 3.0575)","(5.0, 7.2, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 27.0, 24.6)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.3)","(7.5, 10.5, 9.9)","(18.0, 22.0, 20.0)"
08-12-2022 13:45:37.302421,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 27.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.3)","(7.5, 10.5, 9.9)","(18.0, 22.0, 20.0)"
08-12-2022 13:45:38.602418,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.57142857142857)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.7, 4.3)","(7.5, 10.5, 9.9)","(18.0, 22.0, 20.285714285714285)"
08-12-2022 13:45:39.848388,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.914285714285715)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 29.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 3.966666666666667)","(7.5, 10.5, 9.9)","(18.0, 22.0, 21.083333333333332)"
08-12-2022 13:45:41.144329,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.342857142857143)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 3.9615384615384617)","(7.5, 10.5, 9.9)","(18.0, 22.0, 21.083333333333332)"
08-12-2022 13:45:42.522224,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.342857142857143)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.7, 4.282608695652174)","(7.5, 10.5, 9.9)","(18.0, 22.0, 21.5)"
08-12-2022 13:45:43.833462,"(2.6, 3.6, 3.3533333333333335)","(5.0, 7.2, 6.342857142857143)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.665217391304348)","(7.5, 10.5, 9.9)","(18.0, 22.0, 23.75)"
08-12-2022 13:45:45.171597,"(2.6, 3.6, 3.27)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.7, 4.638461538461539)","(7.5, 10.5, 9.9)","(18.0, 26.0, 24.1)"
08-12-2022 13:45:46.522180,"(2.6, 3.6, 3.27)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 26.142857142857142)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 3.9363636363636365)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.32142857142857)"
08-12-2022 13:45:47.829245,"(2.6, 3.6, 3.27)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 30.0, 26.333333333333332)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.0125)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.75)"
08-12-2022 13:45:49.164918,"(2.6, 3.65, 3.203333333333333)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 29.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.316666666666666)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.75)"
08-12-2022 13:45:50.446688,"(2.6, 3.65, 3.325)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.5, 4.175)","(7.5, 10.5, 9.9)","(18.0, 26.0, 24.0)"
08-12-2022 13:45:51.726130,"(2.6, 3.65, 3.325)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.5, 4.445454545454545)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.625)"
08-12-2022 13:45:53.021779,"(2.6, 3.65, 3.325)","(5.0, 6.8, 6.571428571428571)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.5, 4.45)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.625)"
08-12-2022 13:45:54.301839,"(2.6, 3.65, 3.325)","(5.0, 6.8, 5.825)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.5, 4.730769230769231)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.75)"
08-12-2022 13:45:55.570911,"(2.6, 3.85, 3.375)","(5.0, 7.4, 6.2)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.8, 4.233333333333333)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.75)"
08-12-2022 13:45:56.871409,"(2.6, 3.95, 3.0730769230769233)","(5.0, 7.2, 6.882352941176471)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.4, 4.275)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.75)"
08-12-2022 13:45:58.191032,"(2.6, 3.95, 3.0730769230769233)","(5.0, 7.2, 6.882352941176471)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.4, 4.233333333333333)","(7.5, 10.5, 9.9)","(18.0, 26.0, 24.1)"
08-12-2022 13:45:59.588081,"(2.6, 3.85, 3.047222222222222)","(5.0, 7.2, 6.428571428571429)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.4, 4.166666666666667)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.333333333333332)"
08-12-2022 13:46:00.917878,"(2.6, 3.8, 2.9692307692307693)","(5.0, 7.2, 6.428571428571429)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.722727272727273)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.333333333333332)"
08-12-2022 13:46:02.231426,"(2.6, 3.7, 3.4)","(5.0, 7.2, 6.8076923076923075)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.8, 4.29047619047619)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.333333333333332)"
08-12-2022 13:46:03.507440,"(2.6, 3.65, 3.4)","(5.0, 7.2, 6.24)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.6, 4.225)","(7.5, 10.5, 9.9)","(18.0, 26.0, 23.333333333333332)"
08-12-2022 13:46:04.809826,"(2.6, 3.65, 3.3049999999999997)","(5.0, 7.2, 5.963636363636363)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.5, 4.225)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:06.092456,"(2.6, 3.6, 3.005714285714286)","(5.0, 7.6, 6.057142857142857)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.5, 4.225)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:07.377929,"(2.6, 3.55, 3.255)","(5.0, 7.2, 6.057142857142857)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.5, 4.0)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.673076923076923)"
08-12-2022 13:46:08.612507,"(2.6, 3.4, 3.1333333333333333)","(5.0, 6.8, 6.24)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.5, 4.362500000000001)","(7.5, 10.5, 10.8)","(18.0, 26.0, 25.66)"
08-12-2022 13:46:09.916561,"(2.6, 3.35, 3.175)","(5.0, 6.8, 6.24)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.4, 4.729166666666666)","(7.5, 12.0, 10.4)","(18.0, 26.0, 25.428571428571427)"
08-12-2022 13:46:11.230590,"(2.6, 3.35, 3.115)","(5.0, 6.8, 6.1)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.8, 4.2)","(7.5, 12.0, 10.233333333333333)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:12.575682,"(2.6, 3.35, 2.9299999999999997)","(5.0, 6.8, 5.68)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 120.83333333333333)","(4.0, 4.7, 4.009090909090909)","(7.5, 11.5, 10.066666666666666)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:14.166695,"(2.6, 3.35, 3.0999999999999996)","(5.0, 7.2, 5.84)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.6, 3.980952380952381)","(7.5, 11.0, 9.9)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:15.687385,"(2.6, 3.3, 3.0999999999999996)","(5.0, 7.2, 5.84)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 125.0)","(4.0, 4.6, 3.980952380952381)","(7.5, 10.5, 9.9)","(18.0, 26.0, 24.4)"
08-12-2022 13:46:17.218892,"(2.6, 3.3, 3.0)","(5.0, 7.2, 6.114285714285714)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 112.85714285714286)","(4.0, 4.6, 4.2)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:18.639198,"(2.6, 3.3, 3.0)","(5.0, 7.2, 6.114285714285714)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 93.33333333333333)","(4.0, 4.7, 4.2)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.642857142857142)"
08-12-2022 13:46:20.080332,"(2.6, 3.3, 3.06)","(5.0, 7.2, 5.84)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 121.53846153846155)","(4.0, 4.7, 4.009090909090909)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.318181818181817)"
08-12-2022 13:46:21.419568,"(2.6, 3.3, 3.06)","(5.0, 7.2, 5.84)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 121.53846153846155)","(4.0, 4.6, 4.009090909090909)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.0)"
08-12-2022 13:46:22.711632,"(2.6, 3.45, 3.2666666666666666)","(5.0, 7.2, 5.68)","(11.0, 18.5, 16.833333333333332)","(10.0, 17.5, 15.75)","(20.0, 28.0, 25.666666666666668)","(61.0, 130.0, 121.53846153846155)","(4.0, 4.6, 4.375)","(7.5, 10.5, 9.9)","(18.0, 26.0, 25.0)"
