,Allinga Blues,Rhonda Wine,Festival Dancer,Gable,Centennial,Paramount Rose
16-12-2022 11:19:09.953049,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8238095238095235)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.478260869565217)","(3.1, 4.4, 4.288888888888889)"
16-12-2022 11:19:10.776058,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8238095238095235)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.478260869565217)","(3.1, 4.4, 4.288888888888889)"
16-12-2022 11:19:11.591427,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8238095238095235)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.478260869565217)","(3.1, 4.4, 4.288888888888889)"
16-12-2022 11:19:12.419444,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8238095238095235)","(6.5, 8.6, 7.795)","(7.0, 9.6, 8.549999999999999)","(13.0, 15.0, 14.011363636363637)","(3.1, 4.4, 4.25)"
16-12-2022 11:19:13.241628,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8859090909090908)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.083333333333334)","(3.1, 4.4, 4.233333333333333)"
16-12-2022 11:19:14.062140,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8859090909090908)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.233333333333333)"
16-12-2022 11:19:14.882593,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8859090909090908)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.233333333333333)"
16-12-2022 11:19:15.700571,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8859090909090908)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.233333333333333)"
16-12-2022 11:19:16.532972,"(6.5, 9.8, 9.65)","(2.5, 3.05, 2.8859090909090908)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.025)"
16-12-2022 11:19:17.362110,"(6.5, 9.8, 9.65)","(2.5, 2.96, 2.935)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.025)"
16-12-2022 11:19:18.181304,"(6.5, 9.8, 9.65)","(2.5, 2.94, 2.905)","(6.5, 8.6, 7.795)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.125)"
16-12-2022 11:19:19.033778,"(6.5, 9.8, 9.65)","(2.5, 2.92, 2.86)","(6.5, 8.6, 7.45)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.125)"
16-12-2022 11:19:19.860427,"(6.5, 9.8, 9.65)","(2.5, 2.92, 2.86)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.125)"
16-12-2022 11:19:20.695817,"(6.5, 9.8, 9.65)","(2.5, 2.9, 2.8499999999999996)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 9.12)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.125)"
16-12-2022 11:19:21.524821,"(6.5, 9.8, 9.65)","(2.5, 2.9, 2.8499999999999996)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.025)"
16-12-2022 11:19:22.340572,"(6.5, 9.8, 9.65)","(2.5, 2.88, 2.84)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.025)"
16-12-2022 11:19:23.166934,"(6.5, 9.8, 9.65)","(2.5, 2.88, 2.84)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.25)"
16-12-2022 11:19:23.993544,"(6.5, 9.8, 9.65)","(2.5, 2.88, 2.8088888888888888)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.345454545454546)"
16-12-2022 11:19:24.803135,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.82)","(6.5, 8.6, 7.763636363636364)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.3500000000000005)"
16-12-2022 11:19:25.629285,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.82)","(6.5, 8.6, 7.45)","(7.0, 9.6, 8.7)","(13.0, 15.0, 14.085714285714285)","(3.2, 4.4, 4.3500000000000005)"
16-12-2022 11:19:26.449624,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.82)","(6.5, 8.6, 7.45)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.857142857142858)","(3.2, 4.4, 4.3500000000000005)"
16-12-2022 11:19:27.269347,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8057142857142856)","(6.5, 8.6, 7.45)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.857142857142858)","(3.2, 4.5, 4.11)"
16-12-2022 11:19:28.093619,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8057142857142856)","(6.5, 8.6, 7.45)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.857142857142858)","(3.2, 4.5, 4.11)"
16-12-2022 11:19:28.922956,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8057142857142856)","(6.5, 8.6, 7.652941176470589)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.909090909090908)","(3.2, 4.4, 4.114285714285715)"
16-12-2022 11:19:29.756070,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8033333333333332)","(6.5, 8.6, 7.652941176470589)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.918604651162791)","(3.2, 4.4, 4.036363636363636)"
16-12-2022 11:19:30.587420,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8033333333333332)","(6.5, 8.6, 7.652941176470589)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.918604651162791)","(3.2, 4.4, 4.036363636363636)"
16-12-2022 11:19:31.428069,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8033333333333332)","(6.5, 8.6, 7.715384615384615)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.918604651162791)","(3.2, 4.4, 4.036363636363636)"
16-12-2022 11:19:32.247447,"(6.5, 9.8, 9.65)","(2.5, 2.84, 2.8033333333333332)","(6.5, 8.6, 7.7785714285714285)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.918604651162791)","(3.2, 4.4, 4.036363636363636)"
16-12-2022 11:19:33.083981,"(6.5, 9.8, 9.65)","(2.5, 2.82, 2.8024999999999998)","(6.5, 8.6, 7.7785714285714285)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.918604651162791)","(3.2, 4.4, 4.2)"
16-12-2022 11:19:33.909671,"(6.5, 9.8, 9.65)","(2.5, 2.82, 2.76)","(6.5, 8.6, 7.8068965517241375)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.20952380952381)"
16-12-2022 11:19:34.726444,"(6.5, 9.8, 9.65)","(2.5, 2.82, 2.717142857142857)","(6.5, 8.6, 7.8068965517241375)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.233333333333333)"
16-12-2022 11:19:35.562863,"(6.5, 9.4, 9.01)","(2.5, 2.82, 2.7458823529411767)","(6.5, 8.6, 7.8068965517241375)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.142857142857143)"
16-12-2022 11:19:36.387695,"(6.5, 9.4, 8.688888888888888)","(2.5, 2.82, 2.748)","(6.5, 8.6, 7.84)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.2875000000000005)"
16-12-2022 11:19:37.205468,"(6.5, 9.4, 8.034146341463414)","(2.5, 2.82, 2.77)","(6.5, 8.6, 7.869230769230769)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.2875000000000005)"
16-12-2022 11:19:38.036690,"(6.5, 9.4, 8.145098039215686)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 7.869230769230769)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.25)"
16-12-2022 11:19:38.856720,"(6.5, 9.4, 8.557894736842105)","(2.5, 2.82, 2.7290909090909095)","(6.5, 8.6, 7.869230769230769)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.296153846153847)"
16-12-2022 11:19:39.702202,"(6.5, 9.4, 8.557894736842105)","(2.5, 2.82, 2.7290909090909095)","(6.5, 8.6, 7.869230769230769)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.296153846153847)"
16-12-2022 11:19:40.523085,"(6.5, 9.0, 8.936842105263159)","(2.5, 2.82, 2.7290909090909095)","(6.5, 8.6, 8.093333333333334)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.28)"
16-12-2022 11:19:41.345660,"(6.5, 9.0, 8.36)","(2.5, 2.82, 2.7290909090909095)","(6.5, 8.6, 8.093333333333334)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:42.198857,"(6.5, 9.0, 8.36)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.013333333333334)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:43.015568,"(6.5, 9.0, 8.36)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.013333333333334)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:43.835305,"(6.5, 9.0, 8.36)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:44.659243,"(6.5, 9.0, 8.36)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:45.481400,"(6.5, 9.0, 8.77142857142857)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:46.410406,"(6.5, 9.0, 8.77142857142857)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:47.223513,"(6.5, 9.0, 8.77142857142857)","(2.5, 2.82, 2.736666666666667)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.290909090909091)"
16-12-2022 11:19:48.053084,"(6.5, 9.0, 8.52)","(2.5, 2.92, 2.8525)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.13)"
16-12-2022 11:19:48.875582,"(6.5, 9.0, 8.52)","(2.5, 2.92, 2.8075)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.13)"
16-12-2022 11:19:49.698961,"(6.5, 9.0, 8.52)","(2.5, 2.96, 2.9428571428571426)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.13)"
16-12-2022 11:19:50.525156,"(6.5, 9.0, 8.83157894736842)","(2.5, 2.96, 2.9428571428571426)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.13)"
16-12-2022 11:19:51.354404,"(6.5, 9.0, 8.83157894736842)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:52.181929,"(6.5, 9.0, 8.666666666666666)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:53.021235,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:53.854741,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:54.684441,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:55.510817,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.9555555555555557)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:56.328673,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.846315789473684)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:57.150886,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.96, 2.846315789473684)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:57.970974,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:58.794008,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.05)"
16-12-2022 11:19:59.604913,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:00.432447,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:01.246319,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:02.065769,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:02.897986,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.94, 2.809473684210526)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:03.716337,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.92, 2.788484848484848)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 8.7)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:04.572720,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.92, 2.788484848484848)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 8.658823529411764)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:05.391428,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.92, 2.788484848484848)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.018181818181818)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:06.213018,"(6.5, 8.8, 8.729411764705883)","(2.5, 2.92, 2.788484848484848)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.018181818181818)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:07.038444,"(6.5, 8.8, 8.4)","(2.5, 2.92, 2.788484848484848)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.0)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.125)"
16-12-2022 11:20:07.861525,"(6.5, 8.8, 8.5)","(2.5, 2.84, 2.804)","(6.5, 8.6, 8.12)","(7.0, 9.6, 8.6)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.15)"
16-12-2022 11:20:08.680977,"(6.5, 8.8, 8.5)","(2.5, 2.84, 2.804)","(6.5, 8.6, 8.12)","(7.0, 9.6, 8.571428571428571)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.15)"
16-12-2022 11:20:09.497867,"(6.5, 8.8, 8.5)","(2.5, 2.84, 2.804)","(6.5, 8.6, 8.12)","(7.0, 9.6, 8.64)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.15)"
16-12-2022 11:20:10.317264,"(6.5, 8.8, 8.760000000000002)","(2.5, 2.9, 2.796)","(6.5, 8.6, 8.12)","(7.0, 9.6, 9.142857142857142)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.3, 4.253846153846154)"
16-12-2022 11:20:11.135601,"(6.5, 8.8, 8.760000000000002)","(2.5, 2.9, 2.796)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.018181818181818)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:11.969955,"(6.5, 8.8, 8.725000000000001)","(2.5, 2.9, 2.796)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.2875)"
16-12-2022 11:20:12.787546,"(6.5, 8.6, 8.549999999999999)","(2.5, 2.9, 2.7851063829787233)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.2875)"
16-12-2022 11:20:13.626896,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7851063829787233)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:14.455251,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7851063829787233)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:15.282835,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.796)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:16.113662,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7707692307692304)","(6.5, 8.6, 8.046153846153846)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:16.930207,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7707692307692304)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:17.759582,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.88, 2.76375)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:18.572203,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7707692307692304)","(6.5, 8.6, 8.066666666666666)","(7.0, 9.6, 9.12)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.3)"
16-12-2022 11:20:19.392885,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.9, 2.7707692307692304)","(6.5, 8.6, 8.2)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.743243243243244)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:20.217934,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.94, 2.796)","(6.5, 8.6, 8.2)","(7.0, 9.6, 8.8)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:21.032813,"(6.0, 8.6, 8.549999999999999)","(2.6, 2.94, 2.79)","(6.5, 8.6, 8.2)","(7.0, 9.6, 8.56)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:21.868222,"(6.0, 8.6, 8.415384615384616)","(2.6, 2.94, 2.784324324324324)","(6.5, 8.6, 8.2)","(7.0, 9.6, 8.56)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:22.685353,"(6.0, 8.6, 8.415384615384616)","(2.6, 2.94, 2.784324324324324)","(6.5, 8.6, 8.2)","(7.0, 9.4, 8.816666666666666)","(13.0, 15.0, 13.708333333333334)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:23.541788,"(6.0, 8.6, 8.415384615384616)","(2.6, 2.92, 2.7939999999999996)","(6.5, 8.6, 8.2)","(7.0, 9.4, 8.816666666666666)","(13.0, 15.0, 13.892857142857142)","(3.2, 4.4, 4.325)"
16-12-2022 11:20:24.382521,"(6.0, 8.6, 8.415384615384616)","(2.6, 2.92, 2.7939999999999996)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.816666666666666)","(13.0, 15.0, 13.943181818181818)","(3.2, 4.4, 4.38125)"
16-12-2022 11:20:25.221265,"(6.0, 8.6, 8.415384615384616)","(2.6, 2.94, 2.8028571428571425)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.816666666666666)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.6, 4.279999999999999)"
16-12-2022 11:20:26.047701,"(6.0, 8.6, 8.511111111111111)","(2.6, 2.94, 2.8028571428571425)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.816666666666666)","(13.0, 15.0, 13.9125)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:26.882952,"(6.0, 8.6, 8.454545454545453)","(2.6, 2.94, 2.8028571428571425)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.313793103448275)"
16-12-2022 11:20:27.718838,"(6.0, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:28.539375,"(6.5, 8.6, 8.454545454545453)","(2.5, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:29.365012,"(6.5, 8.6, 8.454545454545453)","(2.5, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:30.190068,"(6.5, 8.6, 8.454545454545453)","(2.5, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:31.008109,"(6.5, 8.6, 8.454545454545453)","(2.5, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.0, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.2, 4.7, 4.318181818181818)"
16-12-2022 11:20:31.834205,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.3, 4.7, 4.318181818181818)"
16-12-2022 11:20:32.656253,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.3, 4.7, 4.318181818181818)"
16-12-2022 11:20:33.475019,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.3, 4.7, 4.318181818181818)"
16-12-2022 11:20:34.306825,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.3, 4.7, 4.318181818181818)"
16-12-2022 11:20:35.137374,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.92, 2.784375)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.4, 8.861538461538462)","(13.0, 15.0, 13.824324324324325)","(3.3, 4.7, 4.318181818181818)"
16-12-2022 11:20:35.963899,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.76, 2.7083333333333335)","(6.5, 8.6, 8.155555555555555)","(7.5, 9.0, 8.861538461538462)","(13.0, 19.0, 13.824324324324325)","(3.3, 4.7, 4.514285714285714)"
16-12-2022 11:20:36.811962,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.76, 2.735384615384615)","(6.5, 8.6, 8.066666666666666)","(7.5, 9.4, 8.8)","(13.0, 19.5, 19.46218487394958)","(3.3, 4.7, 4.6658536585365855)"
16-12-2022 11:20:37.645098,"(6.5, 8.6, 8.454545454545453)","(2.6, 2.76, 2.73037037037037)","(6.5, 8.6, 8.066666666666666)","(7.5, 9.4, 8.35)","(13.0, 19.0, 18.868852459016395)","(3.3, 4.7, 4.672972972972973)"
