,Scarlet Bling,Limousine Cheeky,Jimmymcchowe,Crimson Rock Nz,Magic Tulhurst,Lucky Zara,American Shuffle Nz,Shannonsideal,Lara Tiara
06-01-2023 17:04:31.573777,"(3.3, 3.5, 3.375)","(3.7, 6.2, 5.622222222222223)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(14.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:32.910646,"(3.3, 3.35, 3.3125)","(3.7, 6.2, 5.622222222222223)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 63.33333333333333)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(14.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:34.205884,"(3.3, 3.35, 3.3125)","(3.8, 6.2, 5.35)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:35.547336,"(3.3, 3.5, 3.3875)","(3.8, 6.2, 5.35)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:36.830055,"(3.3, 3.5, 3.3875)","(3.8, 6.2, 5.35)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:38.180815,"(3.3, 3.45, 3.361111111111111)","(3.8, 6.2, 5.671428571428572)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:39.485169,"(3.3, 3.45, 3.361111111111111)","(3.8, 6.0, 5.5)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 27.416666666666668)"
06-01-2023 17:04:40.835049,"(3.3, 3.45, 3.361111111111111)","(3.8, 5.9, 5.5)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 94.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:42.174137,"(3.3, 3.45, 3.3916666666666666)","(3.8, 5.9, 4.609090909090909)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:43.481795,"(3.3, 3.6, 3.3916666666666666)","(3.8, 4.7, 4.5)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:44.927456,"(3.3, 3.6, 3.3916666666666666)","(3.8, 4.7, 5.4714285714285715)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 44.666666666666664)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:46.257204,"(3.3, 3.6, 3.3916666666666666)","(3.8, 6.2, 5.4714285714285715)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 61.55555555555556)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:47.580077,"(3.3, 3.6, 3.3916666666666666)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 61.55555555555556)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:49.439382,"(3.3, 3.6, 3.3916666666666666)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 61.55555555555556)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:51.169660,"(3.3, 3.6, 3.3916666666666666)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 61.55555555555556)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:52.697431,"(3.3, 3.6, 3.3777777777777778)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 52.0)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:54.055164,"(3.3, 3.55, 3.3722222222222222)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 70.0, 56.142857142857146)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:55.547413,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 65.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:56.963666,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:58.391197,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:04:59.846951,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:01.295473,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:02.768041,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:04.108365,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:05.633657,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:06.993240,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:08.578536,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 82.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:09.830640,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:11.177372,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:12.421356,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:13.598046,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:15.088104,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:16.519470,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:17.901313,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:19.285231,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:20.661586,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 52.57142857142857)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:21.881887,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 60.0, 76.5)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:23.078486,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 85.0, 66.85714285714286)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:24.396505,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 80.0, 66.85714285714286)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:25.628290,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 80.0, 66.85714285714286)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:26.888574,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.2, 5.575)","(71.0, 180.0, 159.0)","(3.1, 99999, 99990)","(31.0, 80.0, 66.85714285714286)","(41.0, 110.0, 90.57142857142857)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:28.150515,"(3.3, 3.5, 3.3583333333333334)","(3.8, 6.0, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 62.400000000000006)","(41.0, 110.0, 96.4)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:29.443644,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:30.636810,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:31.774793,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:32.948689,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:34.095530,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:35.216365,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 65.33333333333333)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:36.362531,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 97.63636363636363)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:37.543939,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:38.733593,"(3.3, 3.45, 3.375)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:39.959917,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:41.135809,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:42.370034,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:43.549965,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:44.759743,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:45.945950,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:47.099708,"(3.3, 3.5, 3.4055555555555554)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:48.295921,"(3.3, 3.5, 3.2875)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 67.42857142857143)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:49.488046,"(3.3, 3.5, 3.311111111111111)","(3.8, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 80.0, 63.857142857142854)","(41.0, 110.0, 66.0)","(7.0, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:50.591938,"(3.3, 3.5, 3.407608695652174)","(3.9, 5.9, 5.0200000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 75.0, 63.857142857142854)","(41.0, 110.0, 88.0)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:51.719439,"(3.3, 3.5, 3.216666666666667)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 75.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:52.794700,"(3.3, 3.5, 3.1222222222222222)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 160.9090909090909)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:53.899265,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:55.058794,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:56.190730,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:57.300888,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:58.450446,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:05:59.601642,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:00.793781,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 95.33333333333333)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:01.978272,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:03.168330,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:04.374095,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:05.599505,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:06.782759,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:07.984524,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 11.0)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:09.153913,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 10.6)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:10.280431,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 10.6)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:11.420216,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 10.6)","(15.0, 30.0, 20.0)"
06-01-2023 17:06:12.548947,"(3.3, 3.5, 3.034736842105263)","(3.9, 5.9, 5.3500000000000005)","(71.0, 180.0, 163.84615384615384)","(3.1, 99999, 99990)","(31.0, 70.0, 60.285714285714285)","(41.0, 110.0, 96.8)","(6.5, 99999, 99990)","(8.0, 13.0, 10.6)","(15.0, 30.0, 20.0)"
