,Scarlet Bling,Limousine Cheeky,Jimmymcchowe,Crimson Rock Nz,Magic Tulhurst,Lucky Zara,American Shuffle Nz,Shannonsideal,Lara Tiara
06-01-2023 16:54:56.970475,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 180.0, 138.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:54:58.575194,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 180.0, 138.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:00.175081,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:01.630301,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:03.287630,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:04.902277,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:06.676340,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:08.398896,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:09.902263,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:11.382695,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:12.812412,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:14.250325,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:15.729739,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:17.056147,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:18.395910,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:19.806826,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:21.193673,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:22.650513,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:24.126981,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:25.570695,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:27.021896,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:28.425658,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:29.739379,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:31.200817,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:32.683607,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:34.051236,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:35.301648,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:36.568439,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:37.682924,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:38.768930,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:39.935213,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:41.081556,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:42.290937,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:43.522953,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:44.619827,"(3.3, 4.8, 3.2416666666666667)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:45.723758,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:46.931190,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:48.195505,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:49.467797,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:50.733084,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:51.948024,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:53.124206,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:54.248598,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:55.276164,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:56.388537,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:57.504524,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 52.0)","(41.0, 170.0, 102.0)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:58.633679,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:55:59.895980,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:01.122847,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:02.350349,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:03.594404,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:04.870234,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:06.265357,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:07.597152,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
06-01-2023 16:56:08.793076,"(3.3, 4.7, 3.9000000000000004)","(3.7, 7.4, 5.0)","(71.0, 220.0, 175.71428571428572)","(3.1, 99999, 99990)","(31.0, 100.0, 64.0)","(41.0, 170.0, 74.28571428571428)","(7.0, 99999, 99990)","(8.0, 15.5, 11.833333333333334)","(14.0, 40.0, 26.25)"
