,Tomato Tears,Spring High Low,Howling Hoss,Zipping Loxley,Bassos Girl
04-01-2023 09:46:14.401313,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:15.173420,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:15.942048,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:16.740053,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:17.528089,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:18.297900,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:19.073774,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:19.847153,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:20.622006,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:21.398937,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:22.172252,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:22.991718,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:23.784697,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:24.590238,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:25.381035,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:26.155197,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:26.924556,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:27.696724,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:28.478897,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:29.242129,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:30.022040,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:30.799298,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:31.566916,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:32.336495,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:33.113200,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:33.885459,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:34.663792,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:35.466805,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:36.259275,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:37.048955,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:37.829322,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:38.599019,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:39.374037,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:40.146180,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:40.909991,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:41.693450,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:42.478796,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:43.258986,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:44.034313,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:44.831150,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:45.602487,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:46.367437,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:47.155807,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:47.948926,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:48.743140,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:49.560200,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:50.360962,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:51.141809,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:51.918909,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:52.689972,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:53.468412,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:54.240449,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:55.037684,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:55.814637,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:56.589022,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:57.370965,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:58.143771,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:58.917752,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:46:59.713551,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:00.511148,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:01.311842,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:02.104968,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:02.893196,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:03.691566,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:04.471130,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:05.236997,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:06.020391,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:06.798797,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:07.584433,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:08.360091,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:09.152169,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:09.933033,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:10.715283,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:11.501763,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:12.293230,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:13.063655,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:13.854436,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:14.638493,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:15.432778,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:16.211543,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:16.990466,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:17.759112,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:18.528287,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:19.317080,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:20.088653,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:20.875575,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:21.665344,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:22.435601,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:23.220485,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:24.026432,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:24.793571,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:25.564943,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:26.351150,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:27.159300,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:27.967918,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:28.761493,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:29.539059,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:30.316981,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:31.087569,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:31.851074,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:32.621832,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
04-01-2023 09:47:33.423854,"(5.5, 12.5, 10.633333333333333)","(2.9, 5.1, 3.757674418604651)","(1.6, 2.24, 2.1300000000000003)","(26.0, 170.0, 98.0)","(10.0, 21.0, 16.714285714285715)"
