,Tomato Tears,Spring High Low,Howling Hoss,Zipping Loxley,Bassos Girl
04-01-2023 10:17:40.880884,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:41.682813,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:42.514651,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:43.393484,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:44.210369,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:44.989788,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:45.808943,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:46.652542,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:47.635565,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:48.785435,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:49.758368,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:50.748650,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:51.689262,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:52.579568,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:53.388847,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:54.195687,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:55.025585,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:55.859903,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:56.735442,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:57.640629,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:58.461433,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:17:59.284146,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:00.131040,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:01.030887,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:01.880264,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:02.875856,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:03.913885,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:04.958682,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:05.979224,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:06.866301,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:07.730135,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:08.552879,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:09.391700,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:10.304031,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:11.251510,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:12.117639,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:12.959182,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:13.741911,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:14.548425,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:15.390962,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:16.314375,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:17.181336,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:18.120119,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:18.983873,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:19.783037,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:20.626582,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:21.457787,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:22.263900,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:23.142367,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:23.992767,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:24.834344,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:25.695280,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:26.528598,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:27.309635,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:28.091043,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:28.892472,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:29.705771,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:30.555974,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:31.407500,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:32.224921,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:33.065016,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:33.869198,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:34.683742,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:35.493730,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:36.352849,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:37.198149,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:38.034041,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:38.882136,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:39.686411,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:40.483700,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:41.326121,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:42.120071,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:42.935685,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:43.744917,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:44.548264,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:45.356826,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:46.183717,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:46.974482,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:47.775200,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:48.591647,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:49.451705,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:50.252525,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:51.122416,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:52.016839,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:52.879398,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:53.703443,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:54.494456,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:55.309866,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:56.143645,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:56.953169,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:57.792793,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:58.643768,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:18:59.458349,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:00.249736,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:01.045506,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:01.840240,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:02.629952,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:03.453052,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:04.294216,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:05.148743,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:05.973300,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:06.791384,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:07.591207,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:08.378895,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:09.238544,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:10.057889,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:10.911891,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:11.782968,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:12.651107,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:13.514216,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:14.323177,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:15.112372,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:15.904479,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:16.717220,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:17.540339,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:18.402814,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:19.276561,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:20.078607,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:20.862976,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
04-01-2023 10:19:21.654284,"(5.5, 12.5, 8.166666666666666)","(2.9, 5.1, 3.2453333333333334)","(1.6, 2.06, 1.7644186046511627)","(26.0, 170.0, 100.0)","(10.0, 18.0, 14.785714285714286)"
