,Shakatie,Our Ruby Rose,Major Tralee,Malibu Dream,Betting Baron,Ark Nz,Tactfilly Miracle,Getaloadathisbro,Delightful Rainbow
05-01-2023 14:54:30.509911,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:31.718366,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:32.930166,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:34.165447,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:35.435576,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:36.635742,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:37.852504,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:39.063634,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:40.189636,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:41.311238,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:42.408254,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:43.579706,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:44.741539,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:45.922119,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:47.204158,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:48.458442,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:49.626787,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:50.790105,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:51.943376,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:53.074771,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 15.75)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:54.287432,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:55.372720,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:56.470714,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:57.547686,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:58.641668,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:54:59.780258,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:00.915511,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:02.107941,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:03.401815,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 7.25)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:04.766970,"(3.5, 5.4, 4.845000000000001)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:06.045005,"(3.5, 5.4, 4.628571428571429)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:07.171826,"(3.5, 5.4, 4.628571428571429)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:08.363495,"(3.5, 5.4, 4.628571428571429)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:09.459829,"(3.5, 5.4, 4.628571428571429)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:10.544000,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:11.733649,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:12.952620,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:14.129444,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:15.385225,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:16.568257,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:17.797225,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:18.939477,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
05-01-2023 14:55:20.055912,"(3.5, 5.4, 4.875)","(14.0, 19.5, 17.944444444444443)","(2.9, 3.65, 3.2214285714285715)","(21.0, 42.0, 30.0)","(13.0, 23.0, 16.666666666666668)","(91.0, 99999, 99990)","(5.5, 7.8, 6.96)","(10.0, 17.5, 13.166666666666666)","(6.0, 8.8, 7.4)"
