,Fiftyshades Cresco,Outa Control,Cc Jones Nz,Trebek,Bezzaboma,Springfield Shadow,Rocking Wroxton,Lochster,Illawong Lord
360,"[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 44, 697557), 26.0, 50.0]"
361,"[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 45, 955652), 26.0, 50.0]"
362,"[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 47, 205325), 26.0, 50.0]"
363,"[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 48, 429294), 26.0, 50.0]"
364,"[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 49, 659202), 26.0, 50.0]"
365,"[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 50, 881334), 26.0, 50.0]"
366,"[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 13.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 52, 104956), 26.0, 50.0]"
367,"[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 13.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 53, 322476), 26.0, 50.0]"
368,"[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 13.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 54, 556561), 26.0, 50.0]"
369,"[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 13.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 55, 779333), 26.0, 50.0]"
370,"[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 13.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 57, 40179), 26.0, 50.0]"
371,"[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 58, 338090), 26.0, 50.0]"
372,"[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 13.0, 29.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 49, 59, 619357), 26.0, 50.0]"
373,"[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 0, 896492), 26.0, 50.0]"
374,"[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 2, 132177), 26.0, 50.0]"
375,"[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 3, 366398), 26.0, 50.0]"
376,"[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 4, 604206), 26.0, 50.0]"
377,"[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 5, 829022), 26.0, 50.0]"
378,"[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 7, 92410), 26.0, 50.0]"
379,"[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 8, 331043), 26.0, 50.0]"
380,"[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 9, 556500), 26.0, 50.0]"
381,"[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 10, 912266), 26.0, 50.0]"
382,"[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 12, 124362), 26.0, 50.0]"
383,"[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 13, 377478), 26.0, 50.0]"
384,"[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 14, 799057), 26.0, 50.0]"
385,"[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 16, 41943), 26.0, 50.0]"
386,"[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 17, 288004), 26.0, 50.0]"
387,"[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 18, 543180), 26.0, 50.0]"
388,"[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 19, 790297), 26.0, 50.0]"
389,"[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 21, 26076), 26.0, 50.0]"
390,"[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 22, 272889), 26.0, 50.0]"
391,"[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 23, 548766), 26.0, 50.0]"
392,"[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 9.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 50, 24, 786841), 26.0, 50.0]"
393,"[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 13.0, 26.0]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 9.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 50, 26, 78), 26.0, 50.0]"
394,"[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 4.0, 6.6]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 13.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 9.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 50, 27, 276196), 26.0, 50.0]"
395,"[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 10.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 51.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 1.8, 99999]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 4.0, 6.6]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 13.0, 24.0]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 9.0, 16.0]","[datetime.datetime(2022, 11, 28, 16, 50, 28, 532887), 26.0, 50.0]"
