,Jessicas Story,Kyvalley Surfrider Nz,Bacardi Jess,Baarlinee,Sonnyboy,Midnight Avenger,Cheermeonimdancin,Aroha Koe,Meadowvalley Lover
06-01-2023 17:21:03.127098,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.35)","(5.0, 8.0, 7.571428571428571)","(41.0, 65.0, 59.81818181818182)","(13.0, 18.0, 15.0)","(2.25, 2.82, 2.815135135135135)","(10.0, 15.5, 15.666666666666666)"
06-01-2023 17:21:04.332153,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.35)","(5.0, 8.0, 7.4)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.797142857142857)","(10.0, 17.5, 13.375)"
06-01-2023 17:21:05.635267,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.35)","(5.0, 8.0, 7.333333333333334)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.797142857142857)","(10.0, 17.5, 13.375)"
06-01-2023 17:21:06.959328,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.35)","(5.0, 8.0, 7.333333333333334)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.8)","(10.0, 17.5, 14.5)"
06-01-2023 17:21:08.181900,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.476923076923077)","(5.0, 8.0, 7.4799999999999995)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.8066666666666666)","(10.0, 17.0, 13.25)"
06-01-2023 17:21:09.404096,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.530434782608696)","(5.0, 7.8, 7.266666666666667)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.807272727272727)","(10.0, 17.0, 14.0)"
06-01-2023 17:21:10.636259,"(14.0, 19.5, 15.75)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.466666666666667)","(5.0, 7.8, 7.266666666666667)","(41.0, 65.0, 59.81818181818182)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.78)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:11.922682,"(14.0, 19.5, 18.25)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.36)","(5.0, 7.8, 7.266666666666667)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.796)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:13.157881,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.6, 4.35)","(5.0, 7.8, 7.266666666666667)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.7866666666666666)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:14.377397,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.8, 7.2)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.7866666666666666)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:15.646778,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.2)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.7866666666666666)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:17.007022,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.2)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.0)","(2.25, 2.82, 2.8127272727272725)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:18.398373,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.257142857142857)","(41.0, 65.0, 57.875)","(13.0, 17.5, 14.285714285714286)","(2.25, 2.82, 2.8114285714285714)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:19.653179,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.371428571428571)","(41.0, 65.0, 57.875)","(13.0, 17.5, 15.333333333333334)","(2.25, 2.82, 2.8066666666666666)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:20.925608,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.404)","(5.0, 7.6, 7.1)","(41.0, 65.0, 57.875)","(13.0, 16.5, 14.0)","(2.25, 2.82, 2.8066666666666666)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:22.167894,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.4, 7.449999999999999)","(41.0, 65.0, 57.875)","(13.0, 16.5, 14.0)","(2.25, 2.82, 3.011428571428571)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:23.720123,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.449999999999999)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9705882352941173)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:25.762720,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9458333333333333)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:27.278924,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.8857142857142857)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:28.753195,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.8857142857142857)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:30.151394,"(14.0, 20.0, 19.375)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.385714285714285)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.8857142857142857)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:31.475132,"(14.0, 24.0, 21.0)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.404)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.8857142857142857)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:32.838358,"(14.0, 23.0, 19.0)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.452941176470588)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:34.117722,"(14.0, 23.0, 19.0)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.418181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9285714285714284)","(10.0, 16.0, 13.0)"
06-01-2023 17:21:35.390844,"(14.0, 23.0, 19.0)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.5, 4.288888888888889)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:36.777468,"(14.0, 23.0, 19.0)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:38.126629,"(14.0, 23.0, 19.57142857142857)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 16.0, 13.142857142857142)"
06-01-2023 17:21:39.356308,"(14.0, 23.0, 19.57142857142857)","(21.0, 99999, 99990)","(41.0, 65.0, 60.0)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 16.0, 12.4)"
06-01-2023 17:21:40.681026,"(14.0, 23.0, 19.57142857142857)","(21.0, 99999, 99990)","(41.0, 65.0, 61.111111111111114)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 50.75)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 16.0, 12.0)"
06-01-2023 17:21:41.984539,"(14.0, 22.0, 20.75)","(21.0, 99999, 99990)","(41.0, 100.0, 83.33333333333334)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 12.0)"
06-01-2023 17:21:43.298039,"(14.0, 21.0, 19.18181818181818)","(21.0, 99999, 99990)","(41.0, 85.0, 62.5)","(3.3, 4.4, 4.318181818181818)","(5.0, 7.6, 7.54)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 12.0)"
06-01-2023 17:21:44.669174,"(14.0, 21.0, 19.18181818181818)","(21.0, 99999, 99990)","(41.0, 85.0, 68.33333333333333)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.6, 7.2)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 12.0)"
06-01-2023 17:21:46.669123,"(14.0, 21.0, 19.18181818181818)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.4, 7.276923076923077)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 12.0)"
06-01-2023 17:21:48.130446,"(14.0, 21.0, 19.18181818181818)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.4, 7.171428571428572)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 12.0)"
06-01-2023 17:21:49.556952,"(14.0, 21.0, 19.18181818181818)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.4, 7.875)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.5, 11.0)"
06-01-2023 17:21:50.947496,"(14.0, 21.0, 18.285714285714285)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 8.0, 7.875)","(41.0, 65.0, 49.8)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 15.0, 11.5)"
06-01-2023 17:21:52.315339,"(14.0, 20.0, 18.285714285714285)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 8.0, 7.676923076923077)","(41.0, 65.0, 54.0)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 14.5, 11.5)"
06-01-2023 17:21:53.663989,"(14.0, 20.0, 19.0)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.8, 7.492307692307692)","(41.0, 70.0, 52.333333333333336)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 13.5, 10.857142857142858)"
06-01-2023 17:21:54.983494,"(14.0, 20.0, 19.0)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.8, 7.64)","(41.0, 65.0, 52.333333333333336)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 13.0, 10.777777777777779)"
06-01-2023 17:21:56.368176,"(14.0, 20.0, 19.0)","(21.0, 99999, 99990)","(41.0, 80.0, 75.0)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.8, 7.4799999999999995)","(41.0, 65.0, 52.333333333333336)","(13.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 13.0, 10.777777777777779)"
06-01-2023 17:21:57.726138,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.4799999999999995)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 13.0, 10.833333333333334)"
06-01-2023 17:21:59.229702,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.4799999999999995)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 12.5, 11.0)"
06-01-2023 17:22:00.796729,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.4799999999999995)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 12.5, 11.0)"
06-01-2023 17:22:02.198671,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.2)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 12.5, 11.0)"
06-01-2023 17:22:03.796879,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.2)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 12.5, 11.0)"
06-01-2023 17:22:05.370530,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(31.0, 80.0, 77.22222222222223)","(3.2, 4.4, 4.344444444444445)","(5.0, 7.6, 7.959999999999999)","(51.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.25, 3.05, 2.9437499999999996)","(10.0, 12.5, 11.342857142857143)"
06-01-2023 17:22:06.711644,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(41.0, 80.0, 77.22222222222223)","(3.3, 4.4, 4.344444444444445)","(5.0, 8.2, 7.676923076923077)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.0257142857142854)","(10.0, 12.5, 10.9)"
06-01-2023 17:22:08.403857,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(41.0, 80.0, 83.33333333333333)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.8, 7.2)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.0257142857142854)","(10.0, 12.0, 11.34)"
06-01-2023 17:22:09.847599,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 95.0, 77.5)","(3.3, 4.4, 4.344444444444445)","(5.0, 7.6, 7.141176470588235)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.0303030303030303)","(10.0, 12.0, 11.34)"
06-01-2023 17:22:11.317875,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 95.0, 81.42857142857143)","(3.3, 4.4, 4.328571428571429)","(5.0, 7.6, 7.455555555555556)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.031428571428571)","(10.0, 12.0, 11.34)"
06-01-2023 17:22:12.552650,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 73.63636363636364)","(3.3, 4.4, 4.300000000000001)","(5.0, 7.6, 7.455555555555556)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.0226315789473683)","(10.0, 12.0, 11.34)"
06-01-2023 17:22:13.798296,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 77.14285714285714)","(3.3, 4.4, 4.3125)","(5.0, 7.6, 7.455555555555556)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.0)","(2.3, 3.05, 3.0226315789473683)","(10.0, 12.0, 11.25)"
06-01-2023 17:22:15.280974,"(15.0, 19.5, 18.4)","(26.0, 99999, 99990)","(41.0, 80.0, 77.14285714285714)","(3.3, 4.4, 4.3125)","(5.0, 7.6, 7.455555555555556)","(41.0, 65.0, 52.333333333333336)","(12.0, 16.5, 14.25)","(2.3, 3.05, 2.973333333333333)","(10.0, 12.0, 11.25)"
06-01-2023 17:22:16.672710,"(15.0, 19.0, 20.2)","(26.0, 99999, 99990)","(41.0, 80.0, 81.42857142857143)","(3.3, 4.4, 4.3125)","(5.0, 7.6, 7.455555555555556)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.416666666666666)","(2.3, 3.0, 2.973333333333333)","(10.0, 12.0, 11.25)"
06-01-2023 17:22:17.971795,"(15.0, 22.0, 20.2)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666666)","(3.3, 4.4, 4.29)","(5.0, 7.6, 7.105882352941176)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.416666666666666)","(2.3, 3.0, 3.031428571428571)","(10.0, 12.0, 10.95)"
06-01-2023 17:22:19.224577,"(15.0, 21.0, 19.0)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666666)","(3.3, 4.4, 4.29)","(5.0, 7.6, 7.105882352941176)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.416666666666666)","(2.3, 3.05, 3.045806451612903)","(10.0, 12.0, 10.68)"
06-01-2023 17:22:20.491348,"(15.0, 20.0, 19.0)","(26.0, 99999, 99990)","(41.0, 85.0, 78.75)","(3.3, 4.4, 4.29)","(5.0, 7.6, 7.133333333333334)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.416666666666666)","(2.3, 3.05, 2.9608695652173913)","(10.0, 12.0, 11.492307692307692)"
06-01-2023 17:22:21.906332,"(15.0, 20.0, 18.4375)","(26.0, 99999, 99990)","(41.0, 85.0, 78.75)","(3.3, 4.4, 4.3125)","(5.0, 7.4, 7.133333333333334)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.0)","(2.3, 3.0, 2.9857142857142858)","(10.0, 12.0, 11.492307692307692)"
06-01-2023 17:22:23.194193,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 78.75)","(3.3, 4.4, 4.3125)","(5.0, 7.4, 7.133333333333334)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.0)","(2.3, 3.05, 3.0275)","(10.0, 12.0, 11.56)"
06-01-2023 17:22:24.502999,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 7.4, 7.133333333333334)","(41.0, 65.0, 52.333333333333336)","(12.0, 15.5, 13.0)","(2.3, 3.05, 3.02)","(10.0, 12.0, 11.0)"
06-01-2023 17:22:26.080573,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 7.4, 7.133333333333334)","(41.0, 65.0, 50.0)","(12.0, 15.5, 13.0)","(2.3, 3.05, 3.0468965517241378)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:27.700061,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 7.4, 7.133333333333334)","(41.0, 70.0, 54.0)","(12.0, 15.5, 13.0)","(2.3, 3.05, 3.1999999999999997)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:29.312683,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 7.4, 6.742857142857143)","(41.0, 70.0, 64.66666666666666)","(12.0, 15.5, 15.169117647058822)","(2.3, 3.3, 3.190344827586207)","(10.0, 12.0, 11.0)"
06-01-2023 17:22:30.743333,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.742857142857143)","(41.0, 70.0, 65.11111111111111)","(12.0, 15.5, 13.357142857142858)","(2.3, 3.2, 3.1575757575757577)","(10.0, 12.0, 11.357142857142858)"
06-01-2023 17:22:32.168731,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.699999999999999)","(41.0, 70.0, 55.714285714285715)","(12.0, 15.5, 13.166666666666666)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.357142857142858)"
06-01-2023 17:22:33.711535,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.699999999999999)","(41.0, 70.0, 60.90909090909091)","(12.0, 15.5, 13.166666666666666)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.357142857142858)"
06-01-2023 17:22:35.167523,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.699999999999999)","(41.0, 70.0, 60.90909090909091)","(12.0, 15.5, 13.0)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.0)"
06-01-2023 17:22:36.559114,"(15.0, 20.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.699999999999999)","(41.0, 70.0, 65.0)","(12.0, 14.5, 13.25)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:37.949033,"(15.0, 20.0, 20.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.699999999999999)","(41.0, 70.0, 76.66666666666667)","(12.0, 14.5, 13.6)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:39.312813,"(15.0, 24.0, 20.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.328571428571429)","(5.0, 6.8, 6.625974025974026)","(41.0, 80.0, 76.66666666666667)","(12.0, 14.5, 12.7)","(2.3, 3.2, 3.0)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:40.654693,"(15.0, 23.0, 18.666666666666668)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.640506329113924)","(41.0, 80.0, 76.66666666666667)","(12.0, 14.5, 12.7)","(2.3, 3.2, 3.107142857142857)","(10.0, 12.0, 11.0)"
06-01-2023 17:22:41.999806,"(15.0, 22.0, 18.375)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.645)","(41.0, 80.0, 73.63636363636364)","(12.0, 14.5, 12.7)","(2.3, 3.2, 3.107142857142857)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:43.328921,"(15.0, 21.0, 18.375)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.64)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.2, 3.0375)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:44.606041,"(15.0, 21.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.64)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.2, 3.0375)","(10.0, 12.0, 11.4)"
06-01-2023 17:22:45.940430,"(15.0, 21.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.614285714285714)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.2, 3.0375)","(10.0, 12.0, 11.76)"
06-01-2023 17:22:47.226562,"(15.0, 21.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.614285714285714)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.2, 3.0375)","(10.0, 12.0, 11.785714285714285)"
06-01-2023 17:22:48.598226,"(15.0, 21.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.614285714285714)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.2, 3.0975)","(10.0, 12.0, 11.785714285714285)"
06-01-2023 17:22:49.906705,"(15.0, 24.0, 18.75)","(26.0, 99999, 99990)","(41.0, 85.0, 76.66666666666667)","(3.3, 4.4, 4.3125)","(5.0, 7.0, 6.614285714285714)","(41.0, 90.0, 73.63636363636364)","(12.0, 14.5, 13.9375)","(2.3, 3.15, 3.0975)","(10.0, 12.0, 11.76)"
