,Prosecute,Pinch A Banana,Amber Jack,Clover Energy,Tranquil Lexie,Skylahs Misfit,Dusty Boots,Clover Returns
15-12-2022 13:35:49.173355,"(3.4, 4.5, 4.475)","(2.3, 2.74, 2.684137931034483)","(4.6, 5.7, 5.693333333333333)","(11.0, 19.0, 18.464285714285715)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:50.278993,"(3.4, 4.5, 4.46)","(2.3, 2.76, 2.704615384615385)","(4.6, 5.7, 5.693333333333333)","(11.0, 19.0, 18.464285714285715)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:51.446645,"(3.4, 4.4, 4.300000000000001)","(2.3, 2.76, 2.703809523809524)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.464285714285715)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:52.613285,"(3.4, 4.4, 4.266666666666667)","(2.3, 2.78, 2.703809523809524)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.464285714285715)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:53.719782,"(3.4, 4.4, 4.246153846153846)","(2.3, 2.78, 2.703809523809524)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.464285714285715)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:54.888451,"(3.4, 4.4, 4.246153846153846)","(2.3, 2.78, 2.708888888888889)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.375)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:55.916710,"(3.4, 4.4, 4.246153846153846)","(2.3, 2.78, 2.708888888888889)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.375)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 43.23076923076923)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:56.941482,"(3.4, 4.3, 4.275)","(2.3, 2.78, 2.708888888888889)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.545454545454547)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 43.23076923076923)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:57.962719,"(3.4, 4.3, 4.275)","(2.3, 2.78, 2.708888888888889)","(4.6, 5.7, 5.694252873563219)","(11.0, 19.0, 18.545454545454547)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.383333333333333)","(26.0, 50.0, 43.23076923076923)","(21.0, 36.0, 34.4)"
15-12-2022 13:35:59.081747,"(3.4, 4.3, 4.275)","(2.3, 2.78, 2.720740740740741)","(4.6, 5.7, 5.84)","(11.0, 19.0, 17.75)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.185714285714285)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:36:00.166886,"(3.4, 4.3, 4.275)","(2.3, 2.78, 2.720740740740741)","(4.6, 5.9, 5.766666666666667)","(11.0, 19.0, 17.75)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 9.9)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:36:01.311303,"(3.4, 4.3, 4.275)","(2.3, 2.78, 2.7196226415094342)","(4.6, 5.9, 5.7)","(11.0, 18.5, 17.661290322580644)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.00909090909091)","(26.0, 50.0, 44.0)","(21.0, 36.0, 34.4)"
15-12-2022 13:36:02.373098,"(3.4, 4.3, 4.2846153846153845)","(2.3, 2.78, 2.7196226415094342)","(4.6, 5.9, 5.766666666666667)","(11.0, 18.5, 17.44736842105263)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 10.00909090909091)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:03.465283,"(3.4, 4.4, 4.342857142857143)","(2.3, 2.78, 2.7649056603773583)","(4.6, 5.9, 5.766666666666667)","(11.0, 18.5, 17.8)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 9.92142857142857)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:04.558115,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.7653846153846153)","(4.6, 5.9, 5.7)","(11.0, 18.0, 17.8)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 9.92142857142857)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:05.666487,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.76025974025974)","(4.6, 5.9, 5.7)","(11.0, 18.0, 17.8)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 9.8125)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:06.730241,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.758947368421053)","(4.6, 5.9, 5.7)","(11.0, 18.0, 17.8)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.5, 9.907692307692308)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:07.812805,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.7594594594594595)","(4.6, 5.9, 5.714285714285714)","(11.0, 18.0, 17.5)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.0, 9.63076923076923)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:08.870225,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.7594594594594595)","(4.6, 5.9, 5.714285714285714)","(11.0, 18.0, 16.9)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.0, 9.63076923076923)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:10.000949,"(3.4, 4.4, 4.228571428571429)","(2.3, 2.78, 2.7600000000000002)","(4.6, 5.9, 5.783333333333333)","(11.0, 18.0, 16.473684210526315)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.0, 9.614285714285714)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:11.088223,"(3.4, 4.4, 4.336363636363637)","(2.3, 2.78, 2.758947368421053)","(4.6, 5.8, 5.685714285714285)","(11.0, 18.0, 16.473684210526315)","(41.0, 110.0, 82.77777777777777)","(8.5, 10.0, 9.614285714285714)","(26.0, 50.0, 43.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:12.169442,"(3.4, 4.4, 4.342857142857143)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.8, 5.685714285714285)","(11.0, 18.0, 16.473684210526315)","(41.0, 110.0, 81.36363636363636)","(8.5, 10.0, 9.672727272727274)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:13.205527,"(3.4, 4.5, 4.468421052631579)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.7, 5.633333333333333)","(11.0, 18.0, 16.43243243243243)","(41.0, 110.0, 81.66666666666667)","(8.5, 10.0, 9.571428571428571)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:14.246715,"(3.4, 4.5, 4.486363636363636)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.8, 5.7176470588235295)","(10.0, 18.0, 16.390243902439025)","(51.0, 110.0, 81.66666666666667)","(8.0, 10.0, 9.571428571428571)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:15.241625,"(3.4, 4.5, 4.486363636363636)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.8, 5.7176470588235295)","(10.0, 18.0, 16.390243902439025)","(51.0, 110.0, 81.66666666666667)","(8.0, 10.0, 9.767441860465116)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:16.366865,"(3.4, 4.5, 4.486363636363636)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.8, 5.688888888888888)","(10.0, 18.0, 16.390243902439025)","(51.0, 110.0, 81.66666666666667)","(8.0, 10.0, 9.767441860465116)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:17.446306,"(3.4, 4.5, 4.486363636363636)","(2.3, 2.78, 2.757464788732394)","(4.6, 5.7, 5.597674418604651)","(10.0, 18.0, 16.42105263157895)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.43421052631579)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:18.531377,"(3.5, 4.5, 4.486363636363636)","(2.35, 2.78, 2.7582857142857145)","(4.6, 5.6, 5.597674418604651)","(10.0, 18.0, 16.42105263157895)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.43421052631579)","(26.0, 50.0, 44.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:19.567019,"(3.5, 4.5, 4.493478260869566)","(2.35, 2.78, 2.757464788732394)","(4.6, 5.8, 5.675)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.41095890410959)","(26.0, 50.0, 41.0)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:20.546338,"(3.5, 4.5, 4.493478260869566)","(2.35, 2.78, 2.757464788732394)","(4.6, 5.8, 5.675)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.376811594202898)","(26.0, 50.0, 40.421052631578945)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:21.580443,"(3.5, 4.5, 4.490322580645161)","(2.35, 2.78, 2.7577777777777777)","(4.6, 5.7, 5.65)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.376811594202898)","(26.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:22.659925,"(3.5, 4.5, 4.490322580645161)","(2.35, 2.78, 2.7582857142857145)","(4.6, 5.7, 5.6)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(8.0, 10.0, 9.5)","(26.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.8)"
15-12-2022 13:36:23.780908,"(3.5, 4.5, 4.490322580645161)","(2.35, 2.78, 2.7582857142857145)","(4.6, 5.8, 5.782658959537572)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 10.0, 9.516666666666667)","(26.0, 48.0, 40.421052631578945)","(21.0, 36.0, 33.333333333333336)"
15-12-2022 13:36:24.934123,"(3.5, 4.5, 4.490322580645161)","(2.35, 2.78, 2.7582857142857145)","(4.6, 5.8, 5.782658959537572)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(26.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:26.113873,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.754426229508197)","(4.6, 5.8, 5.782658959537572)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(26.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:27.225174,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.754426229508197)","(4.8, 5.8, 5.782658959537572)","(10.0, 16.0, 15.58974358974359)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 42.666666666666664)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:28.228093,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.754)","(4.8, 5.8, 5.782658959537572)","(10.0, 16.0, 15.58974358974359)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 43.09090909090909)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:29.235071,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.754)","(4.8, 5.8, 5.782658959537572)","(10.0, 16.0, 15.58974358974359)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 43.09090909090909)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:30.289836,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.754)","(4.8, 5.9, 5.661363636363636)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 41.73913043478261)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:31.452716,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.7546666666666666)","(4.8, 5.9, 5.746666666666666)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:32.634763,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.7546666666666666)","(4.8, 5.8, 5.684615384615385)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.516666666666667)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:33.777972,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.7419512195121953)","(4.8, 5.9, 5.6187499999999995)","(10.0, 16.0, 15.592105263157896)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.225)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:34.876877,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.7419512195121953)","(4.8, 5.9, 5.6187499999999995)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 81.36363636363636)","(7.5, 10.0, 9.225)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:35.858946,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.722926829268293)","(4.8, 5.9, 5.6499999999999995)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 81.36363636363636)","(7.5, 10.0, 9.225)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:36.904906,"(3.5, 4.5, 4.493023255813953)","(2.35, 2.78, 2.7230000000000003)","(4.8, 5.8, 5.615384615384616)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 81.36363636363636)","(7.5, 10.0, 9.225)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:37.983265,"(3.5, 4.5, 4.433333333333334)","(2.35, 2.78, 2.741025641025641)","(4.8, 5.7, 5.653846153846154)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.285714285714285)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:39.130501,"(3.5, 4.4, 4.385714285714286)","(2.35, 2.78, 2.7230000000000003)","(4.8, 5.7, 5.6571428571428575)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 81.36363636363636)","(7.5, 9.8, 9.285714285714285)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:40.273656,"(3.5, 4.7, 4.6230769230769235)","(2.35, 2.78, 2.722727272727273)","(4.8, 5.7, 5.6571428571428575)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.290909090909091)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:41.452776,"(3.5, 4.7, 4.631034482758621)","(2.35, 2.78, 2.741739130434783)","(4.8, 5.7, 5.533333333333333)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.45)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:42.577964,"(3.5, 4.7, 4.625925925925926)","(2.35, 2.78, 2.741739130434783)","(4.8, 5.6, 5.533333333333333)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.45)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:43.706140,"(3.5, 4.7, 4.5600000000000005)","(2.35, 2.78, 2.741739130434783)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.290909090909091)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:44.825650,"(3.5, 4.7, 4.609677419354838)","(2.35, 2.78, 2.741739130434783)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.290909090909091)","(31.0, 48.0, 40.8)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:45.888824,"(3.6, 4.7, 4.61764705882353)","(2.35, 2.78, 2.741739130434783)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.290909090909091)","(31.0, 48.0, 40.857142857142854)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:47.019458,"(3.6, 4.7, 4.591891891891892)","(2.35, 2.78, 2.7666666666666666)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.290909090909091)","(31.0, 46.0, 40.54545454545455)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:48.285709,"(3.6, 4.7, 4.591891891891892)","(2.35, 2.82, 2.827142857142857)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.123076923076923)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:49.478312,"(3.6, 4.7, 4.61764705882353)","(2.35, 2.84, 2.828)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.105882352941176)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:50.615910,"(3.6, 4.7, 4.61764705882353)","(2.35, 2.84, 2.828)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.39)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:51.714348,"(3.6, 4.7, 4.572727272727273)","(2.4, 2.84, 2.828)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:52.770945,"(3.6, 4.7, 4.552631578947368)","(2.4, 2.84, 2.829655172413793)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.58974358974359)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:53.803829,"(3.6, 4.7, 4.552631578947368)","(2.4, 2.84, 2.82)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:54.839028,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.82)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:55.926036,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.82)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:57.043374,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.8233333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:58.143133,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.8233333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:36:59.208885,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.8233333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:00.257807,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.8233333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.577777777777778)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:01.283138,"(3.6, 4.5, 4.4714285714285715)","(2.4, 2.84, 2.8233333333333333)","(4.8, 5.6, 5.5)","(10.0, 16.0, 15.602564102564102)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.63030303030303)","(31.0, 46.0, 41.0)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:02.435367,"(3.6, 4.5, 4.4818181818181815)","(2.4, 2.88, 2.8725)","(4.8, 5.7, 5.550000000000001)","(10.0, 16.0, 15.617647058823529)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.246153846153845)","(31.0, 46.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:03.554604,"(3.6, 4.3, 4.241463414634146)","(2.4, 2.88, 2.8725)","(4.8, 5.7, 5.550000000000001)","(10.0, 16.0, 15.617647058823529)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.305882352941175)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:04.711280,"(3.6, 4.3, 4.241463414634146)","(2.4, 2.92, 2.8646153846153846)","(4.8, 5.7, 5.550000000000001)","(10.0, 16.0, 15.617647058823529)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.305882352941175)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:05.791764,"(3.6, 4.3, 4.199999999999999)","(2.4, 2.92, 2.883076923076923)","(4.8, 5.7, 5.550000000000001)","(10.0, 16.0, 15.617647058823529)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.305882352941175)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:06.815756,"(3.6, 4.3, 4.199999999999999)","(2.4, 2.92, 2.9015384615384616)","(4.8, 5.7, 5.53125)","(10.0, 16.0, 15.614285714285714)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.305882352941175)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:07.797458,"(3.6, 4.3, 4.199999999999999)","(2.4, 2.92, 2.9015384615384616)","(4.8, 5.7, 5.513793103448276)","(10.0, 16.0, 15.617647058823529)","(51.0, 110.0, 80.0)","(7.5, 9.8, 9.24)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:08.931331,"(3.6, 4.3, 4.199999999999999)","(2.4, 2.96, 2.9219999999999997)","(4.8, 5.7, 5.492307692307692)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 84.6875)","(7.5, 9.8, 9.575)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:10.040271,"(3.6, 4.3, 4.199999999999999)","(2.4, 2.96, 2.924)","(4.8, 5.7, 5.492307692307692)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 84.6875)","(7.5, 9.6, 9.382608695652173)","(31.0, 48.0, 41.73913043478261)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:11.153920,"(3.6, 4.2, 4.187878787878788)","(2.4, 3.05, 2.951)","(4.8, 5.7, 5.492307692307692)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.4, 9.382608695652173)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:12.175538,"(3.6, 4.3, 4.181632653061224)","(2.4, 2.98, 2.948)","(4.8, 5.7, 5.492307692307692)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.4, 9.382608695652173)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:13.118309,"(3.6, 4.3, 4.181632653061224)","(2.4, 2.98, 2.948)","(4.8, 5.7, 5.492307692307692)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.4, 9.293333333333333)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:14.192514,"(3.6, 4.3, 4.168181818181818)","(2.4, 3.05, 2.9433333333333334)","(4.8, 5.6, 5.484615384615385)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.4, 9.293333333333333)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:15.253764,"(3.6, 4.3, 4.168181818181818)","(2.4, 3.0, 2.942727272727273)","(4.8, 5.6, 5.523076923076923)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.4, 9.442105263157895)","(31.0, 48.0, 40.5)","(21.0, 36.0, 32.608695652173914)"
15-12-2022 13:37:16.394031,"(3.6, 4.3, 4.173170731707317)","(2.4, 3.0, 2.9412)","(4.8, 5.6, 5.523076923076923)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.442105263157895)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:17.507356,"(3.6, 4.3, 4.168181818181818)","(2.4, 3.0, 2.9415)","(4.8, 5.6, 5.523076923076923)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.442105263157895)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
15-12-2022 13:37:18.548755,"(3.6, 4.3, 4.168181818181818)","(2.4, 3.0, 2.9415)","(4.8, 5.6, 5.523076923076923)","(10.0, 16.0, 15.602941176470589)","(51.0, 110.0, 80.0)","(7.5, 9.6, 9.442105263157895)","(31.0, 48.0, 40.421052631578945)","(21.0, 36.0, 32.4)"
