,Typhoon Nellie,All Inn Aussie,Arrogant Garth,Greek Temptation,Give Him Time,Blue Bird Beach,Be Good Beach,Sketchy Russ
12-01-2023 16:23:49.140095,"(4.6, 7.0, 5.523076923076923)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 36.8125)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.4, 5.24)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:50.339511,"(4.6, 7.0, 5.523076923076923)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 36.8125)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.4, 5.24)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:51.433284,"(4.6, 7.0, 5.523076923076923)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 36.8125)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.4, 5.394444444444445)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:52.495788,"(4.6, 7.0, 5.044444444444444)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 35.0)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.2, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:53.705051,"(4.6, 7.0, 5.044444444444444)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 35.0)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:54.789807,"(4.6, 7.0, 5.044444444444444)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 35.0)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:55.956534,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.5933333333333333)","(9.0, 40.0, 35.0)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:57.106735,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.907692307692308)","(9.0, 40.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:58.215436,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.705)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:23:59.475933,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.705)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:00.734863,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.705)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:02.138017,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9142857142857146)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:03.252791,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9142857142857146)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:04.459388,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8927272727272726)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:05.695415,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:06.922972,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:07.969735,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:09.071282,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:10.198484,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:11.237698,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.6)","(10.0, 21.0, 15.166666666666668)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:12.308435,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 21.0, 15.61111111111111)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:13.451783,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 15.61111111111111)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:14.597178,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 15.61111111111111)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:15.746247,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 29.9375)","(10.0, 22.0, 15.61111111111111)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:16.812141,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 29.9375)","(10.0, 22.0, 15.61111111111111)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:17.930600,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:19.032068,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:20.054477,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:21.052741,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 28.7)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:22.124004,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 27.875)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:23.129800,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 27.875)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:24.214736,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 27.875)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:25.327470,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 27.875)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:26.529094,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9438095238095237)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:27.658172,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8945454545454545)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:29.037107,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9171428571428573)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:30.271177,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9171428571428573)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:31.511219,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9171428571428573)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:32.694348,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9171428571428573)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:33.923078,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:35.138445,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:36.163101,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:37.233397,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:38.386868,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:39.439710,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 29.8125)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:40.637866,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 28.6)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:41.867756,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 28.6)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:43.089790,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 28.6)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:44.221607,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 32.0, 28.6)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:45.368709,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 38.0, 33.4)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:46.545371,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:47.756441,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:48.924942,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:50.120062,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:51.391621,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:52.536486,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:53.587450,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.342857142857143)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:54.789674,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:55.920279,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:57.115480,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.94)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:58.233582,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:24:59.450075,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:25:00.674992,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 40.0, 35.0)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:25:01.859118,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 38.0, 33.5)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:25:02.835527,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 38.0, 33.5)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:25:04.038567,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.8981818181818184)","(9.0, 38.0, 33.6)","(10.0, 22.0, 14.333333333333334)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 10.879310344827587)"
12-01-2023 16:25:05.207208,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9)","(9.0, 38.0, 33.6)","(10.0, 22.0, 16.055555555555557)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 9.45)"
12-01-2023 16:25:06.331135,"(4.6, 7.0, 4.942857142857142)","(2.45, 4.0, 3.9)","(9.0, 38.0, 33.6)","(10.0, 23.0, 16.055555555555557)","(8.0, 14.5, 11.933333333333334)","(51.0, 370.0, 181.0)","(4.8, 7.0, 6.233333333333333)","(7.0, 11.5, 9.45)"
