,Typhoon Nellie,All Inn Aussie,Arrogant Garth,Greek Temptation,Give Him Time,Blue Bird Beach,Be Good Beach,Sketchy Russ
12-01-2023 16:33:58.892512,"(4.8, 5.3, 5.24)","(2.5, 3.5, 3.45)","(6.5, 19.0, 16.833333333333332)","(10.0, 17.5, 16.333333333333332)","(8.5, 16.0, 14.578947368421053)","(71.0, 95.0, 80.0)","(5.0, 5.7, 5.432608695652174)","(7.5, 8.2, 7.8769230769230765)"
12-01-2023 16:34:00.183770,"(4.8, 5.3, 5.24)","(2.5, 3.3, 3.286842105263158)","(6.5, 19.0, 17.16176470588235)","(10.0, 17.5, 16.333333333333332)","(8.5, 16.0, 14.578947368421053)","(71.0, 95.0, 80.0)","(5.0, 5.7, 5.432608695652174)","(7.5, 8.2, 7.8)"
12-01-2023 16:34:01.582233,"(4.8, 5.3, 5.24)","(2.5, 3.3, 3.286842105263158)","(6.5, 19.0, 17.16176470588235)","(10.0, 17.5, 16.333333333333332)","(8.5, 16.0, 14.578947368421053)","(71.0, 95.0, 82.5)","(5.0, 5.7, 5.32037037037037)","(7.5, 8.2, 7.917647058823529)"
12-01-2023 16:34:02.793803,"(4.8, 5.3, 5.24)","(2.5, 3.25, 3.2285714285714286)","(6.5, 19.0, 17.16176470588235)","(10.0, 17.5, 16.625)","(8.5, 16.0, 14.578947368421053)","(71.0, 90.0, 82.5)","(5.0, 5.7, 5.32037037037037)","(7.5, 8.2, 7.917647058823529)"
12-01-2023 16:34:04.035013,"(4.8, 5.3, 5.29)","(2.5, 3.25, 3.2285714285714286)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 17.055555555555557)","(8.5, 16.0, 14.875)","(71.0, 90.0, 87.5)","(5.0, 5.7, 5.3510638297872335)","(7.5, 8.2, 7.971428571428571)"
12-01-2023 16:34:05.311138,"(4.8, 5.4, 5.228571428571429)","(2.5, 3.25, 3.225)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 17.055555555555557)","(8.5, 16.0, 15.1)","(71.0, 90.0, 124.44444444444444)","(5.0, 5.7, 5.327272727272727)","(7.5, 8.2, 8.5)"
12-01-2023 16:34:06.463280,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.225)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.961538461538462)","(8.5, 16.0, 15.181818181818182)","(71.0, 140.0, 84.0)","(5.0, 5.7, 5.325531914893617)","(7.5, 8.6, 8.363636363636363)"
12-01-2023 16:34:07.637674,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.225)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.961538461538462)","(8.5, 16.0, 15.181818181818182)","(71.0, 90.0, 84.0)","(5.0, 5.7, 5.325531914893617)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:34:08.830166,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.225)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.961538461538462)","(8.5, 16.0, 15.181818181818182)","(71.0, 90.0, 79.54545454545455)","(5.0, 5.7, 5.38)","(7.5, 8.8, 8.466666666666667)"
12-01-2023 16:34:10.001301,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.223913043478261)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.023809523809524)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 79.54545454545455)","(5.0, 5.7, 5.38)","(7.5, 8.6, 8.428571428571429)"
12-01-2023 16:34:11.267470,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.223913043478261)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.023809523809524)","(8.5, 16.0, 15.4)","(71.0, 85.0, 79.54545454545455)","(5.0, 5.7, 5.3936170212765955)","(7.5, 8.6, 8.428571428571429)"
12-01-2023 16:34:12.336022,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.227272727272727)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 14.291666666666666)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 79.54545454545455)","(5.0, 5.7, 5.3936170212765955)","(7.5, 8.6, 8.31578947368421)"
12-01-2023 16:34:13.496063,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.227272727272727)","(6.5, 19.0, 17.47826086956522)","(10.0, 17.5, 15.3)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 79.54545454545455)","(5.0, 5.7, 5.3108108108108105)","(7.5, 8.6, 8.31578947368421)"
12-01-2023 16:34:14.701881,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2205882352941178)","(6.5, 19.0, 18.263157894736842)","(10.0, 17.5, 16.236842105263158)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 79.54545454545455)","(5.0, 5.7, 5.308888888888888)","(7.5, 8.6, 8.26086956521739)"
12-01-2023 16:34:16.242155,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2205882352941178)","(6.5, 19.0, 18.533333333333335)","(10.0, 17.5, 15.277777777777779)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 81.0)","(5.0, 5.7, 5.43061224489796)","(7.5, 8.6, 8.375)"
12-01-2023 16:34:17.533122,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2205882352941178)","(6.5, 19.0, 18.533333333333335)","(10.0, 17.5, 15.277777777777779)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 81.78571428571428)","(5.0, 5.7, 5.428571428571429)","(7.5, 8.6, 8.375)"
12-01-2023 16:34:18.806581,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.21)","(6.5, 19.0, 18.533333333333335)","(10.0, 17.5, 15.277777777777779)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 81.78571428571428)","(5.0, 5.6, 5.428571428571429)","(7.5, 8.6, 8.375)"
12-01-2023 16:34:20.070736,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.21)","(6.5, 19.0, 18.533333333333335)","(10.0, 17.5, 15.961538461538462)","(8.5, 16.0, 15.4)","(71.0, 85.0, 81.78571428571428)","(5.0, 5.6, 5.416666666666667)","(7.5, 8.6, 8.321428571428571)"
12-01-2023 16:34:21.452038,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.205)","(6.5, 19.0, 18.066666666666666)","(10.0, 17.5, 15.961538461538462)","(8.5, 16.0, 15.181818181818182)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.6, 5.271641791044776)","(7.5, 8.6, 8.321428571428571)"
12-01-2023 16:34:22.952807,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.066666666666666)","(10.0, 17.5, 15.961538461538462)","(9.0, 16.0, 15.181818181818182)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.6, 5.276470588235294)","(7.5, 8.6, 8.31578947368421)"
12-01-2023 16:34:24.222778,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.066666666666666)","(10.0, 17.5, 15.961538461538462)","(9.0, 16.0, 15.5)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.6, 5.405263157894737)","(7.5, 8.6, 8.466666666666667)"
12-01-2023 16:34:25.416308,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.09090909090909)","(10.0, 17.5, 16.25)","(9.0, 16.0, 15.625)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.308333333333334)","(7.5, 8.6, 8.466666666666667)"
12-01-2023 16:34:26.547726,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.09090909090909)","(10.0, 17.5, 16.166666666666668)","(9.0, 16.0, 15.625)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.321875)","(7.5, 8.6, 8.466666666666667)"
12-01-2023 16:34:27.750068,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 16.0, 17.5)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.269642857142857)","(7.5, 8.6, 8.466666666666667)"
12-01-2023 16:34:28.958778,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2147058823529413)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 18.0, 17.5)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.234883720930233)","(7.5, 8.6, 8.495652173913044)"
12-01-2023 16:34:30.125759,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 18.0, 16.75)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.234883720930233)","(7.5, 8.6, 8.495652173913044)"
12-01-2023 16:34:31.261579,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2125)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 18.0, 19.25)","(71.0, 85.0, 79.375)","(5.0, 5.5, 5.2375)","(7.5, 8.6, 8.473684210526315)"
12-01-2023 16:34:32.451605,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2125)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 20.0, 18.916666666666668)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.228571428571429)","(7.5, 8.6, 8.473684210526315)"
12-01-2023 16:34:33.647758,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2125)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 19.5, 17.59375)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.228571428571429)","(7.5, 8.6, 8.409090909090908)"
12-01-2023 16:34:34.731471,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.2125)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 20.0, 18.28125)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.5, 5.229268292682927)","(7.5, 8.6, 8.352941176470589)"
12-01-2023 16:34:35.834223,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.1888888888888887)","(6.5, 19.0, 18.318181818181817)","(10.0, 17.5, 16.166666666666668)","(9.0, 20.0, 18.166666666666668)","(71.0, 85.0, 79.375)","(5.0, 5.5, 5.2272727272727275)","(7.5, 8.6, 8.333333333333332)"
12-01-2023 16:34:36.947648,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.1888888888888887)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.166666666666668)","(9.0, 20.0, 18.166666666666668)","(71.0, 85.0, 79.375)","(5.0, 5.5, 5.1684210526315795)","(7.5, 8.6, 8.366666666666665)"
12-01-2023 16:34:38.113347,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.1888888888888887)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.3)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.072727272727273)","(7.5, 8.6, 8.366666666666665)"
12-01-2023 16:34:39.317718,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.5)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.048780487804878)","(7.5, 8.6, 8.366666666666665)"
12-01-2023 16:34:40.423520,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.5)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.031746031746032)","(7.5, 8.6, 8.366666666666665)"
12-01-2023 16:34:41.552218,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.031746031746032)","(7.5, 8.6, 8.352941176470589)"
12-01-2023 16:34:42.631213,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(10.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.031746031746032)","(7.5, 8.6, 8.50909090909091)"
12-01-2023 16:34:43.785583,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.033333333333333)","(7.5, 8.8, 8.333333333333334)"
12-01-2023 16:34:44.955609,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.243478260869566)"
12-01-2023 16:34:46.077364,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.126315789473685)"
12-01-2023 16:34:47.304652,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.203846153846154)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.5)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.141176470588235)"
12-01-2023 16:34:48.754245,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.2375)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.13)","(7.5, 8.8, 8.652631578947368)"
12-01-2023 16:34:50.014439,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.2375)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.13)","(7.5, 8.8, 8.652631578947368)"
12-01-2023 16:34:51.297042,"(4.8, 5.4, 5.28)","(2.5, 3.25, 3.17)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 19.083333333333332)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.220000000000001)","(7.5, 8.8, 8.6625)"
12-01-2023 16:34:52.808440,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.216666666666667)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.833333333333332)","(9.0, 20.0, 17.884615384615383)","(71.0, 85.0, 79.375)","(5.0, 5.4, 4.951020408163266)","(7.5, 8.8, 8.3875)"
12-01-2023 16:34:54.692210,"(4.8, 5.4, 5.34)","(2.5, 3.25, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.966666666666665)","(9.0, 20.0, 18.90909090909091)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 4.941666666666667)","(7.5, 8.8, 8.414285714285715)"
12-01-2023 16:34:56.094756,"(4.8, 5.4, 5.34)","(2.5, 3.2, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.966666666666665)","(9.0, 20.0, 19.142857142857142)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 4.976923076923077)","(7.5, 8.8, 8.472727272727273)"
12-01-2023 16:34:57.272347,"(4.8, 5.4, 5.34)","(2.5, 3.2, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.966666666666665)","(9.0, 20.0, 19.142857142857142)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.457142857142857)"
12-01-2023 16:34:58.591546,"(4.8, 5.7, 5.633333333333334)","(2.5, 3.2, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.966666666666665)","(9.0, 20.0, 18.90909090909091)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.457142857142857)"
12-01-2023 16:34:59.983149,"(4.8, 5.7, 5.575)","(2.5, 3.2, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.966666666666665)","(9.0, 20.0, 19.142857142857142)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.5)"
12-01-2023 16:35:01.159231,"(4.8, 5.7, 5.504347826086956)","(2.5, 3.2, 3.164285714285714)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.75)","(9.0, 20.0, 19.142857142857142)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.146153846153846)","(7.5, 8.8, 8.5)"
12-01-2023 16:35:02.270392,"(4.8, 5.7, 5.5181818181818185)","(2.5, 3.15, 3.1447368421052633)","(6.5, 19.0, 17.75)","(11.0, 17.5, 16.7)","(9.0, 20.0, 18.90909090909091)","(71.0, 85.0, 81.53846153846153)","(5.0, 5.4, 5.130612244897959)","(7.5, 8.8, 8.414285714285715)"
12-01-2023 16:35:03.483121,"(4.8, 5.7, 5.477777777777778)","(2.5, 3.25, 3.1980769230769233)","(6.5, 24.0, 17.56)","(11.0, 17.5, 16.3)","(9.0, 20.0, 18.90909090909091)","(71.0, 85.0, 79.375)","(5.0, 5.4, 5.040816326530612)","(7.5, 8.8, 8.44)"
12-01-2023 16:35:04.519807,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.2)","(6.5, 19.0, 17.56)","(11.0, 17.5, 16.3)","(9.0, 20.0, 18.8)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.4, 5.044444444444444)","(7.5, 8.8, 8.3125)"
12-01-2023 16:35:05.554759,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.21)","(6.5, 19.0, 17.56)","(11.0, 17.5, 16.558823529411764)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.4, 5.044444444444444)","(7.5, 8.8, 8.428571428571429)"
12-01-2023 16:35:06.824821,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.1821428571428574)","(6.5, 19.0, 17.56)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.0)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.4, 5.083333333333333)","(7.5, 8.8, 8.428571428571429)"
12-01-2023 16:35:08.147810,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.2, 3.1821428571428574)","(6.5, 19.0, 17.56)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.068181818181818)","(7.5, 8.8, 8.428571428571429)"
12-01-2023 16:35:09.279203,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.2, 3.1821428571428574)","(6.5, 19.0, 17.56)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.041666666666667)","(7.5, 8.8, 8.428571428571429)"
12-01-2023 16:35:10.457705,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.2, 3.172222222222222)","(6.5, 22.0, 17.63235294117647)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.041666666666667)","(7.5, 8.8, 8.428571428571429)"
12-01-2023 16:35:11.623767,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.2, 3.172222222222222)","(6.5, 21.0, 17.609375)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.041666666666667)","(7.5, 8.8, 8.3125)"
12-01-2023 16:35:12.976962,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.2, 3.216666666666667)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.0)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.041666666666667)","(7.5, 8.8, 8.379999999999999)"
12-01-2023 16:35:14.184650,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.216666666666667)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.073170731707317)","(7.5, 8.8, 8.379999999999999)"
12-01-2023 16:35:15.352632,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.164285714285714)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.073170731707317)","(7.5, 8.8, 8.379999999999999)"
12-01-2023 16:35:16.671791,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.164285714285714)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.073170731707317)","(7.5, 8.8, 8.379999999999999)"
12-01-2023 16:35:18.081696,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.164285714285714)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.0)","(71.0, 85.0, 78.07692307692308)","(5.0, 5.3, 5.073170731707317)","(7.5, 8.8, 8.553846153846154)"
12-01-2023 16:35:19.565871,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.2108695652173913)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 72.5)","(5.0, 5.3, 5.075)","(7.5, 8.8, 8.622222222222224)"
12-01-2023 16:35:20.951810,"(4.8, 5.7, 5.550000000000001)","(2.5, 3.25, 3.180952380952381)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 19.2)","(71.0, 85.0, 75.0)","(5.0, 5.3, 5.212121212121212)","(7.5, 8.8, 8.622222222222224)"
12-01-2023 16:35:22.581586,"(4.8, 5.7, 5.550000000000001)","(2.5, 3.2, 3.180952380952381)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.90909090909091)","(71.0, 80.0, 75.0)","(5.0, 5.3, 5.209756097560976)","(7.5, 8.8, 8.622222222222224)"
12-01-2023 16:35:23.999255,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.2, 3.1818181818181817)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 75.0)","(5.0, 5.3, 5.209756097560976)","(7.5, 8.8, 8.457142857142857)"
12-01-2023 16:35:25.200376,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.1818181818181817)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 76.36363636363636)","(5.0, 5.3, 5.208888888888889)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:26.361675,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.1818181818181817)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 70.0)","(5.0, 5.3, 5.208888888888889)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:27.495648,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.2)","(6.5, 21.0, 17.594594594594593)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 70.0)","(5.0, 5.3, 5.209756097560976)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:28.687571,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.25, 3.2)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 67.27272727272727)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:29.929855,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.1782608695652175)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 65.41666666666667)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:31.287610,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.1782608695652175)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 69.0625)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:32.584452,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.1782608695652175)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 69.0625)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:33.885961,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.1782608695652175)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 69.0625)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:35.065637,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.2026315789473685)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.75)","(71.0, 80.0, 70.625)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:36.261517,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.25, 3.2083333333333335)","(6.5, 21.0, 17.59722222222222)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.75)","(71.0, 80.0, 70.625)","(5.0, 5.3, 5.122222222222222)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:37.438146,"(4.8, 5.7, 5.614285714285715)","(2.5, 3.3, 3.196875)","(6.5, 20.0, 17.9)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.75)","(71.0, 80.0, 70.625)","(5.0, 5.3, 5.119999999999999)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:38.479497,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.3, 3.2045454545454546)","(6.5, 19.5, 17.9)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.75)","(71.0, 80.0, 70.625)","(5.0, 5.3, 5.119999999999999)","(7.5, 8.8, 8.363636363636363)"
12-01-2023 16:35:39.776200,"(4.8, 5.7, 5.566666666666667)","(2.5, 3.3, 3.2131578947368418)","(6.5, 19.5, 17.9)","(11.0, 17.5, 16.357142857142858)","(9.0, 20.0, 18.636363636363637)","(71.0, 80.0, 70.625)","(5.0, 5.3, 5.119999999999999)","(7.5, 8.8, 8.363636363636363)"
