,Gabbys Ideal,Motu Amethyst Nz,Judge Jujon,Voodoo Fella,Sharp Shooter,Rock Supreme,Jet Force,Miss Mia,Miss Fernandez
15-12-2022 15:39:41.232023,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.05)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 32.285714285714285)","(5.5, 9.0, 8.266666666666667)","(6.0, 9.0, 8.75)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:42.683409,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.466666666666667)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.07692307692308)","(5.5, 8.8, 8.200000000000001)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:44.197240,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.5)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.07692307692308)","(5.5, 8.8, 8.200000000000001)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:45.644083,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 15.875)","(8.5, 9.6, 9.5)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 33.07692307692308)","(5.5, 8.8, 8.266666666666667)","(6.0, 9.0, 8.75)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:46.979075,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.31818181818182)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.8, 8.32)","(6.0, 9.0, 8.75)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:48.294034,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.31818181818182)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.8, 8.32)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:49.745671,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.31818181818182)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.8, 7.840000000000001)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:51.148323,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.31818181818182)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.8, 7.840000000000001)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:52.474906,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.3)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.8, 7.2)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:53.899570,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.0)","(8.5, 9.6, 9.1625)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.6, 7.5)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.699999999999999)"
15-12-2022 15:39:55.500960,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.0)","(8.5, 9.6, 9.254545454545454)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.6, 7.933333333333333)","(6.0, 9.0, 8.333333333333334)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:56.818438,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(11.0, 17.5, 16.0)","(8.5, 9.4, 9.254545454545454)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 9.0, 7.6000000000000005)","(6.0, 9.0, 8.75)","(3.6, 4.8, 4.619999999999999)"
15-12-2022 15:39:58.121331,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(13.0, 17.5, 16.0)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.8, 8.066666666666666)","(6.0, 9.0, 7.6)","(3.5, 4.8, 4.619999999999999)"
15-12-2022 15:39:59.459162,"(3.7, 4.5, 4.34)","(8.0, 99999, 99990)","(13.0, 17.5, 16.0)","(8.5, 9.8, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.8, 8.066666666666666)","(6.0, 8.2, 7.266666666666667)","(3.5, 4.8, 4.699999999999999)"
15-12-2022 15:40:00.695165,"(3.7, 4.5, 4.385714285714285)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.8, 7.6000000000000005)","(6.0, 8.2, 7.666666666666667)","(3.5, 4.8, 4.699999999999999)"
15-12-2022 15:40:01.903934,"(3.7, 4.6, 4.554545454545455)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.8, 8.285714285714285)","(6.0, 8.0, 7.666666666666667)","(3.5, 4.8, 4.699999999999999)"
15-12-2022 15:40:03.195589,"(3.7, 4.6, 4.554545454545455)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.6, 8.233333333333333)","(6.0, 8.0, 7.359999999999999)","(3.5, 4.8, 4.699999999999999)"
15-12-2022 15:40:04.558132,"(3.7, 4.6, 4.554545454545455)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.6, 7.828571428571429)","(6.0, 8.2, 7.359999999999999)","(3.5, 4.8, 4.964)"
15-12-2022 15:40:05.757935,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.5200000000000005)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.88)"
15-12-2022 15:40:06.979579,"(3.7, 4.6, 4.466666666666667)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.5200000000000005)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.88)"
15-12-2022 15:40:08.322422,"(3.7, 4.6, 4.466666666666667)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.6, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.5200000000000005)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:09.664916,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.5200000000000005)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:10.873720,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 17.5, 15.928571428571429)","(8.5, 9.8, 9.2)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.5200000000000005)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:12.066782,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 17.5, 15.333333333333332)","(8.5, 9.6, 9.418181818181818)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.066666666666667)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:13.394012,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 17.5, 16.055555555555557)","(8.5, 9.6, 9.418181818181818)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.066666666666667)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:14.593326,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(12.0, 17.5, 16.055555555555557)","(8.5, 9.8, 9.728000000000002)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.4, 7.066666666666667)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:15.807840,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(12.0, 17.5, 16.055555555555557)","(8.5, 9.8, 9.728000000000002)","(31.0, 70.0, 51.333333333333336)","(19.0, 34.0, 31.8)","(5.5, 8.4, 7.066666666666667)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:17.074117,"(3.8, 4.6, 4.5)","(8.0, 99999, 99990)","(12.0, 17.5, 13.833333333333334)","(8.5, 9.2, 8.8)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.2)","(6.0, 7.8, 7.266666666666667)","(3.4, 5.0, 4.88)"
15-12-2022 15:40:18.394899,"(3.8, 4.6, 4.466666666666667)","(8.0, 99999, 99990)","(12.0, 17.5, 13.5)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.9)","(6.0, 7.8, 7.266666666666667)","(3.4, 5.0, 4.88)"
15-12-2022 15:40:19.715416,"(3.7, 4.6, 4.466666666666667)","(8.0, 99999, 99990)","(13.0, 17.5, 16.055555555555557)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.828571428571429)","(6.0, 7.8, 7.359999999999999)","(3.5, 5.0, 4.918181818181818)"
15-12-2022 15:40:20.902533,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 16.055555555555557)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.828571428571429)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.964)"
15-12-2022 15:40:22.071538,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 16.055555555555557)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.828571428571429)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.925)"
15-12-2022 15:40:23.283093,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 16.055555555555557)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.4, 7.4)","(6.0, 8.2, 7.359999999999999)","(3.5, 5.0, 4.775)"
15-12-2022 15:40:24.565138,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 13.5)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.138461538461539)","(6.0, 8.2, 7.2)","(3.5, 5.0, 4.775)"
15-12-2022 15:40:25.803389,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 13.5)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.138461538461539)","(6.0, 8.0, 7.2)","(3.5, 5.0, 4.775)"
15-12-2022 15:40:27.042075,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 13.5)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.138461538461539)","(6.0, 8.0, 7.2)","(3.5, 5.0, 5.069565217391304)"
15-12-2022 15:40:28.241715,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 13.5)","(8.5, 9.4, 8.65)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.066666666666666)","(6.0, 8.0, 7.2)","(3.5, 5.1, 4.75)"
15-12-2022 15:40:29.497987,"(3.7, 4.6, 4.466666666666667)","(8.0, 99999, 99990)","(13.0, 17.5, 16.409090909090907)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.066666666666666)","(6.0, 8.0, 7.2)","(3.5, 5.1, 5.116666666666667)"
15-12-2022 15:40:30.742982,"(3.7, 4.6, 4.573333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 14.75)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.066666666666666)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.16875)"
15-12-2022 15:40:31.933178,"(3.7, 4.6, 4.573333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 14.75)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.55)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.16875)"
15-12-2022 15:40:33.211205,"(3.7, 4.6, 4.569230769230769)","(8.0, 99999, 99990)","(13.0, 17.5, 14.75)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.16875)"
15-12-2022 15:40:34.371285,"(3.7, 4.6, 4.569230769230769)","(8.0, 99999, 99990)","(13.0, 17.5, 14.75)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.16875)"
15-12-2022 15:40:35.578730,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 7.8, 7.266666666666667)","(3.5, 5.2, 5.158333333333333)"
15-12-2022 15:40:36.843334,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.55)","(6.0, 7.8, 7.266666666666667)","(3.5, 5.2, 5.158333333333333)"
15-12-2022 15:40:38.053114,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.55)","(6.0, 7.8, 7.333333333333333)","(3.5, 5.2, 5.158333333333333)"
15-12-2022 15:40:39.213820,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.158333333333333)"
15-12-2022 15:40:40.401614,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 7.333333333333333)","(3.5, 5.2, 5.158333333333333)"
15-12-2022 15:40:41.571340,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.5, 15.0)","(8.5, 9.4, 8.733333333333334)","(31.0, 70.0, 51.333333333333336)","(20.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 8.5)","(3.4, 5.2, 5.158333333333333)"
15-12-2022 15:40:42.724477,"(3.7, 4.6, 4.573333333333333)","(8.0, 99999, 99990)","(13.0, 17.0, 13.25)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 9.0, 8.5)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:43.812211,"(3.7, 4.6, 4.573333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 9.0, 8.5)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:45.050814,"(3.7, 4.6, 4.569230769230769)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 8.872727272727273)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 9.0, 7.6)","(3.4, 5.2, 5.164285714285715)"
15-12-2022 15:40:46.339217,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 16.5, 12.921052631578947)","(9.0, 9.2, 8.872727272727273)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 9.0, 7.6)","(3.4, 5.2, 5.164285714285715)"
15-12-2022 15:40:47.530396,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 16.0, 14.25)","(9.0, 9.2, 8.872727272727273)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 9.0, 7.6)","(3.4, 5.2, 5.164285714285715)"
15-12-2022 15:40:48.725126,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 15.5, 14.0)","(9.0, 9.2, 8.685714285714285)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 9.0, 7.6)","(3.4, 5.2, 5.164285714285715)"
15-12-2022 15:40:50.025414,"(3.7, 4.6, 4.572727272727272)","(8.0, 99999, 99990)","(13.0, 15.5, 14.0)","(9.0, 9.2, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 9.0, 8.5)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:51.272186,"(3.7, 4.6, 4.514285714285714)","(8.0, 99999, 99990)","(13.0, 15.5, 14.0)","(9.0, 9.4, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 9.0, 7.466666666666667)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:52.479408,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 15.5, 14.0)","(9.0, 9.4, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 8.4, 7.466666666666667)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:53.629332,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 15.5, 14.0)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.4, 7.466666666666667)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:40:54.848314,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 16.5, 13.642857142857142)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.4, 7.466666666666667)","(3.4, 5.2, 5.166666666666667)"
15-12-2022 15:40:56.070407,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 16.5, 13.642857142857142)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.4, 7.3999999999999995)","(3.4, 5.2, 5.166666666666667)"
15-12-2022 15:40:57.258124,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 16.5, 13.642857142857142)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.2, 7.3999999999999995)","(3.4, 5.2, 5.166666666666667)"
15-12-2022 15:40:58.401421,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 18.5, 16.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.2, 7.3999999999999995)","(3.4, 5.2, 5.166666666666667)"
15-12-2022 15:40:59.653328,"(3.7, 4.6, 4.5)","(8.0, 99999, 99990)","(13.0, 18.0, 15.25)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.2, 7.375)","(3.4, 5.2, 5.166666666666667)"
15-12-2022 15:41:00.875618,"(3.7, 4.6, 4.5636363636363635)","(8.0, 99999, 99990)","(13.0, 18.0, 15.25)","(9.0, 9.4, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:41:02.055988,"(3.7, 4.6, 4.5636363636363635)","(8.0, 99999, 99990)","(13.0, 18.0, 15.25)","(9.0, 9.4, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:41:03.226984,"(3.7, 4.6, 4.5636363636363635)","(8.0, 99999, 99990)","(13.0, 17.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.3)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.116666666666666)"
15-12-2022 15:41:04.371685,"(3.7, 4.6, 4.5636363636363635)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.3)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.128571428571428)"
15-12-2022 15:41:05.576023,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.3)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.128571428571428)"
15-12-2022 15:41:06.702281,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 8.0, 7.375)","(3.4, 5.2, 5.24)"
15-12-2022 15:41:07.906811,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 8.0, 7.375)","(3.4, 5.4, 5.24)"
15-12-2022 15:41:09.134764,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 8.0, 7.375)","(3.4, 5.4, 5.24)"
15-12-2022 15:41:10.318754,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 16.5, 14.5)","(9.0, 9.4, 9.17142857142857)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 7.375)","(3.4, 5.4, 5.24)"
15-12-2022 15:41:11.514065,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 17.0, 16.6)","(9.0, 9.4, 8.866666666666667)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.733333333333333)","(6.0, 8.0, 8.5)","(3.4, 5.4, 5.123076923076923)"
15-12-2022 15:41:12.752466,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 19.0, 17.75)","(9.0, 9.4, 9.661538461538463)","(41.0, 70.0, 51.333333333333336)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.2)","(6.0, 9.0, 8.5)","(3.4, 5.4, 5.123076923076923)"
15-12-2022 15:41:14.095651,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 19.0, 17.75)","(9.0, 9.8, 9.661538461538463)","(41.0, 70.0, 64.4)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 9.0, 8.7)","(3.4, 5.4, 5.123076923076923)"
15-12-2022 15:41:15.237106,"(3.7, 4.6, 4.433333333333333)","(8.0, 99999, 99990)","(13.0, 19.0, 17.75)","(9.0, 9.8, 9.661538461538463)","(41.0, 70.0, 64.4)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 9.0, 8.7)","(3.4, 5.4, 5.123076923076923)"
15-12-2022 15:41:16.412757,"(3.7, 4.6, 4.5636363636363635)","(8.0, 99999, 99990)","(13.0, 19.0, 17.75)","(9.0, 9.8, 9.747826086956522)","(41.0, 70.0, 64.4)","(21.0, 34.0, 31.8)","(5.5, 8.0, 7.771428571428571)","(6.0, 9.0, 8.7)","(3.4, 5.4, 5.236363636363636)"
