,Wonderwomen,Miss Langtry,Starsongari,Kenyan Wonder,Lianne,Shez Betty,Sassy Maneuver,Sunny Green
07-01-2023 11:57:06.911608,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:07.961109,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:08.969153,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:10.080621,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:11.222756,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:12.298682,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:13.412052,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:14.484700,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:15.502844,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:16.585733,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:17.631146,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:18.736171,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:19.896320,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 22.5)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:20.925007,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:22.052038,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:23.071626,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:24.196325,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:25.371278,"(2.25, 2.5, 2.440923076923077)","(8.0, 10.0, 9.651612903225805)","(3.0, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(26.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:26.517371,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:27.686957,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:28.874710,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:30.004730,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 24.0)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:31.120551,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:32.264890,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:33.298818,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:34.420746,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:35.638243,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:36.782403,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:37.964593,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:39.171222,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:40.221063,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:41.345094,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:42.457223,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:43.544469,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:44.663137,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:45.811001,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:46.965065,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:48.137774,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:49.293038,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:50.402907,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:51.548424,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:52.577710,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:53.603607,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:54.707376,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:55.809470,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:56.979290,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:58.151599,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:57:59.204283,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:00.269110,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:01.328920,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:02.592498,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:03.722865,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:04.731931,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:05.884745,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:06.986670,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:08.104783,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:09.276620,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:10.402123,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 70.0)"
07-01-2023 11:58:11.553021,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:12.651493,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:13.751523,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:14.868467,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:16.016270,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:17.089053,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:18.209091,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:19.353055,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:20.439387,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:21.643677,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:22.830041,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:23.959576,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 86.0)"
07-01-2023 11:58:25.082944,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 127.14285714285714)"
07-01-2023 11:58:26.185834,"(2.25, 2.5, 2.4411111111111112)","(8.0, 10.0, 9.651612903225805)","(3.1, 3.65, 3.5964285714285715)","(6.0, 8.0, 7.45)","(15.0, 30.0, 27.142857142857142)","(31.0, 65.0, 39.22222222222222)","(21.0, 75.0, 55.5)","(31.0, 230.0, 127.14285714285714)"
07-01-2023 11:58:27.254006,"(2.25, 2.44, 2.413)","(8.0, 10.0, 9.6625)","(3.1, 3.7, 3.564423076923077)","(6.0, 8.0, 7.492307692307692)","(15.0, 30.0, 27.272727272727273)","(31.0, 65.0, 47.15384615384615)","(21.0, 75.0, 62.0)","(31.0, 230.0, 127.14285714285714)"
