,Wonderwomen,Miss Langtry,Starsongari,Kenyan Wonder,Lianne,Shez Betty,Sassy Maneuver,Sunny Green
07-01-2023 12:08:17.451097,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.95, 3.916666666666667)","(5.5, 8.2, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:18.738179,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.95, 3.916666666666667)","(5.5, 8.2, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:19.991598,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.95, 3.916666666666667)","(5.5, 8.2, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:21.261034,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.95, 3.916666666666667)","(5.5, 8.2, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:22.501519,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.95, 3.7948275862068965)","(5.5, 8.2, 8.273684210526316)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:23.687077,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:24.894949,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:26.087232,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:27.244567,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:28.460990,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:29.604860,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.1)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:30.713850,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 83.33333333333333)"
07-01-2023 12:08:31.997115,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 140.0, 87.0)"
07-01-2023 12:08:33.331659,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 130.0, 111.55555555555556)"
07-01-2023 12:08:34.669796,"(2.3, 2.64, 2.6275)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:35.898692,"(2.3, 2.64, 2.6275)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.8, 3.7948275862068965)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:37.020571,"(2.3, 2.64, 2.6275)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.133333333333333)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.714285714285715)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:38.149829,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.2, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 32.333333333333336)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:39.270154,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 31.857142857142858)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:40.437505,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:41.586664,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:42.749313,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:43.928404,"(2.3, 2.64, 2.6216666666666666)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:45.048155,"(2.3, 2.64, 2.617777777777778)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:46.187982,"(2.3, 2.64, 2.617777777777778)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 41.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:47.349634,"(2.3, 2.64, 2.617777777777778)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.0)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:48.514180,"(2.3, 2.64, 2.617777777777778)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.9, 3.888)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:49.714320,"(2.3, 2.64, 2.5828571428571427)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.75, 3.785714285714286)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:50.887191,"(2.3, 2.64, 2.56969696969697)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:51.978378,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:53.026154,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:54.041220,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:55.211518,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:56.420929,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:57.536954,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.81818181818182)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:58.606016,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:08:59.697963,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 104.8)"
07-01-2023 12:09:00.821398,"(2.3, 2.64, 2.5660377358490565)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 83.0)"
07-01-2023 12:09:02.038440,"(2.3, 2.64, 2.5890909090909093)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:03.185564,"(2.3, 2.62, 2.6100000000000003)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 39.6)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:04.286924,"(2.3, 2.62, 2.6100000000000003)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:05.344773,"(2.3, 2.62, 2.6100000000000003)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:06.383426,"(2.3, 2.62, 2.6100000000000003)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:07.519242,"(2.3, 2.62, 2.6100000000000003)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 32.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:08.643920,"(2.3, 2.62, 2.604262295081967)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:09.775305,"(2.3, 2.62, 2.604262295081967)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.4)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:10.928137,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:12.092186,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:13.376384,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:14.565745,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 64.5)"
07-01-2023 12:09:15.760962,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 34.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:16.949528,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.94074074074074)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:18.107100,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:19.289148,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:20.506856,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:21.671890,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:22.897927,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:24.119424,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 27.0, 23.25)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:25.357222,"(2.3, 2.62, 2.6126315789473686)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.1)","(14.0, 27.0, 23.25)","(26.0, 32.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:26.603356,"(2.3, 2.64, 2.603010752688172)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.2, 8.121428571428572)","(14.0, 27.0, 24.666666666666668)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:27.663385,"(2.3, 2.64, 2.6056)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.725)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 24.666666666666668)","(26.0, 34.0, 30.764705882352942)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:28.770425,"(2.3, 2.66, 2.6463636363636365)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 24.666666666666668)","(26.0, 34.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:30.037786,"(2.3, 2.66, 2.6463636363636365)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.73)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 24.666666666666668)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 67.14285714285714)"
07-01-2023 12:09:31.240332,"(2.3, 2.66, 2.6463636363636365)","(8.0, 10.0, 9.96)","(3.2, 3.85, 3.6446428571428573)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 24.666666666666668)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:32.323134,"(2.3, 2.72, 2.7136)","(8.0, 10.0, 9.96)","(3.2, 3.7, 3.6446428571428573)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 24.666666666666668)","(26.0, 32.0, 31.57142857142857)","(21.0, 42.0, 40.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:33.329078,"(2.3, 2.72, 2.7136)","(8.0, 10.0, 9.96)","(3.2, 3.75, 3.7339285714285713)","(5.5, 8.4, 8.121428571428572)","(14.0, 26.0, 22.8)","(26.0, 32.0, 29.705882352941178)","(21.0, 42.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:34.453619,"(2.3, 2.72, 2.681923076923077)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:35.689432,"(2.3, 2.7, 2.695945945945946)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:36.870791,"(2.3, 2.7, 2.6910256410256412)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:38.112581,"(2.3, 2.7, 2.6676190476190476)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:39.284423,"(2.3, 2.7, 2.6676190476190476)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:40.467102,"(2.3, 2.7, 2.6676190476190476)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.7478260869565214)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:41.661537,"(2.3, 2.7, 2.6676190476190476)","(8.0, 10.0, 9.96)","(3.2, 3.8, 3.55835734870317)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:42.944036,"(2.3, 2.7, 2.67319587628866)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.5564759036144578)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:44.190917,"(2.3, 2.7, 2.67319587628866)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.556515151515151)","(5.5, 8.4, 8.121428571428572)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:45.438992,"(2.3, 2.7, 2.67319587628866)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.556515151515151)","(5.5, 8.4, 8.25)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:46.539237,"(2.3, 2.7, 2.6232)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.556515151515151)","(5.5, 8.4, 8.25)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 55.0)","(31.0, 120.0, 77.77777777777777)"
07-01-2023 12:09:47.671012,"(2.3, 2.7, 2.614666666666667)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.5582692307692305)","(5.5, 8.4, 8.25)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 60.0, 49.0)","(31.0, 120.0, 88.0)"
07-01-2023 12:09:48.800721,"(2.3, 2.7, 2.614666666666667)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.5582692307692305)","(5.5, 8.4, 8.25)","(14.0, 24.0, 22.8)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 84.61538461538461)"
07-01-2023 12:09:50.086952,"(2.3, 2.7, 2.614666666666667)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.5582692307692305)","(5.5, 8.4, 8.25)","(14.0, 24.0, 23.142857142857142)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 84.61538461538461)"
07-01-2023 12:09:51.290992,"(2.3, 2.7, 2.6582608695652175)","(8.0, 10.0, 9.96)","(3.2, 3.6, 3.5582692307692305)","(5.5, 8.4, 8.25)","(14.0, 24.0, 23.142857142857142)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 73.33333333333333)"
07-01-2023 12:09:52.451460,"(2.3, 2.7, 2.6550000000000002)","(8.0, 10.5, 10.273913043478261)","(3.2, 3.6, 3.5582692307692305)","(5.5, 8.4, 8.25)","(14.0, 24.0, 23.142857142857142)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 73.33333333333333)"
07-01-2023 12:09:53.657366,"(2.3, 2.7, 2.6550000000000002)","(8.0, 10.5, 10.273913043478261)","(3.2, 3.6, 3.558333333333333)","(5.5, 8.4, 8.25)","(14.0, 24.0, 23.454545454545453)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 73.33333333333333)"
07-01-2023 12:09:54.981074,"(2.3, 2.7, 2.6550000000000002)","(8.0, 10.5, 10.273913043478261)","(3.2, 3.6, 3.558333333333333)","(5.5, 8.4, 8.25)","(14.0, 24.0, 23.454545454545453)","(26.0, 30.0, 29.705882352941178)","(21.0, 55.0, 45.0)","(31.0, 110.0, 73.33333333333333)"
