,Orlandos Gift,Kyvalley Surfergirl,Irene Rose,Our Spitfire Nz,Great Fantasy Nz,Winsome Ruby,Meet Michaelangelo,Lovelorn,My Bad Habits,Farbio,Scenic Sky,Super Angus
07-01-2023 18:57:20.523325,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.4, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(18.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 170.0, 136.66666666666666)","(5.5, 6.4, 5.733333333333333)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:22.063474,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.4, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(18.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 160.0, 136.66666666666669)","(5.5, 6.4, 5.733333333333333)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:23.576955,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.4, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(18.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 150.0, 120.0)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:25.005609,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 150.0, 120.0)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:26.380164,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 150.0, 120.0)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:27.768102,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.033333333333333)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 47.5)","(101.0, 150.0, 119.16666666666667)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:29.224915,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.311111111111111)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 140.0, 113.33333333333334)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:30.587868,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.311111111111111)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 113.33333333333334)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:31.983087,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.311111111111111)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.5, 6.4, 5.96)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:33.377214,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.2625)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.5, 6.4, 5.359999999999999)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:34.856721,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.2625)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.5, 6.4, 5.842857142857143)","(5.5, 10.5, 10.216666666666667)","(101.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:36.398697,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.7, 5.1125)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 6.2, 5.7)","(6.0, 10.5, 10.216666666666667)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:37.843648,"(12.0, 21.0, 19.8)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.3, 5.1125)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 6.2, 5.7)","(6.0, 10.5, 10.216666666666667)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:39.351021,"(12.0, 21.0, 17.666666666666668)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.3, 5.675000000000001)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 6.2, 6.3125)","(6.0, 10.5, 10.216666666666667)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:40.889096,"(12.0, 21.0, 17.666666666666668)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3375)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 105.45454545454545)","(5.0, 6.4, 6.842857142857143)","(6.0, 10.5, 9.65)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.98)"
07-01-2023 18:57:42.326982,"(12.0, 20.0, 19.0)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3375)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 105.45454545454545)","(5.0, 7.2, 6.842857142857143)","(6.0, 10.5, 9.6)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.4, 6.95)"
07-01-2023 18:57:43.727096,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3375)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 105.45454545454545)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.6)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.2, 6.909090909090909)"
07-01-2023 18:57:45.043437,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 105.45454545454545)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.2, 6.909090909090909)"
07-01-2023 18:57:46.485458,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.2, 6.714285714285714)"
07-01-2023 18:57:48.060797,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.714285714285714)"
07-01-2023 18:57:49.574067,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:51.037070,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:52.511927,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.533333333333333)","(6.0, 10.0, 9.166666666666666)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:53.942664,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 5.783333333333333)","(6.0, 10.0, 9.75)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:55.486428,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 9.5)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:56.967058,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.3)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.0, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:58.445841,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.9, 5.15)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:57:59.899490,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:58:01.332534,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:58:02.800497,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 106.0)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:58:04.360269,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:58:05.874352,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.68)"
07-01-2023 18:58:07.361956,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 7.0, 6.657142857142857)"
07-01-2023 18:58:08.811469,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 6.8, 6.657142857142857)"
07-01-2023 18:58:10.362219,"(12.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(41.0, 55.0, 45.0)","(101.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.0, 10.5, 10.285714285714285)","(91.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.0, 6.8, 6.657142857142857)"
07-01-2023 18:58:11.849458,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.8, 6.28)"
07-01-2023 18:58:13.347242,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.071428571428571)","(4.6, 5.4, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.6, 6.282051282051282)"
07-01-2023 18:58:14.758879,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.833333333333334)","(4.6, 5.4, 5.1866666666666665)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.427272727272728)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.6, 6.282051282051282)"
07-01-2023 18:58:16.250280,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.833333333333334)","(4.6, 5.4, 5.233333333333333)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.584615384615384)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.6, 6.282051282051282)"
07-01-2023 18:58:17.744244,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.833333333333334)","(4.6, 5.4, 5.233333333333333)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.128571428571429)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.6, 6.282051282051282)"
07-01-2023 18:58:19.188856,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.833333333333334)","(4.6, 5.4, 5.233333333333333)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 45.0)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.033333333333333)","(6.5, 10.5, 10.285714285714285)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.666666666666668)","(5.5, 6.6, 6.282051282051282)"
07-01-2023 18:58:20.669278,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.833333333333334)","(4.6, 5.4, 5.233333333333333)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 50.75)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.5)","(6.5, 10.5, 9.55)","(81.0, 110.0, 103.75)","(18.0, 32.0, 28.0)","(5.5, 6.6, 6.235294117647059)"
07-01-2023 18:58:22.161226,"(13.0, 20.0, 17.22222222222222)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 55.0, 48.5)","(91.0, 130.0, 111.53846153846155)","(5.0, 7.2, 6.15)","(6.5, 10.5, 9.72)","(81.0, 110.0, 103.75)","(18.0, 32.0, 26.5)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:23.658415,"(13.0, 19.0, 16.03846153846154)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 50.0, 46.4)","(91.0, 130.0, 115.88235294117646)","(5.0, 6.4, 6.2)","(6.5, 10.0, 9.142857142857144)","(81.0, 110.0, 86.66666666666667)","(18.0, 32.0, 26.5)","(5.5, 6.6, 6.273684210526316)"
07-01-2023 18:58:25.100918,"(13.0, 18.5, 16.03846153846154)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 50.0, 45.5)","(91.0, 130.0, 115.88235294117646)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 100.0, 81.66666666666667)","(18.0, 32.0, 26.5)","(5.5, 6.6, 6.273684210526316)"
07-01-2023 18:58:26.595106,"(13.0, 18.5, 16.03846153846154)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 50.0, 43.0)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 95.0, 81.66666666666667)","(18.0, 32.0, 26.5)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:27.981692,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 48.0, 39.666666666666664)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 95.0, 81.66666666666667)","(18.0, 32.0, 26.5)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:29.406575,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 48.0, 44.18181818181818)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.0)","(81.0, 95.0, 81.25)","(18.0, 32.0, 28.0)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:30.917932,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 48.0, 41.38461538461539)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 90.0, 81.25)","(18.0, 32.0, 23.666666666666664)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:32.399227,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.25)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 90.0, 81.25)","(18.0, 32.0, 24.25)","(5.5, 6.6, 6.266666666666667)"
07-01-2023 18:58:33.855636,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.4, 5.15)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.6)","(6.5, 10.0, 9.142857142857144)","(81.0, 90.0, 81.25)","(18.0, 29.0, 24.6)","(5.5, 6.6, 6.087804878048781)"
07-01-2023 18:58:35.278765,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.2, 5.15)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.745454545454546)","(6.5, 10.0, 9.085714285714287)","(81.0, 90.0, 81.25)","(18.0, 28.0, 23.666666666666664)","(5.5, 6.6, 6.087804878048781)"
07-01-2023 18:58:36.669589,"(13.0, 18.5, 16.1)","(10.0, 14.5, 13.75)","(4.6, 5.2, 5.15)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 9.8, 9.22857142857143)","(81.0, 90.0, 81.25)","(18.0, 27.0, 22.75)","(5.5, 6.6, 6.087804878048781)"
07-01-2023 18:58:38.168037,"(13.0, 17.0, 15.545454545454545)","(10.0, 14.5, 13.75)","(4.6, 5.2, 5.15)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(41.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 9.8, 9.75)","(81.0, 90.0, 81.25)","(18.0, 26.0, 21.071428571428573)","(5.5, 6.6, 6.087804878048781)"
07-01-2023 18:58:39.611464,"(13.0, 17.0, 15.428571428571429)","(10.0, 14.5, 13.75)","(4.6, 5.2, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 41.0)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.5, 9.5625)","(81.0, 90.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:41.053156,"(13.0, 17.0, 15.73076923076923)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 41.0)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.5, 9.5625)","(81.0, 85.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:42.613539,"(13.0, 17.0, 15.73076923076923)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 40.857142857142854)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.0, 9.6)","(81.0, 85.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:44.134354,"(13.0, 17.0, 15.73076923076923)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.109090909090909)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.0, 9.6)","(81.0, 85.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:45.627374,"(13.0, 17.0, 15.73076923076923)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.20625)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 41.714285714285715)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.0, 9.6)","(81.0, 85.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:47.157553,"(13.0, 17.0, 15.73076923076923)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.20625)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 40.857142857142854)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.0, 9.6)","(81.0, 85.0, 82.5)","(18.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
07-01-2023 18:58:48.809722,"(13.0, 17.0, 15.428571428571429)","(10.0, 14.5, 13.75)","(4.6, 5.3, 5.20625)","(6.0, 99999, 99990)","(15.0, 99999, 99990)","(31.0, 46.0, 42.72727272727273)","(91.0, 130.0, 122.0)","(5.0, 7.2, 6.800000000000001)","(6.5, 10.0, 9.77142857142857)","(81.0, 85.0, 81.25)","(17.0, 25.0, 21.071428571428573)","(5.5, 6.6, 6.211111111111111)"
