,Senorita Brooke,Purrfect Moon,Cinnamon Face,Miz Cali,How Bout Me,Aspen Wonder,Cranky Sheila,Trickskis Gold,Biogenic Babe
15-12-2022 14:10:19.986455,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 7.4, 6.257142857142857)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.0)","(17.0, 34.0, 19.2)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:21.333573,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 7.4, 5.640000000000001)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.0)","(17.0, 34.0, 19.2)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:22.707471,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 7.4, 5.640000000000001)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 732.9090909090909)","(17.0, 34.0, 19.2)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:24.080089,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 7.4, 6.4)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:25.415500,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 6.4)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:26.748101,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 6.4)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:28.094599,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 6.75)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:29.437030,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 6.333333333333333)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:30.770145,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 5.628571428571429)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:32.102841,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.2, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:33.372818,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.0, 6.32)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:34.632325,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.4000000000001)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:35.866358,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(4.6, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 602.0)","(17.0, 34.0, 18.142857142857142)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:37.130438,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:38.348868,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:39.641115,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:40.951722,"(11.0, 16.0, 13.8)","(5.5, 8.8, 8.333333333333334)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:42.303994,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:43.600822,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 34.0, 17.8125)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:44.949168,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.32)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 21.0)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:46.221222,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.32)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 21.0)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:47.482195,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 21.333333333333332)","(2.6, 2.76, 2.6155555555555554)"
15-12-2022 14:10:48.776395,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.38)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 24.25)","(2.6, 2.74, 2.5505263157894738)"
15-12-2022 14:10:50.056563,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.38)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 24.25)","(2.6, 2.74, 2.6100000000000003)"
15-12-2022 14:10:51.377530,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:52.704023,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 458.5)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:53.996550,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.32)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:55.315776,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.390000000000001)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.32)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 717.2)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:56.640186,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 7.425)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:57.958555,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 8.0, 6.107142857142858)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.6000000000000005)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:10:59.302642,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.266666666666667)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:00.615243,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.736000000000001)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.266666666666667)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:01.907519,"(11.0, 16.0, 13.8)","(5.5, 8.8, 7.76)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 5.9)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 24.25)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:03.192662,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.76)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 643.1428571428571)","(17.0, 32.0, 25.8)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:04.510806,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.76)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 314.6666666666667)","(17.0, 32.0, 25.8)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:05.856954,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.76)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 314.6666666666667)","(17.0, 32.0, 25.8)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:07.185761,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.76)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 25.8)","(2.6, 2.72, 2.6100000000000003)"
15-12-2022 14:11:08.664709,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.466666666666667)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:10.338435,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.466666666666667)","(5.5, 7.6, 6.586666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:12.050712,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.466666666666667)","(5.5, 7.6, 6.8)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:13.655376,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.466666666666667)","(5.5, 7.6, 6.8)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:15.137696,"(11.0, 16.0, 13.8)","(5.5, 8.6, 7.885714285714286)","(5.5, 7.6, 6.8)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 5.5)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:16.634174,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:18.183882,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:19.728723,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 314.6666666666667)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:21.500108,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:23.466259,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:25.188645,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.966666666666667)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:26.686479,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:28.162697,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.192307692307692)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:29.590577,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.885714285714286)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.664705882352941)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:30.981330,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.664705882352941)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:32.289419,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.664705882352941)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:33.622168,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 315.3333333333333)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:34.932442,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:36.276319,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:37.680779,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:39.126238,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:40.584207,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:41.997207,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:43.415347,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:44.805430,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:46.164600,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 6.3999999999999995)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 6.957142857142856)","(41.0, 340.0, 293.3333333333333)","(26.0, 890.0, 544.8)","(17.0, 32.0, 24.25)","(2.5, 2.72, 2.6100000000000003)"
15-12-2022 14:11:47.453209,"(11.0, 16.0, 13.8)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.6, 7.08)","(12.0, 18.0, 15.1875)","(5.0, 8.2, 7.375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 25.8)","(2.5, 2.72, 2.5771428571428574)"
15-12-2022 14:11:48.743174,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.381818181818182)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 25.8)","(2.5, 2.72, 2.64)"
15-12-2022 14:11:50.003929,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.381818181818182)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:51.326650,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:52.602964,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:53.882091,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:55.175900,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:56.457902,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.408695652173913)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:57.829883,"(11.0, 16.0, 13.5)","(5.5, 8.4, 7.4222222222222225)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:11:59.225981,"(11.0, 16.0, 13.5)","(5.5, 8.2, 7.410526315789474)","(5.5, 7.4, 6.525)","(12.0, 18.0, 15.1875)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:12:00.577448,"(11.0, 16.0, 13.5)","(5.5, 8.2, 7.410526315789474)","(5.5, 7.4, 6.525)","(12.0, 18.0, 18.583333333333332)","(5.0, 8.0, 6.4375)","(41.0, 340.0, 202.5)","(26.0, 890.0, 520.1428571428571)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.64)"
15-12-2022 14:12:01.916912,"(11.0, 16.0, 13.5)","(5.5, 8.2, 7.410526315789474)","(5.5, 7.4, 6.381818181818182)","(12.0, 19.5, 17.0)","(5.0, 8.0, 6.285714285714286)","(41.0, 340.0, 248.33333333333334)","(26.0, 890.0, 372.8)","(17.0, 32.0, 21.666666666666668)","(2.5, 2.7, 2.6550000000000002)"
