,Coastal Run,Tothemoonandback,Raging Lady,Sweet Honor,Hollywood Mistress,Mischievous Effort,Janero Rose,Seven Sisters,Palace Star,Speedy Gigi,Dazzling Mist,Lovely Linda
12-01-2023 08:37:00.715724,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:01.935300,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:03.184498,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:04.419184,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:05.642069,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:06.830421,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:08.013502,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:09.218839,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:10.415297,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:11.611555,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:12.796342,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:14.036649,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:15.238145,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:16.492469,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:17.726747,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:18.911807,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:20.101074,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:21.334498,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:22.605813,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:23.819966,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:24.989047,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:26.169878,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:27.372160,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:28.576565,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:29.752948,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:30.923217,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:32.163023,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:33.408507,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(10.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:34.600342,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:35.775592,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:36.984328,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:38.255045,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:39.475792,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:40.680434,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:41.884122,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:43.082280,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:44.282138,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:45.460017,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:46.598223,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:47.749636,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:48.914417,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:50.087921,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:51.229991,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:52.566961,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:53.815751,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:55.023577,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:56.386468,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:57.564112,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:58.842591,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:37:59.945561,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:38:01.092478,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:38:02.225608,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:38:03.415497,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:38:04.525358,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(21.0, 99999, 99990)"
12-01-2023 08:38:05.653227,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(20.0, 99999, 99990)"
12-01-2023 08:38:06.782527,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(20.0, 99999, 99990)"
12-01-2023 08:38:07.854076,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(20.0, 99999, 99990)"
12-01-2023 08:38:08.952536,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(20.0, 99999, 99990)"
12-01-2023 08:38:10.060031,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(20.0, 99999, 99990)"
12-01-2023 08:38:11.201999,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:12.353454,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:13.533098,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:14.729278,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:15.911355,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:17.067960,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:18.207063,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:19.386360,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:20.548286,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:21.805223,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:23.051265,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:24.275503,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:25.393204,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:26.511810,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
12-01-2023 08:38:27.652827,"(17.0, 99999, 99990)","(41.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(7.5, 99999, 99990)","(11.0, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(5.0, 99999, 99990)","(17.0, 99999, 99990)"
