,Buckle Up Eli,Black Danger,Nitro Harvey,Ticket To Tokyo,Buckle Up Adalyn,Hot Danger,Boys All Class
10-01-2023 13:39:00.536602,"(4.2, 6.8, 6.5)","(2.2, 2.52, 2.462105263157895)","(2.3, 2.76, 2.6375)","(51.0, 140.0, 130.0)","(31.0, 60.0, 47.07692307692308)","(20.0, 34.0, 28.666666666666668)","(61.0, 410.0, 280.0)"
10-01-2023 13:39:01.775645,"(4.2, 6.8, 6.363636363636363)","(2.2, 2.52, 2.45)","(2.3, 2.76, 2.6375)","(51.0, 140.0, 130.0)","(31.0, 60.0, 47.07692307692308)","(20.0, 34.0, 30.0)","(61.0, 410.0, 280.0)"
10-01-2023 13:39:02.908124,"(4.2, 6.8, 6.5)","(2.2, 2.52, 2.473333333333333)","(2.3, 2.74, 2.641818181818182)","(51.0, 140.0, 130.0)","(31.0, 60.0, 48.15384615384615)","(20.0, 34.0, 30.705882352941178)","(61.0, 410.0, 245.0)"
10-01-2023 13:39:04.059686,"(4.2, 6.8, 6.5)","(2.2, 2.52, 2.473333333333333)","(2.3, 2.74, 2.6350000000000002)","(51.0, 140.0, 130.0)","(31.0, 50.0, 45.09090909090909)","(20.0, 34.0, 30.705882352941178)","(61.0, 340.0, 245.0)"
10-01-2023 13:39:05.194966,"(4.2, 6.8, 6.2)","(2.2, 2.52, 2.4414285714285713)","(2.3, 2.74, 2.631111111111111)","(51.0, 140.0, 130.0)","(31.0, 50.0, 45.09090909090909)","(20.0, 34.0, 30.705882352941178)","(61.0, 340.0, 245.0)"
10-01-2023 13:39:06.236432,"(4.2, 6.8, 6.515789473684211)","(2.2, 2.52, 2.473333333333333)","(2.3, 2.74, 2.631111111111111)","(51.0, 140.0, 130.0)","(31.0, 50.0, 45.09090909090909)","(20.0, 34.0, 30.705882352941178)","(61.0, 340.0, 245.0)"
10-01-2023 13:39:07.279868,"(4.4, 6.8, 6.515789473684211)","(2.15, 2.52, 2.473333333333333)","(2.3, 2.74, 2.631111111111111)","(51.0, 140.0, 130.0)","(31.0, 50.0, 45.125)","(21.0, 34.0, 30.705882352941178)","(81.0, 340.0, 240.0)"
10-01-2023 13:39:08.295307,"(4.4, 6.8, 6.533333333333333)","(2.15, 2.52, 2.45)","(2.3, 2.74, 2.6910000000000003)","(51.0, 140.0, 130.0)","(31.0, 50.0, 45.125)","(21.0, 34.0, 30.705882352941178)","(81.0, 330.0, 240.0)"
10-01-2023 13:39:09.371847,"(4.4, 6.8, 6.631578947368421)","(2.15, 2.48, 2.457777777777778)","(2.3, 2.74, 2.6910000000000003)","(51.0, 140.0, 130.0)","(31.0, 46.0, 44.52173913043478)","(21.0, 32.0, 31.5)","(81.0, 330.0, 240.0)"
10-01-2023 13:39:10.457214,"(4.4, 6.8, 6.622222222222222)","(2.15, 2.48, 2.4657142857142857)","(2.3, 2.74, 2.71741935483871)","(51.0, 140.0, 130.0)","(31.0, 46.0, 44.52173913043478)","(21.0, 32.0, 31.5)","(81.0, 330.0, 240.0)"
10-01-2023 13:39:11.608511,"(4.4, 6.8, 6.622222222222222)","(2.15, 2.48, 2.457777777777778)","(2.3, 2.74, 2.6350000000000002)","(51.0, 140.0, 134.28571428571428)","(31.0, 46.0, 41.55555555555556)","(21.0, 32.0, 31.5)","(81.0, 330.0, 235.0)"
10-01-2023 13:39:12.749913,"(4.4, 6.8, 6.622222222222222)","(2.15, 2.48, 2.457777777777778)","(2.3, 2.74, 2.6350000000000002)","(51.0, 140.0, 134.28571428571428)","(31.0, 46.0, 41.55555555555556)","(21.0, 32.0, 31.5)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:13.901923,"(4.4, 6.8, 6.622222222222222)","(2.15, 2.48, 2.4657142857142857)","(2.3, 2.74, 2.6350000000000002)","(51.0, 140.0, 130.0)","(31.0, 46.0, 42.92307692307692)","(21.0, 32.0, 31.5)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:15.113032,"(4.4, 6.8, 6.622222222222222)","(2.15, 2.48, 2.4657142857142857)","(2.3, 2.74, 2.6933333333333334)","(51.0, 140.0, 134.28571428571428)","(31.0, 46.0, 42.666666666666664)","(21.0, 32.0, 31.444444444444443)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:16.179840,"(4.4, 6.8, 6.631578947368421)","(2.15, 2.54, 2.4828571428571427)","(2.3, 2.74, 2.6933333333333334)","(51.0, 140.0, 130.0)","(31.0, 46.0, 52.69230769230769)","(21.0, 32.0, 31.444444444444443)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:17.293798,"(4.4, 6.8, 6.631578947368421)","(2.15, 2.54, 2.456)","(2.3, 2.74, 2.6933333333333334)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 52.4)","(21.0, 32.0, 31.444444444444443)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:18.225759,"(4.4, 6.8, 6.631578947368421)","(2.15, 2.54, 2.484)","(2.3, 2.74, 2.6933333333333334)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 52.4)","(21.0, 32.0, 31.444444444444443)","(81.0, 330.0, 266.6666666666667)"
10-01-2023 13:39:19.310797,"(4.4, 6.6, 6.4799999999999995)","(2.15, 2.5, 2.48)","(2.3, 2.76, 2.71)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 32.0, 31.0)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:20.430970,"(4.4, 6.6, 6.5058823529411764)","(2.15, 2.5, 2.478666666666667)","(2.3, 2.76, 2.7133333333333334)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 32.0, 29.125)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:21.576470,"(4.4, 6.6, 6.5058823529411764)","(2.15, 2.5, 2.4451428571428573)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 30.0, 29.22222222222222)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:22.730766,"(4.4, 6.6, 6.46)","(2.15, 2.5, 2.4451428571428573)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 30.0, 29.22222222222222)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:23.930378,"(4.4, 6.6, 6.288888888888889)","(2.15, 2.5, 2.478666666666667)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 30.0, 29.22222222222222)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:25.064145,"(4.4, 6.6, 6.218181818181818)","(2.15, 2.54, 2.493333333333333)","(2.3, 2.78, 2.6911111111111112)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 50.666666666666664)","(21.0, 30.0, 29.22222222222222)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:26.210770,"(4.4, 6.6, 6.317647058823529)","(2.15, 2.54, 2.46258064516129)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.42857142857143)","(21.0, 30.0, 27.307692307692307)","(81.0, 410.0, 320.0)"
10-01-2023 13:39:27.333485,"(4.4, 6.6, 6.257142857142857)","(2.15, 2.54, 2.4780645161290322)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.42857142857143)","(19.0, 30.0, 27.307692307692307)","(81.0, 410.0, 266.6666666666667)"
10-01-2023 13:39:28.436730,"(4.4, 6.6, 6.2)","(2.15, 2.52, 2.495)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.42857142857143)","(19.0, 30.0, 27.5)","(81.0, 330.0, 260.0)"
10-01-2023 13:39:29.507136,"(4.4, 6.6, 6.2)","(2.15, 2.52, 2.495)","(2.3, 2.78, 2.6925)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.92307692307692)","(19.0, 29.0, 28.0)","(81.0, 320.0, 260.0)"
10-01-2023 13:39:30.796684,"(4.4, 6.6, 6.317647058823529)","(2.15, 2.52, 2.484)","(2.3, 2.78, 2.691764705882353)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.0)","(19.0, 29.0, 27.5)","(81.0, 320.0, 260.0)"
10-01-2023 13:39:32.032212,"(4.4, 6.6, 6.2)","(2.15, 2.52, 2.484)","(2.3, 2.78, 2.691764705882353)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.0)","(19.0, 29.0, 27.5)","(81.0, 320.0, 230.0)"
10-01-2023 13:39:33.244893,"(4.4, 6.6, 6.15)","(2.15, 2.52, 2.49)","(2.3, 2.78, 2.691764705882353)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.0)","(19.0, 29.0, 28.25)","(81.0, 320.0, 235.0)"
10-01-2023 13:39:34.444219,"(4.4, 6.4, 6.211764705882353)","(2.15, 2.52, 2.49)","(2.3, 2.78, 2.72)","(51.0, 140.0, 128.9655172413793)","(31.0, 55.0, 49.0)","(19.0, 30.0, 27.375)","(81.0, 320.0, 162.30769230769232)"
10-01-2023 13:39:35.759033,"(4.4, 6.4, 6.153846153846154)","(2.15, 2.52, 2.488)","(2.3, 2.78, 2.708888888888889)","(51.0, 140.0, 124.76190476190476)","(31.0, 55.0, 46.333333333333336)","(19.0, 30.0, 25.666666666666668)","(81.0, 310.0, 196.31578947368422)"
10-01-2023 13:39:37.035892,"(4.4, 6.4, 6.1647058823529415)","(2.15, 2.52, 2.506666666666667)","(2.3, 2.78, 2.749090909090909)","(51.0, 140.0, 124.76190476190476)","(31.0, 55.0, 45.25)","(19.0, 27.0, 24.6)","(81.0, 310.0, 281.1111111111111)"
10-01-2023 13:39:38.345038,"(4.4, 6.4, 6.15)","(2.15, 2.52, 2.506666666666667)","(2.3, 2.82, 2.748)","(51.0, 140.0, 130.58823529411765)","(31.0, 55.0, 45.25)","(19.0, 27.0, 25.2)","(81.0, 300.0, 278.75)"
10-01-2023 13:39:40.082583,"(4.4, 6.4, 6.15)","(2.15, 2.52, 2.49)","(2.3, 2.82, 2.7773684210526315)","(51.0, 140.0, 124.76190476190476)","(31.0, 55.0, 47.2)","(19.0, 26.0, 23.53846153846154)","(81.0, 300.0, 278.75)"
10-01-2023 13:39:41.255090,"(4.4, 6.4, 6.025)","(2.15, 2.52, 2.492)","(2.3, 2.82, 2.76)","(51.0, 140.0, 124.76190476190476)","(31.0, 55.0, 47.2)","(19.0, 27.0, 24.352941176470587)","(81.0, 300.0, 278.75)"
10-01-2023 13:39:42.448749,"(4.4, 6.4, 6.188235294117647)","(2.15, 2.54, 2.5533333333333332)","(2.3, 2.78, 2.7439999999999998)","(51.0, 140.0, 124.76190476190476)","(31.0, 55.0, 47.333333333333336)","(19.0, 27.0, 24.352941176470587)","(81.0, 300.0, 192.22222222222223)"
10-01-2023 13:39:43.647651,"(4.4, 6.4, 6.109090909090909)","(2.15, 2.56, 2.54)","(2.3, 2.76, 2.712)","(51.0, 140.0, 124.76190476190476)","(31.0, 50.0, 43.77777777777778)","(19.0, 27.0, 24.5)","(81.0, 290.0, 186.0)"
10-01-2023 13:39:44.826423,"(4.4, 6.2, 6.046153846153846)","(2.15, 2.56, 2.525714285714286)","(2.3, 2.72, 2.712)","(51.0, 140.0, 125.45454545454545)","(31.0, 50.0, 44.90909090909091)","(19.0, 27.0, 24.5)","(81.0, 290.0, 190.95238095238096)"
10-01-2023 13:39:46.073286,"(4.4, 6.2, 6.088888888888889)","(2.15, 2.58, 2.5553846153846154)","(2.3, 2.74, 2.728)","(51.0, 140.0, 124.76190476190476)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 290.0, 263.33333333333337)"
10-01-2023 13:39:47.255434,"(4.4, 6.2, 6.088888888888889)","(2.15, 2.58, 2.5733333333333333)","(2.3, 2.74, 2.7333333333333334)","(51.0, 140.0, 124.76190476190476)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 280.0, 263.33333333333337)"
10-01-2023 13:39:48.372127,"(4.4, 6.2, 6.042105263157895)","(2.15, 2.6, 2.5733333333333333)","(2.3, 2.74, 2.7333333333333334)","(51.0, 140.0, 124.76190476190476)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 280.0, 263.33333333333337)"
10-01-2023 13:39:49.499715,"(4.4, 6.2, 6.0636363636363635)","(2.15, 2.62, 2.6161904761904764)","(2.3, 2.7, 2.685)","(51.0, 140.0, 124.0)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 280.0, 263.33333333333337)"
10-01-2023 13:39:50.607985,"(4.4, 6.2, 6.0636363636363635)","(2.15, 2.64, 2.5700000000000003)","(2.3, 2.7, 2.685)","(51.0, 140.0, 124.0)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 280.0, 216.15384615384616)"
10-01-2023 13:39:51.736763,"(4.4, 6.2, 6.0636363636363635)","(2.15, 2.64, 2.577777777777778)","(2.3, 2.68, 2.6733333333333333)","(51.0, 140.0, 124.0)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 270.0, 216.15384615384616)"
10-01-2023 13:39:52.887251,"(4.4, 6.2, 6.069565217391305)","(2.15, 2.62, 2.584)","(2.3, 2.7, 2.668888888888889)","(51.0, 140.0, 124.0)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.5)","(81.0, 270.0, 216.15384615384616)"
10-01-2023 13:39:54.082140,"(4.4, 6.2, 6.069565217391305)","(2.15, 2.58, 2.5447058823529414)","(2.3, 2.7, 2.68)","(51.0, 140.0, 124.0)","(31.0, 50.0, 46.23529411764706)","(19.0, 27.0, 24.647058823529413)","(81.0, 270.0, 200.0)"
10-01-2023 13:39:55.201137,"(4.4, 6.4, 6.125806451612903)","(2.15, 2.58, 2.524)","(2.3, 2.7, 2.6893333333333334)","(51.0, 140.0, 125.0)","(31.0, 50.0, 45.63636363636363)","(19.0, 27.0, 25.0)","(81.0, 260.0, 249.16666666666669)"
10-01-2023 13:39:56.399391,"(4.4, 6.4, 6.171428571428572)","(2.15, 2.54, 2.5285714285714285)","(2.3, 2.7, 2.6750000000000003)","(51.0, 140.0, 125.0)","(31.0, 50.0, 45.63636363636363)","(19.0, 27.0, 25.125)","(81.0, 260.0, 249.16666666666669)"
10-01-2023 13:39:57.570528,"(4.4, 6.4, 6.171428571428572)","(2.15, 2.54, 2.5285714285714285)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 45.63636363636363)","(19.0, 27.0, 24.5)","(81.0, 260.0, 249.16666666666669)"
10-01-2023 13:39:58.666273,"(4.4, 6.4, 6.171428571428572)","(2.15, 2.54, 2.5285714285714285)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 45.63636363636363)","(19.0, 27.0, 24.5)","(81.0, 260.0, 240.0)"
10-01-2023 13:39:59.761747,"(4.4, 6.4, 6.177777777777778)","(2.15, 2.54, 2.5210526315789474)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 45.63636363636363)","(19.0, 27.0, 24.5)","(81.0, 250.0, 240.0)"
10-01-2023 13:40:00.904514,"(4.4, 6.4, 6.177777777777778)","(2.15, 2.54, 2.5210526315789474)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 46.30769230769231)","(19.0, 27.0, 25.235294117647058)","(81.0, 250.0, 240.0)"
10-01-2023 13:40:02.071095,"(4.4, 6.4, 6.177777777777778)","(2.15, 2.54, 2.5210526315789474)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 48.285714285714285)","(19.0, 27.0, 25.285714285714285)","(81.0, 250.0, 230.83333333333331)"
10-01-2023 13:40:03.218093,"(4.4, 6.4, 6.177777777777778)","(2.15, 2.56, 2.548)","(2.3, 2.68, 2.672)","(51.0, 140.0, 125.0)","(31.0, 50.0, 48.61538461538461)","(19.0, 27.0, 25.285714285714285)","(81.0, 240.0, 230.83333333333331)"
10-01-2023 13:40:04.423448,"(4.4, 6.4, 6.22608695652174)","(2.15, 2.56, 2.546086956521739)","(2.3, 2.68, 2.636)","(51.0, 140.0, 135.0)","(31.0, 50.0, 48.09090909090909)","(19.0, 27.0, 26.11764705882353)","(81.0, 240.0, 230.0)"
10-01-2023 13:40:05.611931,"(4.4, 6.4, 6.328571428571429)","(2.15, 2.56, 2.546086956521739)","(2.3, 2.66, 2.636)","(51.0, 140.0, 137.27272727272728)","(31.0, 50.0, 48.13333333333333)","(19.0, 27.0, 25.636363636363637)","(81.0, 240.0, 214.28571428571428)"
10-01-2023 13:40:06.774357,"(4.4, 6.8, 6.565853658536586)","(2.15, 2.56, 2.544761904761905)","(2.3, 2.64, 2.605)","(51.0, 140.0, 135.0)","(31.0, 50.0, 53.333333333333336)","(19.0, 27.0, 24.857142857142858)","(81.0, 240.0, 214.28571428571428)"
10-01-2023 13:40:07.909471,"(4.4, 6.8, 6.594285714285714)","(2.15, 2.56, 2.5481481481481483)","(2.3, 2.64, 2.6033333333333335)","(51.0, 140.0, 137.27272727272728)","(31.0, 70.0, 58.82352941176471)","(19.0, 27.0, 25.75)","(81.0, 240.0, 214.28571428571428)"
10-01-2023 13:40:09.014711,"(4.4, 6.8, 6.594285714285714)","(2.15, 2.56, 2.5485714285714285)","(2.3, 2.62, 2.6100000000000003)","(51.0, 140.0, 137.27272727272728)","(31.0, 65.0, 56.81818181818182)","(19.0, 27.0, 25.75)","(81.0, 240.0, 207.14285714285714)"
10-01-2023 13:40:10.175434,"(4.4, 6.8, 6.7081081081081075)","(2.15, 2.56, 2.5448275862068965)","(2.3, 2.62, 2.606666666666667)","(51.0, 140.0, 135.0)","(31.0, 65.0, 56.81818181818182)","(19.0, 27.0, 25.636363636363637)","(81.0, 230.0, 207.14285714285714)"
10-01-2023 13:40:11.329619,"(4.4, 7.0, 6.870967741935484)","(2.15, 2.56, 2.5416666666666665)","(2.3, 2.62, 2.609375)","(51.0, 140.0, 135.0)","(31.0, 65.0, 59.0)","(19.0, 27.0, 26.0625)","(81.0, 230.0, 207.14285714285714)"
10-01-2023 13:40:12.505209,"(4.4, 7.0, 6.870967741935484)","(2.15, 2.52, 2.5175)","(2.3, 2.62, 2.5904761904761906)","(51.0, 140.0, 137.27272727272728)","(31.0, 65.0, 59.0)","(19.0, 27.0, 25.5)","(81.0, 230.0, 207.14285714285714)"
10-01-2023 13:40:13.678876,"(4.4, 7.0, 6.870967741935484)","(2.15, 2.52, 2.5175)","(2.3, 2.6, 2.5957142857142856)","(51.0, 140.0, 135.0)","(31.0, 65.0, 57.0)","(19.0, 27.0, 26.11764705882353)","(81.0, 230.0, 208.33333333333331)"
10-01-2023 13:40:14.854601,"(4.4, 7.0, 6.870967741935484)","(2.15, 2.52, 2.5175)","(2.3, 2.62, 2.606315789473684)","(51.0, 140.0, 135.0)","(31.0, 65.0, 57.0)","(19.0, 27.0, 25.95)","(81.0, 220.0, 206.0)"
10-01-2023 13:40:15.991989,"(4.4, 7.0, 6.9)","(2.15, 2.52, 2.5175)","(2.25, 2.64, 2.606315789473684)","(51.0, 140.0, 137.27272727272728)","(31.0, 65.0, 59.0)","(19.0, 27.0, 26.192307692307693)","(81.0, 220.0, 200.0)"
10-01-2023 13:40:17.171215,"(4.4, 7.0, 6.923076923076923)","(2.15, 2.52, 2.5166666666666666)","(2.25, 2.64, 2.610588235294118)","(51.0, 140.0, 137.27272727272728)","(31.0, 65.0, 59.0)","(19.0, 27.0, 26.526315789473685)","(81.0, 220.0, 210.0)"
10-01-2023 13:40:18.286525,"(4.4, 7.0, 6.923076923076923)","(2.15, 2.52, 2.512)","(2.25, 2.62, 2.610588235294118)","(51.0, 140.0, 135.0)","(31.0, 65.0, 57.0)","(19.0, 27.0, 26.526315789473685)","(81.0, 270.0, 204.44444444444446)"
10-01-2023 13:40:19.407226,"(4.4, 7.0, 6.931034482758621)","(2.15, 2.52, 2.51)","(2.25, 2.62, 2.615555555555556)","(51.0, 140.0, 137.27272727272728)","(31.0, 65.0, 45.09090909090909)","(19.0, 27.0, 26.419354838709676)","(81.0, 210.0, 205.83333333333334)"
10-01-2023 13:40:20.489048,"(4.4, 7.0, 6.933333333333334)","(2.15, 2.52, 2.511304347826087)","(2.25, 2.62, 2.615555555555556)","(51.0, 140.0, 137.27272727272728)","(31.0, 50.0, 47.42857142857143)","(19.0, 27.0, 26.4375)","(81.0, 210.0, 204.44444444444446)"
10-01-2023 13:40:21.597383,"(4.4, 7.0, 6.977777777777778)","(2.15, 2.52, 2.511304347826087)","(2.25, 2.64, 2.6100000000000003)","(51.0, 140.0, 135.0)","(31.0, 48.0, 47.333333333333336)","(18.0, 27.0, 25.88888888888889)","(81.0, 210.0, 200.0)"
10-01-2023 13:40:22.760065,"(4.4, 7.2, 7.005714285714285)","(2.15, 2.52, 2.511304347826087)","(2.25, 2.64, 2.6100000000000003)","(51.0, 140.0, 135.71428571428572)","(31.0, 48.0, 47.53846153846154)","(18.0, 27.0, 25.88888888888889)","(81.0, 210.0, 200.0)"
10-01-2023 13:40:23.912876,"(4.4, 7.2, 7.005714285714285)","(2.15, 2.52, 2.5076923076923077)","(2.25, 2.64, 2.6125000000000003)","(51.0, 140.0, 137.77777777777777)","(31.0, 48.0, 47.53846153846154)","(18.0, 27.0, 22.0)","(81.0, 210.0, 192.0)"
10-01-2023 13:40:25.081183,"(4.8, 7.2, 7.1306666666666665)","(2.15, 2.52, 2.4909090909090907)","(2.25, 2.64, 2.6285714285714286)","(61.0, 140.0, 137.77777777777777)","(41.0, 48.0, 38.18181818181818)","(18.0, 26.0, 21.607142857142858)","(81.0, 200.0, 193.84615384615384)"
10-01-2023 13:40:26.269607,"(4.8, 7.2, 7.091764705882353)","(2.15, 2.52, 2.4911627906976745)","(2.25, 2.66, 2.6285714285714286)","(61.0, 140.0, 137.77777777777777)","(41.0, 40.0, 45.77777777777778)","(18.0, 25.0, 23.333333333333332)","(81.0, 200.0, 192.0)"
10-01-2023 13:40:27.423176,"(4.8, 7.2, 7.075)","(2.15, 2.52, 2.4835294117647058)","(2.25, 2.66, 2.6285714285714286)","(61.0, 140.0, 137.77777777777777)","(41.0, 48.0, 45.77777777777778)","(18.0, 24.0, 23.333333333333332)","(81.0, 200.0, 192.0)"
10-01-2023 13:40:28.536097,"(4.8, 7.2, 7.147826086956522)","(2.15, 2.52, 2.4918181818181817)","(2.25, 2.66, 2.6364285714285716)","(61.0, 140.0, 135.78947368421052)","(41.0, 42.0, 41.294117647058826)","(18.0, 24.0, 21.25)","(81.0, 200.0, 190.0)"
10-01-2023 13:40:29.713928,"(4.8, 7.2, 7.147826086956522)","(2.15, 2.52, 2.4918181818181817)","(2.25, 2.66, 2.6364285714285716)","(61.0, 140.0, 135.78947368421052)","(41.0, 42.0, 40.666666666666664)","(18.0, 24.0, 21.11111111111111)","(81.0, 200.0, 185.71428571428572)"
10-01-2023 13:40:30.819780,"(4.8, 7.2, 7.147826086956522)","(2.15, 2.52, 2.488205128205128)","(2.25, 2.66, 2.6364285714285716)","(61.0, 130.0, 128.33333333333334)","(41.0, 42.0, 40.666666666666664)","(18.0, 24.0, 21.11111111111111)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:31.993526,"(4.8, 7.4, 7.328571428571429)","(2.15, 2.46, 2.447142857142857)","(2.25, 2.7, 2.6633333333333336)","(61.0, 140.0, 116.0)","(41.0, 42.0, 40.8)","(18.0, 24.0, 21.878048780487806)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:33.190883,"(4.8, 7.4, 7.328571428571429)","(2.15, 2.46, 2.454285714285714)","(2.25, 2.7, 2.6750000000000003)","(61.0, 140.0, 116.0)","(41.0, 42.0, 39.86666666666667)","(18.0, 24.0, 21.951219512195124)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:34.363390,"(4.8, 7.4, 7.355555555555556)","(2.15, 2.46, 2.4210526315789473)","(2.25, 2.68, 2.6875)","(61.0, 140.0, 116.0)","(41.0, 40.0, 40.94736842105263)","(18.0, 24.0, 22.333333333333332)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:35.552701,"(4.8, 7.6, 7.514285714285714)","(2.15, 2.44, 2.4210526315789473)","(2.25, 2.7, 2.6875)","(61.0, 140.0, 116.0)","(41.0, 42.0, 40.8)","(18.0, 23.0, 20.733333333333334)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:36.741154,"(4.8, 7.6, 7.5249999999999995)","(2.15, 2.44, 2.408333333333333)","(2.25, 2.72, 2.706153846153846)","(61.0, 140.0, 132.5)","(41.0, 42.0, 40.8)","(18.0, 21.0, 20.91891891891892)","(81.0, 190.0, 186.0)"
10-01-2023 13:40:37.938894,"(4.8, 7.6, 7.466666666666667)","(2.15, 2.42, 2.4096296296296296)","(2.25, 2.74, 2.7136)","(61.0, 140.0, 132.5)","(41.0, 42.0, 40.8)","(18.0, 22.0, 20.85)","(81.0, 190.0, 186.0)"
10-01-2023 13:40:39.153657,"(4.8, 7.6, 7.466666666666667)","(2.15, 2.42, 2.4175757575757575)","(2.25, 2.74, 2.71375)","(61.0, 140.0, 130.0)","(41.0, 42.0, 39.86666666666667)","(18.0, 22.0, 20.5625)","(81.0, 190.0, 186.0)"
10-01-2023 13:40:40.399373,"(4.8, 7.6, 7.473684210526316)","(2.15, 2.42, 2.4226666666666667)","(2.25, 2.74, 2.701)","(61.0, 140.0, 130.58823529411765)","(41.0, 40.0, 39.86666666666667)","(18.0, 22.0, 20.363636363636363)","(81.0, 190.0, 180.0)"
10-01-2023 13:40:41.649234,"(4.8, 7.6, 7.466666666666667)","(2.15, 2.46, 2.441333333333333)","(2.25, 2.74, 2.718)","(61.0, 140.0, 130.58823529411765)","(41.0, 40.0, 40.666666666666664)","(18.0, 21.0, 20.363636363636363)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:43.027531,"(4.8, 7.6, 7.5)","(2.15, 2.44, 2.428695652173913)","(2.25, 2.74, 2.688888888888889)","(61.0, 140.0, 130.58823529411765)","(41.0, 42.0, 40.666666666666664)","(18.0, 21.0, 20.5)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:44.483704,"(4.8, 7.6, 7.5)","(2.15, 2.44, 2.4207407407407406)","(2.25, 2.72, 2.6954838709677422)","(61.0, 140.0, 130.58823529411765)","(41.0, 42.0, 40.666666666666664)","(18.0, 21.0, 20.41176470588235)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:45.677265,"(4.8, 7.6, 7.4799999999999995)","(2.15, 2.44, 2.4151724137931034)","(2.25, 2.72, 2.7323076923076925)","(61.0, 140.0, 130.58823529411765)","(41.0, 42.0, 40.666666666666664)","(18.0, 22.0, 20.258064516129032)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:46.938627,"(4.8, 7.6, 7.4799999999999995)","(2.15, 2.44, 2.378823529411765)","(2.25, 2.74, 2.738)","(61.0, 140.0, 130.58823529411765)","(31.0, 42.0, 40.666666666666664)","(18.0, 22.0, 20.258064516129032)","(81.0, 190.0, 185.71428571428572)"
10-01-2023 13:40:48.258478,"(4.8, 7.6, 7.495652173913043)","(2.15, 2.4, 2.34695652173913)","(2.25, 2.76, 2.7618181818181817)","(61.0, 140.0, 128.0)","(31.0, 42.0, 40.92307692307692)","(18.0, 22.0, 20.155555555555555)","(81.0, 190.0, 185.71428571428572)"
