,Festival Dancer,Saigon,Frumos,Orbital Express,Charity Spirit,Oh Golly Gosh
07-01-2023 13:37:22.182940,"(3.8, 4.5, 4.496243291592129)","(6.0, 6.8, 6.779245283018867)","(2.25, 2.56, 2.5402764976958525)","(17.0, 21.0, 20.6)","(8.5, 9.4, 9.327272727272728)","(13.0, 15.5, 14.675)"
07-01-2023 13:37:23.113064,"(3.8, 4.5, 4.492598967297763)","(6.0, 6.8, 6.769642857142857)","(2.25, 2.56, 2.5434749034749036)","(17.0, 21.0, 20.48148148148148)","(8.5, 9.4, 9.30537634408602)","(13.0, 15.5, 15.301020408163264)"
07-01-2023 13:37:24.198981,"(3.8, 4.5, 4.497902097902098)","(6.0, 6.8, 6.793877551020408)","(2.25, 2.56, 2.529848484848485)","(17.0, 21.0, 20.632653061224488)","(8.5, 9.4, 9.30537634408602)","(13.0, 15.5, 15.284530386740332)"
07-01-2023 13:37:25.238156,"(3.8, 4.5, 4.497902097902098)","(6.0, 6.8, 6.793877551020408)","(2.25, 2.56, 2.5385714285714287)","(17.0, 21.0, 20.403508771929825)","(8.5, 9.4, 9.303157894736842)","(13.0, 15.5, 14.93167701863354)"
07-01-2023 13:37:26.143032,"(3.8, 4.6, 4.51141975308642)","(6.0, 6.8, 6.755737704918032)","(2.25, 2.54, 2.5385714285714287)","(17.0, 21.0, 20.403508771929825)","(8.5, 9.4, 9.376744186046512)","(13.0, 15.0, 15.2109375)"
07-01-2023 13:37:27.209096,"(3.8, 4.6, 4.512847222222222)","(6.0, 6.8, 6.793877551020408)","(2.25, 2.52, 2.514508783344177)","(17.0, 21.0, 20.617021276595743)","(8.5, 9.6, 9.434482758620689)","(13.0, 15.5, 15.236702127659575)"
07-01-2023 13:37:28.215201,"(3.8, 4.6, 4.512847222222222)","(6.0, 6.8, 6.728571428571429)","(2.25, 2.52, 2.514508783344177)","(17.0, 21.0, 20.51219512195122)","(8.5, 9.6, 9.505882352941176)","(13.0, 15.5, 15.035714285714286)"
07-01-2023 13:37:29.149498,"(3.8, 4.6, 4.501520912547528)","(6.0, 6.6, 6.598484848484848)","(2.25, 2.52, 2.514551323434474)","(17.0, 21.0, 20.55)","(8.5, 9.6, 9.525581395348837)","(13.0, 15.5, 15.284530386740332)"
07-01-2023 13:37:30.146336,"(3.8, 4.6, 4.501869158878504)","(6.0, 6.8, 6.772960372960373)","(2.25, 2.52, 2.515399209486166)","(17.0, 21.0, 20.470588235294116)","(8.5, 9.6, 9.479411764705883)","(13.0, 15.5, 15.270588235294117)"
07-01-2023 13:37:31.037812,"(3.8, 4.6, 4.501869158878504)","(6.0, 6.8, 6.769473684210526)","(2.25, 2.52, 2.515478680611424)","(17.0, 21.0, 20.470588235294116)","(8.5, 9.6, 9.479411764705883)","(13.0, 15.5, 15.270588235294117)"
07-01-2023 13:37:31.981269,"(3.8, 4.6, 4.501869158878504)","(6.0, 6.8, 6.769473684210526)","(2.25, 2.52, 2.515478680611424)","(17.0, 21.0, 20.470588235294116)","(8.5, 9.6, 9.479411764705883)","(13.0, 15.5, 15.270588235294117)"
07-01-2023 13:37:32.981885,"(3.8, 4.6, 4.5)","(6.0, 6.8, 6.73763440860215)","(2.25, 2.52, 2.517021943573668)","(17.0, 21.0, 20.470588235294116)","(8.5, 9.6, 9.461016949152542)","(13.0, 15.5, 15.163934426229508)"
07-01-2023 13:37:34.039300,"(3.8, 4.5, 4.498807157057654)","(6.0, 6.8, 6.73315649867374)","(2.25, 2.52, 2.517672904800651)","(17.0, 21.0, 19.0)","(8.5, 9.6, 9.66984126984127)","(13.0, 15.5, 13.657039711191336)"
07-01-2023 13:37:35.025687,"(3.9, 4.6, 4.54059405940594)","(6.0, 6.8, 6.73315649867374)","(2.25, 2.52, 2.5190527256479)","(17.0, 19.0, 18.64423076923077)","(8.5, 9.8, 9.66984126984127)","(13.0, 14.0, 13.657039711191336)"
07-01-2023 13:37:36.012063,"(3.9, 4.6, 4.54059405940594)","(6.0, 6.8, 6.747252747252747)","(2.25, 2.54, 2.535700325732899)","(17.0, 21.0, 19.8)","(8.5, 9.8, 9.657894736842104)","(13.0, 14.0, 13.649446494464945)"
07-01-2023 13:37:36.952054,"(3.9, 4.6, 4.54142259414226)","(6.0, 6.8, 6.672413793103448)","(2.25, 2.54, 2.536042944785276)","(17.0, 21.0, 20.39189189189189)","(8.5, 9.8, 9.653012048192771)","(13.0, 14.0, 13.634)"
07-01-2023 13:37:38.001232,"(3.8, 4.6, 4.5581464872944695)","(6.0, 6.8, 6.609032258064516)","(2.25, 2.54, 2.532980769230769)","(17.0, 21.0, 19.81578947368421)","(8.5, 9.8, 9.653012048192771)","(13.0, 14.0, 13.634)"
07-01-2023 13:37:39.008886,"(3.8, 4.6, 4.555817378497791)","(6.0, 6.8, 6.609032258064516)","(2.25, 2.54, 2.5351006711409396)","(17.0, 21.0, 19.81578947368421)","(8.5, 9.8, 9.612307692307692)","(13.0, 14.0, 13.634)"
07-01-2023 13:37:40.019902,"(3.8, 4.6, 4.554819277108433)","(6.0, 6.8, 6.609032258064516)","(2.25, 2.54, 2.5351006711409396)","(17.0, 21.0, 19.636363636363637)","(8.5, 9.8, 9.612307692307692)","(13.0, 14.0, 13.634)"
07-01-2023 13:37:41.065078,"(3.8, 4.5, 4.498054474708171)","(6.0, 6.8, 6.624922118380062)","(2.25, 2.56, 2.544775413711584)","(17.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.578313253012048)","(12.0, 14.0, 13.634)"
07-01-2023 13:37:41.998263,"(3.8, 4.6, 4.549112426035503)","(6.0, 6.8, 6.624922118380062)","(2.25, 2.56, 2.544775413711584)","(17.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.585)","(12.0, 14.0, 13.939814814814815)"
07-01-2023 13:37:43.059614,"(3.8, 4.6, 4.548892171344165)","(6.0, 6.8, 6.624922118380062)","(2.25, 2.56, 2.556553846153846)","(17.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.795)","(12.0, 14.0, 13.951851851851853)"
07-01-2023 13:37:44.062809,"(3.8, 4.6, 4.541359773371105)","(6.0, 6.8, 6.624922118380062)","(2.25, 2.56, 2.5529113924050635)","(16.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.795)","(12.0, 14.0, 13.9765625)"
07-01-2023 13:37:44.926029,"(3.8, 4.6, 4.54863523573201)","(6.0, 6.8, 6.629629629629629)","(2.25, 2.54, 2.5265606361829027)","(16.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.795)","(12.0, 14.0, 13.9765625)"
07-01-2023 13:37:45.993125,"(3.8, 4.6, 4.5494712103407755)","(6.0, 6.8, 6.6410256410256405)","(2.25, 2.54, 2.5271238938053098)","(16.0, 21.0, 19.714285714285715)","(8.5, 9.8, 9.794444444444444)","(12.0, 14.0, 13.9765625)"
07-01-2023 13:37:47.040675,"(3.8, 4.5, 4.497678018575852)","(6.0, 6.8, 6.6410256410256405)","(2.25, 2.54, 2.5277987421383648)","(16.0, 21.0, 19.476190476190474)","(8.5, 9.8, 9.787500000000001)","(12.0, 14.0, 13.973451327433628)"
07-01-2023 13:37:48.067689,"(3.8, 4.5, 4.496749226006192)","(6.0, 6.8, 6.639325842696629)","(2.25, 2.56, 2.5593333333333335)","(16.0, 21.0, 19.157894736842106)","(8.5, 9.8, 9.787500000000001)","(12.0, 14.0, 13.973451327433628)"
07-01-2023 13:37:49.045329,"(3.8, 4.5, 4.496749226006192)","(6.0, 6.8, 6.620125786163522)","(2.25, 2.56, 2.5593333333333335)","(16.0, 21.0, 19.095238095238095)","(8.5, 9.8, 9.688235294117646)","(12.0, 14.0, 13.9625)"
07-01-2023 13:37:50.096299,"(3.8, 4.6, 4.532288401253918)","(6.0, 6.6, 6.575555555555555)","(2.25, 2.58, 2.561864406779661)","(16.0, 21.0, 17.875)","(8.5, 9.8, 9.80506329113924)","(12.0, 14.0, 14.263440860215054)"
07-01-2023 13:37:51.100346,"(3.8, 4.6, 4.526119402985074)","(6.0, 6.6, 6.594230769230769)","(2.25, 2.58, 2.566749226006192)","(16.0, 19.0, 17.875)","(8.5, 10.5, 9.752112676056338)","(12.0, 14.5, 14.238636363636363)"
07-01-2023 13:37:51.976449,"(3.8, 4.6, 4.576084407971864)","(6.0, 6.6, 6.593959731543624)","(2.25, 2.58, 2.564914675767918)","(16.0, 19.0, 18.0)","(8.5, 10.5, 9.752112676056338)","(12.0, 14.5, 14.238636363636363)"
07-01-2023 13:37:52.932847,"(3.8, 4.6, 4.578752642706131)","(6.0, 6.6, 6.552910052910053)","(2.25, 2.58, 2.5645993031358887)","(16.0, 19.0, 18.0)","(8.5, 10.5, 9.745945945945946)","(12.0, 14.5, 14.080357142857142)"
07-01-2023 13:37:53.999008,"(3.8, 4.6, 4.584282460136674)","(6.0, 6.6, 6.557923497267759)","(2.25, 2.58, 2.566726726726727)","(16.0, 18.5, 18.0)","(8.5, 10.5, 9.725581395348836)","(12.0, 14.5, 13.994117647058824)"
07-01-2023 13:37:55.036560,"(3.8, 4.6, 4.584987893462469)","(6.0, 6.6, 6.558787878787879)","(2.25, 2.58, 2.572947368421053)","(16.0, 20.0, 18.548387096774192)","(8.5, 10.5, 9.893333333333333)","(12.0, 14.5, 13.488372093023257)"
07-01-2023 13:37:56.035319,"(3.8, 4.6, 4.585194174757281)","(6.0, 6.6, 6.558787878787879)","(2.25, 2.6, 2.5852054794520547)","(16.0, 19.0, 18.2)","(8.5, 10.0, 9.9)","(12.0, 13.5, 13.489296636085626)"
07-01-2023 13:37:57.077971,"(3.8, 4.6, 4.582588235294117)","(6.0, 6.6, 6.543169398907104)","(2.25, 2.6, 2.591264367816092)","(16.0, 18.5, 17.82758620689655)","(8.5, 10.0, 9.95)","(12.0, 13.5, 13.489296636085626)"
07-01-2023 13:37:58.092585,"(3.8, 4.6, 4.578699551569507)","(6.0, 6.6, 6.543324250681199)","(2.25, 2.6, 2.591264367816092)","(16.0, 18.5, 17.82758620689655)","(8.5, 10.0, 9.92)","(12.0, 13.5, 13.489296636085626)"
07-01-2023 13:37:59.070227,"(3.9, 4.6, 4.58078250863061)","(6.0, 6.6, 6.542934782608696)","(2.3, 2.6, 2.590101596516691)","(16.0, 18.5, 17.82758620689655)","(8.5, 10.5, 9.952727272727273)","(12.0, 13.5, 13.82687338501292)"
07-01-2023 13:38:00.032296,"(3.9, 4.6, 4.554573170731707)","(6.0, 6.6, 6.532828282828283)","(2.3, 2.6, 2.582952380952381)","(16.0, 18.5, 18.428571428571427)","(8.5, 10.5, 9.976842105263158)","(12.0, 14.0, 13.851063829787234)"
07-01-2023 13:38:00.982019,"(3.9, 4.6, 4.561092150170648)","(6.0, 6.6, 6.541397849462365)","(2.3, 2.6, 2.575326086956522)","(16.0, 19.5, 17.2)","(8.5, 10.5, 9.846666666666668)","(12.0, 14.0, 13.4983922829582)"
07-01-2023 13:38:01.925880,"(3.9, 4.6, 4.550530035335689)","(6.0, 6.8, 6.62625)","(2.3, 2.58, 2.5786440677966103)","(16.0, 18.0, 17.083333333333332)","(8.5, 10.5, 9.94)","(12.0, 13.5, 13.51388888888889)"
07-01-2023 13:38:02.996542,"(3.9, 4.6, 4.5562499999999995)","(6.0, 6.8, 6.62625)","(2.3, 2.58, 2.577886178861789)","(16.0, 17.0, 16.5625)","(8.5, 10.0, 9.889583333333334)","(12.0, 14.0, 13.514084507042254)"
07-01-2023 13:38:03.968841,"(3.9, 4.6, 4.566172839506173)","(6.0, 6.8, 6.606338028169014)","(2.3, 2.58, 2.5777391304347828)","(16.0, 17.0, 16.568181818181817)","(8.5, 10.0, 9.89247311827957)","(12.0, 14.0, 13.522058823529411)"
07-01-2023 13:38:04.934586,"(3.9, 4.6, 4.5375)","(6.0, 6.8, 6.610309278350516)","(2.3, 2.58, 2.577876857749469)","(16.0, 17.0, 18.715686274509803)","(8.5, 10.0, 9.86111111111111)","(12.0, 14.0, 13.889830508474576)"
07-01-2023 13:38:05.982793,"(3.8, 4.6, 4.537959183673469)","(6.0, 6.8, 6.588387096774194)","(2.3, 2.6, 2.58735524256651)","(16.0, 19.5, 18.4)","(8.5, 10.0, 9.793333333333333)","(12.0, 14.0, 13.896825396825397)"
07-01-2023 13:38:06.904546,"(3.8, 4.6, 4.547945205479452)","(6.0, 6.8, 6.605521472392638)","(2.3, 2.6, 2.58735524256651)","(16.0, 19.0, 18.4)","(8.5, 10.0, 9.827450980392157)","(12.0, 14.5, 13.916666666666666)"
07-01-2023 13:38:07.878965,"(3.8, 4.6, 4.561323155216285)","(6.0, 6.6, 6.5717948717948715)","(2.3, 2.6, 2.5882215743440233)","(16.0, 19.0, 18.25)","(8.5, 10.0, 9.733333333333333)","(12.0, 14.0, 13.954545454545455)"
07-01-2023 13:38:08.880083,"(3.8, 4.6, 4.552654867256637)","(6.0, 6.6, 6.510743801652892)","(2.25, 2.6, 2.587051282051282)","(16.0, 18.0, 17.333333333333332)","(8.5, 10.0, 9.738095238095239)","(12.0, 14.0, 13.883333333333333)"
07-01-2023 13:38:09.914181,"(3.8, 4.6, 4.537152777777778)","(6.0, 6.8, 6.611019283746556)","(2.25, 2.58, 2.581538461538462)","(16.0, 17.5, 18.11111111111111)","(8.5, 9.8, 9.73913043478261)","(12.0, 14.0, 13.930555555555555)"
07-01-2023 13:38:10.918022,"(3.8, 4.6, 4.533913043478261)","(6.0, 6.8, 6.468599033816425)","(2.25, 2.6, 2.5972679509632224)","(16.0, 19.0, 17.357142857142858)","(8.5, 10.0, 9.64)","(12.0, 14.0, 13.878048780487806)"
07-01-2023 13:38:11.833887,"(3.8, 4.6, 4.550147492625369)","(6.0, 6.8, 6.623136246786632)","(2.25, 2.58, 2.578786936236392)","(16.0, 17.5, 17.357142857142858)","(8.5, 9.8, 9.769426751592357)","(12.0, 14.0, 13.844444444444445)"
07-01-2023 13:38:12.843258,"(3.8, 4.6, 4.559042553191489)","(6.0, 6.8, 6.614698162729659)","(2.25, 2.6, 2.5818319169027384)","(16.0, 18.5, 18.5)","(8.5, 9.8, 9.75945945945946)","(12.0, 14.5, 13.873493975903614)"
07-01-2023 13:38:13.889803,"(3.8, 4.6, 4.568090452261306)","(6.0, 6.6, 6.413671444321941)","(2.25, 2.6, 2.582299084435402)","(16.0, 19.5, 18.727272727272727)","(8.5, 9.8, 9.583448275862068)","(12.0, 14.5, 13.829787234042554)"
07-01-2023 13:38:14.738133,"(3.9, 4.6, 4.573508353221957)","(6.0, 6.6, 6.413276231263383)","(2.3, 2.6, 2.581969365426696)","(16.0, 19.0, 18.727272727272727)","(8.5, 9.6, 9.583448275862068)","(12.0, 14.0, 13.829787234042554)"
07-01-2023 13:38:15.789859,"(3.9, 4.6, 4.570360110803324)","(6.0, 6.6, 6.405842696629214)","(2.3, 2.6, 2.584154302670623)","(16.0, 19.0, 18.272727272727273)","(8.5, 9.6, 9.589473684210526)","(12.0, 14.0, 13.942857142857143)"
07-01-2023 13:38:16.796947,"(3.9, 4.6, 4.570360110803324)","(6.0, 6.6, 6.405777777777778)","(2.3, 2.6, 2.5863)","(16.0, 19.0, 18.801169590643276)","(8.5, 9.6, 9.751219512195123)","(12.0, 14.0, 14.157657657657658)"
07-01-2023 13:38:17.755921,"(3.9, 4.6, 4.573198847262248)","(6.0, 6.6, 6.4121559633027525)","(2.3, 2.6, 2.5877404921700227)","(16.0, 19.0, 17.992805755395683)","(8.5, 9.8, 9.618181818181817)","(12.0, 14.5, 14.487179487179487)"
07-01-2023 13:38:18.793688,"(3.9, 4.6, 4.5881944444444445)","(6.0, 6.6, 6.405810055865922)","(2.3, 2.6, 2.583952483801296)","(16.0, 18.0, 17.496402877697843)","(8.5, 10.0, 9.625)","(12.0, 14.5, 14.483870967741936)"
07-01-2023 13:38:19.841445,"(3.9, 4.6, 4.581410256410257)","(6.0, 6.6, 6.404938271604939)","(2.3, 2.6, 2.583952483801296)","(16.0, 17.5, 17.496402877697843)","(8.5, 9.8, 9.625)","(12.0, 14.5, 14.261904761904763)"
07-01-2023 13:38:20.788393,"(3.8, 4.6, 4.579874213836478)","(6.0, 6.6, 6.409766454352442)","(2.3, 2.6, 2.5842402183803457)","(16.0, 18.0, 17.698019801980198)","(8.5, 9.6, 9.550375939849625)","(12.0, 14.5, 14.192982456140351)"
07-01-2023 13:38:21.760437,"(3.8, 4.6, 4.553135313531353)","(6.0, 6.6, 6.416281407035176)","(2.3, 2.6, 2.5834569732937687)","(16.0, 18.0, 17.69607843137255)","(8.5, 9.6, 9.550375939849625)","(12.0, 14.5, 14.192982456140351)"
07-01-2023 13:38:22.675460,"(3.8, 4.6, 4.531555555555555)","(6.0, 6.6, 6.41689259645464)","(2.3, 2.6, 2.583270817704426)","(16.0, 18.0, 17.69607843137255)","(8.5, 9.6, 9.550375939849625)","(12.0, 14.5, 14.25)"
07-01-2023 13:38:23.634501,"(3.9, 4.6, 4.5338582677165356)","(6.0, 6.6, 6.417021276595745)","(2.3, 2.6, 2.58201850294365)","(16.0, 18.0, 17.77777777777778)","(8.5, 9.6, 9.55151515151515)","(12.0, 14.5, 14.255813953488373)"
07-01-2023 13:38:24.609829,"(3.9, 4.6, 4.526959247648903)","(6.0, 6.6, 6.4166311300639665)","(2.3, 2.6, 2.582156334231806)","(16.0, 18.0, 17.785714285714285)","(8.5, 9.6, 9.579629629629629)","(12.0, 14.5, 14.35031847133758)"
07-01-2023 13:38:25.628230,"(3.9, 4.6, 4.5024390243902435)","(6.0, 6.6, 6.406674612634088)","(2.3, 2.6, 2.5780428704566636)","(16.0, 18.0, 17.785714285714285)","(8.5, 9.6, 9.580869565217391)","(12.0, 15.0, 14.260683760683762)"
07-01-2023 13:38:26.731971,"(3.8, 4.6, 4.543189755529686)","(6.0, 6.6, 6.406674612634088)","(2.3, 2.6, 2.5797349643221206)","(16.0, 18.0, 18.686046511627907)","(8.5, 9.6, 9.68)","(13.0, 14.5, 14.294642857142858)"
07-01-2023 13:38:27.752279,"(3.8, 4.5, 4.49983922829582)","(6.0, 6.6, 6.406674612634088)","(2.3, 2.6, 2.5797349643221206)","(16.0, 19.0, 18.785714285714285)","(8.5, 10.0, 9.984761904761905)","(13.0, 14.5, 14.294642857142858)"
07-01-2023 13:38:28.721790,"(3.8, 4.5, 4.49936)","(6.0, 6.6, 6.426696832579186)","(2.3, 2.6, 2.5819836639439906)","(16.0, 19.0, 18.785714285714285)","(8.5, 10.0, 9.948275862068966)","(13.0, 14.5, 14.271428571428572)"
07-01-2023 13:38:29.676835,"(3.8, 4.5, 4.49935379644588)","(6.0, 6.6, 6.428058361391695)","(2.3, 2.6, 2.5797894736842104)","(16.0, 19.0, 18.785714285714285)","(8.5, 10.0, 9.851851851851853)","(13.0, 14.5, 14.271428571428572)"
07-01-2023 13:38:30.609219,"(3.8, 4.5, 4.4919282511210765)","(6.0, 6.6, 6.425227043390515)","(2.3, 2.6, 2.581449275362319)","(16.0, 19.0, 18.962809917355372)","(8.5, 10.0, 9.851851851851853)","(13.0, 14.5, 14.271428571428572)"
07-01-2023 13:38:31.584239,"(3.8, 4.5, 4.491653786707882)","(6.0, 6.6, 6.425227043390515)","(2.3, 2.58, 2.5634726688102893)","(16.0, 19.0, 18.96564885496183)","(8.5, 10.0, 9.851851851851853)","(13.0, 14.5, 14.294117647058824)"
07-01-2023 13:38:32.656720,"(3.8, 4.5, 4.491653786707882)","(6.0, 6.6, 6.403846153846154)","(2.3, 2.58, 2.569952153110048)","(16.0, 19.0, 18.62037037037037)","(8.5, 10.0, 9.851851851851853)","(12.0, 15.0, 14.357142857142858)"
07-01-2023 13:38:33.585193,"(3.9, 4.5, 4.49191616766467)","(6.0, 6.6, 6.403846153846154)","(2.3, 2.56, 2.5572148541114057)","(16.0, 19.5, 18.62037037037037)","(8.5, 10.0, 9.851851851851853)","(12.0, 15.0, 14.44041450777202)"
07-01-2023 13:38:34.619680,"(3.9, 4.5, 4.49191616766467)","(6.0, 6.6, 6.403846153846154)","(2.3, 2.56, 2.559754601226994)","(16.0, 19.5, 18.644144144144143)","(8.5, 10.0, 9.86125)","(12.0, 15.0, 14.423664122137405)"
07-01-2023 13:38:35.733821,"(3.9, 4.5, 4.49191616766467)","(6.0, 6.6, 6.419883040935673)","(2.3, 2.56, 2.562361111111111)","(16.0, 19.5, 19.156934306569344)","(8.5, 10.5, 10.175829383886256)","(12.0, 14.5, 14.419354838709678)"
07-01-2023 13:38:36.645154,"(3.9, 4.6, 4.565272496831432)","(6.0, 6.4, 6.320207253886011)","(2.3, 2.58, 2.562361111111111)","(16.0, 19.5, 19.156934306569344)","(8.5, 10.5, 10.175829383886256)","(12.0, 14.5, 14.265100671140939)"
07-01-2023 13:38:37.545158,"(3.9, 4.6, 4.569243156199677)","(6.0, 6.4, 6.359285714285715)","(2.3, 2.56, 2.559937984496124)","(16.0, 19.5, 19.156934306569344)","(8.5, 10.0, 9.937735849056605)","(12.0, 14.5, 13.910071942446043)"
07-01-2023 13:38:38.534000,"(3.9, 4.6, 4.569243156199677)","(6.0, 6.4, 6.352475247524753)","(2.3, 2.58, 2.561885521885522)","(16.0, 19.5, 19.19724770642202)","(8.5, 10.0, 9.939076923076923)","(12.0, 14.0, 13.904580152671755)"
07-01-2023 13:38:39.543074,"(3.9, 4.6, 4.5709726443769)","(6.0, 6.4, 6.352631578947369)","(2.3, 2.56, 2.554090909090909)","(16.0, 19.5, 19.129213483146067)","(8.5, 10.0, 9.916981132075472)","(12.0, 14.0, 13.922360248447205)"
07-01-2023 13:38:40.535395,"(3.9, 4.6, 4.570660522273426)","(6.0, 6.4, 6.352631578947369)","(2.3, 2.56, 2.5262747778537253)","(16.0, 19.5, 19.129213483146067)","(8.5, 10.0, 9.92)","(12.0, 14.0, 13.922360248447205)"
07-01-2023 13:38:41.518070,"(3.9, 4.6, 4.574890510948904)","(6.0, 6.4, 6.350173010380623)","(2.3, 2.54, 2.5302569832402235)","(16.0, 19.5, 19.129213483146067)","(8.5, 10.0, 9.912280701754387)","(12.0, 14.0, 13.943609022556391)"
07-01-2023 13:38:42.561389,"(3.9, 4.6, 4.577127659574468)","(5.5, 6.4, 6.347292418772564)","(2.3, 2.54, 2.5307627118644067)","(16.0, 19.5, 19.129213483146067)","(8.5, 10.0, 9.936305732484076)","(12.0, 14.0, 13.938524590163935)"
07-01-2023 13:38:43.630365,"(3.9, 4.6, 4.5774869109947645)","(5.5, 6.4, 6.356473829201102)","(2.3, 2.54, 2.5327409638554217)","(16.0, 19.5, 19.107142857142858)","(8.5, 10.0, 9.906542056074766)","(12.0, 14.0, 13.938524590163935)"
07-01-2023 13:38:44.559412,"(3.9, 4.6, 4.552747252747253)","(5.5, 6.4, 6.376397515527951)","(2.3, 2.54, 2.5327190332326284)","(16.0, 19.5, 19.107142857142858)","(8.5, 10.0, 9.896774193548387)","(12.0, 14.0, 13.942148760330578)"
07-01-2023 13:38:45.561137,"(3.9, 4.6, 4.551474530831099)","(5.5, 6.6, 6.418666666666667)","(2.3, 2.54, 2.5302576687116565)","(16.0, 19.5, 19.107142857142858)","(8.5, 10.0, 9.893333333333333)","(12.0, 14.0, 13.938053097345133)"
07-01-2023 13:38:46.584290,"(3.9, 4.6, 4.551474530831099)","(5.5, 6.6, 6.207814407814408)","(2.3, 2.54, 2.529197278911565)","(16.0, 19.5, 19.107142857142858)","(8.5, 10.0, 9.893333333333333)","(12.0, 14.0, 13.938053097345133)"
07-01-2023 13:38:47.498186,"(3.9, 4.6, 4.530434782608696)","(5.5, 6.4, 6.376785714285715)","(2.3, 2.54, 2.5258291457286433)","(16.0, 19.5, 19.13736263736264)","(8.5, 10.0, 9.818750000000001)","(12.0, 14.0, 13.933962264150944)"
07-01-2023 13:38:48.529856,"(3.9, 4.6, 4.51860465116279)","(5.5, 6.4, 6.331531531531532)","(2.3, 2.54, 2.536408163265306)","(16.0, 19.5, 18.81958762886598)","(8.5, 10.5, 9.818750000000001)","(12.0, 14.0, 13.933962264150944)"
07-01-2023 13:38:49.568499,"(3.9, 4.6, 4.517454545454545)","(5.5, 6.4, 6.331531531531532)","(2.3, 2.54, 2.535169811320755)","(16.0, 19.5, 18.81958762886598)","(8.5, 10.5, 9.707216494845362)","(12.0, 14.0, 13.93859649122807)"
07-01-2023 13:38:50.525489,"(3.9, 4.6, 4.526689189189189)","(5.5, 6.4, 6.311627906976744)","(2.3, 2.54, 2.5362573099415204)","(16.0, 19.5, 18.81958762886598)","(8.5, 9.8, 9.79240506329114)","(12.0, 14.0, 13.93859649122807)"
07-01-2023 13:38:51.495630,"(3.9, 4.6, 4.533333333333333)","(5.5, 6.4, 6.311627906976744)","(2.3, 2.56, 2.547857142857143)","(16.0, 19.5, 18.81958762886598)","(8.5, 9.8, 9.908527131782947)","(12.0, 14.0, 13.933962264150944)"
07-01-2023 13:38:52.510678,"(3.9, 4.6, 4.5179245283018865)","(6.0, 6.4, 6.231111111111112)","(2.3, 2.56, 2.549924812030075)","(16.0, 19.5, 18.81958762886598)","(8.5, 10.5, 9.869421487603306)","(12.0, 14.0, 13.923913043478262)"
07-01-2023 13:38:53.476725,"(3.9, 4.6, 4.503333333333333)","(6.0, 6.4, 6.231111111111112)","(2.3, 2.56, 2.553012048192771)","(16.0, 19.5, 18.81958762886598)","(8.5, 10.5, 9.875)","(12.0, 14.0, 14.308441558441558)"
07-01-2023 13:38:54.469307,"(3.9, 4.6, 4.502127659574468)","(6.0, 6.4, 6.229787234042553)","(2.3, 2.56, 2.5495099818511795)","(16.0, 19.5, 18.758426966292134)","(8.5, 10.5, 9.877064220183486)","(12.0, 14.5, 14.093103448275862)"
07-01-2023 13:38:55.425779,"(3.9, 4.5, 4.495516304347826)","(5.5, 6.4, 6.231111111111112)","(2.3, 2.58, 2.55312)","(16.0, 19.5, 18.758426966292134)","(8.5, 10.5, 9.871186440677967)","(12.0, 14.5, 14.093103448275862)"
07-01-2023 13:38:56.391259,"(3.9, 4.6, 4.521645021645021)","(5.5, 6.4, 6.231111111111112)","(2.3, 2.58, 2.5674626865671644)","(16.0, 19.5, 19.196319018404907)","(8.5, 10.5, 9.885714285714286)","(12.0, 14.5, 14.069343065693431)"
07-01-2023 13:38:57.442119,"(3.9, 4.6, 4.543788819875776)","(5.5, 6.4, 6.260869565217392)","(2.3, 2.58, 2.5622727272727275)","(16.0, 19.0, 18.75226586102719)","(8.5, 10.5, 10.15)","(12.0, 14.5, 14.069343065693431)"
07-01-2023 13:38:58.424322,"(3.9, 4.5, 4.471278625954199)","(5.5, 6.4, 6.325581395348838)","(2.3, 2.58, 2.5622727272727275)","(16.0, 19.0, 18.75226586102719)","(8.5, 10.5, 10.15)","(12.0, 14.5, 13.923913043478262)"
07-01-2023 13:38:59.371400,"(3.9, 4.5, 4.4722323049001815)","(5.5, 6.6, 6.225233644859813)","(2.3, 2.58, 2.5625155666251556)","(16.0, 19.0, 18.75226586102719)","(8.5, 10.5, 10.15)","(12.0, 14.0, 13.871134020618557)"
07-01-2023 13:39:00.268212,"(3.9, 4.5, 4.4730945821854915)","(5.5, 6.6, 6.228110599078341)","(2.3, 2.58, 2.5609756097560976)","(16.0, 19.0, 18.742382271468145)","(8.5, 10.5, 9.860606060606061)","(12.0, 14.0, 13.934343434343434)"
07-01-2023 13:39:01.266257,"(3.9, 4.5, 4.4743947858473)","(5.5, 6.2, 6.197940797940798)","(2.3, 2.58, 2.5612269938650307)","(16.0, 19.0, 18.631147540983605)","(8.5, 9.6, 9.497619047619047)","(12.0, 14.0, 13.994444444444444)"
07-01-2023 13:39:02.294605,"(3.9, 4.5, 4.480329457364341)","(5.5, 6.6, 6.22934362934363)","(2.3, 2.58, 2.5587603305785125)","(16.0, 19.0, 18.615384615384617)","(8.5, 9.6, 9.473972602739726)","(12.0, 14.0, 13.99438202247191)"
