,Scotch Queen,Instant Gold,Free At Night,Showtime Joe,Drop Anchor,Sunshine Girl,Princess Waters,Hidden Radar
07-12-2022 19:48:32.046388,"(17.0, 26.0, 25.75)","(3.9, 5.1, 4.91875)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.695652173913043)","(21.0, 36.0, 35.125)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.963636363636363)","(10.0, 12.0, 10.973684210526315)"
07-12-2022 19:48:33.203823,"(17.0, 26.0, 25.75)","(3.9, 5.1, 4.91875)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.615384615384616)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 8.076923076923077)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:34.322151,"(17.0, 26.0, 24.5)","(3.9, 5.1, 4.91875)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.586666666666667)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.076923076923077)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:35.434946,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 4.91875)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.586666666666667)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.0)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:36.511928,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.006451612903226)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.586666666666667)","(21.0, 36.0, 34.5)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.011764705882353)","(10.0, 12.0, 11.129032258064516)"
07-12-2022 19:48:37.554774,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 35.125)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 11.021739130434783)"
07-12-2022 19:48:38.616082,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 35.36363636363636)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:39.701247,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:40.937019,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:42.107818,"(17.0, 26.0, 24.22222222222222)","(3.9, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 35.333333333333336)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.956521739130435)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:43.180212,"(17.0, 26.0, 24.22222222222222)","(4.0, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.5440000000000005)","(21.0, 36.0, 34.5)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:44.296061,"(17.0, 26.0, 24.22222222222222)","(4.0, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.8, 4.414285714285715)","(21.0, 36.0, 35.53333333333333)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 7.989473684210526)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:45.361007,"(17.0, 26.0, 24.22222222222222)","(4.0, 5.1, 5.012903225806451)","(2.9, 3.55, 3.4887755102040816)","(3.4, 4.7, 4.414285714285715)","(21.0, 36.0, 35.625)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.093333333333332)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:46.462719,"(17.0, 26.0, 24.22222222222222)","(4.0, 5.1, 5.012903225806451)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.6, 4.415384615384616)","(21.0, 36.0, 35.625)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.02)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:47.594395,"(17.0, 26.0, 24.22222222222222)","(4.0, 5.1, 5.01)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.6, 4.413333333333334)","(21.0, 36.0, 35.625)","(101.0, 730.0, 640.0)","(6.0, 8.2, 8.093333333333332)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:48.756746,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.01)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.6, 4.35)","(21.0, 36.0, 35.5)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 8.02)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:49.888930,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.01)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.366666666666667)","(21.0, 36.0, 35.5)","(101.0, 730.0, 8908.0)","(6.0, 8.2, 8.093333333333332)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:51.022825,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.029411764705882)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.366666666666667)","(21.0, 36.0, 35.625)","(101.0, 99998, 8364.166666666666)","(6.0, 8.2, 8.093333333333332)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:52.146723,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.029411764705882)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.35)","(21.0, 36.0, 35.625)","(101.0, 99998, 8364.166666666666)","(6.0, 8.2, 8.02)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:53.194090,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.029411764705882)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.366666666666667)","(21.0, 36.0, 34.5)","(101.0, 99998, 8364.166666666666)","(6.0, 8.2, 8.093333333333332)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:54.299630,"(17.0, 26.0, 23.91304347826087)","(4.0, 5.1, 5.029411764705882)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.379069767441861)","(21.0, 36.0, 35.53333333333333)","(101.0, 99998, 640.0)","(6.0, 8.2, 8.02)","(10.0, 12.0, 10.944444444444445)"
07-12-2022 19:48:55.392692,"(17.0, 26.0, 23.954545454545453)","(4.0, 5.1, 5.029411764705882)","(2.9, 3.55, 3.5016129032258063)","(3.4, 4.4, 4.2875)","(21.0, 36.0, 35.0)","(101.0, 730.0, 668.8888888888889)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:56.496195,"(17.0, 26.0, 23.77777777777778)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.55, 3.4954545454545456)","(3.4, 4.4, 4.386666666666667)","(21.0, 36.0, 35.5625)","(101.0, 730.0, 690.7142857142858)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:57.660861,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.55, 3.514102564102564)","(3.4, 4.4, 4.3875)","(21.0, 36.0, 35.0)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:58.729961,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.55, 3.514102564102564)","(3.4, 4.4, 4.3875)","(21.0, 36.0, 35.0)","(101.0, 730.0, 640.0)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:48:59.784351,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.55, 3.5157142857142856)","(3.4, 4.4, 4.386666666666667)","(21.0, 36.0, 35.68421052631579)","(101.0, 730.0, 624.0)","(6.0, 8.2, 7.9692307692307685)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:00.832297,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.65, 3.5537037037037034)","(3.4, 4.4, 4.304)","(21.0, 36.0, 37.714285714285715)","(101.0, 730.0, 624.0)","(6.0, 8.2, 7.9692307692307685)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:01.939087,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.65, 3.6026315789473684)","(3.4, 4.4, 4.292857142857143)","(21.0, 40.0, 38.31578947368421)","(101.0, 730.0, 624.0)","(6.0, 8.2, 7.949999999999999)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:03.114750,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.7, 3.6058823529411765)","(3.4, 4.4, 4.292857142857143)","(21.0, 40.0, 37.333333333333336)","(101.0, 730.0, 624.0)","(6.0, 8.2, 7.9692307692307685)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:04.280104,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.7, 3.6333333333333333)","(3.4, 4.4, 4.258823529411765)","(21.0, 40.0, 32.0)","(101.0, 730.0, 678.0)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:05.436430,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.7, 3.6333333333333333)","(3.4, 4.4, 4.258823529411765)","(21.0, 40.0, 32.0)","(101.0, 730.0, 686.6666666666667)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.875)"
07-12-2022 19:49:06.577055,"(17.0, 26.0, 23.724137931034484)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.6, 3.595180722891566)","(3.4, 4.4, 4.228571428571429)","(21.0, 40.0, 38.51851851851852)","(101.0, 730.0, 686.6666666666667)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:07.659664,"(17.0, 26.0, 24.181818181818183)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.6, 3.593103448275862)","(3.4, 4.4, 4.228571428571429)","(21.0, 40.0, 38.51851851851852)","(101.0, 730.0, 626.0)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:08.697528,"(17.0, 26.0, 24.181818181818183)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.6, 3.5990196078431373)","(3.4, 4.4, 4.273684210526316)","(21.0, 40.0, 38.18181818181818)","(101.0, 730.0, 655.7142857142858)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:09.788818,"(17.0, 26.0, 23.130434782608695)","(4.0, 5.1, 5.017857142857142)","(2.9, 3.65, 3.645833333333333)","(3.4, 4.4, 4.228571428571429)","(21.0, 40.0, 38.18181818181818)","(101.0, 730.0, 645.0)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:10.852273,"(17.0, 26.0, 23.12)","(4.0, 5.1, 4.985)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.25)","(21.0, 40.0, 37.77777777777778)","(101.0, 730.0, 666.25)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:11.948360,"(17.0, 26.0, 23.115384615384617)","(4.0, 5.1, 4.985)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.273684210526316)","(21.0, 40.0, 37.64705882352941)","(101.0, 730.0, 666.25)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:13.026156,"(17.0, 26.0, 23.115384615384617)","(4.0, 5.1, 4.985)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.273684210526316)","(21.0, 40.0, 37.64705882352941)","(101.0, 730.0, 657.1428571428571)","(6.0, 8.2, 7.976)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:14.131998,"(17.0, 26.0, 23.115384615384617)","(4.0, 5.1, 4.985)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.300000000000001)","(21.0, 40.0, 37.64705882352941)","(101.0, 730.0, 666.6666666666667)","(6.0, 8.2, 7.42)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:15.439396,"(17.0, 26.0, 23.115384615384617)","(4.0, 5.1, 4.916)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.2875000000000005)","(21.0, 40.0, 37.64705882352941)","(101.0, 730.0, 681.0)","(6.0, 7.8, 7.42)","(10.0, 12.0, 10.887096774193548)"
07-12-2022 19:49:16.466034,"(17.0, 26.0, 23.36842105263158)","(4.0, 5.1, 4.916)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.2875000000000005)","(21.0, 40.0, 36.36363636363636)","(101.0, 730.0, 681.0)","(6.0, 7.8, 7.426666666666667)","(10.0, 12.0, 10.98)"
07-12-2022 19:49:17.591680,"(17.0, 26.0, 23.24137931034483)","(4.0, 5.1, 4.916)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.2615384615384615)","(21.0, 40.0, 38.0)","(101.0, 730.0, 681.0)","(6.0, 7.8, 7.423529411764706)","(10.0, 12.0, 10.98)"
07-12-2022 19:49:18.698368,"(17.0, 26.0, 22.8)","(4.0, 5.2, 4.985714285714286)","(2.9, 3.65, 3.595833333333333)","(3.4, 4.4, 4.31)","(21.0, 40.0, 38.0)","(101.0, 730.0, 658.75)","(6.0, 7.8, 7.423529411764706)","(10.0, 12.0, 10.98)"
07-12-2022 19:49:19.742829,"(17.0, 26.0, 23.647058823529413)","(4.0, 5.2, 4.940909090909091)","(2.9, 3.6, 3.595833333333333)","(3.4, 4.4, 4.32)","(21.0, 40.0, 38.0)","(101.0, 730.0, 616.0)","(6.0, 7.8, 7.231578947368421)","(10.0, 12.0, 10.636363636363637)"
07-12-2022 19:49:20.842637,"(17.0, 26.0, 23.647058823529413)","(4.0, 5.2, 4.936)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 636.6666666666666)","(6.0, 7.8, 7.421052631578948)","(10.0, 12.0, 10.636363636363637)"
07-12-2022 19:49:22.129190,"(17.0, 26.0, 23.714285714285715)","(4.0, 5.2, 4.932142857142858)","(2.9, 3.65, 3.6346153846153846)","(3.4, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 661.25)","(6.0, 7.8, 7.231578947368421)","(10.0, 12.0, 10.630434782608695)"
07-12-2022 19:49:23.241140,"(17.0, 26.0, 23.714285714285715)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.65, 3.6346153846153846)","(3.5, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 620.0)","(6.5, 7.8, 7.421052631578948)","(9.0, 12.0, 10.6)"
07-12-2022 19:49:24.338342,"(17.0, 26.0, 23.714285714285715)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.65, 3.6346153846153846)","(3.5, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 661.25)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:25.420760,"(17.0, 26.0, 23.714285714285715)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.65, 3.6346153846153846)","(3.5, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 620.0)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:26.442392,"(17.0, 26.0, 23.714285714285715)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.682608695652174)","(3.5, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 624.0)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:27.443120,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6870967741935488)","(3.5, 4.4, 4.35)","(21.0, 40.0, 38.0)","(101.0, 730.0, 624.0)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:28.482903,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6870967741935488)","(3.5, 4.4, 4.3500000000000005)","(21.0, 40.0, 38.0)","(101.0, 730.0, 688.4615384615385)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:29.566856,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.696774193548387)","(3.5, 4.4, 4.233333333333333)","(21.0, 40.0, 38.0)","(101.0, 730.0, 688.4615384615385)","(6.5, 7.8, 7.421052631578948)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:30.651404,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6972222222222224)","(3.5, 4.4, 4.3100000000000005)","(21.0, 40.0, 38.0)","(101.0, 730.0, 713.4285714285714)","(6.5, 7.8, 7.628571428571428)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:31.712770,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6972222222222224)","(3.5, 4.4, 4.294117647058823)","(21.0, 40.0, 38.0)","(101.0, 730.0, 658.75)","(6.5, 7.8, 7.659999999999999)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:32.852426,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6972222222222224)","(3.5, 4.4, 4.275)","(21.0, 40.0, 38.0)","(101.0, 730.0, 636.6666666666666)","(6.5, 8.2, 7.63157894736842)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:33.930680,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6972222222222224)","(3.5, 4.4, 4.275)","(21.0, 40.0, 35.78947368421053)","(101.0, 730.0, 9016.1)","(6.5, 8.2, 7.457142857142857)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:35.211163,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.6972222222222224)","(3.5, 4.4, 4.218181818181819)","(21.0, 38.0, 36.4)","(101.0, 99998, 9016.1)","(6.5, 7.6, 7.4222222222222225)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:36.342408,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.7, 3.726)","(3.5, 4.4, 4.218181818181819)","(21.0, 38.0, 36.4)","(101.0, 99998, 8769.125)","(6.5, 7.6, 7.4222222222222225)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:37.449632,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.75, 3.734)","(3.5, 4.4, 4.218181818181819)","(21.0, 38.0, 36.4)","(101.0, 99998, 440.0)","(6.5, 7.6, 7.4222222222222225)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:38.675687,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 4.932142857142858)","(3.0, 3.75, 3.734)","(3.5, 4.4, 4.218181818181819)","(21.0, 38.0, 36.4)","(101.0, 510.0, 476.0)","(6.5, 7.6, 7.4222222222222225)","(9.0, 11.5, 10.6)"
07-12-2022 19:49:39.864860,"(17.0, 26.0, 23.473684210526315)","(4.2, 5.2, 5.0055555555555555)","(3.0, 3.75, 3.4049122807017542)","(3.5, 4.4, 4.34)","(21.0, 38.0, 36.5)","(101.0, 510.0, 484.6153846153846)","(6.5, 7.6, 7.8)","(9.0, 11.5, 11.055555555555555)"
07-12-2022 19:49:41.105244,"(17.0, 26.0, 23.23076923076923)","(4.2, 5.2, 5.0055555555555555)","(3.0, 3.5, 3.4048034934497817)","(3.5, 4.5, 4.011206896551724)","(21.0, 38.0, 44.0)","(101.0, 510.0, 584.7058823529412)","(6.5, 8.0, 7.968421052631578)","(9.0, 11.5, 11.413461538461538)"
07-12-2022 19:49:42.326977,"(17.0, 26.0, 24.305555555555557)","(4.2, 5.2, 5.02)","(3.0, 3.5, 3.408294930875576)","(3.5, 4.1, 4.008490566037736)","(21.0, 46.0, 41.0)","(101.0, 610.0, 584.7058823529412)","(6.5, 8.6, 8.1)","(9.0, 11.5, 11.051282051282051)"
07-12-2022 19:49:43.566942,"(17.0, 27.0, 25.032258064516128)","(4.2, 5.2, 5.02)","(3.0, 3.5, 3.4461538461538463)","(3.5, 4.1, 4.009230769230769)","(21.0, 46.0, 40.0)","(101.0, 610.0, 568.0)","(6.5, 8.4, 8.124137931034483)","(9.0, 12.0, 11.027027027027026)"
07-12-2022 19:49:44.705742,"(17.0, 27.0, 25.033333333333335)","(4.2, 5.3, 5.111111111111111)","(3.0, 3.45, 3.4461538461538463)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 42.0)","(101.0, 610.0, 568.0)","(6.5, 8.6, 8.092307692307692)","(9.0, 12.0, 11.027027027027026)"
07-12-2022 19:49:45.802499,"(17.0, 27.0, 25.033333333333335)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.5, 3.4477272727272728)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 42.285714285714285)","(101.0, 610.0, 540.0)","(6.5, 8.6, 8.092307692307692)","(9.0, 12.0, 10.714285714285714)"
07-12-2022 19:49:46.927138,"(17.0, 27.0, 25.033333333333335)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.45, 3.447368421052632)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 43.45454545454545)","(101.0, 590.0, 438.33333333333337)","(6.5, 8.6, 8.2)","(9.0, 12.0, 10.764705882352942)"
07-12-2022 19:49:48.129620,"(18.0, 27.0, 24.7012987012987)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.45, 3.49)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 43.0)","(101.0, 590.0, 438.33333333333337)","(6.5, 8.4, 8.0125)","(9.0, 12.0, 10.73076923076923)"
07-12-2022 19:49:49.306811,"(18.0, 27.0, 24.7012987012987)","(4.2, 5.3, 5.156)","(3.0, 3.5, 3.49)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 42.285714285714285)","(101.0, 590.0, 438.33333333333337)","(6.5, 8.6, 8.2)","(9.0, 12.0, 10.73076923076923)"
07-12-2022 19:49:50.458117,"(18.0, 27.0, 25.15625)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.5, 3.4947368421052634)","(3.5, 4.1, 4.009230769230769)","(21.0, 44.0, 43.45454545454545)","(101.0, 590.0, 257.5)","(6.5, 8.4, 8.2)","(9.0, 12.0, 11.116071428571429)"
07-12-2022 19:49:51.580208,"(18.0, 27.0, 25.15625)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.5, 3.4973684210526317)","(3.5, 4.1, 4.009375)","(21.0, 44.0, 43.0)","(101.0, 590.0, 423.75)","(6.5, 8.4, 8.1)","(9.0, 12.0, 10.923913043478262)"
07-12-2022 19:49:52.717184,"(18.0, 27.0, 26.24137931034483)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.55, 3.547142857142857)","(3.5, 4.1, 4.009375)","(21.0, 44.0, 43.07692307692308)","(101.0, 590.0, 460.0)","(6.5, 8.4, 8.25)","(9.0, 12.0, 10.744897959183673)"
07-12-2022 19:49:53.853731,"(18.0, 27.0, 25.34285714285714)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.55, 3.5272727272727273)","(3.5, 4.1, 4.000571428571429)","(21.0, 44.0, 43.333333333333336)","(101.0, 580.0, 538.1818181818182)","(6.5, 8.4, 8.25)","(9.0, 12.0, 10.959183673469388)"
07-12-2022 19:49:54.991132,"(18.0, 27.0, 25.294117647058822)","(4.2, 5.3, 5.136363636363636)","(3.0, 3.55, 3.5277777777777777)","(3.5, 4.1, 4.000571428571429)","(21.0, 44.0, 43.333333333333336)","(101.0, 570.0, 483.6363636363636)","(6.5, 8.4, 8.25)","(9.0, 12.0, 11.0)"
07-12-2022 19:49:56.092563,"(18.0, 27.0, 25.294117647058822)","(4.2, 5.3, 5.110526315789473)","(3.0, 3.55, 3.5277777777777777)","(3.5, 4.1, 4.000571428571429)","(21.0, 44.0, 43.05263157894737)","(101.0, 510.0, 483.6363636363636)","(6.5, 8.4, 7.9714285714285715)","(9.0, 12.0, 11.14)"
07-12-2022 19:49:57.160077,"(18.0, 27.0, 25.529411764705884)","(4.2, 5.3, 5.116666666666666)","(3.0, 3.55, 3.5405263157894735)","(3.5, 4.1, 3.9659898477157363)","(21.0, 44.0, 43.333333333333336)","(101.0, 510.0, 422.63157894736844)","(6.5, 8.0, 8.16)","(9.0, 11.5, 11.342105263157894)"
07-12-2022 19:49:58.200844,"(18.0, 27.0, 25.685714285714287)","(4.2, 5.3, 5.119999999999999)","(3.0, 3.55, 3.5428571428571427)","(3.5, 4.1, 3.9659898477157363)","(21.0, 44.0, 43.05263157894737)","(101.0, 570.0, 422.63157894736844)","(6.5, 8.4, 8.062068965517241)","(9.0, 11.5, 10.9)"
07-12-2022 19:49:59.301403,"(18.0, 27.0, 25.516129032258064)","(4.2, 5.3, 5.16)","(3.0, 3.65, 3.6285714285714286)","(3.5, 4.1, 4.000666666666667)","(21.0, 44.0, 43.05263157894737)","(101.0, 570.0, 422.63157894736844)","(6.5, 8.6, 8.26)","(9.0, 11.5, 10.9375)"
07-12-2022 19:50:00.367045,"(18.0, 27.0, 25.363636363636363)","(4.2, 5.3, 5.088888888888889)","(3.0, 3.7, 3.625)","(3.5, 4.1, 4.000666666666667)","(21.0, 44.0, 43.333333333333336)","(101.0, 570.0, 360.7692307692308)","(6.5, 8.4, 8.24)","(9.0, 11.0, 10.970149253731343)"
07-12-2022 19:50:01.479414,"(18.0, 30.0, 29.727272727272727)","(4.2, 5.3, 5.109999999999999)","(3.0, 3.65, 3.6166666666666667)","(3.5, 4.1, 4.000666666666667)","(21.0, 44.0, 43.333333333333336)","(101.0, 570.0, 400.0)","(6.5, 8.4, 7.91578947368421)","(9.0, 11.0, 10.931506849315069)"
07-12-2022 19:50:02.655039,"(18.0, 32.0, 31.492753623188406)","(4.2, 5.3, 5.107692307692307)","(3.0, 3.7, 3.634375)","(3.5, 4.1, 4.000671140939597)","(21.0, 44.0, 40.0)","(101.0, 570.0, 400.0)","(6.5, 8.0, 7.914285714285715)","(9.0, 11.0, 10.864197530864198)"
