,Itsallaboutjack,Imperial Snapper,Blowup,Heavenly Belle,Ruby Baby Nz,Glenn Ford Nz,Silver Lady Nz,Spirit King,Smooth Rolling
06-01-2023 17:01:51.464677,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:52.586989,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:53.801026,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:55.039218,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:56.297664,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:57.576474,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:01:58.861291,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 5.466666666666667)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:00.152350,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:01.402928,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:02.630352,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:03.838501,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:05.028811,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:06.271529,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.914285714285715)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:07.481281,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:08.764804,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:09.967297,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:11.185455,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:12.364983,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:13.564398,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:14.722653,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:15.861628,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:16.985997,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:18.140582,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:19.388659,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:20.558665,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:21.784199,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:23.034227,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:24.348368,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:25.607243,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:26.833222,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:28.074131,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:29.232173,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:30.384833,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:31.463387,"(6.0, 11.0, 7.25)","(41.0, 180.0, 77.14285714285714)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 30.0)"
06-01-2023 17:02:32.545144,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:33.645375,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:34.770228,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:36.034649,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:37.307231,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:38.513329,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 7.05)","(20.0, 60.0, 36.111111111111114)"
06-01-2023 17:02:39.700598,"(6.0, 11.0, 7.25)","(41.0, 180.0, 75.71428571428572)","(5.5, 10.0, 6.625)","(5.0, 10.0, 8.333333333333334)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 8.0, 6.9)","(20.0, 60.0, 42.33333333333333)"
06-01-2023 17:02:40.837689,"(6.0, 10.5, 7.5)","(41.0, 170.0, 102.0)","(5.5, 9.8, 6.933333333333334)","(5.0, 10.0, 7.0)","(6.0, 99999, 99990)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(4.2, 7.8, 6.9)","(20.0, 55.0, 42.33333333333333)"
