,Blonde Pop,Go Bailee Go,Carter Obrien,Obsessive Dreams,Shes All Style,Slick Soldier,Zipping Bryce,Helping Hands
11-01-2023 13:22:17.035339,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:18.165422,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:19.261207,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:20.284426,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:21.452322,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:22.735000,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:23.869040,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:24.956995,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:26.177385,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:27.380010,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:28.536109,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:29.636943,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:30.833938,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:32.054183,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:33.267748,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:34.460794,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:35.621785,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:36.753254,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:37.945861,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:39.188253,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 21.1)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 68.5)"
11-01-2023 13:22:40.384240,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:41.522910,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:42.733420,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:43.909761,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:45.100560,"(5.5, 9.6, 6.48)","(4.6, 8.4, 5.28)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:46.253831,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:47.477213,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:48.669089,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:49.873001,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:51.057281,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:52.242071,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:53.441908,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:54.664327,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:55.873606,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:57.015209,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:58.143764,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:22:59.316951,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:00.515695,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:01.677904,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:02.909037,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:04.317338,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:05.511719,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:06.766977,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:07.926953,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:09.058264,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:10.296102,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.640000000000001)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:11.494221,"(5.5, 9.6, 6.48)","(4.6, 8.4, 6.088888888888889)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.503703703703704)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:12.765409,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:13.970179,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:15.182250,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:16.436946,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:17.658973,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:18.858504,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 5.529411764705882)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:20.135763,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:21.391416,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 5.529411764705882)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:22.648734,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:23.844998,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:25.082572,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:26.420632,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:27.688414,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 6.6)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:28.871662,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 4.826666666666667)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
11-01-2023 13:23:30.085593,"(5.5, 9.6, 8.68235294117647)","(4.6, 8.4, 6.303448275862069)","(3.1, 4.3, 3.209090909090909)","(11.0, 22.0, 19.52)","(81.0, 610.0, 523.3333333333334)","(4.4, 9.4, 5.529411764705882)","(4.0, 7.4, 5.693333333333333)","(26.0, 110.0, 58.92307692307693)"
