,Poppy Bluey,Tralee Revenge,Johns Call,Telford,Willina Girl,Mulberry Man
04-01-2023 14:35:52.422691,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.61, 1.5510526315789475)","(11.0, 22.0, 15.333333333333334)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 100.66666666666666)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:53.535228,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.61, 1.5353333333333334)","(11.0, 22.0, 15.333333333333334)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 100.66666666666666)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:54.509071,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.61, 1.5353333333333334)","(11.0, 22.0, 15.333333333333334)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 95.6)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:55.462736,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.61, 1.5718181818181818)","(11.0, 22.0, 14.470588235294118)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 95.6)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:56.477584,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5753846153846154)","(11.0, 21.0, 16.333333333333332)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 95.6)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:57.512883,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.568695652173913)","(11.0, 21.0, 16.333333333333332)","(4.0, 6.2, 5.092307692307692)","(41.0, 130.0, 95.6)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:58.559509,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.568695652173913)","(11.0, 21.0, 15.0)","(4.0, 6.2, 5.24)","(41.0, 130.0, 105.42857142857143)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:35:59.608207,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.528888888888889)","(11.0, 19.5, 15.833333333333334)","(4.0, 6.2, 5.6)","(41.0, 130.0, 105.42857142857143)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:00.522244,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.528888888888889)","(11.0, 19.5, 14.6875)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:01.501754,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.528888888888889)","(11.0, 19.5, 14.6875)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:02.399658,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.528888888888889)","(11.0, 19.5, 14.6875)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:03.281055,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.528888888888889)","(11.0, 19.5, 14.6875)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:04.243872,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.576)","(11.0, 19.5, 14.6875)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:05.233457,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5242105263157895)","(11.0, 19.5, 14.833333333333334)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:06.230334,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 19.0, 14.833333333333334)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:07.467465,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 19.0, 14.5)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:08.405159,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 19.0, 14.5)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:09.336357,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 19.0, 14.5)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:10.299377,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 19.0, 14.5)","(4.0, 6.2, 5.6)","(41.0, 130.0, 72.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:11.351790,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5242105263157895)","(11.0, 19.0, 14.5)","(4.0, 6.2, 5.6)","(41.0, 130.0, 54.85714285714286)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:12.408074,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 19.0, 14.75)","(4.0, 6.2, 5.6)","(41.0, 120.0, 66.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:13.309778,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 110.0, 66.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:14.266070,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 110.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:15.302838,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:16.276095,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:17.325219,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:18.260043,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5336842105263158)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:19.247565,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5242105263157895)","(11.0, 18.5, 14.75)","(4.0, 6.2, 5.6)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:20.192883,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 24.0, 16.5)","(4.0, 6.2, 5.133333333333334)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:21.096680,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.6, 1.5452173913043479)","(11.0, 23.0, 15.5)","(4.0, 6.2, 5.044444444444445)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:22.108141,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5466666666666666)","(11.0, 23.0, 15.5)","(4.0, 6.2, 5.506666666666667)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:23.007342,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5325)","(11.0, 22.0, 16.666666666666668)","(4.0, 6.2, 5.506666666666667)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:23.913441,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5454838709677419)","(11.0, 22.0, 16.666666666666668)","(4.0, 6.2, 5.506666666666667)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:24.890497,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5454838709677419)","(11.0, 22.0, 16.666666666666668)","(4.0, 6.2, 5.506666666666667)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:25.874589,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5454838709677419)","(11.0, 22.0, 14.8)","(4.0, 6.2, 5.506666666666667)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:26.885749,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 21.0, 16.333333333333332)","(4.0, 6.2, 5.94)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:28.058358,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 21.0, 15.0)","(4.0, 6.2, 5.96)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:29.078864,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 20.0, 15.0)","(4.0, 6.2, 5.96)","(41.0, 100.0, 62.66666666666667)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:30.077355,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 20.0, 15.0)","(4.0, 6.2, 5.96)","(41.0, 100.0, 56.75)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:31.041434,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 20.0, 14.545454545454545)","(4.0, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:32.054511,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5424137931034483)","(11.0, 20.0, 14.545454545454545)","(4.0, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:33.185182,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5489285714285714)","(11.0, 20.0, 15.833333333333334)","(4.0, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:34.153681,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5420833333333335)","(11.0, 19.5, 15.833333333333334)","(4.2, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:35.120941,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5229166666666667)","(11.0, 20.0, 15.0)","(4.2, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:36.104434,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5229166666666667)","(11.0, 19.0, 14.833333333333334)","(4.2, 6.2, 6.050000000000001)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:37.159243,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5229166666666667)","(11.0, 19.0, 14.5)","(4.2, 6.2, 5.233333333333333)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:38.178475,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5407142857142857)","(11.0, 19.0, 14.5)","(4.2, 5.9, 5.233333333333333)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:39.196797,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5454838709677419)","(11.0, 19.0, 14.5)","(4.2, 5.9, 5.233333333333333)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:40.177132,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5454838709677419)","(11.0, 19.0, 14.5)","(4.2, 5.9, 5.233333333333333)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:41.087933,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5407142857142857)","(11.0, 19.0, 14.5)","(4.2, 5.9, 5.233333333333333)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:42.059823,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5316666666666667)","(11.0, 19.0, 15.0)","(4.2, 6.2, 5.811111111111111)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:42.993877,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5316666666666667)","(11.0, 18.5, 14.75)","(4.2, 6.2, 5.811111111111111)","(41.0, 95.0, 56.75)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:44.035218,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5316666666666667)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:45.002691,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5219444444444445)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:45.923910,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5407142857142857)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:46.928177,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5325)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:47.894971,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5325)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:48.925871,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5325)","(11.0, 18.5, 14.75)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:49.835111,"(5.0, 16.0, 15.833333333333334)","(1.55, 1.59, 1.5229166666666667)","(11.0, 22.0, 15.333333333333334)","(4.2, 6.2, 6.047826086956522)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:50.727878,"(5.0, 16.0, 14.333333333333334)","(1.55, 1.59, 1.5489285714285714)","(11.0, 22.0, 14.533333333333333)","(4.2, 6.2, 5.9)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:51.753618,"(5.0, 16.0, 15.166666666666666)","(1.55, 1.59, 1.5489285714285714)","(11.0, 21.0, 16.333333333333332)","(4.2, 6.2, 5.866666666666667)","(41.0, 95.0, 61.0)","(16.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:53.028051,"(5.0, 16.0, 15.166666666666666)","(1.55, 1.59, 1.5489285714285714)","(11.0, 21.0, 16.333333333333332)","(4.2, 6.2, 5.892307692307693)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:54.239620,"(5.0, 16.0, 15.166666666666666)","(1.55, 1.59, 1.5489285714285714)","(11.0, 21.0, 14.875)","(4.2, 6.2, 6.094736842105263)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:55.202852,"(5.0, 16.0, 15.375)","(1.55, 1.59, 1.5489285714285714)","(11.0, 21.0, 14.875)","(4.2, 6.2, 6.094736842105263)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:56.212392,"(5.0, 16.0, 15.375)","(1.55, 1.59, 1.5489285714285714)","(11.0, 21.0, 14.875)","(4.2, 6.2, 5.930769230769231)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:57.222088,"(5.0, 16.0, 15.375)","(1.55, 1.59, 1.5407142857142857)","(11.0, 21.0, 14.875)","(4.2, 6.2, 6.3)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:58.234763,"(5.0, 16.0, 15.375)","(1.55, 1.59, 1.5489285714285714)","(11.0, 20.0, 15.0)","(4.2, 6.8, 6.15)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:36:59.183426,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5542857142857143)","(11.0, 20.0, 15.0)","(4.2, 6.8, 6.15)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:37:00.163627,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 15.833333333333334)","(4.2, 6.2, 6.071052631578947)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:37:01.190931,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.5, 15.833333333333334)","(4.2, 6.2, 6.133333333333333)","(41.0, 95.0, 61.0)","(15.0, 36.0, 21.428571428571427)"
04-01-2023 14:37:02.147819,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.5, 15.833333333333334)","(4.2, 6.8, 6.133333333333333)","(41.0, 95.0, 74.6)","(15.0, 36.0, 22.77777777777778)"
04-01-2023 14:37:03.106670,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.5, 15.5)","(4.2, 6.8, 6.16)","(41.0, 95.0, 74.6)","(15.0, 36.0, 22.77777777777778)"
04-01-2023 14:37:04.027341,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.5, 15.5)","(4.2, 6.8, 6.16)","(41.0, 95.0, 74.6)","(15.0, 36.0, 30.333333333333336)"
04-01-2023 14:37:04.974089,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.5, 17.055555555555557)","(4.2, 6.8, 6.6875)","(41.0, 95.0, 74.6)","(15.0, 36.0, 25.5)"
04-01-2023 14:37:06.025122,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 16.1875)","(4.2, 6.8, 6.0)","(41.0, 95.0, 74.6)","(15.0, 36.0, 25.5)"
04-01-2023 14:37:07.252701,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.0, 16.75)","(4.2, 6.6, 6.221052631578948)","(41.0, 95.0, 74.6)","(15.0, 36.0, 30.75)"
04-01-2023 14:37:08.481488,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.0, 16.75)","(4.2, 6.6, 6.221052631578948)","(41.0, 95.0, 74.6)","(15.0, 36.0, 30.75)"
04-01-2023 14:37:09.340620,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.0, 16.75)","(4.2, 6.6, 6.221052631578948)","(41.0, 95.0, 74.6)","(15.0, 36.0, 30.75)"
04-01-2023 14:37:10.385866,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.0, 16.75)","(4.2, 6.6, 6.415384615384615)","(41.0, 95.0, 74.6)","(15.0, 36.0, 30.75)"
04-01-2023 14:37:11.474035,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.542)","(11.0, 19.0, 16.75)","(4.2, 6.6, 6.394285714285714)","(41.0, 95.0, 74.6)","(16.0, 36.0, 30.75)"
04-01-2023 14:37:12.577400,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5404166666666668)","(11.0, 19.0, 17.07142857142857)","(4.2, 6.6, 6.290625)","(41.0, 95.0, 74.6)","(16.0, 36.0, 30.75)"
04-01-2023 14:37:13.629698,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5483333333333333)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 74.6)","(16.0, 36.0, 30.75)"
04-01-2023 14:37:14.758756,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 74.6)","(16.0, 36.0, 30.75)"
04-01-2023 14:37:15.765028,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 80.42857142857143)","(16.0, 36.0, 27.0)"
04-01-2023 14:37:16.935774,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 74.6)","(16.0, 34.0, 29.333333333333336)"
04-01-2023 14:37:18.021973,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 75.4)","(16.0, 34.0, 23.555555555555557)"
04-01-2023 14:37:19.117910,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.279310344827587)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:20.147040,"(5.0, 16.0, 15.375)","(1.55, 1.58, 1.5454545454545454)","(11.0, 18.5, 17.07142857142857)","(4.2, 6.4, 6.610344827586207)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:21.182480,"(5.0, 16.0, 15.0)","(1.55, 1.58, 1.5483333333333333)","(11.0, 23.0, 15.5)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:22.166198,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 23.0, 15.5)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:23.158633,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 22.0, 17.333333333333332)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:24.188638,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 22.0, 15.583333333333334)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:25.180413,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 22.0, 15.583333333333334)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:26.259955,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 22.0, 15.583333333333334)","(4.2, 6.8, 6.525)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:27.323060,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 22.0, 16.0)","(4.2, 6.8, 6.677777777777778)","(41.0, 95.0, 81.0)","(16.0, 36.0, 30.4)"
04-01-2023 14:37:28.384933,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 21.0, 16.666666666666668)","(4.2, 6.8, 6.375)","(41.0, 95.0, 81.0)","(16.0, 36.0, 31.555555555555557)"
04-01-2023 14:37:29.535049,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 20.0, 16.666666666666668)","(4.2, 6.6, 6.375)","(41.0, 95.0, 81.0)","(16.0, 36.0, 29.454545454545453)"
04-01-2023 14:37:30.622463,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 20.0, 15.833333333333334)","(4.2, 6.6, 6.375)","(41.0, 95.0, 81.0)","(16.0, 36.0, 29.904761904761905)"
04-01-2023 14:37:31.818086,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 20.0, 15.833333333333334)","(4.2, 6.6, 6.375)","(41.0, 95.0, 62.33333333333333)","(16.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:32.844414,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 20.0, 15.833333333333334)","(4.2, 6.6, 6.375)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:33.844141,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 20.0, 15.833333333333334)","(4.2, 6.6, 6.375)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:34.906346,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5448148148148149)","(11.0, 20.0, 15.833333333333334)","(4.2, 6.6, 6.610344827586207)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:35.842972,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 17.714285714285715)","(4.2, 6.8, 6.610344827586207)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:37.085006,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 17.0)","(4.2, 6.8, 6.433333333333334)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 29.263157894736842)"
04-01-2023 14:37:38.074591,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 17.0)","(4.2, 6.8, 6.4526315789473685)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 26.0)"
04-01-2023 14:37:39.094816,"(5.0, 16.0, 15.285714285714286)","(1.55, 1.58, 1.5483333333333333)","(11.0, 19.5, 17.0)","(4.2, 6.8, 6.4526315789473685)","(41.0, 95.0, 62.33333333333333)","(15.0, 36.0, 26.0)"
