,Surprisingly Sweet,Dust Bunny,Lets Go Mo,Cosmological,Lilbitoglory,Mrs Bell,Ostellas Rose,Golden Phase,All That Magic
15-12-2022 11:08:36.983458,"(9.0, 13.0, 11.75)","(12.0, 16.5, 16.333333333333332)","(20.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.225000000000001)","(3.9, 7.8, 7.32)",,"(21.0, 50.0, 30.315789473684212)","(1.9, 2.04, 1.9657142857142857)"
15-12-2022 11:08:38.051644,"(9.0, 13.0, 10.857142857142858)","(12.0, 16.5, 16.333333333333332)","(21.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 10.5, 9.225000000000001)","(3.9, 7.8, 7.32)",,"(21.0, 50.0, 30.315789473684212)","(1.9, 2.04, 1.9657142857142857)"
15-12-2022 11:08:39.071504,"(9.0, 13.0, 11.522727272727273)","(12.0, 16.5, 16.3125)","(21.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 11.0, 10.368421052631579)","(3.9, 7.8, 7.2)",,"(21.0, 50.0, 30.315789473684212)","(1.9, 2.02, 1.98)"
15-12-2022 11:08:40.138823,"(9.0, 12.5, 11.833333333333334)","(12.0, 16.5, 16.3125)","(21.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 11.0, 9.941176470588236)","(3.9, 7.6, 7.3538461538461535)",,"(21.0, 48.0, 38.0)","(1.9, 2.02, 1.9815384615384615)"
15-12-2022 11:08:41.252295,"(9.0, 12.5, 11.833333333333334)","(12.0, 16.5, 16.3125)","(21.0, 42.0, 40.8)","(13.0, 19.5, 16.25)","(8.0, 11.0, 9.666666666666666)","(4.0, 7.6, 7.422222222222222)",,"(21.0, 48.0, 37.0)","(1.9, 2.0, 1.9538461538461538)"
15-12-2022 11:08:42.258811,"(9.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.923076923076923)","(21.0, 42.0, 40.8)","(13.0, 19.0, 16.0)","(8.0, 11.0, 9.666666666666666)","(4.0, 7.6, 7.309090909090909)",,"(21.0, 46.0, 37.0)","(1.9, 2.0, 1.9507692307692308)"
15-12-2022 11:08:43.261209,"(9.0, 12.5, 12.1)","(12.0, 16.5, 15.818181818181818)","(21.0, 42.0, 40.8)","(13.0, 19.0, 16.0)","(8.0, 11.0, 9.666666666666666)","(4.0, 7.6, 7.309090909090909)",,"(21.0, 46.0, 37.0)","(1.9, 1.99, 1.9507692307692308)"
15-12-2022 11:08:44.519360,"(9.0, 12.5, 12.264705882352942)","(12.0, 16.5, 15.818181818181818)","(21.0, 42.0, 35.333333333333336)","(13.0, 19.0, 16.0)","(8.0, 11.0, 9.666666666666666)","(4.0, 7.6, 7.178947368421053)",,"(21.0, 46.0, 37.0)","(1.9, 1.99, 1.94125)"
15-12-2022 11:08:46.168644,"(9.0, 12.5, 12.375)","(12.0, 16.5, 15.9)","(21.0, 42.0, 35.333333333333336)","(13.0, 19.0, 16.0)","(8.0, 11.0, 9.666666666666666)","(4.0, 7.4, 6.825806451612903)",,"(21.0, 46.0, 32.5)","(1.9, 1.98, 1.9415384615384614)"
15-12-2022 11:08:47.644726,"(9.0, 12.5, 12.375)","(12.0, 16.5, 15.9)","(21.0, 42.0, 35.333333333333336)","(13.0, 19.0, 14.714285714285714)","(8.0, 11.0, 9.375)","(4.0, 7.6, 6.509090909090909)",,"(21.0, 46.0, 32.5)","(1.85, 1.98, 1.9385185185185185)"
15-12-2022 11:08:49.294185,"(9.0, 12.5, 12.375)","(12.0, 16.5, 15.9)","(21.0, 42.0, 38.0)","(13.0, 19.0, 15.25)","(8.0, 11.0, 9.545454545454545)","(4.4, 7.6, 7.012903225806451)",,"(21.0, 46.0, 32.5)","(1.85, 1.97, 1.9297560975609755)"
15-12-2022 11:08:51.112919,"(9.0, 12.0, 11.5)","(12.0, 16.5, 15.9)","(21.0, 42.0, 38.0)","(13.0, 19.0, 15.666666666666666)","(8.0, 11.0, 9.545454545454545)","(4.4, 7.6, 7.022222222222222)",,"(21.0, 46.0, 32.5)","(1.85, 1.96, 1.924242424242424)"
15-12-2022 11:08:52.763146,"(9.0, 12.0, 11.875)","(12.0, 16.5, 16.392857142857142)","(21.0, 42.0, 38.0)","(13.0, 19.0, 15.25)","(8.0, 11.0, 10.242105263157894)","(4.4, 7.6, 6.625)",,"(21.0, 46.0, 32.5)","(1.85, 1.95, 1.9389189189189189)"
15-12-2022 11:08:55.135921,"(9.0, 12.0, 11.777777777777779)","(12.0, 16.5, 19.166666666666668)","(21.0, 42.0, 38.0)","(13.0, 19.0, 15.4)","(8.0, 11.0, 10.28)","(4.4, 7.2, 6.514285714285714)",,"(21.0, 70.0, 42.0)","(1.85, 1.94, 1.938095238095238)"
15-12-2022 11:08:56.506359,"(9.0, 12.0, 11.777777777777779)","(12.0, 21.0, 19.166666666666668)","(21.0, 42.0, 38.0)","(13.0, 19.0, 16.2)","(8.0, 11.0, 9.7)","(4.4, 7.2, 6.91764705882353)",,"(21.0, 70.0, 29.636363636363637)","(1.85, 1.94, 1.9388235294117646)"
15-12-2022 11:08:57.867743,"(9.0, 12.0, 11.777777777777779)","(12.0, 21.0, 20.214285714285715)","(21.0, 42.0, 38.0)","(13.0, 21.0, 16.2)","(8.0, 11.0, 9.375)","(4.4, 7.2, 6.8)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 1.94, 1.9388235294117646)"
15-12-2022 11:08:59.076869,"(9.0, 12.0, 11.666666666666666)","(12.0, 21.0, 20.214285714285715)","(21.0, 42.0, 36.85714285714286)","(13.0, 21.0, 17.57142857142857)","(8.0, 11.0, 9.7)","(4.4, 7.2, 6.4)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 1.94, 1.9264)"
15-12-2022 11:09:00.441838,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.214285714285715)","(21.0, 42.0, 36.85714285714286)","(13.0, 21.0, 16.2)","(8.0, 11.0, 9.7)","(4.4, 7.2, 7.1)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 1.94, 1.94125)"
15-12-2022 11:09:01.704449,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(21.0, 42.0, 36.85714285714286)","(13.0, 21.0, 16.2)","(8.0, 11.0, 9.266666666666667)","(4.4, 7.6, 6.727272727272727)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 1.97, 1.9655)"
15-12-2022 11:09:02.973167,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(21.0, 42.0, 36.85714285714286)","(13.0, 21.0, 16.2)","(8.0, 11.0, 9.428571428571429)","(4.4, 7.6, 7.207692307692308)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 2.0, 1.9655)"
15-12-2022 11:09:04.098426,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(21.0, 42.0, 35.42857142857143)","(13.0, 21.0, 16.2)","(8.0, 10.5, 9.25)","(4.4, 7.6, 6.96)",,"(21.0, 46.0, 29.636363636363637)","(1.85, 2.0, 1.968695652173913)"
15-12-2022 11:09:05.230105,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(21.0, 40.0, 27.555555555555557)","(13.0, 21.0, 16.2)","(8.0, 11.0, 9.25)","(4.4, 7.6, 7.094736842105263)",,"(21.0, 46.0, 30.571428571428573)","(1.85, 1.99, 1.975)"
15-12-2022 11:09:06.460107,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(20.0, 40.0, 30.666666666666664)","(12.0, 21.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.6, 7.035294117647059)",,"(21.0, 46.0, 36.0)","(1.85, 1.99, 1.9806666666666666)"
15-12-2022 11:09:07.634782,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(20.0, 40.0, 30.666666666666664)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.6, 6.9411764705882355)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.9844444444444445)"
15-12-2022 11:09:08.839001,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.2)","(20.0, 40.0, 30.666666666666664)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.6, 6.581818181818182)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.976046511627907)"
15-12-2022 11:09:10.124523,"(9.0, 11.5, 11.382352941176471)","(12.0, 21.0, 20.636363636363637)","(20.0, 40.0, 30.666666666666664)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.6, 7.145454545454546)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.9804761904761905)"
15-12-2022 11:09:11.188775,"(9.0, 13.0, 12.285714285714286)","(12.0, 21.0, 20.5)","(20.0, 40.0, 30.666666666666664)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.4, 7.145454545454546)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.9804761904761905)"
15-12-2022 11:09:12.272213,"(9.0, 13.0, 12.285714285714286)","(12.0, 21.0, 20.5)","(20.0, 40.0, 27.555555555555557)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.96125)"
15-12-2022 11:09:13.342405,"(9.0, 13.0, 12.285714285714286)","(12.0, 21.0, 20.5)","(20.0, 40.0, 27.555555555555557)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 36.0)","(1.85, 1.99, 1.96125)"
15-12-2022 11:09:14.566246,"(9.0, 13.0, 12.285714285714286)","(12.0, 21.0, 20.5)","(20.0, 40.0, 27.555555555555557)","(12.0, 20.0, 16.5)","(8.0, 11.0, 9.25)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 36.0)","(1.85, 2.02, 1.962)"
15-12-2022 11:09:15.693795,"(9.0, 13.5, 13.255813953488373)","(13.0, 21.0, 20.5)","(21.0, 40.0, 25.523809523809526)","(10.0, 19.5, 16.25)","(8.0, 10.5, 9.333333333333334)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 31.555555555555557)","(1.85, 2.02, 1.962)"
15-12-2022 11:09:16.722273,"(9.0, 13.5, 13.043478260869565)","(13.0, 21.0, 20.5)","(21.0, 40.0, 25.523809523809526)","(10.0, 19.5, 16.25)","(8.0, 10.5, 9.333333333333334)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 31.555555555555557)","(1.85, 2.02, 1.9884782608695653)"
15-12-2022 11:09:17.833978,"(8.5, 13.5, 12.75)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.0)","(10.0, 19.5, 15.4)","(7.5, 10.5, 9.333333333333334)","(4.6, 7.4, 6.933333333333334)",,"(21.0, 44.0, 36.0)","(1.85, 2.02, 1.9884782608695653)"
15-12-2022 11:09:18.984041,"(8.5, 13.5, 12.75)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.0)","(10.0, 19.0, 15.4)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.933333333333334)",,"(21.0, 44.0, 42.0)","(1.75, 2.02, 2.0218)"
15-12-2022 11:09:20.136686,"(8.5, 13.5, 12.333333333333334)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.0)","(10.0, 18.5, 16.7)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.933333333333334)",,"(21.0, 70.0, 42.0)","(1.75, 2.04, 2.0493333333333332)"
15-12-2022 11:09:21.187491,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.5)","(10.0, 18.5, 16.7)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.933333333333334)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.0493333333333332)"
15-12-2022 11:09:22.198277,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.0)","(10.0, 18.5, 16.7)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.933333333333334)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.05)"
15-12-2022 11:09:23.192842,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 32.0)","(10.0, 18.5, 16.7)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.933333333333334)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.153846153846154)"
15-12-2022 11:09:24.217649,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 7.145454545454546)",,"(21.0, 70.0, 42.0)","(1.75, 2.2, 2.081081081081081)"
15-12-2022 11:09:25.229578,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 7.109090909090909)",,"(21.0, 70.0, 42.0)","(1.75, 2.1, 2.081081081081081)"
15-12-2022 11:09:26.263964,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 7.066666666666666)",,"(21.0, 70.0, 42.0)","(1.75, 2.1, 2.084)"
15-12-2022 11:09:27.288635,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 7.066666666666666)",,"(21.0, 70.0, 42.0)","(1.75, 2.1, 2.084)"
15-12-2022 11:09:28.340435,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 7.066666666666666)",,"(21.0, 70.0, 42.0)","(1.75, 2.1, 2.044888888888889)"
15-12-2022 11:09:29.358613,"(8.5, 13.0, 12.5)","(13.0, 21.0, 20.5)","(21.0, 40.0, 35.714285714285715)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.333333333333334)","(4.8, 7.4, 6.911111111111111)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.044888888888889)"
15-12-2022 11:09:30.422173,"(8.5, 13.5, 12.333333333333334)","(13.0, 21.0, 20.5)","(21.0, 40.0, 36.888888888888886)","(10.0, 18.5, 17.681818181818183)","(7.5, 10.5, 9.23076923076923)","(4.8, 7.2, 6.911111111111111)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.044888888888889)"
15-12-2022 11:09:31.487083,"(8.5, 13.5, 12.214285714285714)","(13.0, 21.0, 20.5)","(21.0, 40.0, 36.888888888888886)","(10.0, 18.5, 18.375)","(7.5, 10.5, 9.23076923076923)","(4.8, 7.2, 6.911111111111111)",,"(21.0, 70.0, 42.0)","(1.75, 2.06, 2.044888888888889)"
15-12-2022 11:09:32.563738,"(8.5, 13.5, 11.382352941176471)","(13.0, 21.0, 20.5)","(21.0, 40.0, 36.5)","(10.0, 19.5, 18.375)","(7.5, 10.5, 9.23076923076923)","(4.8, 7.2, 6.911111111111111)",,"(21.0, 70.0, 44.8)","(1.75, 2.06, 2.044888888888889)"
15-12-2022 11:09:33.601931,"(8.5, 13.5, 11.382352941176471)","(13.0, 21.0, 20.5)","(21.0, 40.0, 36.5)","(10.0, 19.5, 17.5)","(7.5, 10.5, 14.5)","(4.8, 7.2, 7.8816326530612235)",,"(21.0, 70.0, 55.0)","(1.75, 2.06, 2.0124999999999997)"
15-12-2022 11:09:34.636422,"(8.5, 20.0, 16.266666666666666)","(13.0, 26.0, 17.9)","(21.0, 42.0, 30.800000000000004)","(10.0, 26.0, 17.9)","(7.5, 20.0, 16.285714285714285)","(4.8, 8.2, 7.8816326530612235)",,"(21.0, 75.0, 55.0)","(1.75, 6.0, 2.0124999999999997)"
15-12-2022 11:09:35.746585,"(8.5, 20.0, 16.266666666666666)","(13.0, 26.0, 19.0)","(21.0, 42.0, 28.96)","(10.0, 26.0, 19.0)","(7.5, 20.0, 16.0)","(4.8, 8.2, 5.725)",,"(21.0, 75.0, 60.625)","(1.75, 6.0, 5.477142857142857)"
15-12-2022 11:09:36.740973,"(8.5, 20.0, 16.266666666666666)","(13.0, 26.0, 17.375)","(21.0, 42.0, 21.333333333333336)","(10.0, 26.0, 19.0)","(7.5, 20.0, 17.0)","(4.8, 8.2, 6.3999999999999995)",,"(21.0, 75.0, 60.625)","(1.75, 5.6, 5.477142857142857)"
15-12-2022 11:09:37.788704,"(8.5, 20.0, 16.266666666666666)","(13.0, 26.0, 20.25)","(21.0, 42.0, 31.666666666666668)","(10.0, 26.0, 19.0)","(7.5, 27.0, 15.666666666666668)","(4.8, 8.2, 6.857142857142857)",,"(21.0, 75.0, 56.666666666666664)","(1.75, 4.9, 3.0066666666666664)"
