,Caramel Toffee,Aglot,Premium Star,Runaway Kiss,Borgov,Freddy Barbarossa,Simply Beans,Harlow Queen,Redavni,Springs Gift,Minokawa,Bogan Princess,Dominant Rose,Sheez Bean Talkin,Mersey Girl
07-01-2023 16:21:33.116510,"(101.0, 230.0, 228.1818181818182)","(51.0, 70.0, 65.4054054054054)","(16.0, 16.5, 15.556603773584905)","(21.0, 24.0, 21.1875)","(17.0, 21.0, 20.365853658536587)","(21.0, 34.0, 31.88888888888889)","(3.6, 4.3, 4.220042194092827)","(18.0, 26.0, 25.3)","(21.0, 34.0, 31.93103448275862)","(41.0, 65.0, 59.0)","(2.15, 2.46, 2.4465263157894737)","(31.0, 44.0, 42.421052631578945)","(31.0, 42.0, 40.651162790697676)","(51.0, 100.0, 96.25)","(101.0, 270.0, 315.7142857142857)"
07-01-2023 16:21:34.829552,"(101.0, 230.0, 225.0)","(51.0, 70.0, 65.4054054054054)","(16.0, 16.0, 15.125)","(21.0, 22.0, 20.2)","(17.0, 21.0, 20.365853658536587)","(21.0, 32.0, 31.88888888888889)","(3.6, 4.3, 4.26945205479452)","(18.0, 26.0, 25.76923076923077)","(21.0, 34.0, 32.5)","(41.0, 65.0, 59.6)","(2.15, 2.46, 2.4461946902654867)","(31.0, 44.0, 42.125)","(31.0, 42.0, 41.111111111111114)","(51.0, 100.0, 96.84210526315789)","(101.0, 390.0, 381.42857142857144)"
07-01-2023 16:21:36.516603,"(101.0, 230.0, 225.0)","(51.0, 70.0, 66.09756097560975)","(16.0, 16.0, 15.615384615384615)","(21.0, 22.0, 21.3125)","(17.0, 21.0, 20.11864406779661)","(21.0, 32.0, 33.53846153846154)","(3.6, 4.3, 4.270147255689424)","(18.0, 26.0, 25.79310344827586)","(21.0, 34.0, 32.604651162790695)","(41.0, 65.0, 59.705882352941174)","(2.15, 2.46, 2.454074074074074)","(31.0, 44.0, 42.142857142857146)","(31.0, 42.0, 41.1578947368421)","(51.0, 100.0, 95.5)","(101.0, 430.0, 373.3333333333333)"
07-01-2023 16:21:38.457310,"(101.0, 330.0, 275.0)","(51.0, 70.0, 66.09756097560975)","(16.0, 16.0, 15.078512396694215)","(21.0, 23.0, 21.285714285714285)","(17.0, 21.0, 20.017241379310345)","(21.0, 34.0, 33.52)","(3.6, 4.3, 4.260945709281962)","(18.0, 26.0, 25.733333333333334)","(21.0, 34.0, 32.604651162790695)","(41.0, 65.0, 59.705882352941174)","(2.15, 2.46, 2.454945054945055)","(31.0, 44.0, 42.142857142857146)","(31.0, 42.0, 41.1578947368421)","(51.0, 100.0, 96.53846153846153)","(101.0, 420.0, 388.0)"
07-01-2023 16:21:40.125947,"(101.0, 330.0, 242.0)","(51.0, 70.0, 65.42857142857143)","(16.0, 15.5, 15.155)","(21.0, 22.0, 21.365853658536587)","(17.0, 21.0, 19.52542372881356)","(21.0, 34.0, 31.92452830188679)","(3.6, 4.3, 4.2588888888888885)","(18.0, 26.0, 25.822222222222223)","(21.0, 34.0, 32.8235294117647)","(41.0, 65.0, 60.09090909090909)","(2.15, 2.46, 2.449333333333333)","(31.0, 44.0, 42.63157894736842)","(31.0, 42.0, 41.08571428571429)","(51.0, 100.0, 96.25)","(101.0, 420.0, 353.75)"
07-01-2023 16:21:41.778162,"(101.0, 330.0, 253.33333333333334)","(51.0, 70.0, 65.42857142857143)","(15.0, 15.5, 14.771428571428572)","(21.0, 22.0, 20.708333333333332)","(17.0, 21.0, 18.842105263157894)","(21.0, 32.0, 31.916666666666668)","(3.7, 4.3, 4.240345821325649)","(18.0, 26.0, 25.82608695652174)","(21.0, 34.0, 32.8235294117647)","(41.0, 65.0, 60.09090909090909)","(2.15, 2.46, 2.4651063829787234)","(31.0, 44.0, 42.916666666666664)","(31.0, 42.0, 40.54545454545455)","(51.0, 100.0, 96.0)","(101.0, 430.0, 381.42857142857144)"
07-01-2023 16:21:43.343985,"(101.0, 320.0, 265.0)","(51.0, 70.0, 65.8974358974359)","(15.0, 15.5, 15.1)","(21.0, 21.0, 21.045454545454547)","(17.0, 19.0, 18.473684210526315)","(21.0, 32.0, 32.36363636363637)","(3.7, 4.3, 4.1864)","(18.0, 26.0, 25.857142857142858)","(21.0, 34.0, 32.5)","(41.0, 65.0, 60.471698113207545)","(2.15, 2.48, 2.475)","(31.0, 44.0, 43.241379310344826)","(31.0, 42.0, 43.91304347826087)","(51.0, 100.0, 86.42857142857143)","(101.0, 430.0, 380.0)"
07-01-2023 16:21:45.040932,"(101.0, 310.0, 235.0)","(51.0, 70.0, 66.52173913043478)","(15.0, 15.5, 15.246376811594203)","(21.0, 22.0, 21.21212121212121)","(17.0, 18.5, 18.61111111111111)","(21.0, 36.0, 33.04)","(3.7, 4.2, 4.181866666666667)","(18.0, 26.0, 26.75)","(21.0, 34.0, 32.23529411764706)","(41.0, 65.0, 60.78947368421053)","(2.15, 2.48, 2.47875)","(31.0, 44.0, 45.86206896551724)","(31.0, 44.0, 43.98148148148148)","(51.0, 95.0, 88.75)","(101.0, 420.0, 382.5)"
07-01-2023 16:21:46.768825,"(101.0, 310.0, 235.0)","(51.0, 70.0, 66.52173913043478)","(15.0, 15.5, 15.266666666666667)","(21.0, 22.0, 21.23076923076923)","(17.0, 19.5, 18.333333333333332)","(21.0, 36.0, 33.1764705882353)","(3.7, 4.2, 4.165333333333333)","(18.0, 27.0, 26.714285714285715)","(21.0, 34.0, 32.17391304347826)","(41.0, 65.0, 59.054054054054056)","(2.15, 2.48, 2.4798086124401912)","(31.0, 46.0, 45.37777777777778)","(31.0, 44.0, 45.733333333333334)","(51.0, 100.0, 90.0)","(101.0, 420.0, 350.0)"
07-01-2023 16:21:48.446514,"(101.0, 300.0, 246.66666666666666)","(51.0, 70.0, 67.46031746031746)","(15.0, 15.5, 15.833333333333334)","(21.0, 22.0, 21.650793650793652)","(17.0, 19.0, 18.05263157894737)","(21.0, 36.0, 33.1764705882353)","(3.7, 4.2, 4.168)","(18.0, 27.0, 26.714285714285715)","(26.0, 34.0, 32.16)","(41.0, 60.0, 59.054054054054056)","(2.15, 2.48, 2.478871794871795)","(31.0, 46.0, 45.44)","(31.0, 46.0, 45.69620253164557)","(51.0, 95.0, 90.0)","(101.0, 410.0, 363.3333333333333)"
07-01-2023 16:21:50.009220,"(101.0, 300.0, 246.66666666666666)","(51.0, 70.0, 67.46031746031746)","(15.0, 16.0, 15.73076923076923)","(21.0, 22.0, 21.92452830188679)","(17.0, 19.0, 18.303030303030305)","(21.0, 36.0, 33.38181818181818)","(3.6, 4.2, 4.181345565749235)","(18.0, 27.0, 25.529411764705884)","(21.0, 34.0, 31.526315789473685)","(41.0, 60.0, 58.90243902439025)","(2.15, 2.48, 2.4796319018404906)","(31.0, 46.0, 45.46153846153846)","(31.0, 46.0, 45.65217391304348)","(51.0, 95.0, 86.66666666666667)","(101.0, 410.0, 340.0)"
07-01-2023 16:21:51.574503,"(101.0, 280.0, 240.0)","(51.0, 70.0, 67.46031746031746)","(15.0, 16.0, 15.73076923076923)","(21.0, 22.0, 21.92452830188679)","(17.0, 19.0, 18.303030303030305)","(21.0, 36.0, 33.38181818181818)","(3.6, 4.2, 4.181345565749235)","(18.0, 26.0, 25.514285714285712)","(21.0, 32.0, 31.125)","(41.0, 60.0, 58.80952380952381)","(2.15, 2.48, 2.490327868852459)","(31.0, 46.0, 45.55102040816327)","(31.0, 46.0, 45.65217391304348)","(51.0, 95.0, 86.66666666666667)","(101.0, 410.0, 350.0)"
07-01-2023 16:21:53.048453,"(101.0, 280.0, 240.0)","(51.0, 70.0, 67.46031746031746)","(15.0, 16.0, 15.958333333333334)","(21.0, 22.0, 21.93548387096774)","(17.0, 18.5, 18.357142857142858)","(21.0, 36.0, 33.38181818181818)","(3.6, 4.2, 4.181345565749235)","(18.0, 26.0, 25.514285714285712)","(21.0, 32.0, 31.125)","(41.0, 60.0, 58.80952380952381)","(2.15, 2.5, 2.490327868852459)","(31.0, 46.0, 45.55102040816327)","(31.0, 46.0, 45.65217391304348)","(51.0, 95.0, 86.66666666666667)","(101.0, 390.0, 350.0)"
07-01-2023 16:21:54.599997,"(101.0, 280.0, 230.0)","(51.0, 70.0, 58.7037037037037)","(14.0, 16.0, 16.7)","(20.0, 22.0, 25.217391304347824)","(17.0, 18.5, 17.8875)","(21.0, 36.0, 33.6986301369863)","(3.6, 4.3, 4.219919517102616)","(19.0, 26.0, 25.62857142857143)","(26.0, 32.0, 31.333333333333332)","(41.0, 60.0, 58.83720930232558)","(2.15, 2.48, 2.4817391304347827)","(31.0, 50.0, 48.30769230769231)","(31.0, 46.0, 45.42857142857143)","(51.0, 95.0, 87.5)","(101.0, 390.0, 361.66666666666663)"
07-01-2023 16:21:56.077215,"(101.0, 280.0, 230.0)","(51.0, 60.0, 58.7037037037037)","(14.0, 17.0, 16.7)","(20.0, 26.0, 25.217391304347824)","(17.0, 18.0, 17.470588235294116)","(21.0, 36.0, 33.67567567567568)","(3.6, 4.3, 4.1613882863340566)","(19.0, 26.0, 25.566666666666666)","(26.0, 32.0, 30.58823529411765)","(41.0, 60.0, 58.80952380952381)","(2.15, 2.5, 2.479867549668874)","(31.0, 50.0, 46.285714285714285)","(31.0, 46.0, 45.42857142857143)","(51.0, 100.0, 86.0)","(101.0, 380.0, 332.5)"
07-01-2023 16:21:57.608651,"(101.0, 280.0, 235.0)","(51.0, 60.0, 58.47826086956522)","(14.0, 17.5, 17.72222222222222)","(20.0, 25.0, 25.52)","(16.0, 18.0, 17.692307692307693)","(21.0, 36.0, 33.67567567567568)","(3.6, 4.2, 4.124146981627296)","(19.0, 26.0, 25.580645161290324)","(21.0, 32.0, 30.58823529411765)","(41.0, 60.0, 58.80952380952381)","(2.15, 2.48, 2.4788888888888887)","(31.0, 48.0, 46.285714285714285)","(31.0, 46.0, 45.42857142857143)","(51.0, 90.0, 86.0)","(101.0, 370.0, 311.6666666666667)"
07-01-2023 16:21:59.093131,"(101.0, 280.0, 250.0)","(51.0, 60.0, 58.07692307692308)","(14.0, 18.0, 17.666666666666668)","(20.0, 26.0, 25.46153846153846)","(16.0, 18.0, 17.761904761904763)","(21.0, 36.0, 33.39393939393939)","(3.6, 4.2, 4.122102425876011)","(19.0, 26.0, 25.580645161290324)","(21.0, 32.0, 29.294117647058822)","(41.0, 60.0, 59.57142857142857)","(2.15, 2.48, 2.4773684210526317)","(31.0, 48.0, 47.0)","(31.0, 46.0, 45.294117647058826)","(51.0, 90.0, 86.0)","(101.0, 370.0, 326.25)"
07-01-2023 16:22:00.596757,"(101.0, 280.0, 250.0)","(51.0, 60.0, 57.58064516129032)","(15.0, 18.0, 17.59090909090909)","(21.0, 26.0, 24.94736842105263)","(16.0, 18.0, 16.7)","(21.0, 34.0, 33.39393939393939)","(3.6, 4.2, 4.132325581395349)","(19.0, 26.0, 26.61904761904762)","(21.0, 30.0, 29.216216216216218)","(41.0, 60.0, 60.483870967741936)","(2.15, 2.48, 2.4791397849462364)","(31.0, 48.0, 46.368421052631575)","(31.0, 46.0, 45.28)","(51.0, 90.0, 87.27272727272727)","(101.0, 360.0, 307.5)"
07-01-2023 16:22:02.073039,"(101.0, 280.0, 263.3333333333333)","(51.0, 60.0, 57.5)","(15.0, 18.0, 17.23076923076923)","(21.0, 25.0, 25.463414634146343)","(16.0, 17.5, 17.233333333333334)","(21.0, 34.0, 33.5)","(3.6, 4.2, 4.134048257372654)","(19.0, 27.0, 26.448275862068964)","(21.0, 30.0, 29.433333333333334)","(41.0, 65.0, 58.529411764705884)","(2.15, 2.48, 2.479491525423729)","(31.0, 50.0, 46.266666666666666)","(31.0, 46.0, 45.320754716981135)","(51.0, 90.0, 87.0)","(101.0, 360.0, 320.0)"
07-01-2023 16:22:03.618039,"(101.0, 280.0, 263.3333333333333)","(51.0, 60.0, 57.5)","(15.0, 17.5, 17.23076923076923)","(20.0, 26.0, 25.5)","(16.0, 17.5, 17.27777777777778)","(21.0, 34.0, 33.55555555555556)","(3.7, 4.2, 4.133152173913043)","(19.0, 27.0, 26.448275862068964)","(21.0, 30.0, 29.433333333333334)","(41.0, 60.0, 58.529411764705884)","(2.15, 2.48, 2.492142857142857)","(31.0, 48.0, 46.266666666666666)","(31.0, 46.0, 45.320754716981135)","(51.0, 95.0, 87.0)","(101.0, 350.0, 306.3636363636364)"
07-01-2023 16:22:05.093213,"(101.0, 290.0, 270.0)","(51.0, 60.0, 57.04081632653061)","(15.0, 17.5, 17.322222222222223)","(20.0, 26.0, 25.5)","(16.0, 17.5, 17.083333333333332)","(21.0, 34.0, 33.42028985507246)","(3.7, 4.2, 4.132795698924731)","(19.0, 27.0, 26.448275862068964)","(21.0, 30.0, 29.433333333333334)","(41.0, 60.0, 58.6)","(2.15, 2.52, 2.4968)","(31.0, 48.0, 46.470588235294116)","(31.0, 46.0, 45.25)","(51.0, 95.0, 87.0)","(101.0, 350.0, 320.0)"
07-01-2023 16:22:06.570985,"(101.0, 290.0, 277.1428571428571)","(51.0, 60.0, 57.21153846153846)","(15.0, 17.5, 17.85483870967742)","(20.0, 26.0, 25.53191489361702)","(16.0, 17.5, 17.083333333333332)","(21.0, 34.0, 33.42857142857143)","(3.7, 4.2, 4.133152173913043)","(19.0, 27.0, 26.448275862068964)","(21.0, 30.0, 29.433333333333334)","(41.0, 60.0, 58.65384615384615)","(2.15, 2.52, 2.488155339805825)","(31.0, 48.0, 46.470588235294116)","(31.0, 46.0, 45.25)","(51.0, 95.0, 87.0)","(101.0, 350.0, 331.53846153846155)"
07-01-2023 16:22:08.040918,"(101.0, 290.0, 277.1428571428571)","(51.0, 60.0, 57.264150943396224)","(15.0, 18.0, 17.625)","(20.0, 26.0, 25.630434782608695)","(16.0, 17.5, 16.95)","(21.0, 34.0, 32.166666666666664)","(3.7, 4.2, 4.136434108527132)","(19.0, 27.0, 26.545454545454547)","(21.0, 30.0, 29.444444444444443)","(41.0, 60.0, 58.7037037037037)","(2.15, 2.52, 2.493684210526316)","(31.0, 48.0, 46.470588235294116)","(31.0, 46.0, 40.51851851851852)","(51.0, 95.0, 88.33333333333333)","(101.0, 350.0, 328.6666666666667)"
07-01-2023 16:22:09.555827,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.264150943396224)","(15.0, 18.0, 17.96)","(20.0, 26.0, 25.130434782608695)","(16.0, 17.0, 16.9375)","(21.0, 34.0, 32.705882352941174)","(3.7, 4.2, 4.1422360248447205)","(19.0, 27.0, 26.875)","(21.0, 30.0, 29.591836734693878)","(41.0, 60.0, 58.7037037037037)","(2.15, 2.5, 2.4921311475409835)","(31.0, 48.0, 46.470588235294116)","(31.0, 42.0, 40.51851851851852)","(51.0, 95.0, 88.33333333333333)","(101.0, 350.0, 328.6666666666667)"
07-01-2023 16:22:11.239240,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.264150943396224)","(15.0, 18.0, 17.96)","(20.0, 26.0, 25.166666666666668)","(16.0, 17.0, 16.9375)","(21.0, 34.0, 32.705882352941174)","(3.7, 4.2, 4.120234604105572)","(19.0, 27.0, 26.942857142857143)","(21.0, 30.0, 29.591836734693878)","(41.0, 60.0, 58.679245283018865)","(2.15, 2.5, 2.4921311475409835)","(31.0, 48.0, 46.470588235294116)","(31.0, 42.0, 40.4)","(51.0, 95.0, 86.66666666666667)","(101.0, 350.0, 334.16666666666663)"
07-01-2023 16:22:12.954227,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.264150943396224)","(15.0, 18.0, 17.96)","(20.0, 26.0, 25.166666666666668)","(16.0, 17.0, 16.9375)","(21.0, 34.0, 32.705882352941174)","(3.7, 4.2, 4.120234604105572)","(19.0, 27.0, 26.942857142857143)","(21.0, 30.0, 29.591836734693878)","(41.0, 60.0, 58.679245283018865)","(2.15, 2.5, 2.4898666666666665)","(31.0, 48.0, 45.75)","(31.0, 42.0, 40.38461538461539)","(51.0, 90.0, 86.66666666666667)","(101.0, 340.0, 334.16666666666663)"
07-01-2023 16:22:14.466799,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(15.0, 18.5, 18.125)","(20.0, 26.0, 25.130434782608695)","(16.0, 17.5, 17.2)","(21.0, 34.0, 31.485714285714288)","(3.7, 4.2, 4.1539383561643834)","(19.0, 27.0, 26.875)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.490236220472441)","(31.0, 48.0, 45.84)","(31.0, 42.0, 40.285714285714285)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:15.924664,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 18.5, 18.02173913043478)","(19.0, 26.0, 24.78846153846154)","(16.0, 17.5, 17.35)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.1539383561643834)","(19.0, 27.0, 26.77777777777778)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.4921495327102803)","(31.0, 48.0, 45.84)","(31.0, 42.0, 40.285714285714285)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:17.419607,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 18.5, 18.227272727272727)","(19.0, 26.0, 25.310344827586206)","(16.0, 17.5, 17.576923076923077)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.1539383561643834)","(19.0, 27.0, 28.625)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.491917098445596)","(31.0, 48.0, 45.84)","(31.0, 42.0, 40.09090909090909)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 305.0)"
07-01-2023 16:22:18.935519,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 18.5, 18.227272727272727)","(20.0, 26.0, 25.317073170731707)","(16.0, 18.0, 17.72)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.152724077328647)","(20.0, 29.0, 27.8)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.490408163265306)","(31.0, 48.0, 41.89473684210526)","(31.0, 42.0, 39.76)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:20.474761,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 18.5, 18.80952380952381)","(20.0, 26.0, 25.263157894736842)","(16.0, 18.0, 17.81081081081081)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.152724077328647)","(20.0, 29.0, 27.615384615384617)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.5, 2.485913043478261)","(31.0, 46.0, 43.333333333333336)","(31.0, 42.0, 39.69230769230769)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:22.023408,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.264150943396224)","(14.0, 19.0, 18.8)","(20.0, 26.0, 25.263157894736842)","(15.0, 18.0, 17.774193548387096)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.152724077328647)","(20.0, 29.0, 27.615384615384617)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.5, 2.485913043478261)","(31.0, 44.0, 41.142857142857146)","(31.0, 42.0, 39.94117647058823)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:23.556280,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.264150943396224)","(14.0, 19.0, 18.8)","(20.0, 26.0, 25.263157894736842)","(15.0, 18.0, 17.79310344827586)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.152724077328647)","(20.0, 29.0, 27.615384615384617)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.5, 2.485913043478261)","(31.0, 44.0, 40.72727272727273)","(31.0, 40.0, 39.94117647058823)","(51.0, 90.0, 87.14285714285714)","(101.0, 350.0, 294.0)"
07-01-2023 16:22:25.064647,"(101.0, 290.0, 260.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 19.0, 18.8)","(20.0, 26.0, 25.263157894736842)","(15.0, 18.0, 17.571428571428573)","(21.0, 34.0, 31.684210526315788)","(3.7, 4.2, 4.15072463768116)","(20.0, 29.0, 29.6)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.75)","(2.2, 2.5, 2.474090909090909)","(31.0, 44.0, 40.72727272727273)","(31.0, 40.0, 39.94117647058823)","(51.0, 90.0, 87.14285714285714)","(101.0, 350.0, 310.0)"
07-01-2023 16:22:26.585286,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 19.0, 18.8)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.52)","(21.0, 34.0, 31.485714285714288)","(3.7, 4.2, 4.15219683655536)","(20.0, 30.0, 29.585365853658537)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.4718095238095237)","(31.0, 44.0, 40.72727272727273)","(31.0, 40.0, 39.94117647058823)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:28.088994,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 19.0, 19.483870967741936)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.52)","(21.0, 34.0, 30.761904761904763)","(3.7, 4.2, 4.153022452504318)","(20.0, 30.0, 29.585365853658537)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.4668508287292816)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 39.721518987341774)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:29.611118,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.31481481481482)","(14.0, 19.5, 19.486842105263158)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.785714285714285)","(21.0, 32.0, 30.64)","(3.7, 4.2, 4.160552268244576)","(20.0, 30.0, 28.4)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.465238095238095)","(31.0, 44.0, 40.285714285714285)","(31.0, 42.0, 36.981818181818184)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:31.130435,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(14.0, 19.5, 19.486842105263158)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.785714285714285)","(21.0, 32.0, 30.64)","(3.7, 4.2, 4.150940170940171)","(20.0, 29.0, 28.53846153846154)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.465238095238095)","(31.0, 44.0, 40.285714285714285)","(31.0, 42.0, 38.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:32.746451,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(14.0, 19.5, 19.48507462686567)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 18.051724137931036)","(21.0, 32.0, 30.761904761904763)","(3.7, 4.2, 4.150940170940171)","(20.0, 29.0, 28.53846153846154)","(21.0, 30.0, 29.617021276595743)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.464180790960452)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 305.0)"
07-01-2023 16:22:34.398963,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(14.0, 20.0, 19.659574468085108)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 18.051724137931036)","(21.0, 32.0, 31.142857142857142)","(3.7, 4.2, 4.1505976095617525)","(20.0, 29.0, 28.5)","(21.0, 30.0, 29.8)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.4632804232804233)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 330.0, 305.0)"
07-01-2023 16:22:36.123829,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(14.0, 20.0, 19.659574468085108)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 18.051724137931036)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.1505976095617525)","(20.0, 29.0, 28.428571428571427)","(21.0, 30.0, 29.8)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.46279792746114)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 310.0, 295.0)"
07-01-2023 16:22:37.803553,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.729411764705883)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 18.051724137931036)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.157078651685393)","(20.0, 29.0, 28.428571428571427)","(21.0, 30.0, 30.571428571428573)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.48, 2.4558878504672896)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:39.474378,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.484375)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 17.958333333333332)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.160041841004184)","(20.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.571428571428573)","(41.0, 60.0, 58.77358490566038)","(2.15, 2.46, 2.4558878504672896)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 39.0)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:41.193350,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 19.5, 19.666666666666668)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.5, 17.92)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.164165103189493)","(20.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.46, 2.466666666666667)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
07-01-2023 16:22:42.876582,"(101.0, 290.0, 266.0)","(51.0, 60.0, 57.583333333333336)","(15.0, 20.0, 19.666666666666668)","(19.0, 26.0, 25.243243243243242)","(15.0, 18.0, 17.8)","(21.0, 32.0, 31.23076923076923)","(3.7, 4.2, 4.164165103189493)","(20.0, 29.0, 28.428571428571427)","(21.0, 32.0, 30.70967741935484)","(41.0, 60.0, 58.77358490566038)","(2.2, 2.48, 2.466666666666667)","(31.0, 44.0, 40.285714285714285)","(31.0, 40.0, 38.89795918367347)","(51.0, 90.0, 87.14285714285714)","(101.0, 340.0, 310.0)"
