,Jayville Glory,Blazing Lexi,Like A Lorry,Jax Star,Roxy Crumpet,Kenzie Bale,Chappys Girl,Aaron Alpaca
09-01-2023 13:04:38.065330,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.1)","(3.4, 3.9, 3.87)","(12.0, 25.0, 23.91304347826087)","(17.0, 25.0, 23.5)","(31.0, 55.0, 45.0)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.55263157894737)"
09-01-2023 13:04:39.235402,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.1)","(3.4, 3.9, 3.87)","(12.0, 25.0, 23.91304347826087)","(17.0, 25.0, 23.333333333333332)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.9375)"
09-01-2023 13:04:40.366452,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.7)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 23.75)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 18.153846153846153)"
09-01-2023 13:04:41.563270,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.7)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 23.75)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.879310344827587)"
09-01-2023 13:04:42.672382,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.75)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 22.8125)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.717391304347828)"
09-01-2023 13:04:43.760677,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.75)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 23.333333333333332)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 18.05)"
09-01-2023 13:04:44.810871,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.75)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 22.307692307692307)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.717391304347828)"
09-01-2023 13:04:45.879726,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 22.307692307692307)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.818181818181817)"
09-01-2023 13:04:46.930921,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.4)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.074074074074073)","(17.0, 25.0, 23.333333333333332)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:48.013977,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.142857142857142)","(3.4, 3.9, 3.87)","(12.0, 25.0, 23.88888888888889)","(17.0, 25.0, 22.307692307692307)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2704)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:49.154422,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.87)","(12.0, 25.0, 23.88888888888889)","(17.0, 25.0, 24.210526315789473)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2656)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:50.328140,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.87)","(12.0, 25.0, 23.823529411764707)","(17.0, 25.0, 23.47826086956522)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2656)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:51.508654,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.87)","(12.0, 25.0, 24.047619047619047)","(17.0, 25.0, 24.285714285714285)","(31.0, 55.0, 43.75)","(2.2, 2.28, 2.2653061224489797)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:52.679930,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.09090909090909)","(17.0, 25.0, 23.47826086956522)","(31.0, 55.0, 45.0)","(2.2, 2.28, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:53.859910,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.09090909090909)","(17.0, 25.0, 23.47826086956522)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:54.961081,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.09090909090909)","(17.0, 25.0, 24.210526315789473)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.29027027027027)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:56.068336,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.0)","(17.0, 25.0, 23.47826086956522)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.29027027027027)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:57.175574,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.57142857142857)","(17.0, 25.0, 24.210526315789473)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.29027027027027)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:58.205803,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.792)","(12.0, 25.0, 24.57142857142857)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:04:59.273521,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.25)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:00.397670,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.25)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.2, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:01.509238,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.25)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.1, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:02.629470,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.797727272727273)","(12.0, 25.0, 24.25)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.1, 2.3, 2.2853658536585364)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:03.836183,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.792)","(12.0, 25.0, 24.25)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.1, 2.3, 2.2744444444444443)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:05.009790,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.454545454545455)","(3.4, 3.9, 3.792)","(12.0, 25.0, 24.333333333333332)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.2, 2.28, 2.2726315789473683)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:06.177081,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.792)","(12.0, 25.0, 24.333333333333332)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.2, 2.28, 2.2726315789473683)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:07.298599,"(12.0, 18.5, 18.0)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.792)","(12.0, 25.0, 24.444444444444443)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.2, 2.28, 2.2717647058823527)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:08.359968,"(12.0, 18.5, 17.934782608695652)","(8.5, 16.0, 15.25)","(3.4, 3.9, 3.7903846153846152)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.15, 2.28, 2.268333333333333)","(7.0, 18.5, 17.54)"
09-01-2023 13:05:09.394234,"(12.0, 18.5, 17.934782608695652)","(8.5, 16.0, 15.25)","(3.4, 3.85, 3.803846153846154)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 43.75)","(2.15, 2.28, 2.276470588235294)","(7.0, 18.5, 17.67241379310345)"
09-01-2023 13:05:10.403202,"(12.0, 18.5, 18.366666666666667)","(8.5, 16.0, 15.833333333333334)","(3.4, 3.85, 3.6847222222222222)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.0)","(2.15, 2.28, 2.276470588235294)","(7.0, 18.5, 17.67241379310345)"
09-01-2023 13:05:11.469043,"(12.0, 21.0, 20.155172413793103)","(8.5, 16.0, 15.833333333333334)","(3.4, 3.8, 3.5833333333333335)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 45.0)","(2.15, 2.28, 2.276470588235294)","(7.0, 18.5, 18.125)"
09-01-2023 13:05:12.510966,"(12.0, 21.0, 20.155172413793103)","(8.5, 16.0, 15.833333333333334)","(3.4, 3.8, 3.5346153846153845)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 45.625)","(2.15, 2.28, 2.276470588235294)","(7.0, 18.5, 17.833333333333332)"
09-01-2023 13:05:13.535483,"(12.0, 21.0, 19.7)","(8.5, 16.0, 15.833333333333334)","(3.4, 3.8, 3.5224137931034485)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 44.77272727272727)","(2.15, 2.28, 2.276470588235294)","(7.0, 18.5, 18.125)"
09-01-2023 13:05:14.553034,"(12.0, 21.0, 19.983870967741936)","(8.5, 16.0, 15.875)","(3.4, 3.8, 3.5224137931034485)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 44.77272727272727)","(2.15, 2.28, 2.274)","(7.0, 18.5, 18.0)"
09-01-2023 13:05:15.609829,"(12.0, 21.0, 20.14864864864865)","(8.5, 19.5, 17.5)","(3.4, 3.8, 3.5136363636363637)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.274)","(7.0, 18.5, 17.710526315789473)"
09-01-2023 13:05:16.583543,"(12.0, 21.0, 20.14864864864865)","(8.5, 19.5, 16.717391304347828)","(3.4, 3.8, 3.4850000000000003)","(12.0, 25.0, 24.473684210526315)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.268333333333333)","(7.0, 18.5, 18.03125)"
09-01-2023 13:05:17.617719,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.6)","(3.4, 3.8, 3.625)","(12.0, 28.0, 26.22222222222222)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.03125)"
09-01-2023 13:05:18.670412,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.612903225806452)","(3.4, 3.75, 3.65)","(12.0, 28.0, 26.22222222222222)","(17.0, 25.0, 23.352941176470587)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 17.75)"
09-01-2023 13:05:19.689715,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.69047619047619)","(3.4, 3.75, 3.535714285714286)","(12.0, 28.0, 26.22222222222222)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.058823529411764)"
09-01-2023 13:05:20.733717,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.7)","(3.4, 3.75, 3.535714285714286)","(12.0, 28.0, 26.962962962962962)","(17.0, 25.0, 24.076923076923077)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.058823529411764)"
09-01-2023 13:05:21.788505,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.7)","(3.4, 3.75, 3.535714285714286)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 17.75)"
09-01-2023 13:05:22.779221,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.7)","(3.4, 3.75, 3.535714285714286)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.608695652173914)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.058823529411764)"
09-01-2023 13:05:23.761201,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.7)","(3.4, 3.75, 3.535714285714286)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.0)"
09-01-2023 13:05:24.797965,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.68421052631579)","(3.4, 3.75, 3.5)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.25)"
09-01-2023 13:05:25.878667,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.68421052631579)","(3.4, 3.75, 3.5)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.608695652173914)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.25)"
09-01-2023 13:05:26.928644,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.68421052631579)","(3.4, 3.75, 3.5)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.608695652173914)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2757894736842106)","(7.0, 18.5, 18.25)"
09-01-2023 13:05:28.034063,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.692307692307692)","(3.4, 3.75, 3.5)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(7.0, 18.5, 18.045454545454547)"
09-01-2023 13:05:29.022457,"(12.0, 21.0, 20.14864864864865)","(8.5, 16.0, 15.692307692307692)","(3.4, 3.75, 3.5)","(12.0, 28.0, 27.0)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(7.0, 18.5, 18.25)"
09-01-2023 13:05:30.097149,"(12.0, 21.0, 18.923076923076923)","(8.5, 16.0, 15.692307692307692)","(3.4, 3.7, 3.4875000000000003)","(12.0, 28.0, 26.764705882352942)","(17.0, 25.0, 24.22222222222222)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(7.0, 18.5, 17.576923076923077)"
09-01-2023 13:05:31.218346,"(12.0, 21.0, 19.65)","(8.5, 16.0, 15.692307692307692)","(3.4, 3.7, 3.4875000000000003)","(12.0, 28.0, 26.666666666666668)","(17.0, 25.0, 24.608695652173914)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(7.0, 18.5, 17.9)"
09-01-2023 13:05:32.250794,"(12.0, 21.0, 19.65)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.7, 3.4875000000000003)","(12.0, 28.0, 26.666666666666668)","(17.0, 25.0, 23.764705882352942)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(8.0, 18.5, 17.576923076923077)"
09-01-2023 13:05:33.385283,"(12.0, 21.0, 19.714285714285715)","(8.5, 16.0, 15.68421052631579)","(3.3, 3.7, 3.472727272727273)","(12.0, 28.0, 26.666666666666668)","(17.0, 25.0, 24.53846153846154)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(8.0, 18.5, 17.9)"
09-01-2023 13:05:34.561891,"(12.0, 21.0, 20.129032258064516)","(8.5, 16.0, 15.68421052631579)","(3.3, 3.7, 3.472727272727273)","(12.0, 28.0, 26.666666666666668)","(17.0, 25.0, 24.53846153846154)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(8.0, 18.5, 17.9)"
09-01-2023 13:05:35.717804,"(12.0, 21.0, 19.96153846153846)","(8.5, 16.0, 15.68421052631579)","(3.3, 3.7, 3.5833333333333335)","(12.0, 28.0, 26.666666666666668)","(17.0, 25.0, 24.176470588235293)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.267826086956522)","(8.0, 18.5, 17.97826086956522)"
09-01-2023 13:05:36.878413,"(12.0, 21.0, 19.96153846153846)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.65, 3.49)","(12.0, 28.0, 27.857142857142858)","(17.0, 25.0, 24.176470588235293)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2755555555555556)","(8.0, 18.5, 17.97826086956522)"
09-01-2023 13:05:38.013154,"(12.0, 21.0, 19.96153846153846)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.65, 3.5300000000000002)","(12.0, 28.0, 26.44927536231884)","(17.0, 25.0, 24.73913043478261)","(31.0, 55.0, 44.285714285714285)","(2.15, 2.28, 2.2744186046511627)","(8.0, 18.5, 18.23913043478261)"
09-01-2023 13:05:39.117608,"(14.0, 21.0, 19.96153846153846)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.65, 3.5300000000000002)","(13.0, 30.0, 26.44927536231884)","(17.0, 25.0, 24.73913043478261)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.23913043478261)"
09-01-2023 13:05:40.194537,"(14.0, 21.0, 19.96153846153846)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.65, 3.59375)","(13.0, 30.0, 28.076923076923077)","(17.0, 25.0, 24.48148148148148)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.112903225806452)"
09-01-2023 13:05:41.263435,"(14.0, 21.0, 19.862068965517242)","(8.5, 16.0, 15.692307692307692)","(3.3, 3.65, 3.5416666666666665)","(13.0, 29.0, 28.076923076923077)","(17.0, 25.0, 24.73913043478261)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.285714285714285)"
09-01-2023 13:05:42.321758,"(14.0, 21.0, 19.862068965517242)","(8.5, 16.0, 15.68421052631579)","(3.3, 3.65, 3.5416666666666665)","(13.0, 29.0, 27.4)","(17.0, 25.0, 24.48148148148148)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.125)"
09-01-2023 13:05:43.329641,"(14.0, 21.0, 20.153846153846153)","(8.5, 16.0, 15.68421052631579)","(3.3, 3.65, 3.5416666666666665)","(13.0, 28.0, 27.4)","(17.0, 25.0, 24.73913043478261)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.323529411764707)"
09-01-2023 13:05:44.453541,"(13.0, 21.0, 19.47222222222222)","(8.5, 16.0, 15.767857142857142)","(3.3, 3.65, 3.5267857142857144)","(13.0, 28.0, 27.11111111111111)","(17.0, 25.0, 24.48148148148148)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.175675675675677)"
09-01-2023 13:05:45.499802,"(13.0, 21.0, 19.69047619047619)","(8.5, 16.0, 15.767857142857142)","(3.3, 3.65, 3.5267857142857144)","(13.0, 28.0, 27.11111111111111)","(17.0, 25.0, 24.48148148148148)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2722580645161288)","(8.0, 18.5, 18.175675675675677)"
09-01-2023 13:05:46.581781,"(13.0, 21.0, 19.69047619047619)","(8.5, 16.0, 15.767857142857142)","(3.3, 3.65, 3.5267857142857144)","(13.0, 28.0, 27.11111111111111)","(17.0, 25.0, 24.73913043478261)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2589473684210524)","(8.0, 18.5, 18.323529411764707)"
09-01-2023 13:05:47.690937,"(13.0, 21.0, 20.112903225806452)","(8.5, 16.0, 15.767857142857142)","(3.3, 3.65, 3.5267857142857144)","(13.0, 28.0, 27.11111111111111)","(17.0, 25.0, 24.48148148148148)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2658823529411762)","(8.0, 18.5, 18.175675675675677)"
09-01-2023 13:05:48.832679,"(13.0, 21.0, 20.112903225806452)","(8.5, 16.0, 15.767857142857142)","(3.3, 3.65, 3.5267857142857144)","(13.0, 28.0, 27.59090909090909)","(17.0, 25.0, 24.53846153846154)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2658823529411762)","(8.0, 18.5, 18.323529411764707)"
09-01-2023 13:05:50.110690,"(13.0, 21.0, 20.112903225806452)","(8.5, 16.0, 15.775862068965518)","(3.3, 3.65, 3.5197368421052633)","(13.0, 28.0, 27.608695652173914)","(17.0, 25.0, 25.11111111111111)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2658823529411762)","(7.5, 18.5, 18.323529411764707)"
09-01-2023 13:05:51.259487,"(13.0, 21.0, 20.329268292682926)","(8.5, 16.0, 15.775862068965518)","(3.3, 3.65, 3.5197368421052633)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.11111111111111)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2658823529411762)","(7.5, 18.5, 18.175675675675677)"
09-01-2023 13:05:52.367747,"(13.0, 21.0, 20.256756756756758)","(8.5, 16.0, 15.775862068965518)","(3.3, 3.65, 3.5197368421052633)","(13.0, 28.0, 27.608695652173914)","(17.0, 25.0, 24.714285714285715)","(31.0, 55.0, 44.285714285714285)","(2.1, 2.28, 2.2658823529411762)","(7.5, 18.5, 18.175675675675677)"
09-01-2023 13:05:53.449526,"(13.0, 21.0, 20.256756756756758)","(8.5, 16.0, 15.775862068965518)","(3.2, 3.65, 3.517857142857143)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.2384615384615385)","(8.5, 18.5, 18.323529411764707)"
09-01-2023 13:05:54.480851,"(13.0, 21.0, 20.256756756756758)","(8.5, 16.0, 15.775862068965518)","(3.2, 3.65, 3.517857142857143)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.2542857142857144)","(8.5, 18.5, 18.323529411764707)"
09-01-2023 13:05:55.626206,"(13.0, 21.0, 20.0)","(8.5, 16.0, 15.803030303030303)","(3.2, 3.65, 3.526666666666667)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.2285714285714286)","(8.5, 18.5, 18.153846153846153)"
09-01-2023 13:05:56.712404,"(13.0, 21.0, 20.043478260869566)","(8.5, 16.0, 15.803030303030303)","(3.2, 3.65, 3.526666666666667)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.2421052631578946)","(8.5, 18.5, 18.05)"
09-01-2023 13:05:57.827579,"(13.0, 21.0, 20.333333333333332)","(8.5, 16.0, 15.803030303030303)","(3.2, 3.65, 3.526666666666667)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.24)","(8.5, 18.5, 18.05)"
09-01-2023 13:05:58.903382,"(13.0, 21.0, 20.214285714285715)","(8.5, 16.0, 15.790322580645162)","(3.2, 3.65, 3.526666666666667)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.28, 2.2333333333333334)","(8.5, 18.5, 18.235294117647058)"
09-01-2023 13:06:00.053309,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.790322580645162)","(3.2, 3.65, 3.526666666666667)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.213846153846154)","(8.5, 18.5, 18.235294117647058)"
09-01-2023 13:06:01.111584,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.790322580645162)","(3.2, 3.65, 3.529268292682927)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.2199999999999998)","(8.5, 18.5, 18.05)"
09-01-2023 13:06:02.212856,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.803030303030303)","(3.2, 3.6, 3.538095238095238)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.2125925925925927)","(8.5, 18.5, 18.235294117647058)"
09-01-2023 13:06:03.204002,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.889830508474576)","(3.2, 3.6, 3.533333333333333)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.216666666666667)","(8.5, 18.5, 18.05)"
09-01-2023 13:06:04.276808,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.918181818181818)","(3.2, 3.6, 3.5258064516129033)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.2182608695652175)","(8.5, 18.5, 18.05)"
09-01-2023 13:06:05.418127,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.913461538461538)","(3.2, 3.6, 3.5140350877192983)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.2125925925925927)","(8.5, 18.5, 18.235294117647058)"
09-01-2023 13:06:06.572091,"(13.0, 21.0, 20.42105263157895)","(8.5, 16.0, 15.913461538461538)","(3.2, 3.6, 3.5195121951219512)","(13.0, 28.0, 27.608695652173914)","(17.0, 26.0, 25.379310344827587)","(31.0, 55.0, 44.285714285714285)","(2.05, 2.26, 2.223076923076923)","(8.5, 18.5, 18.05)"
