,Exceed And Collect,No Outcast,Outwitted,The Instructor,Ukiyoe,Firehouse,Imminance,Miss Sunshine,Nevada Showgirl,Within Sight
12-01-2023 16:42:57.165126,"(15.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.06, 2.0656836461126007)","(12.0, 14.0, 13.877551020408163)","(4.6, 5.7, 5.541618497109827)","(71.0, 150.0, 142.5)","(6.5, 9.4, 9.276315789473683)","(81.0, 190.0, 165.29411764705884)","(31.0, 42.0, 41.21052631578947)"
12-01-2023 16:42:59.069422,"(15.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.0685793871866296)","(12.0, 14.0, 13.875862068965517)","(4.6, 5.6, 5.541618497109827)","(71.0, 150.0, 146.15384615384616)","(6.5, 9.2, 9.116129032258064)","(81.0, 170.0, 166.66666666666666)","(31.0, 42.0, 40.958333333333336)"
12-01-2023 16:43:00.447403,"(14.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.0672189349112426)","(12.0, 14.0, 13.875862068965517)","(4.6, 5.6, 5.549302325581396)","(71.0, 150.0, 146.66666666666666)","(6.5, 9.2, 9.339240506329114)","(81.0, 170.0, 168.23529411764707)","(31.0, 42.0, 40.958333333333336)"
12-01-2023 16:43:01.941350,"(14.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.0672189349112426)","(12.0, 14.0, 13.875862068965517)","(4.6, 5.6, 5.549302325581396)","(71.0, 150.0, 146.66666666666666)","(6.5, 9.4, 9.335135135135134)","(81.0, 170.0, 168.23529411764707)","(31.0, 42.0, 40.958333333333336)"
12-01-2023 16:43:03.359421,"(14.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.064653641207815)","(12.0, 14.0, 13.875862068965517)","(4.6, 5.6, 5.525622775800712)","(71.0, 150.0, 147.5)","(6.5, 9.4, 9.335135135135134)","(81.0, 170.0, 168.23529411764707)","(31.0, 42.0, 40.46938775510204)"
12-01-2023 16:43:04.984865,"(14.0, 18.5, 18.473684210526315)","(26.0, 36.0, 35.625)","(19.0, 27.0, 25.4)","(1.85, 2.08, 2.0868508287292817)","(12.0, 14.0, 13.470443349753694)","(4.6, 5.6, 5.447916666666667)","(71.0, 150.0, 147.5)","(6.5, 9.4, 9.326153846153845)","(81.0, 170.0, 168.23529411764707)","(31.0, 42.0, 40.48421052631579)"
12-01-2023 16:43:06.591390,"(15.0, 18.5, 18.1875)","(26.0, 36.0, 34.2)","(19.0, 26.0, 25.4)","(1.85, 2.1, 2.086884531590414)","(12.0, 13.5, 13.470443349753694)","(4.6, 5.5, 5.435975609756098)","(71.0, 150.0, 144.54545454545453)","(6.5, 9.4, 9.314035087719299)","(81.0, 170.0, 168.23529411764707)","(31.0, 42.0, 40.61176470588235)"
12-01-2023 16:43:08.029168,"(14.0, 18.5, 18.1875)","(26.0, 36.0, 34.10526315789474)","(19.0, 26.0, 25.727272727272727)","(1.85, 2.1, 2.0887265917602997)","(12.0, 13.5, 13.63425925925926)","(4.6, 5.5, 5.444059405940594)","(71.0, 150.0, 142.5)","(6.5, 9.4, 9.211538461538462)","(81.0, 170.0, 160.0)","(31.0, 42.0, 40.674157303370784)"
12-01-2023 16:43:09.322154,"(14.0, 18.5, 18.466666666666665)","(26.0, 36.0, 34.083333333333336)","(19.0, 26.0, 25.571428571428573)","(1.85, 2.1, 2.065898617511521)","(12.0, 14.0, 13.651041666666666)","(4.6, 5.5, 5.444059405940594)","(71.0, 150.0, 131.42857142857142)","(6.5, 9.4, 9.276288659793813)","(81.0, 170.0, 168.33333333333334)","(31.0, 42.0, 44.5)"
12-01-2023 16:43:10.678200,"(14.0, 18.5, 18.466666666666665)","(26.0, 36.0, 34.083333333333336)","(19.0, 27.0, 25.571428571428573)","(1.85, 2.08, 2.06793893129771)","(12.0, 14.0, 13.651041666666666)","(4.6, 5.5, 5.444059405940594)","(71.0, 140.0, 131.42857142857142)","(6.5, 9.4, 9.276288659793813)","(81.0, 170.0, 160.0)","(31.0, 46.0, 42.95238095238095)"
12-01-2023 16:43:12.082213,"(14.0, 18.5, 18.466666666666665)","(26.0, 36.0, 34.64705882352941)","(19.0, 27.0, 25.620689655172413)","(1.85, 2.08, 2.0752)","(12.0, 14.0, 13.570512820512821)","(4.6, 5.5, 5.389869281045752)","(71.0, 140.0, 131.42857142857142)","(6.5, 9.4, 9.291764705882352)","(81.0, 170.0, 148.57142857142858)","(31.0, 44.0, 42.95238095238095)"
12-01-2023 16:43:13.480067,"(15.0, 18.5, 18.466666666666665)","(26.0, 36.0, 34.64705882352941)","(19.0, 27.0, 25.620689655172413)","(1.85, 2.08, 2.073568281938326)","(12.0, 14.0, 14.17283950617284)","(4.8, 5.4, 5.3738693467336685)","(81.0, 140.0, 131.42857142857142)","(6.5, 9.4, 9.466666666666667)","(71.0, 170.0, 148.0)","(31.0, 44.0, 42.75471698113208)"
12-01-2023 16:43:14.909921,"(15.0, 18.5, 18.466666666666665)","(26.0, 36.0, 34.516129032258064)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.070735294117647)","(12.0, 14.5, 14.23728813559322)","(4.8, 5.4, 5.326132404181185)","(81.0, 140.0, 131.42857142857142)","(6.5, 9.6, 9.531428571428572)","(71.0, 160.0, 147.14285714285714)","(31.0, 44.0, 42.75471698113208)"
12-01-2023 16:43:16.501071,"(15.0, 18.5, 18.464285714285715)","(26.0, 36.0, 34.516129032258064)","(19.0, 27.0, 25.59259259259259)","(1.85, 2.08, 2.070855018587361)","(12.0, 14.5, 14.133333333333333)","(4.6, 5.4, 5.326132404181185)","(81.0, 140.0, 131.42857142857142)","(7.0, 9.6, 9.531428571428572)","(81.0, 160.0, 147.14285714285714)","(31.0, 44.0, 42.75471698113208)"
12-01-2023 16:43:17.946295,"(15.0, 18.5, 18.464285714285715)","(26.0, 36.0, 34.53333333333333)","(19.0, 27.0, 25.695652173913043)","(1.85, 2.08, 2.071821862348178)","(12.0, 14.5, 13.963815789473685)","(4.6, 5.4, 5.318067226890756)","(81.0, 140.0, 131.42857142857142)","(7.0, 9.6, 9.491525423728813)","(81.0, 160.0, 147.77777777777777)","(31.0, 44.0, 42.75471698113208)"
12-01-2023 16:43:19.405787,"(15.0, 18.5, 18.464285714285715)","(26.0, 36.0, 34.53333333333333)","(19.0, 27.0, 25.695652173913043)","(1.85, 2.08, 2.0756521739130434)","(12.0, 14.0, 13.98235294117647)","(4.6, 5.4, 5.26775956284153)","(81.0, 140.0, 132.0)","(7.0, 9.8, 9.630232558139534)","(71.0, 150.0, 147.77777777777777)","(31.0, 44.0, 42.75471698113208)"
12-01-2023 16:43:20.716977,"(15.0, 19.0, 18.26)","(26.0, 36.0, 34.370370370370374)","(19.0, 27.0, 25.75)","(1.85, 2.08, 2.0756521739130434)","(12.0, 14.0, 13.98235294117647)","(4.6, 5.3, 5.251162790697674)","(81.0, 150.0, 135.3846153846154)","(7.0, 9.8, 9.664583333333333)","(71.0, 150.0, 148.0)","(31.0, 44.0, 42.81481481481482)"
12-01-2023 16:43:22.043730,"(15.0, 19.0, 18.548780487804876)","(26.0, 36.0, 34.74285714285714)","(19.0, 27.0, 25.88888888888889)","(1.85, 2.08, 2.076)","(12.0, 14.0, 13.984293193717278)","(4.6, 5.3, 5.251162790697674)","(81.0, 140.0, 135.3846153846154)","(7.0, 9.8, 9.664583333333333)","(71.0, 150.0, 148.0)","(31.0, 44.0, 42.81481481481482)"
12-01-2023 16:43:23.432686,"(15.0, 19.0, 18.622448979591837)","(26.0, 36.0, 34.74285714285714)","(19.0, 27.0, 25.88888888888889)","(1.85, 2.08, 2.076)","(12.0, 14.0, 13.984293193717278)","(4.6, 5.3, 5.228938906752411)","(81.0, 140.0, 136.66666666666666)","(7.0, 9.8, 9.315384615384616)","(81.0, 150.0, 148.0)","(31.0, 44.0, 42.83018867924528)"
12-01-2023 16:43:25.147430,"(15.0, 19.0, 18.78125)","(26.0, 36.0, 34.96969696969697)","(19.0, 27.0, 26.176470588235293)","(1.85, 2.1, 2.07589519650655)","(12.0, 14.0, 14.160714285714286)","(4.6, 5.3, 5.184545454545455)","(81.0, 140.0, 137.14285714285714)","(7.0, 9.4, 9.546031746031746)","(81.0, 150.0, 148.75)","(31.0, 44.0, 42.872727272727275)"
12-01-2023 16:43:26.750629,"(15.0, 19.0, 18.78125)","(26.0, 36.0, 34.64)","(19.0, 27.0, 25.928571428571427)","(1.85, 2.08, 2.08407132243685)","(12.0, 14.5, 14.05)","(4.6, 5.2, 5.192964824120603)","(81.0, 140.0, 136.66666666666666)","(7.0, 9.6, 9.277064220183487)","(81.0, 160.0, 148.0)","(31.0, 44.0, 42.83018867924528)"
12-01-2023 16:43:28.168190,"(15.0, 19.0, 18.681818181818183)","(26.0, 36.0, 34.64)","(19.0, 27.0, 25.59090909090909)","(1.85, 2.1, 2.1098828125)","(12.0, 14.5, 13.858078602620088)","(4.6, 5.3, 5.204700854700855)","(81.0, 140.0, 136.66666666666666)","(7.0, 9.4, 9.265625)","(81.0, 160.0, 148.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:29.620538,"(15.0, 18.5, 18.375)","(26.0, 34.0, 33.333333333333336)","(19.0, 26.0, 25.59090909090909)","(1.85, 2.12, 2.1178153846153847)","(12.0, 14.0, 13.838461538461539)","(4.6, 5.3, 5.184555984555985)","(81.0, 140.0, 136.66666666666666)","(7.0, 9.4, 9.276623376623377)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:31.082138,"(15.0, 19.0, 18.6)","(26.0, 34.0, 33.30769230769231)","(19.0, 26.0, 25.586206896551722)","(1.85, 2.12, 2.117867867867868)","(12.0, 14.0, 13.847368421052632)","(4.6, 5.2, 5.16159420289855)","(81.0, 140.0, 147.5)","(7.0, 9.4, 9.255399061032863)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:32.436623,"(15.0, 19.0, 18.5)","(26.0, 34.0, 33.09803921568628)","(20.0, 26.0, 25.555555555555557)","(1.85, 2.12, 2.1193457943925234)","(12.0, 14.0, 13.81958762886598)","(4.6, 5.2, 5.1670807453416145)","(81.0, 150.0, 146.0)","(7.0, 9.4, 9.246305418719212)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.94915254237288)"
12-01-2023 16:43:33.754430,"(15.0, 18.5, 18.375)","(26.0, 34.0, 33.09803921568628)","(20.0, 26.0, 25.428571428571427)","(1.85, 2.12, 2.119)","(12.0, 14.0, 13.809782608695652)","(4.6, 5.2, 5.163473053892216)","(81.0, 160.0, 146.0)","(7.0, 9.4, 9.245544554455446)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.94915254237288)"
12-01-2023 16:43:34.949966,"(15.0, 18.5, 18.375)","(26.0, 34.0, 33.0)","(19.0, 26.0, 25.4)","(1.85, 2.12, 2.1485494223363286)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.2, 5.103571428571429)","(81.0, 160.0, 166.75675675675674)","(6.5, 9.4, 9.022448979591836)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:36.220409,"(15.0, 18.5, 18.363636363636363)","(26.0, 34.0, 33.0)","(19.0, 26.0, 25.25)","(1.85, 2.16, 2.1541702127659574)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.2, 5.103571428571429)","(81.0, 170.0, 170.54545454545453)","(6.5, 9.2, 8.96701030927835)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:37.503540,"(15.0, 18.5, 18.363636363636363)","(26.0, 34.0, 33.0)","(19.0, 26.0, 25.25)","(1.85, 2.16, 2.1500000000000004)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.2, 5.103571428571429)","(81.0, 180.0, 172.6086956521739)","(6.5, 9.0, 8.965217391304348)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:38.622747,"(15.0, 18.5, 18.363636363636363)","(26.0, 34.0, 33.0)","(19.0, 26.0, 25.25)","(1.85, 2.16, 2.1500000000000004)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.2, 5.1)","(81.0, 180.0, 172.6086956521739)","(6.5, 9.0, 8.937662337662337)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:39.839187,"(15.0, 18.5, 18.363636363636363)","(26.0, 34.0, 33.06122448979592)","(19.0, 26.0, 25.25)","(1.85, 2.18, 2.169699115044248)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.1, 5.0454)","(81.0, 180.0, 172.6086956521739)","(6.5, 9.0, 8.771428571428572)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:40.981190,"(15.0, 18.5, 18.266666666666666)","(26.0, 34.0, 33.0)","(19.0, 26.0, 25.25)","(1.85, 2.18, 2.168353909465021)","(12.0, 14.0, 13.806629834254144)","(4.6, 5.1, 5.041416309012876)","(81.0, 180.0, 172.6086956521739)","(6.5, 8.8, 8.91864406779661)","(81.0, 160.0, 151.0)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:42.170596,"(15.0, 18.5, 18.266666666666666)","(26.0, 34.0, 33.06122448979592)","(19.0, 26.0, 25.25)","(1.85, 2.18, 2.168353909465021)","(12.0, 14.0, 13.914814814814815)","(4.6, 5.1, 5.025403225806452)","(81.0, 180.0, 172.6086956521739)","(6.5, 9.0, 8.78076923076923)","(81.0, 160.0, 155.5)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:43.564922,"(15.0, 18.5, 18.266666666666666)","(26.0, 34.0, 33.06122448979592)","(19.0, 26.0, 24.90909090909091)","(1.85, 2.18, 2.1661111111111113)","(12.0, 14.0, 13.908)","(4.6, 5.1, 5.0240343347639485)","(81.0, 180.0, 172.6086956521739)","(6.5, 8.8, 8.880272108843537)","(81.0, 160.0, 142.5)","(31.0, 44.0, 42.93103448275862)"
12-01-2023 16:43:44.851101,"(15.0, 18.5, 18.38095238095238)","(26.0, 34.0, 33.16)","(19.0, 25.0, 25.38095238095238)","(1.85, 2.18, 2.14969111969112)","(12.0, 14.0, 13.843971631205674)","(4.6, 5.1, 5.0308593749999995)","(81.0, 180.0, 173.2)","(6.5, 9.0, 9.0425)","(81.0, 150.0, 146.25)","(31.0, 44.0, 44.10526315789474)"
12-01-2023 16:43:46.241299,"(15.0, 19.0, 18.585714285714285)","(26.0, 34.0, 33.16)","(19.0, 26.0, 25.38095238095238)","(1.85, 2.16, 2.15380073800738)","(12.0, 14.0, 13.829457364341085)","(4.6, 5.1, 5.020710059171598)","(81.0, 180.0, 173.7037037037037)","(6.5, 9.2, 9.014173228346456)","(81.0, 150.0, 147.69230769230768)","(31.0, 46.0, 44.84615384615385)"
12-01-2023 16:43:47.613318,"(15.0, 19.0, 18.585714285714285)","(26.0, 34.0, 33.16)","(19.0, 26.0, 25.38095238095238)","(1.85, 2.16, 2.1487782805429867)","(12.0, 14.0, 13.813559322033898)","(4.6, 5.1, 5.035838150289017)","(81.0, 180.0, 173.7037037037037)","(6.5, 9.2, 9.052307692307693)","(81.0, 150.0, 147.69230769230768)","(31.0, 46.0, 44.84615384615385)"
12-01-2023 16:43:49.095107,"(15.0, 19.0, 18.583333333333332)","(26.0, 34.0, 33.16)","(19.0, 26.0, 25.38095238095238)","(1.85, 2.16, 2.155206611570248)","(12.0, 14.0, 13.811965811965813)","(4.6, 5.1, 5.02621359223301)","(81.0, 180.0, 173.7037037037037)","(6.5, 9.2, 9.066666666666666)","(81.0, 150.0, 147.69230769230768)","(31.0, 46.0, 44.84615384615385)"
12-01-2023 16:43:50.528198,"(15.0, 19.0, 18.289473684210527)","(26.0, 34.0, 33.529411764705884)","(19.0, 26.0, 25.5)","(1.85, 2.16, 2.169518518518519)","(12.0, 14.0, 13.407582938388625)","(4.6, 5.1, 4.95741935483871)","(81.0, 180.0, 174.23728813559322)","(6.5, 9.2, 9.066666666666666)","(81.0, 150.0, 146.25)","(31.0, 46.0, 44.84615384615385)"
12-01-2023 16:43:51.998122,"(15.0, 18.5, 18.289473684210527)","(26.0, 34.0, 33.333333333333336)","(19.0, 26.0, 26.458333333333332)","(1.85, 2.18, 2.173048780487805)","(12.0, 13.5, 13.640138408304498)","(4.6, 5.0, 4.7882697947214075)","(81.0, 180.0, 175.08771929824562)","(6.5, 9.2, 9.226923076923077)","(81.0, 150.0, 168.57142857142858)","(31.0, 46.0, 44.81481481481482)"
12-01-2023 16:43:53.335377,"(15.0, 19.0, 18.482758620689655)","(26.0, 34.0, 33.483870967741936)","(19.0, 27.0, 26.6875)","(1.85, 2.18, 2.183357400722022)","(12.0, 14.0, 13.642857142857142)","(4.6, 4.8, 4.711032028469751)","(81.0, 180.0, 174.8148148148148)","(6.5, 9.4, 9.268627450980391)","(81.0, 180.0, 164.76190476190476)","(31.0, 46.0, 45.11764705882353)"
12-01-2023 16:43:54.693974,"(15.0, 19.0, 18.558823529411764)","(26.0, 34.0, 33.67741935483871)","(19.0, 27.0, 25.51219512195122)","(1.85, 2.2, 2.1914675767918093)","(12.0, 14.0, 13.676567656765677)","(4.6, 4.8, 4.674251497005987)","(81.0, 180.0, 175.1851851851852)","(6.5, 9.4, 9.302222222222222)","(81.0, 180.0, 167.27272727272728)","(31.0, 46.0, 45.44827586206897)"
12-01-2023 16:43:56.058292,"(15.0, 18.5, 18.2)","(26.0, 34.0, 32.76190476190476)","(19.0, 26.0, 25.88235294117647)","(1.85, 2.2, 2.1933333333333334)","(12.0, 14.0, 13.57857142857143)","(4.6, 4.8, 4.698287671232877)","(81.0, 180.0, 175.1851851851852)","(6.5, 9.4, 9.315384615384616)","(81.0, 180.0, 169.23076923076923)","(31.0, 46.0, 45.5)"
12-01-2023 16:43:57.417450,"(14.0, 18.5, 18.40625)","(26.0, 36.0, 34.827586206896555)","(20.0, 26.0, 25.714285714285715)","(1.9, 2.2, 2.1892307692307695)","(12.0, 14.0, 14.245689655172415)","(4.4, 4.7, 4.5713513513513515)","(81.0, 180.0, 176.07142857142858)","(7.0, 9.4, 9.466666666666667)","(81.0, 180.0, 172.25806451612902)","(31.0, 46.0, 49.333333333333336)"
12-01-2023 16:43:58.802889,"(14.0, 20.0, 19.757142857142856)","(26.0, 36.0, 35.142857142857146)","(20.0, 27.0, 25.714285714285715)","(1.9, 2.2, 2.1756803455723546)","(12.0, 14.5, 14.25)","(4.4, 4.6, 4.576433121019108)","(81.0, 180.0, 176.33333333333334)","(7.0, 9.6, 9.556)","(81.0, 180.0, 154.28571428571428)","(31.0, 50.0, 49.07692307692308)"
12-01-2023 16:44:00.143176,"(14.0, 19.5, 19.48148148148148)","(26.0, 36.0, 35.142857142857146)","(20.0, 26.0, 25.714285714285715)","(1.9, 2.18, 2.174186046511628)","(12.0, 14.5, 14.20503597122302)","(4.4, 4.6, 4.56425855513308)","(81.0, 180.0, 176.33333333333334)","(7.0, 9.6, 9.696703296703296)","(81.0, 180.0, 171.42857142857142)","(31.0, 50.0, 49.473684210526315)"
12-01-2023 16:44:01.500028,"(14.0, 19.5, 19.48148148148148)","(26.0, 36.0, 35.142857142857146)","(20.0, 26.0, 25.76923076923077)","(1.9, 2.18, 2.1667708333333335)","(12.0, 14.5, 14.233766233766234)","(4.4, 4.6, 4.56147859922179)","(81.0, 180.0, 176.33333333333334)","(7.0, 9.8, 9.701149425287356)","(81.0, 180.0, 171.42857142857142)","(31.0, 50.0, 49.6)"
12-01-2023 16:44:02.836326,"(14.0, 19.5, 19.313253012048193)","(26.0, 36.0, 36.25806451612903)","(19.0, 27.0, 26.482758620689655)","(1.9, 2.18, 2.154554794520548)","(12.0, 14.5, 14.171532846715328)","(4.4, 4.6, 4.617960088691795)","(81.0, 180.0, 173.88888888888889)","(7.0, 9.8, 9.793103448275863)","(81.0, 180.0, 174.0)","(31.0, 50.0, 50.806451612903224)"
12-01-2023 16:44:04.425064,"(14.0, 20.0, 19.602739726027398)","(26.0, 38.0, 36.62222222222222)","(19.0, 27.0, 25.80952380952381)","(1.9, 2.16, 2.1535305719921105)","(12.0, 14.5, 14.25287356321839)","(4.4, 4.7, 4.614628820960698)","(81.0, 180.0, 175.0)","(7.0, 9.8, 9.791452991452992)","(81.0, 180.0, 162.0)","(31.0, 55.0, 51.05263157894737)"
12-01-2023 16:44:05.757561,"(14.0, 20.0, 19.602739726027398)","(26.0, 38.0, 36.62222222222222)","(19.0, 26.0, 25.80952380952381)","(1.9, 2.16, 2.1535305719921105)","(12.0, 14.5, 14.25287356321839)","(4.4, 4.7, 4.614496314496314)","(81.0, 180.0, 175.0)","(7.0, 9.8, 9.791452991452992)","(81.0, 180.0, 162.85714285714286)","(31.0, 55.0, 51.630434782608695)"
12-01-2023 16:44:07.007577,"(14.0, 20.0, 19.585714285714285)","(26.0, 38.0, 36.94444444444444)","(19.0, 26.0, 25.705882352941178)","(1.9, 2.14, 2.132012383900929)","(12.0, 14.5, 14.258823529411764)","(4.4, 4.7, 4.630175438596491)","(81.0, 180.0, 175.6)","(7.0, 9.8, 9.930434782608696)","(81.0, 180.0, 162.85714285714286)","(31.0, 55.0, 52.0)"
12-01-2023 16:44:08.500072,"(14.0, 20.0, 19.72641509433962)","(26.0, 38.0, 37.254901960784316)","(19.0, 27.0, 26.741935483870968)","(1.9, 2.14, 2.134571428571429)","(12.0, 14.5, 14.301932367149758)","(4.4, 4.7, 4.6294949494949496)","(81.0, 180.0, 175.6)","(7.0, 10.0, 9.921951219512195)","(81.0, 180.0, 162.85714285714286)","(31.0, 55.0, 52.0)"
12-01-2023 16:44:10.103026,"(14.0, 20.0, 19.60810810810811)","(26.0, 38.0, 35.583333333333336)","(20.0, 27.0, 25.789473684210527)","(1.9, 2.14, 2.1537832310838447)","(12.0, 14.5, 14.191176470588236)","(4.4, 4.7, 4.62314990512334)","(81.0, 180.0, 175.6)","(7.0, 10.0, 9.851162790697675)","(81.0, 180.0, 162.85714285714286)","(31.0, 55.0, 52.0)"
12-01-2023 16:44:11.783011,"(14.0, 20.0, 19.36)","(26.0, 36.0, 35.642857142857146)","(20.0, 26.0, 25.714285714285715)","(1.9, 2.16, 2.1544322344322344)","(12.0, 14.5, 13.90948275862069)","(4.4, 4.7, 4.718303571428572)","(81.0, 180.0, 175.6)","(7.0, 10.0, 9.902702702702703)","(81.0, 180.0, 162.85714285714286)","(31.0, 55.0, 52.0)"
12-01-2023 16:44:13.311342,"(14.0, 19.5, 19.255555555555556)","(26.0, 36.0, 36.19047619047619)","(20.0, 26.0, 25.789473684210527)","(1.9, 2.16, 2.152645739910314)","(12.0, 14.0, 13.895454545454545)","(4.4, 4.8, 4.660714285714286)","(81.0, 180.0, 174.51612903225805)","(7.0, 10.0, 9.791452991452992)","(81.0, 180.0, 162.0)","(31.0, 55.0, 52.0)"
12-01-2023 16:44:14.769945,"(14.0, 19.5, 19.29245283018868)","(26.0, 38.0, 36.20408163265306)","(20.0, 26.0, 26.470588235294116)","(1.9, 2.16, 2.158479809976247)","(12.0, 14.0, 13.995901639344263)","(4.4, 4.7, 4.579681274900398)","(81.0, 180.0, 174.6875)","(7.0, 9.8, 10.011811023622048)","(81.0, 180.0, 162.0)","(31.0, 55.0, 52.327586206896555)"
12-01-2023 16:44:16.258123,"(14.0, 19.5, 19.309859154929576)","(26.0, 38.0, 36.20408163265306)","(20.0, 27.0, 26.666666666666668)","(1.9, 2.16, 2.151056910569106)","(12.0, 14.0, 14.268041237113403)","(4.4, 4.6, 4.578888888888889)","(81.0, 180.0, 175.52631578947367)","(7.0, 10.5, 10.126404494382022)","(81.0, 180.0, 171.8181818181818)","(31.0, 55.0, 52.129629629629626)"
12-01-2023 16:44:17.812652,"(14.0, 19.5, 19.71323529411765)","(26.0, 38.0, 37.5)","(20.0, 27.0, 26.88235294117647)","(1.9, 2.16, 2.103660477453581)","(12.0, 14.5, 14.19672131147541)","(4.4, 4.6, 4.619767441860465)","(81.0, 180.0, 175.64102564102564)","(7.0, 10.5, 10.087096774193549)","(81.0, 180.0, 176.25)","(31.0, 55.0, 51.630434782608695)"
12-01-2023 16:44:19.167908,"(14.0, 20.0, 19.71323529411765)","(26.0, 38.0, 35.5)","(20.0, 27.0, 26.5)","(1.9, 2.12, 2.112909090909091)","(12.0, 14.5, 14.191176470588236)","(4.4, 4.7, 4.667575757575758)","(81.0, 180.0, 176.11111111111111)","(7.0, 10.5, 10.110119047619047)","(81.0, 180.0, 178.125)","(31.0, 55.0, 52.280701754385966)"
12-01-2023 16:44:20.539423,"(14.0, 21.0, 20.274509803921568)","(26.0, 36.0, 35.63636363636363)","(20.0, 27.0, 26.595744680851062)","(1.9, 2.12, 2.1154336734693877)","(12.0, 14.5, 14.307926829268293)","(4.4, 4.7, 4.674358974358975)","(81.0, 180.0, 176.4102564102564)","(7.0, 10.5, 10.17142857142857)","(81.0, 180.0, 183.63636363636363)","(31.0, 55.0, 52.6865671641791)"
12-01-2023 16:44:22.054614,"(14.0, 21.0, 20.36842105263158)","(26.0, 36.0, 35.964285714285715)","(20.0, 27.0, 26.608695652173914)","(1.9, 2.12, 2.114264487369985)","(12.0, 14.5, 14.3)","(4.4, 4.7, 4.595131086142322)","(81.0, 180.0, 176.4102564102564)","(7.0, 10.5, 10.209606986899564)","(81.0, 190.0, 183.63636363636363)","(31.0, 55.0, 52.6865671641791)"
12-01-2023 16:44:23.780883,"(14.0, 21.0, 20.379518072289155)","(26.0, 36.0, 35.86440677966102)","(20.0, 27.0, 26.608695652173914)","(1.9, 2.12, 2.110185873605948)","(12.0, 14.5, 14.275423728813559)","(4.2, 4.6, 4.592473118279569)","(91.0, 180.0, 176.4102564102564)","(7.5, 10.5, 10.212389380530974)","(81.0, 190.0, 183.63636363636363)","(31.0, 55.0, 52.61538461538461)"
12-01-2023 16:44:25.195575,"(15.0, 21.0, 20.379518072289155)","(26.0, 36.0, 35.833333333333336)","(20.0, 27.0, 26.6)","(1.95, 2.12, 2.123573735199139)","(12.0, 14.5, 14.156652360515022)","(4.2, 4.6, 4.57603550295858)","(91.0, 180.0, 176.57894736842104)","(7.5, 10.5, 9.928971962616822)","(81.0, 190.0, 182.5)","(31.0, 55.0, 52.84615384615385)"
12-01-2023 16:44:26.512137,"(15.0, 21.0, 20.386363636363637)","(26.0, 36.0, 35.73684210526316)","(20.0, 27.0, 26.58139534883721)","(1.95, 2.14, 2.122140921409214)","(12.0, 14.5, 13.993243243243244)","(4.2, 4.6, 4.561176470588235)","(91.0, 180.0, 176.57894736842104)","(7.5, 10.0, 9.97570093457944)","(81.0, 190.0, 179.0909090909091)","(31.0, 55.0, 52.72727272727273)"
12-01-2023 16:44:27.750379,"(15.0, 21.0, 20.386363636363637)","(26.0, 36.0, 35.73684210526316)","(20.0, 27.0, 26.77777777777778)","(1.9, 2.14, 2.1162717770034845)","(12.0, 14.0, 13.915254237288135)","(4.2, 4.6, 4.691891891891892)","(91.0, 180.0, 177.10526315789474)","(7.5, 10.0, 9.984745762711864)","(81.0, 190.0, 187.14285714285714)","(31.0, 55.0, 53.02469135802469)"
