,Hes Gold,Sir Mambo,Silkinize,On The Full,Pink N Gray,The Lady Is A Vamp,Titian Queen
07-01-2023 14:59:50.516154,"(4.6, 5.0, 4.997368421052632)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 13.064516129032258)","(2.4, 2.82, 2.810082644628099)","(21.0, 29.0, 25.23076923076923)","(3.8, 4.6, 4.449999999999999)","(19.0, 28.0, 25.375)"
07-01-2023 14:59:51.497815,"(4.6, 5.0, 4.997368421052632)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 13.064516129032258)","(2.4, 2.82, 2.810082644628099)","(21.0, 29.0, 25.23076923076923)","(3.8, 4.6, 4.449999999999999)","(19.0, 28.0, 25.375)"
07-01-2023 14:59:52.596312,"(4.6, 5.0, 4.997368421052632)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 13.064516129032258)","(2.4, 2.82, 2.810082644628099)","(21.0, 29.0, 25.23076923076923)","(3.8, 4.6, 4.449999999999999)","(19.0, 28.0, 25.375)"
07-01-2023 14:59:53.630256,"(4.6, 5.0, 4.89)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 13.064516129032258)","(2.4, 2.82, 2.810082644628099)","(21.0, 29.0, 24.545454545454547)","(3.8, 4.6, 4.449999999999999)","(19.0, 28.0, 25.375)"
07-01-2023 14:59:54.680144,"(4.6, 5.0, 4.89)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 13.144736842105264)","(2.4, 2.8, 2.7922857142857143)","(21.0, 29.0, 26.0)","(3.8, 4.6, 4.449999999999999)","(19.0, 28.0, 26.05)"
07-01-2023 14:59:55.756541,"(4.6, 5.0, 4.851428571428571)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.8, 2.752)","(21.0, 29.0, 26.22222222222222)","(3.8, 4.6, 4.466666666666667)","(19.0, 28.0, 26.05)"
07-01-2023 14:59:56.792721,"(4.6, 4.9, 4.861111111111112)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.743157894736842)","(21.0, 29.0, 26.22222222222222)","(3.8, 4.6, 4.466666666666667)","(19.0, 28.0, 26.05)"
07-01-2023 14:59:57.877989,"(4.6, 5.0, 4.886274509803921)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.743157894736842)","(21.0, 29.0, 26.5)","(3.8, 4.6, 4.466666666666667)","(19.0, 28.0, 26.625)"
07-01-2023 14:59:58.886587,"(4.6, 5.0, 4.886274509803921)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.734736842105263)","(21.0, 30.0, 26.5)","(3.8, 4.6, 4.466666666666667)","(19.0, 28.0, 26.625)"
07-01-2023 14:59:59.829029,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.7244444444444444)","(21.0, 30.0, 26.5)","(3.8, 4.6, 4.466666666666667)","(19.0, 28.0, 26.625)"
07-01-2023 15:00:00.921072,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.7244444444444444)","(21.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.625)"
07-01-2023 15:00:01.971248,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.76, 2.7115789473684213)","(21.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.625)"
07-01-2023 15:00:02.932149,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.842105263157894)","(8.5, 13.5, 12.7)","(2.4, 2.74, 2.7115789473684213)","(20.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.625)"
07-01-2023 15:00:04.055957,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.714285714285715)","(8.5, 13.5, 12.7)","(2.4, 2.74, 2.6981818181818182)","(20.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.625)"
07-01-2023 15:00:05.205699,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.866666666666667)","(8.5, 13.5, 12.7)","(2.4, 2.72, 2.6981818181818182)","(20.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.714285714285715)"
07-01-2023 15:00:06.241605,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.8)","(8.5, 13.5, 12.7)","(2.4, 2.72, 2.6981818181818182)","(20.0, 30.0, 26.5)","(3.8, 4.6, 4.52258064516129)","(19.0, 28.0, 26.714285714285715)"
07-01-2023 15:00:07.264549,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.8)","(8.5, 13.5, 12.7)","(2.4, 2.72, 2.6981818181818182)","(20.0, 30.0, 28.285714285714285)","(3.8, 4.6, 4.530769230769231)","(19.0, 28.0, 26.444444444444443)"
07-01-2023 15:00:08.435238,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.823529411764707)","(8.5, 13.5, 12.868421052631579)","(2.4, 2.72, 2.710769230769231)","(20.0, 30.0, 27.333333333333332)","(3.8, 4.6, 4.453846153846154)","(19.0, 27.0, 25.571428571428573)"
07-01-2023 15:00:09.582070,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.823529411764707)","(8.5, 13.5, 12.868421052631579)","(2.4, 2.72, 2.7125490196078434)","(20.0, 30.0, 27.333333333333332)","(3.8, 4.5, 4.453846153846154)","(19.0, 27.0, 25.571428571428573)"
07-01-2023 15:00:10.623024,"(4.6, 5.0, 4.873913043478261)","(14.0, 20.0, 19.823529411764707)","(8.5, 13.5, 12.868421052631579)","(2.4, 2.78, 2.7266666666666666)","(20.0, 30.0, 28.285714285714285)","(3.8, 4.5, 4.453846153846154)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:11.733727,"(4.4, 4.9, 4.865384615384616)","(14.0, 21.0, 20.705882352941178)","(8.5, 13.5, 13.136363636363637)","(2.4, 2.78, 2.7740540540540537)","(20.0, 30.0, 28.285714285714285)","(3.8, 4.5, 4.458620689655173)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:12.827500,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 20.705882352941178)","(8.5, 13.5, 13.136363636363637)","(2.4, 2.78, 2.7749295774647886)","(20.0, 30.0, 28.285714285714285)","(3.8, 4.5, 4.458620689655173)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:13.964257,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 20.705882352941178)","(8.5, 13.5, 13.136363636363637)","(2.4, 2.78, 2.7749295774647886)","(20.0, 30.0, 29.076923076923077)","(3.8, 4.5, 4.458620689655173)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:15.063005,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 20.705882352941178)","(8.5, 13.5, 13.136363636363637)","(2.4, 2.8, 2.7918840579710142)","(20.0, 30.0, 29.076923076923077)","(3.8, 4.5, 4.458620689655173)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:16.119654,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 19.90909090909091)","(8.5, 13.5, 13.24468085106383)","(2.4, 2.8, 2.7918840579710142)","(20.0, 30.0, 29.076923076923077)","(3.8, 4.5, 4.452)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:17.373501,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.24468085106383)","(2.4, 2.8, 2.7918840579710142)","(20.0, 30.0, 28.5)","(3.8, 4.5, 4.369565217391305)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:18.528605,"(4.4, 4.9, 4.8307692307692305)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.24468085106383)","(2.4, 2.8, 2.7918840579710142)","(20.0, 30.0, 28.5)","(3.8, 4.4, 4.35625)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:19.842262,"(4.4, 4.9, 4.923287671232877)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.264705882352942)","(2.4, 2.8, 2.787272727272727)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.375)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:21.125454,"(4.4, 5.0, 4.923287671232877)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.175675675675675)","(2.4, 2.8, 2.7866666666666666)","(20.0, 30.0, 24.75)","(3.8, 4.4, 4.368115942028986)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:22.342891,"(4.4, 5.0, 4.923287671232877)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.175675675675675)","(2.4, 2.8, 2.7866666666666666)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 27.0, 25.5)"
07-01-2023 15:00:23.479463,"(4.4, 5.0, 4.921621621621622)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.175675675675675)","(2.4, 2.8, 2.7866666666666666)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 27.0, 25.666666666666668)"
07-01-2023 15:00:24.675171,"(4.4, 5.0, 4.921621621621622)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.175675675675675)","(2.4, 2.8, 2.7866666666666666)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:25.851151,"(4.4, 5.0, 4.9246753246753245)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.175675675675675)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:26.933530,"(4.4, 5.0, 4.9246753246753245)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:28.059986,"(4.4, 5.0, 4.9246753246753245)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:29.217708,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:30.364130,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:31.408852,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.756842105263158)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:32.522786,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.78, 2.7977777777777777)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:33.653820,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.8, 2.7977777777777777)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:34.716780,"(4.4, 5.0, 4.9049180327868855)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.26923076923077)","(2.4, 2.8, 2.7977777777777777)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.368115942028986)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:35.779059,"(4.4, 4.9, 4.852941176470589)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.768275862068965)","(20.0, 30.0, 26.0)","(3.8, 4.4, 4.385)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:36.999262,"(4.4, 4.9, 4.877142857142857)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.109756097560975)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.5, 4.385)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:38.103394,"(4.4, 4.9, 4.877142857142857)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.109756097560975)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.5, 4.385)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:39.288349,"(4.4, 4.9, 4.877142857142857)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.109756097560975)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.5, 4.385)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:40.401426,"(4.4, 4.9, 4.877142857142857)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.5, 4.385)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:41.571921,"(4.4, 4.9, 4.861290322580645)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.5, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:42.785015,"(4.4, 4.8, 4.7775)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.78, 2.7580645161290325)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:43.833124,"(4.4, 4.8, 4.775)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.78, 2.7866666666666666)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:44.895905,"(4.4, 4.8, 4.775)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:46.032664,"(4.4, 4.8, 4.775)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:47.105474,"(4.4, 4.8, 4.775)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.458823529411765)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:48.184385,"(4.4, 4.8, 4.735714285714286)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:49.268378,"(4.4, 4.8, 4.735714285714286)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:50.297443,"(4.4, 4.8, 4.735714285714286)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:51.387112,"(4.4, 4.8, 4.735714285714286)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:52.402824,"(4.4, 4.8, 4.75)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:53.476711,"(4.4, 4.8, 4.75)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:54.550470,"(4.4, 4.9, 4.844)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.82, 2.7692957746478872)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:55.613277,"(4.4, 4.9, 4.740909090909091)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7666666666666666)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:56.753338,"(4.4, 4.9, 4.740909090909091)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7615384615384615)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:57.925179,"(4.4, 4.9, 4.740909090909091)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7849999999999997)","(20.0, 30.0, 26.0)","(3.8, 4.6, 4.517241379310345)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:00:58.965019,"(4.4, 4.9, 4.740909090909091)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.781052631578947)","(20.0, 30.0, 28.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:01:00.061827,"(4.4, 4.8, 4.713157894736843)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.781052631578947)","(20.0, 30.0, 28.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:01:01.091862,"(4.4, 4.8, 4.713157894736843)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7968965517241378)","(20.0, 30.0, 28.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:01:02.196740,"(4.4, 4.8, 4.713157894736843)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7968965517241378)","(20.0, 30.0, 28.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.666666666666668)"
07-01-2023 15:01:03.249635,"(4.4, 4.8, 4.713157894736843)","(14.0, 21.0, 19.833333333333332)","(8.5, 13.5, 13.214285714285714)","(2.4, 2.8, 2.7533333333333334)","(20.0, 30.0, 27.846153846153847)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.526315789473685)"
07-01-2023 15:01:04.204218,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.5)","(8.5, 13.5, 13.454545454545455)","(2.4, 2.78, 2.7533333333333334)","(20.0, 32.0, 27.846153846153847)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:05.245308,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.74137931034483)","(8.5, 14.0, 13.508474576271187)","(2.4, 2.78, 2.7533333333333334)","(20.0, 32.0, 27.846153846153847)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:06.356926,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.74137931034483)","(8.5, 14.0, 13.5)","(2.4, 2.78, 2.7533333333333334)","(20.0, 32.0, 27.846153846153847)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:07.638805,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.74137931034483)","(8.5, 14.0, 13.5)","(2.4, 2.78, 2.7533333333333334)","(20.0, 32.0, 29.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:09.548603,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.74137931034483)","(8.5, 14.0, 13.5)","(2.4, 2.78, 2.7533333333333334)","(20.0, 32.0, 29.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:11.040694,"(4.4, 4.8, 4.713157894736843)","(14.0, 20.0, 19.74137931034483)","(8.5, 14.0, 13.5)","(2.4, 2.78, 2.7666666666666666)","(20.0, 32.0, 28.0)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:12.342050,"(4.4, 4.8, 4.713157894736843)","(15.0, 20.0, 19.74137931034483)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7666666666666666)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:13.468985,"(4.4, 4.8, 4.713157894736843)","(15.0, 20.0, 19.661290322580644)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7593548387096773)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:14.465678,"(4.4, 4.8, 4.73125)","(15.0, 21.0, 20.435483870967744)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7593548387096773)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:15.624430,"(4.4, 4.8, 4.713157894736843)","(15.0, 21.0, 20.435483870967744)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7593548387096773)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:16.819664,"(4.4, 4.8, 4.713157894736843)","(15.0, 21.0, 19.46153846153846)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7593548387096773)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.514285714285714)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:17.875662,"(4.4, 4.8, 4.713157894736843)","(15.0, 21.0, 19.46153846153846)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7525)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:19.035577,"(4.4, 4.9, 4.766666666666667)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7436363636363637)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:20.183925,"(4.4, 4.9, 4.766666666666667)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7436363636363637)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:21.349258,"(4.4, 4.9, 4.766666666666667)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7436363636363637)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:22.417720,"(4.4, 4.9, 4.766666666666667)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7567567567567566)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:23.493331,"(4.4, 4.9, 4.855813953488372)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7567567567567566)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.507692307692308)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:24.615404,"(4.4, 4.9, 4.855813953488372)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.76, 2.7544)","(21.0, 30.0, 28.75)","(3.8, 4.6, 4.47)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:25.722125,"(4.4, 4.9, 4.855813953488372)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 28.75)","(3.8, 4.5, 4.453846153846154)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:26.776404,"(4.4, 4.9, 4.864)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 28.75)","(3.8, 4.5, 4.453846153846154)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:27.846344,"(4.4, 4.9, 4.864)","(15.0, 20.0, 19.428571428571427)","(9.0, 14.0, 13.5)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 28.529411764705884)","(3.8, 4.5, 4.42)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:28.950761,"(4.4, 4.9, 4.863157894736842)","(15.0, 20.0, 19.692307692307693)","(9.0, 14.0, 13.552238805970148)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 29.074074074074073)","(3.8, 4.5, 4.392857142857142)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:30.059960,"(4.4, 4.9, 4.866666666666667)","(15.0, 20.0, 19.692307692307693)","(9.0, 14.0, 13.552238805970148)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 29.074074074074073)","(3.8, 4.5, 4.392857142857142)","(19.0, 26.0, 25.90909090909091)"
07-01-2023 15:01:31.145814,"(4.4, 4.9, 4.866666666666667)","(15.0, 20.0, 19.692307692307693)","(9.0, 14.0, 13.552238805970148)","(2.4, 2.78, 2.7544)","(21.0, 30.0, 29.074074074074073)","(3.8, 4.5, 4.392857142857142)","(19.0, 26.0, 25.90909090909091)"
