,Zipping Newman,Contralto,Beware Bob,Lady Wendy Hook,Hard On Me,Berdeen
12-01-2023 17:23:29.449334,"(2.6, 3.3, 2.724)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:30.503869,"(2.6, 3.3, 2.724)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:31.496411,"(2.6, 3.3, 2.724)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:32.425828,"(2.6, 3.55, 2.6492857142857145)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:33.334898,"(2.6, 3.55, 2.6492857142857145)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:34.331554,"(2.6, 3.55, 2.6492857142857145)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:35.336450,"(2.6, 3.55, 2.6492857142857145)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:36.357999,"(2.6, 3.55, 2.6492857142857145)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:37.345116,"(2.6, 3.6, 2.652857142857143)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:38.277314,"(2.6, 3.6, 2.652857142857143)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:39.148334,"(2.6, 3.6, 2.652857142857143)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:40.057310,"(2.6, 3.6, 2.6243478260869564)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.433333333333334)"
12-01-2023 17:23:40.970392,"(2.6, 3.6, 2.6243478260869564)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.5, 10.266666666666667)"
12-01-2023 17:23:41.808636,"(2.6, 3.6, 2.6243478260869564)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:42.816992,"(2.6, 3.6, 2.768888888888889)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:43.829899,"(2.6, 3.6, 2.72)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:44.760056,"(2.6, 3.6, 2.72)","(11.0, 29.0, 14.416666666666666)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:45.795845,"(2.6, 3.6, 2.72)","(11.0, 28.0, 14.25)","(4.0, 7.2, 5.033333333333333)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:46.696171,"(2.6, 3.6, 2.72)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:47.565802,"(2.6, 3.6, 2.72)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:48.489027,"(2.6, 3.6, 2.72)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:49.435089,"(2.6, 3.3, 2.66)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:50.406097,"(2.6, 3.3, 2.66)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:51.349544,"(2.6, 3.3, 2.66)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.109090909090909)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:52.280872,"(2.6, 3.3, 2.66)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.166666666666666)","(3.5, 5.2, 4.4)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:53.257377,"(2.6, 3.3, 2.66)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.299999999999999)","(3.5, 5.2, 4.4)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:54.143330,"(2.6, 3.6, 2.652857142857143)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 10.299999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:55.109090,"(2.6, 3.6, 2.652857142857143)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 9.774999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:56.048188,"(2.6, 3.6, 2.652857142857143)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 9.649999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:57.010862,"(2.6, 3.6, 2.652857142857143)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 9.649999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:58.049564,"(2.6, 3.6, 2.6243478260869564)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 9.649999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:58.956474,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 9.649999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:23:59.805055,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 9.649999999999999)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:00.820928,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 12.02)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:01.824507,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 12.02)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:02.828652,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 12.35)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:03.863179,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 12.35)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:04.729128,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.0, 12.35)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:05.585623,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:06.521568,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:07.565312,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:08.506686,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:09.412145,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:10.385156,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:11.341328,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:12.214700,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:13.144593,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 3.911111111111111)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:14.166653,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.3076923076923075)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:15.088673,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:16.039025,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:17.015361,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:17.939021,"(2.6, 3.6, 2.768888888888889)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:18.864258,"(2.6, 3.3, 2.94)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:19.749574,"(2.6, 3.3, 2.94)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:20.634146,"(2.6, 3.3, 2.94)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 10.266666666666667)"
12-01-2023 17:24:21.629453,"(2.6, 3.3, 2.94)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.0, 11.98)"
12-01-2023 17:24:22.611378,"(2.6, 3.5, 2.8221052631578947)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.181818181818182)","(7.5, 14.5, 10.566666666666666)"
12-01-2023 17:24:23.584015,"(2.6, 3.45, 3.015)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.116666666666667)","(8.0, 14.5, 13.209090909090909)","(3.5, 5.2, 4.254545454545455)","(7.5, 14.5, 12.814285714285713)"
12-01-2023 17:24:24.526942,"(2.6, 3.45, 2.977777777777778)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.133333333333333)","(8.0, 14.5, 12.2)","(3.5, 5.2, 4.254545454545455)","(7.5, 14.5, 10.700000000000001)"
12-01-2023 17:24:25.476494,"(2.6, 3.45, 2.977777777777778)","(11.0, 28.0, 14.25)","(4.0, 7.2, 5.96)","(8.0, 14.5, 10.033333333333333)","(3.5, 5.2, 4.333333333333333)","(7.5, 14.5, 10.700000000000001)"
12-01-2023 17:24:26.326869,"(2.6, 3.45, 2.977777777777778)","(11.0, 28.0, 14.25)","(4.0, 7.2, 6.166666666666666)","(8.0, 14.5, 10.033333333333333)","(3.5, 5.2, 4.333333333333333)","(7.5, 14.5, 10.700000000000001)"
12-01-2023 17:24:27.219718,"(2.6, 3.45, 2.825)","(11.0, 28.0, 14.25)","(4.0, 7.0, 5.84)","(8.0, 14.5, 12.266666666666666)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.700000000000001)"
12-01-2023 17:24:28.258703,"(2.6, 3.45, 2.825)","(11.0, 28.0, 14.25)","(4.0, 7.0, 5.3428571428571425)","(8.0, 14.5, 12.266666666666666)","(3.5, 5.2, 4.55)","(7.5, 14.5, 12.871428571428572)"
12-01-2023 17:24:29.237930,"(2.6, 3.45, 2.7344827586206897)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.9)","(8.0, 14.5, 12.266666666666666)","(3.5, 5.2, 4.55)","(7.5, 14.5, 13.125)"
12-01-2023 17:24:30.130972,"(2.6, 3.45, 2.8015625)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.507692307692308)","(8.0, 14.5, 12.266666666666666)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.966666666666667)"
12-01-2023 17:24:31.071160,"(2.6, 3.45, 2.8015625)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.507692307692308)","(8.0, 14.5, 12.266666666666666)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.966666666666667)"
12-01-2023 17:24:31.989041,"(2.6, 3.45, 2.8015625)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.507692307692308)","(8.0, 14.5, 13.318181818181818)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.966666666666667)"
12-01-2023 17:24:32.897145,"(2.6, 3.45, 2.8015625)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.507692307692308)","(8.0, 14.5, 10.299999999999999)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.966666666666667)"
12-01-2023 17:24:33.802174,"(2.6, 3.45, 2.8015625)","(11.0, 28.0, 14.25)","(4.0, 7.0, 4.507692307692308)","(8.0, 14.5, 10.299999999999999)","(3.5, 5.2, 4.55)","(7.5, 14.5, 10.966666666666667)"
12-01-2023 17:24:34.822724,"(2.6, 3.4, 2.96125)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.8)","(8.0, 14.5, 9.774999999999999)","(3.5, 5.2, 4.55)","(7.5, 14.5, 13.225)"
12-01-2023 17:24:35.753092,"(2.6, 3.4, 2.96125)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.8)","(8.0, 14.0, 11.825)","(3.5, 5.2, 4.316)","(7.5, 14.5, 11.233333333333333)"
12-01-2023 17:24:36.634656,"(2.6, 3.35, 2.903888888888889)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 11.825)","(3.5, 5.2, 4.316)","(7.5, 14.5, 11.4)"
12-01-2023 17:24:37.610496,"(2.6, 3.35, 2.903888888888889)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 11.825)","(3.5, 5.2, 4.316)","(7.5, 15.0, 11.4)"
12-01-2023 17:24:38.552547,"(2.6, 3.35, 2.903888888888889)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 11.825)","(3.5, 5.2, 4.316)","(7.5, 15.0, 13.457142857142857)"
12-01-2023 17:24:39.592749,"(2.6, 3.35, 2.903888888888889)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 12.472727272727273)","(3.5, 5.2, 4.316)","(7.5, 15.0, 13.7)"
12-01-2023 17:24:40.465090,"(2.6, 3.35, 2.903888888888889)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 12.472727272727273)","(3.5, 5.2, 4.316)","(7.5, 15.0, 13.7)"
12-01-2023 17:24:41.465901,"(2.6, 3.35, 3.187777777777778)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.316)","(7.5, 15.0, 11.666666666666666)"
12-01-2023 17:24:42.510151,"(2.6, 3.35, 3.304193548387097)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 13.325)"
12-01-2023 17:24:43.433230,"(2.6, 3.3, 3.0538461538461537)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:44.419071,"(2.6, 3.3, 3.1523809523809523)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:45.412058,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:46.295491,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:47.166379,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:48.133906,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:49.184285,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:50.143187,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:51.032914,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:51.975547,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:52.886192,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.5)"
12-01-2023 17:24:53.820375,"(2.6, 3.3, 2.754545454545455)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 14.5, 11.666666666666666)"
12-01-2023 17:24:54.813190,"(2.6, 3.25, 2.856666666666667)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 11.666666666666666)"
12-01-2023 17:24:56.040152,"(2.6, 3.25, 2.8024137931034483)","(11.0, 28.0, 14.25)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 13.571428571428571)"
12-01-2023 17:24:56.985031,"(2.6, 3.15, 2.8233333333333333)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 14.166666666666668)"
12-01-2023 17:24:57.972655,"(2.6, 3.15, 2.7782758620689654)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 14.166666666666668)"
12-01-2023 17:24:59.005426,"(2.6, 3.15, 2.7782758620689654)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 14.166666666666668)"
12-01-2023 17:24:59.955633,"(2.6, 3.15, 3.0604761904761904)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.8, 4.55)","(8.0, 14.0, 9.95)","(3.5, 5.2, 4.55)","(7.5, 15.0, 14.166666666666668)"
12-01-2023 17:25:00.936398,"(2.6, 3.15, 3.0604761904761904)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.8, 5.066666666666666)","(8.0, 14.0, 9.5)","(3.5, 5.2, 4.55)","(7.5, 15.0, 13.75)"
12-01-2023 17:25:01.929510,"(2.6, 3.15, 3.0478260869565217)","(11.0, 28.0, 13.333333333333334)","(4.0, 6.6, 5.066666666666666)","(8.0, 14.0, 11.05)","(3.5, 5.2, 4.6)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:02.946325,"(2.6, 3.1, 2.8333333333333335)","(11.0, 27.0, 15.375)","(4.0, 6.6, 4.714285714285714)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.08)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:04.009294,"(2.6, 3.1, 2.8714285714285714)","(11.0, 27.0, 14.6)","(4.0, 6.6, 4.714285714285714)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.1000000000000005)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:04.969409,"(2.6, 3.1, 2.8120000000000003)","(11.0, 27.0, 18.714285714285715)","(4.0, 6.6, 4.714285714285714)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.1000000000000005)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:05.884384,"(2.6, 3.1, 3.0408695652173914)","(11.0, 26.0, 22.75)","(4.0, 6.2, 4.625)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:06.805645,"(2.6, 3.1, 2.9171428571428573)","(11.0, 26.0, 22.75)","(4.0, 6.2, 4.625)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:07.704760,"(2.6, 3.1, 2.873333333333333)","(11.0, 26.0, 22.75)","(4.0, 6.2, 4.625)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:08.616475,"(2.6, 3.1, 2.873333333333333)","(11.0, 26.0, 22.75)","(4.0, 6.2, 4.625)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:09.601395,"(2.6, 3.1, 2.873333333333333)","(11.0, 26.0, 22.75)","(4.0, 6.2, 4.720000000000001)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:10.600806,"(2.6, 3.1, 2.873333333333333)","(11.0, 26.0, 22.75)","(4.0, 6.0, 4.720000000000001)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
12-01-2023 17:25:11.546635,"(2.6, 3.1, 2.873333333333333)","(11.0, 26.0, 22.75)","(4.0, 5.9, 5.15)","(8.0, 13.5, 11.15)","(3.5, 5.2, 5.066666666666666)","(7.5, 14.5, 13.75)"
