,Rupurt Keen,Sketchy Deliver,Kid Freeze,Spot Of Rum,Wonder Woolly,Seabrook Baker,Charming Spirit,Izuku Bale
05-01-2023 16:19:51.455903,"(1.75, 2.04, 2.0103703703703704)","(3.4, 4.4, 4.218181818181818)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 107.6923076923077)","(9.0, 10.5, 10.24390243902439)","(91.0, 390.0, 290.0)","(10.0, 14.0, 13.681818181818182)","(41.0, 210.0, 202.22222222222223)"
05-01-2023 16:19:52.606056,"(1.75, 2.02, 2.009333333333333)","(3.4, 4.4, 4.218181818181818)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.201923076923077)","(91.0, 390.0, 373.8461538461538)","(10.0, 14.0, 13.894736842105264)","(41.0, 210.0, 202.22222222222223)"
05-01-2023 16:19:53.684388,"(1.75, 2.02, 2.009333333333333)","(3.4, 4.4, 4.218181818181818)","(7.0, 13.0, 12.59375)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.201923076923077)","(91.0, 390.0, 372.5)","(10.0, 14.0, 14.727272727272727)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:19:54.737968,"(1.75, 2.02, 2.011764705882353)","(3.4, 4.4, 4.221621621621622)","(7.0, 13.0, 12.588235294117647)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 14.8125)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:19:55.831067,"(1.75, 2.02, 2.0095238095238095)","(3.4, 4.4, 4.221621621621622)","(7.0, 13.0, 12.588235294117647)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 14.65)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:19:56.972140,"(1.75, 2.02, 2.0095238095238095)","(3.4, 4.4, 4.221621621621622)","(7.0, 13.0, 12.588235294117647)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 14.65)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:19:58.164481,"(1.75, 2.02, 2.008695652173913)","(3.4, 4.4, 4.221621621621622)","(7.0, 13.0, 12.588235294117647)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 14.65)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:19:59.229509,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.292307692307692)","(7.0, 13.0, 12.63888888888889)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.964285714285714)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:20:00.266447,"(1.75, 2.02, 2.0044444444444443)","(3.4, 4.4, 4.3090909090909095)","(7.0, 13.0, 12.64864864864865)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 14.0, 13.916666666666666)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:20:01.437381,"(1.75, 2.02, 2.0044444444444443)","(3.4, 4.4, 4.3090909090909095)","(7.0, 13.0, 12.64864864864865)","(51.0, 120.0, 106.66666666666667)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 14.0, 13.8)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:20:02.667821,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.3090909090909095)","(7.0, 13.0, 13.038461538461538)","(51.0, 110.0, 106.25)","(9.0, 10.5, 10.19)","(91.0, 390.0, 376.875)","(10.0, 14.0, 13.444444444444445)","(41.0, 210.0, 198.33333333333331)"
05-01-2023 16:20:03.905945,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.166666666666666)","(51.0, 110.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 13.5, 13.8)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:05.223386,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.071428571428571)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 14.0, 14.375)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:06.412366,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.224137931034482)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 300.0)","(10.0, 14.5, 14.375)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:07.485739,"(1.75, 2.02, 2.0083333333333333)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 376.875)","(10.0, 14.5, 13.666666666666666)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:08.564220,"(1.75, 2.02, 2.003529411764706)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 13.666666666666666)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:09.594717,"(1.75, 2.02, 2.004)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.19)","(91.0, 390.0, 372.5)","(10.0, 15.0, 13.666666666666666)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:10.703280,"(1.75, 2.02, 2.004)","(3.4, 4.4, 4.297297297297297)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.183673469387756)","(91.0, 390.0, 372.5)","(10.0, 15.0, 14.09090909090909)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:11.830912,"(1.75, 2.02, 2.0085714285714285)","(3.4, 4.4, 4.302564102564103)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.183673469387756)","(91.0, 390.0, 376.875)","(10.0, 14.5, 13.794117647058824)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:12.966433,"(1.75, 2.02, 2.0085714285714285)","(3.4, 4.4, 4.36)","(7.0, 13.5, 13.17741935483871)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.183673469387756)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.4)","(41.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:14.090683,"(1.75, 2.02, 2.012258064516129)","(3.4, 4.3, 4.258333333333333)","(7.0, 13.5, 13.166666666666666)","(51.0, 120.0, 105.45454545454545)","(9.0, 10.5, 10.852941176470589)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.125)","(41.0, 210.0, 203.33333333333334)"
05-01-2023 16:20:15.180997,"(1.75, 1.98, 1.9789795918367348)","(3.4, 4.3, 4.2379310344827585)","(7.0, 13.5, 13.333333333333334)","(51.0, 120.0, 105.45454545454545)","(9.0, 11.0, 11.113636363636363)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.75)","(41.0, 210.0, 203.33333333333334)"
05-01-2023 16:20:16.277352,"(1.75, 1.95, 1.9458333333333333)","(3.4, 4.4, 4.2681818181818185)","(7.0, 14.0, 13.4)","(51.0, 120.0, 105.45454545454545)","(8.5, 11.5, 11.113636363636363)","(91.0, 390.0, 372.5)","(10.0, 14.0, 13.75)","(51.0, 210.0, 203.33333333333334)"
05-01-2023 16:20:17.342675,"(1.75, 1.97, 1.9593333333333334)","(3.4, 4.4, 4.2681818181818185)","(7.0, 13.0, 12.924242424242424)","(51.0, 120.0, 108.0)","(8.5, 11.5, 11.027777777777779)","(91.0, 390.0, 376.875)","(10.0, 14.5, 14.071428571428571)","(51.0, 210.0, 185.0)"
05-01-2023 16:20:18.436331,"(1.75, 1.97, 1.9593333333333334)","(3.4, 4.4, 4.2681818181818185)","(7.0, 13.0, 12.924242424242424)","(51.0, 120.0, 108.0)","(8.5, 11.5, 11.027777777777779)","(91.0, 390.0, 372.5)","(10.0, 14.5, 14.071428571428571)","(51.0, 210.0, 185.0)"
05-01-2023 16:20:19.479127,"(1.75, 1.97, 1.9544444444444444)","(3.4, 4.4, 4.2681818181818185)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 11.027777777777779)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.944444444444445)","(51.0, 210.0, 185.0)"
05-01-2023 16:20:20.517299,"(1.75, 1.97, 1.9544444444444444)","(3.4, 4.4, 4.2681818181818185)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 11.027777777777779)","(91.0, 390.0, 372.5)","(10.0, 14.5, 13.944444444444445)","(51.0, 210.0, 185.0)"
05-01-2023 16:20:21.569027,"(1.75, 1.96, 1.9575)","(3.4, 4.4, 4.275)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.95)","(91.0, 390.0, 376.875)","(10.0, 14.0, 15.071428571428571)","(51.0, 210.0, 185.0)"
05-01-2023 16:20:22.603415,"(1.75, 1.96, 1.9553846153846153)","(3.4, 4.4, 4.275)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.95)","(91.0, 390.0, 376.875)","(10.0, 15.5, 14.5)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:23.613623,"(1.75, 1.96, 1.951290322580645)","(3.4, 4.4, 4.275)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.95)","(91.0, 390.0, 358.125)","(10.0, 15.0, 14.25)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:24.597275,"(1.75, 1.96, 1.9553846153846153)","(3.4, 4.4, 4.275)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.95)","(91.0, 370.0, 358.125)","(10.0, 14.5, 14.25)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:25.587935,"(1.75, 1.97, 1.9485714285714286)","(3.4, 4.4, 4.275)","(7.0, 13.5, 13.225)","(51.0, 110.0, 106.25)","(8.5, 11.5, 10.928571428571429)","(91.0, 370.0, 358.125)","(10.0, 14.5, 14.333333333333334)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:26.611037,"(1.75, 1.97, 1.9481818181818182)","(3.4, 4.4, 4.28)","(7.0, 13.5, 13.225)","(51.0, 110.0, 97.5)","(8.5, 11.5, 10.928571428571429)","(91.0, 370.0, 358.125)","(10.0, 14.5, 14.333333333333334)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:27.694210,"(1.75, 1.97, 1.9481818181818182)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.891304347826086)","(91.0, 370.0, 348.8888888888889)","(10.0, 14.5, 14.454545454545455)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:28.832063,"(1.75, 1.97, 1.9481818181818182)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.94)","(91.0, 370.0, 348.8888888888889)","(10.0, 14.5, 14.666666666666666)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:29.967818,"(1.75, 1.97, 1.9481818181818182)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.94)","(91.0, 370.0, 348.8888888888889)","(10.0, 15.0, 14.666666666666666)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:31.127201,"(1.75, 1.97, 1.95125)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.94)","(91.0, 370.0, 348.8888888888889)","(10.0, 15.0, 14.3125)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:32.233876,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.94)","(91.0, 370.0, 348.8888888888889)","(10.0, 14.5, 14.277777777777779)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:33.318834,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 10.94)","(91.0, 370.0, 348.8888888888889)","(10.0, 14.5, 14.277777777777779)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:34.426753,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.225)","(61.0, 110.0, 97.5)","(9.0, 11.5, 11.023809523809524)","(91.0, 370.0, 270.0)","(10.0, 14.5, 13.578947368421053)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:35.497707,"(1.75, 1.97, 1.9495454545454545)","(3.5, 4.4, 4.28)","(7.5, 13.5, 13.283783783783784)","(61.0, 110.0, 97.5)","(9.0, 11.5, 11.023809523809524)","(91.0, 360.0, 340.0)","(10.0, 14.0, 13.583333333333334)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:36.574535,"(1.75, 1.97, 1.9505)","(3.5, 4.4, 4.276595744680852)","(7.5, 13.5, 13.283783783783784)","(61.0, 110.0, 97.5)","(9.0, 11.5, 11.05)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.0, 13.583333333333334)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:37.637925,"(1.75, 1.98, 1.9649999999999999)","(3.5, 4.4, 4.276595744680852)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 97.5)","(9.0, 11.5, 11.05)","(91.0, 350.0, 331.1111111111111)","(10.0, 14.0, 13.764705882352942)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:38.777364,"(1.75, 1.98, 1.9649999999999999)","(3.5, 4.4, 4.276595744680852)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 97.5)","(9.0, 11.5, 11.05)","(91.0, 350.0, 331.1111111111111)","(10.0, 14.0, 14.88888888888889)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:39.847922,"(1.75, 1.96, 1.9466666666666665)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 103.0)","(9.0, 11.5, 11.153846153846153)","(91.0, 350.0, 331.1111111111111)","(10.0, 15.0, 14.88888888888889)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:41.001070,"(1.75, 1.96, 1.9444444444444444)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 101.25)","(9.0, 11.5, 11.153846153846153)","(91.0, 350.0, 321.66666666666663)","(10.0, 15.0, 14.416666666666666)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:42.069727,"(1.75, 1.96, 1.9444444444444444)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 101.25)","(9.0, 11.5, 11.153846153846153)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.5, 14.416666666666666)","(51.0, 210.0, 176.66666666666666)"
05-01-2023 16:20:43.143913,"(1.75, 1.96, 1.9444444444444444)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 104.16666666666666)","(9.0, 11.5, 11.26923076923077)","(91.0, 350.0, 331.1111111111111)","(10.0, 14.5, 14.433333333333334)","(51.0, 210.0, 193.33333333333334)"
05-01-2023 16:20:44.227964,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 104.16666666666666)","(9.0, 11.5, 11.233333333333333)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.5, 14.433333333333334)","(51.0, 200.0, 212.0)"
05-01-2023 16:20:45.246558,"(1.75, 1.96, 1.949230769230769)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 13.117021276595745)","(61.0, 110.0, 104.16666666666666)","(9.0, 11.5, 11.233333333333333)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.5, 14.433333333333334)","(51.0, 230.0, 200.95238095238096)"
05-01-2023 16:20:46.346139,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 12.875)","(61.0, 110.0, 104.16666666666666)","(9.0, 11.5, 11.285714285714286)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.5, 14.236842105263158)","(51.0, 220.0, 200.95238095238096)"
05-01-2023 16:20:47.441515,"(1.75, 1.95, 1.9485714285714286)","(3.5, 4.4, 4.279166666666667)","(7.5, 13.5, 12.875)","(61.0, 110.0, 104.16666666666666)","(9.0, 11.5, 11.285714285714286)","(91.0, 350.0, 321.66666666666663)","(10.0, 14.5, 13.868421052631579)","(51.0, 220.0, 200.95238095238096)"
05-01-2023 16:20:48.547708,"(1.75, 1.97, 1.964)","(3.5, 4.4, 4.312121212121212)","(7.5, 11.5, 11.203703703703704)","(61.0, 110.0, 104.16666666666666)","(9.0, 12.0, 11.647058823529411)","(91.0, 350.0, 260.0)","(10.0, 14.0, 13.8)","(51.0, 220.0, 193.33333333333334)"
05-01-2023 16:20:49.654756,"(1.75, 1.97, 1.964)","(3.5, 4.4, 4.312121212121212)","(7.5, 11.5, 11.15)","(61.0, 110.0, 104.16666666666666)","(9.0, 12.0, 11.75)","(91.0, 350.0, 240.71428571428572)","(10.0, 14.0, 13.833333333333334)","(51.0, 220.0, 193.33333333333334)"
05-01-2023 16:20:50.788133,"(1.75, 1.97, 1.964)","(3.5, 4.4, 4.312121212121212)","(7.5, 11.5, 11.15)","(61.0, 110.0, 105.0)","(9.0, 12.0, 12.289473684210526)","(91.0, 350.0, 245.3846153846154)","(10.0, 14.0, 14.5)","(51.0, 220.0, 173.33333333333334)"
05-01-2023 16:20:51.858848,"(1.75, 1.99, 1.9805882352941175)","(3.5, 4.2, 4.158333333333333)","(7.5, 11.5, 11.40625)","(61.0, 120.0, 105.0)","(9.0, 12.5, 12.289473684210526)","(91.0, 350.0, 245.3846153846154)","(10.0, 15.0, 14.9)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:20:52.874963,"(1.75, 2.02, 2.0011453744493393)","(3.5, 4.2, 4.118918918918919)","(7.5, 11.5, 11.333333333333334)","(61.0, 120.0, 102.22222222222223)","(9.0, 12.5, 12.289473684210526)","(91.0, 350.0, 220.0)","(10.0, 15.0, 13.954545454545455)","(51.0, 220.0, 202.5)"
05-01-2023 16:20:53.908177,"(1.75, 2.0, 1.9972)","(3.5, 4.2, 4.126829268292683)","(7.5, 11.5, 11.333333333333334)","(61.0, 120.0, 107.6923076923077)","(9.0, 12.5, 12.264705882352942)","(91.0, 340.0, 220.0)","(10.0, 14.0, 13.954545454545455)","(51.0, 220.0, 200.0)"
05-01-2023 16:20:54.917428,"(1.75, 2.02, 2.0019095477386935)","(3.5, 4.2, 4.107317073170732)","(7.5, 11.5, 11.416666666666666)","(61.0, 120.0, 100.0)","(9.0, 12.5, 12.078947368421053)","(91.0, 330.0, 260.0)","(10.0, 14.5, 14.1)","(51.0, 220.0, 208.33333333333331)"
05-01-2023 16:20:55.949816,"(1.75, 2.02, 2.0042028985507248)","(3.5, 4.1, 4.010526315789473)","(7.5, 12.0, 11.533333333333333)","(61.0, 120.0, 100.0)","(9.0, 12.5, 12.222222222222221)","(91.0, 330.0, 260.0)","(10.0, 14.5, 14.1)","(51.0, 220.0, 208.33333333333331)"
05-01-2023 16:20:57.040478,"(1.75, 2.06, 2.0476190476190474)","(3.5, 4.1, 4.042857142857143)","(7.5, 11.5, 11.458333333333334)","(61.0, 120.0, 98.46153846153847)","(9.0, 12.5, 12.078947368421053)","(91.0, 330.0, 260.0)","(10.0, 14.5, 14.333333333333334)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:20:58.143719,"(1.75, 2.04, 2.0365714285714285)","(3.5, 4.1, 4.0095238095238095)","(7.5, 11.5, 11.155172413793103)","(61.0, 120.0, 98.46153846153847)","(9.0, 12.5, 12.11111111111111)","(91.0, 330.0, 260.0)","(10.0, 14.5, 14.3)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:20:59.251793,"(1.75, 2.06, 2.042745098039216)","(3.5, 4.1, 4.018571428571429)","(7.5, 11.5, 11.1875)","(61.0, 120.0, 102.5)","(9.0, 12.5, 12.147058823529411)","(91.0, 330.0, 227.5)","(10.0, 14.5, 14.714285714285714)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:00.341979,"(1.75, 2.04, 2.0344)","(3.5, 4.1, 4.034375)","(7.5, 11.5, 11.26)","(61.0, 120.0, 97.72727272727272)","(9.0, 12.5, 12.147058823529411)","(91.0, 340.0, 227.5)","(10.0, 15.0, 14.642857142857142)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:01.391263,"(1.75, 2.04, 2.0366666666666666)","(3.5, 4.1, 4.024324324324324)","(7.5, 11.5, 11.1875)","(61.0, 120.0, 97.72727272727272)","(9.0, 12.5, 12.147058823529411)","(91.0, 340.0, 213.33333333333334)","(10.0, 15.5, 14.794117647058824)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:02.402641,"(1.75, 2.04, 2.0220000000000002)","(3.5, 4.1, 4.039130434782608)","(7.5, 11.5, 11.26)","(61.0, 120.0, 102.5)","(9.0, 12.5, 12.147058823529411)","(91.0, 330.0, 255.0)","(10.0, 15.5, 14.794117647058824)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:03.484841,"(1.75, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.069230769230769)","(7.5, 11.5, 11.321428571428571)","(61.0, 120.0, 97.72727272727272)","(9.0, 12.5, 12.147058823529411)","(91.0, 320.0, 255.0)","(10.0, 15.5, 14.625)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:04.606680,"(1.75, 2.04, 2.0228571428571427)","(3.5, 4.1, 4.069230769230769)","(7.5, 11.5, 11.1875)","(61.0, 120.0, 97.72727272727272)","(9.0, 12.5, 12.2)","(91.0, 320.0, 255.0)","(10.0, 15.5, 14.375)","(51.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:05.709746,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.09)","(7.5, 11.5, 11.321428571428571)","(61.0, 120.0, 97.72727272727272)","(9.0, 12.5, 12.2)","(101.0, 320.0, 255.0)","(10.0, 14.5, 14.375)","(71.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:06.857638,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.09)","(7.5, 12.0, 11.321428571428571)","(61.0, 120.0, 103.66666666666667)","(9.0, 12.5, 12.2)","(101.0, 320.0, 255.0)","(10.0, 14.5, 14.375)","(71.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:07.929125,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.09)","(7.5, 12.0, 11.321428571428571)","(61.0, 120.0, 103.66666666666667)","(9.0, 12.5, 12.2)","(101.0, 320.0, 212.85714285714286)","(10.0, 14.5, 14.375)","(71.0, 220.0, 207.27272727272725)"
05-01-2023 16:21:08.979085,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.09)","(7.5, 12.0, 11.321428571428571)","(61.0, 110.0, 107.22222222222223)","(9.0, 12.5, 12.25)","(101.0, 350.0, 230.0)","(10.0, 14.5, 14.375)","(71.0, 220.0, 217.69230769230768)"
05-01-2023 16:21:09.957477,"(1.7, 2.04, 2.0232558139534884)","(3.5, 4.1, 4.072727272727272)","(7.5, 12.0, 11.321428571428571)","(61.0, 110.0, 107.22222222222223)","(9.0, 12.5, 12.25)","(101.0, 350.0, 230.0)","(10.0, 14.5, 14.375)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:10.949715,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.1, 4.076190476190476)","(8.0, 12.0, 11.321428571428571)","(61.0, 110.0, 106.875)","(9.0, 12.5, 12.2)","(101.0, 350.0, 233.33333333333334)","(10.0, 14.5, 14.8)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:12.005178,"(1.7, 2.04, 2.0215384615384617)","(3.5, 4.2, 4.059259259259259)","(8.0, 11.5, 11.264705882352942)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.2)","(101.0, 350.0, 280.0)","(10.0, 15.0, 14.75)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:13.088542,"(1.7, 2.04, 2.02)","(3.5, 4.2, 4.056140350877193)","(8.0, 11.5, 11.236842105263158)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.25)","(101.0, 350.0, 280.0)","(10.0, 15.0, 14.8)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:14.155928,"(1.7, 2.02, 2.0168)","(3.5, 4.2, 4.056140350877193)","(8.0, 11.5, 11.205882352941176)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.25)","(101.0, 350.0, 280.0)","(10.0, 15.0, 14.8)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:15.174536,"(1.7, 2.02, 2.0069565217391303)","(3.5, 4.2, 4.066666666666666)","(8.0, 11.5, 10.970588235294118)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.285714285714286)","(101.0, 350.0, 280.0)","(10.0, 15.0, 14.857142857142858)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:16.217385,"(1.7, 2.0, 1.9963636363636363)","(3.5, 4.2, 4.073333333333333)","(8.0, 11.5, 11.13888888888889)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.266666666666667)","(101.0, 350.0, 280.0)","(10.0, 15.0, 14.473684210526315)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:17.186773,"(1.7, 2.0, 1.9961904761904763)","(3.5, 4.2, 4.071186440677966)","(8.0, 11.5, 11.13888888888889)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.266666666666667)","(101.0, 350.0, 280.0)","(10.0, 15.5, 14.473684210526315)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:18.266064,"(1.7, 2.02, 2.0136507936507937)","(3.5, 4.2, 4.0633333333333335)","(8.0, 11.5, 11.182692307692308)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.181818181818182)","(101.0, 340.0, 270.0)","(10.0, 15.0, 14.6875)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:19.368046,"(1.7, 2.02, 2.0150877192982457)","(3.5, 4.2, 4.066666666666666)","(8.0, 11.5, 10.976190476190476)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.181818181818182)","(101.0, 330.0, 270.0)","(10.0, 15.0, 14.555555555555555)","(71.0, 230.0, 217.69230769230768)"
05-01-2023 16:21:20.471683,"(1.7, 2.0, 1.9861538461538462)","(3.4, 4.2, 4.117021276595745)","(8.0, 11.5, 11.3)","(61.0, 110.0, 100.0)","(9.0, 12.5, 12.181818181818182)","(101.0, 330.0, 270.0)","(10.0, 15.0, 14.625)","(71.0, 230.0, 217.69230769230768)"
