,Drink Ciders,Avas Boy,Bonnie Rico,Shian Pixie,Royal Look,Spring Rowan,Outback Gold,Spring Betty
06-01-2023 17:07:25.910314,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.8, 8.333333333333334)","(4.4, 5.8, 5.3)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:26.930755,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.8, 8.333333333333334)","(4.4, 5.8, 5.3)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:28.078169,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.8, 8.266666666666666)","(4.4, 5.8, 5.3)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:29.165991,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 8.266666666666666)","(4.4, 5.8, 5.34)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:30.302995,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 8.266666666666666)","(4.4, 5.6, 5.34)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:31.443984,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 8.266666666666666)","(4.4, 5.6, 5.08)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:32.562664,"(6.5, 12.5, 11.742857142857144)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.9714285714285715)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 8.266666666666666)","(4.4, 5.6, 5.04)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:33.640269,"(6.5, 12.5, 11.48)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.82)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 8.266666666666666)","(4.4, 5.6, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:34.750689,"(6.5, 12.5, 11.275)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.7)","(3.7, 5.2, 4.578571428571428)","(6.0, 9.6, 9.3)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:35.781536,"(6.5, 12.5, 11.275)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.7)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 9.3)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:36.864384,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.466666666666667)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 9.3)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:38.027303,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.4, 7.675000000000001)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 9.3)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:39.136724,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.4, 6.452941176470588)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:40.272230,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.2, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:41.364713,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:42.431945,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:43.492831,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:44.582529,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:45.711610,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:46.852211,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:47.998101,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:49.091912,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:50.157838,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.65)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:51.283668,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.7, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:52.359084,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:53.475642,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:54.581016,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:55.731305,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:56.825895,"(6.5, 12.5, 11.225)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.375)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 8.166666666666666)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:57.856478,"(6.5, 12.5, 11.325)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.08)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 9.11111111111111)","(4.4, 5.6, 4.666666666666667)","(12.0, 26.0, 15.714285714285714)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:58.830398,"(6.5, 12.5, 11.82857142857143)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.08)","(3.7, 5.2, 4.578571428571428)","(6.0, 11.0, 9.11111111111111)","(4.4, 5.6, 4.776470588235294)","(12.0, 26.0, 15.0)","(9.0, 23.0, 17.75)"
06-01-2023 17:07:59.859716,"(6.5, 12.5, 12.108333333333334)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.314285714285714)","(3.7, 5.2, 4.765000000000001)","(6.0, 11.0, 9.11111111111111)","(4.4, 5.6, 4.776470588235294)","(12.0, 26.0, 15.0)","(9.0, 23.0, 17.75)"
06-01-2023 17:08:00.881486,"(6.5, 12.5, 11.977777777777778)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.5636363636363635)","(3.7, 5.2, 4.765000000000001)","(6.0, 11.0, 9.11111111111111)","(4.4, 5.6, 4.776470588235294)","(12.0, 26.0, 15.0)","(9.0, 23.0, 17.75)"
06-01-2023 17:08:01.966843,"(6.5, 12.5, 11.977777777777778)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.5636363636363635)","(3.7, 5.2, 4.765000000000001)","(6.0, 11.0, 9.11111111111111)","(4.4, 5.6, 4.776470588235294)","(12.0, 26.0, 15.0)","(9.0, 23.0, 16.0)"
06-01-2023 17:08:03.059316,"(6.5, 12.5, 11.977777777777778)","(8.0, 14.5, 9.75)","(5.5, 8.0, 7.5636363636363635)","(3.7, 5.2, 4.449999999999999)","(6.0, 11.0, 8.7)","(4.4, 5.6, 4.9)","(12.0, 26.0, 19.5)","(9.0, 23.0, 17.25)"
06-01-2023 17:08:04.219112,"(6.5, 12.5, 9.5)","(8.0, 14.0, 11.65)","(5.5, 8.0, 6.275)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.9)","(12.0, 25.0, 19.5)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:05.336572,"(6.5, 12.5, 8.75)","(8.0, 14.5, 13.364285714285714)","(5.5, 8.0, 6.275)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.9)","(12.0, 25.0, 19.5)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:06.453204,"(6.5, 12.5, 8.75)","(8.0, 14.5, 13.276923076923076)","(5.5, 8.0, 6.275)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.9)","(12.0, 25.0, 19.5)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:07.546236,"(6.5, 12.5, 8.75)","(8.0, 14.5, 13.276923076923076)","(5.5, 8.0, 6.275)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.9)","(12.0, 25.0, 19.5)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:08.666359,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.10909090909091)","(5.5, 8.0, 7.507142857142857)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.9)","(12.0, 25.0, 19.5)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:09.754441,"(6.5, 12.5, 8.5)","(8.0, 14.5, 12.933333333333334)","(5.5, 8.0, 7.266666666666667)","(3.7, 5.1, 4.449999999999999)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.45)","(12.0, 25.0, 15.0)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:10.846196,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.375)","(5.5, 8.0, 7.333333333333333)","(3.7, 5.1, 4.859999999999999)","(6.0, 10.5, 9.15)","(4.4, 5.5, 4.385714285714285)","(12.0, 26.0, 20.58823529411765)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:11.940431,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.375)","(5.5, 8.0, 7.333333333333333)","(3.7, 5.1, 4.9799999999999995)","(6.0, 10.5, 9.15)","(4.4, 5.5, 4.38)","(12.0, 26.0, 19.23076923076923)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:13.118046,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.375)","(5.5, 8.0, 6.65)","(3.7, 5.1, 4.733333333333333)","(6.0, 10.5, 9.15)","(4.4, 5.5, 4.38)","(12.0, 26.0, 19.142857142857142)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:14.275156,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.375)","(5.5, 8.0, 6.65)","(3.7, 5.1, 4.933333333333333)","(6.0, 10.5, 9.15)","(4.4, 5.5, 4.38)","(12.0, 27.0, 21.75)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:15.434128,"(6.5, 12.5, 8.5)","(8.0, 14.5, 13.642857142857142)","(5.5, 8.0, 6.15)","(3.7, 5.1, 4.6)","(6.0, 10.5, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 21.72222222222222)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:16.602015,"(6.5, 12.5, 9.73076923076923)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.8, 6.15)","(3.7, 5.1, 4.6)","(6.0, 10.5, 9.6)","(4.4, 5.5, 4.38)","(12.0, 27.0, 21.72222222222222)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:17.694171,"(6.5, 12.5, 9.853846153846153)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.6, 6.8)","(3.7, 5.1, 5.0)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:18.891359,"(6.5, 12.5, 8.855555555555556)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.6, 6.4)","(3.7, 5.2, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 13.857142857142858)"
06-01-2023 17:08:20.006826,"(6.5, 12.5, 8.855555555555556)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.6, 6.4)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 15.214285714285715)"
06-01-2023 17:08:21.185835,"(6.5, 12.5, 8.855555555555556)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.6, 6.4)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 14.5625)"
06-01-2023 17:08:22.314878,"(6.5, 12.5, 8.855555555555556)","(8.0, 14.5, 13.642857142857142)","(5.5, 7.4, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 18.363636363636363)"
06-01-2023 17:08:23.500130,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 15.75)"
06-01-2023 17:08:24.688959,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:25.794720,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.38)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:26.935096,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.879999999999999)","(4.4, 5.5, 4.375)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.333333333333332)"
06-01-2023 17:08:28.103740,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.4)","(4.4, 5.5, 4.375)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:29.148245,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.4)","(4.4, 5.5, 4.375)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:30.240937,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.6, 8.04)","(4.4, 5.5, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:31.357456,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.0, 8.04)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:32.535546,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 9.0, 8.04)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:33.706247,"(6.5, 12.5, 8.855555555555556)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:34.910231,"(6.5, 11.5, 9.95)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:36.165405,"(6.5, 11.5, 9.95)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:37.411955,"(6.5, 11.5, 9.95)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:38.591393,"(6.5, 11.5, 9.95)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.933333333333333)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.333333333333332)"
06-01-2023 17:08:39.722161,"(6.5, 11.5, 9.95)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.221951219512195)","(6.0, 8.8, 8.466666666666667)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 23.0, 17.0)"
06-01-2023 17:08:40.934882,"(6.5, 12.5, 9.425)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.1, 4.55)","(6.0, 8.8, 8.2)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:42.080704,"(6.5, 12.5, 9.22)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.0, 4.333333333333334)","(6.0, 9.0, 8.333333333333334)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:43.254716,"(6.5, 12.5, 9.22)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.0, 4.166666666666667)","(6.0, 9.0, 8.85)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:44.442828,"(6.5, 12.5, 9.22)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 5.0, 4.45)","(6.0, 9.2, 8.4)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:45.607958,"(6.5, 12.5, 9.22)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 4.9, 4.45)","(6.0, 9.2, 8.733333333333333)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.571428571428573)","(9.0, 22.0, 17.0)"
06-01-2023 17:08:46.781418,"(6.5, 12.5, 11.23846153846154)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 7.0)","(3.7, 4.9, 4.633333333333333)","(6.0, 9.2, 8.733333333333333)","(4.4, 5.3, 4.8)","(12.0, 27.0, 22.90909090909091)","(9.0, 22.0, 20.636363636363637)"
06-01-2023 17:08:48.191357,"(6.5, 12.5, 11.406666666666666)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.2, 9.0)","(4.4, 5.3, 4.8)","(12.0, 27.0, 22.27777777777778)","(9.0, 22.0, 20.25)"
06-01-2023 17:08:49.437085,"(6.5, 12.5, 11.406666666666666)","(8.0, 15.0, 14.035714285714286)","(5.5, 7.2, 6.6)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.4, 9.0)","(4.4, 5.3, 4.8)","(12.0, 27.0, 22.27777777777778)","(9.0, 22.0, 20.555555555555557)"
06-01-2023 17:08:50.752354,"(6.5, 12.5, 11.406666666666666)","(8.0, 15.0, 12.5625)","(5.5, 7.2, 6.6)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.4, 9.0)","(4.4, 5.3, 4.8)","(12.0, 27.0, 20.928571428571427)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:52.043107,"(6.5, 12.5, 12.158333333333333)","(8.0, 15.0, 12.5625)","(5.5, 7.2, 6.6)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.4, 9.0)","(4.4, 5.3, 4.55)","(12.0, 27.0, 20.928571428571427)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:53.411587,"(6.5, 12.5, 12.158333333333333)","(8.0, 15.0, 12.5625)","(5.5, 7.2, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.4, 9.0)","(4.4, 4.8, 4.6)","(12.0, 27.0, 20.928571428571427)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:54.701374,"(6.5, 12.5, 12.158333333333333)","(8.0, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.4, 8.353846153846154)","(4.4, 4.8, 4.6)","(12.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:55.943547,"(6.5, 12.5, 12.158333333333333)","(8.0, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(12.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:57.668362,"(6.5, 12.5, 12.158333333333333)","(8.5, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(13.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:08:58.907309,"(6.5, 12.5, 12.158333333333333)","(8.5, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(13.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:09:00.059212,"(6.5, 12.5, 12.158333333333333)","(8.5, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(13.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:09:01.232235,"(6.5, 12.5, 12.158333333333333)","(8.5, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(13.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
06-01-2023 17:09:02.414730,"(6.5, 12.5, 12.158333333333333)","(8.5, 15.0, 12.5625)","(5.5, 7.4, 6.7)","(3.7, 4.8, 4.633333333333333)","(6.0, 9.0, 8.353846153846154)","(4.4, 4.8, 4.6)","(13.0, 27.0, 21.333333333333332)","(9.0, 22.0, 19.833333333333332)"
