,Queen Of Strathfield Nz,Aldebaran Tess Nz,Aldebaran Revani Usa,Rave On Hall,On Advice,Sunny Gee,Caligula Nz,Drop The Hammer,Royal Glenferrie
07-01-2023 19:13:30.960362,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 150.0, 100.9090909090909)"
07-01-2023 19:13:32.293141,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 150.0, 100.9090909090909)"
07-01-2023 19:13:33.721448,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 150.0, 111.81818181818181)"
07-01-2023 19:13:35.060634,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:36.412915,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:37.654341,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:38.874396,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:40.023330,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:41.199964,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:42.452171,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:43.660913,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:44.956260,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 11.266666666666667)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:46.195669,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:47.441493,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:48.680263,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:49.893228,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:51.092220,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:52.329145,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:53.518733,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:54.634991,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:55.844333,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:57.192785,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:13:58.457211,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:00.006314,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:01.587529,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:03.141818,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:04.601020,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:06.229938,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:07.648203,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:09.063321,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:10.462620,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:11.807031,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:13.129286,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:14.425181,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:15.692581,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:16.910313,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:18.156743,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:19.468195,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:20.720039,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:22.043889,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:23.341925,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:24.718264,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:26.129084,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:27.409343,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:28.707850,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:30.027645,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 12.7)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:31.351294,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:32.724362,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:34.109047,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:35.461404,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:36.767721,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:38.149397,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:39.450199,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 111.81818181818181)"
07-01-2023 19:14:40.741770,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.566666666666666)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:42.193926,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 18.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:43.498650,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:44.824296,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:46.395174,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:47.972484,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:49.353244,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:50.751445,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:52.108002,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 91.25)"
07-01-2023 19:14:53.492072,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 170.0, 123.5)"
07-01-2023 19:14:54.773741,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 123.5)"
07-01-2023 19:14:56.062742,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 123.5)"
07-01-2023 19:14:57.317896,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 128.8)"
07-01-2023 19:14:58.655454,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:14:59.943718,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:01.245992,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:02.565864,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:03.923308,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:05.330560,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:06.771765,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:08.201231,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:09.563637,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:10.937392,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:12.291667,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 91.11111111111111)"
07-01-2023 19:15:13.594696,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:14.946443,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:16.258616,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:17.700231,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:19.237803,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:20.503478,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 132.66666666666666)"
07-01-2023 19:15:21.859940,"(31.0, 99999, 99990)","(4.0, 99999, 99990)","(6.5, 99999, 99990)","(9.0, 17.5, 12.233333333333333)","(10.0, 18.0, 16.5)","(21.0, 50.0, 34.0)","(2.25, 99999, 99990)","(9.0, 17.0, 14.133333333333333)","(41.0, 150.0, 135.14285714285714)"
